0 78.89439 11.12642 11.11125 33.02174 51.12058 96.70849 119.6693 116.1928 147.24 116.62 129.6393 144.2806 130.9908 157.2738 158.1407 161.3758 166.6473 165.3717 173.1716 176.5035 169.3226 178.4969
78.89439 0 88.18681 68.34709 105.5959 121.2274 151.5532 40.78328 38.16151 102.9553 46.58148 172.8776 180.3169 71.34681 183.2805 180.1556 181.9863 184.8866 180.9166 185.2896 188.4738 155.1933 174.0495
11.12642 88.18681 0 21.94822 22.02244 40.12878 86.79823 128.8355 124.8793 150.0634 123.7948 120.6808 136.0204 136.3575 150.1149 151.4907 154.863 160.3706 159.4706 167.6128 170.9179 167.4285 175.1036
11.11125 68.34709 21.94822 0 43.31068 61.27218 104.9842 109.1238 105.9604 141.8159 107.5174 136.5559 150.294 123.35 161.9572 162.2467 165.3162 170.3052 168.6209 176.0178 179.3669 168.3597 179.0276
33.02174 105.5959 22.02244 43.31068 0 18.1086 66.20944 145.5465 140.6516 153.9814 136.6043 101.6108 118.1564 145.4635 134.2539 136.6083 140.2165 146.1344 145.9775 154.7128 157.9356 161.771 166.3894
51.12058 121.2274 40.12878 61.27218 18.1086 0 50.41123 160.464 154.9962 159.7859 149.0338 87.23069 104.9381 155.2251 122.9585 126.2754 130.074 136.3263 136.8973 146.0997 149.2078 159.6499 161.5134
96.70849 151.5532 86.79823 104.9842 66.20944 50.41123 0 186.3138 179.0107 157.1045 166.9474 37.68837 56.76117 164.4805 77.86003 83.11238 87.16171 93.88635 96.08141 105.9449 108.6629 135.0532 129.6752
119.6693 40.78328 128.8355 109.1238 145.5465 160.464 186.3138 0 9.592315 97.74688 32.80244 203.1703 207.737 60.08235 206.715 202.1485 203.2945 205.0319 200.1424 202.7468 205.6757 162.1142 184.4306
116.1928 38.16151 124.8793 105.9604 140.6516 154.9962 179.0107 9.592315 0 88.67479 23.42248 194.8798 199.0191 51.19604 197.5813 192.9073 194.0042 195.6677 190.7334 193.2576 196.1753 152.5687 174.8418
147.24 102.9553 150.0634 141.8159 153.9814 159.7859 157.1045 97.74688 88.67479 0 65.40464 154.9697 150.2823 37.79075 139.0832 131.7249 131.2043 130.2552 124.0147 122.9101 125.0937 69.9807 94.88944
116.62 46.58148 123.7948 107.5174 136.6043 149.0338 166.9474 32.80244 23.42248 65.40464 0 179.1571 181.5728 28.38818 178.2804 173.078 173.9099 175.1519 169.9559 171.9309 174.7584 129.4488 152.0851
129.6393 172.8776 120.6808 136.5559 101.6108 87.23069 37.68837 203.1703 194.8798 154.9697 179.1571 0 19.93824 170.7128 43.4655 50.5637 54.58841 61.37233 65.1244 75.02 77.20671 116.6356 105.1545
144.2806 180.3169 136.0204 150.294 118.1564 104.9381 56.76117 207.737 199.0191 150.2823 181.5728 19.93824 0 170.1088 24.31032 32.33965 36.1723 42.77055 47.31033 56.93765 58.80096 104.247 89.77018
130.9908 71.34681 136.3575 123.35 145.4635 155.2251 164.4805 60.08235 51.19604 37.79075 28.38818 170.7128 170.1088 0 163.3663 157.1641 157.4255 157.7377 152.0249 152.6875 155.2634 105.1644 129.0326
157.2738 183.2805 150.1149 161.9572 134.2539 122.9585 77.86003 206.715 197.5813 139.0832 178.2804 43.4655 24.31032 163.3663 0 9.066627 12.29789 18.58219 23.74556 32.95627 34.61233 85.20311 67.78025
158.1407 180.1556 151.4907 162.2467 136.6083 126.2754 83.11238 202.1485 192.9073 131.7249 173.078 50.5637 32.33965 157.1641 9.066627 0 4.079216 10.89269 15 24.62214 26.65521 76.32169 58.72773
161.3758 181.9863 154.863 165.3162 140.2165 130.074 87.16171 203.2945 194.0042 131.2043 173.9099 54.58841 36.1723 157.4255 12.29789 4.079216 0 6.817039 11.456 20.77715 22.67907 74.18922 55.7365
166.6473 184.8866 160.3706 170.3052 146.1344 136.3263 93.88635 205.0319 195.6677 130.2552 175.1519 61.37233 42.77055 157.7377 18.58219 10.89269 6.817039 0 6.659452 14.46305 16.03954 70.68551 50.80736
165.3717 180.9166 159.4706 168.6209 145.9775 136.8973 96.08141 200.1424 190.7334 124.0147 169.9559 65.1244 47.31033 152.0249 23.74556 15 11.456 6.659452 0 9.962429 12.58968 64.03124 44.49243
173.1716 185.2896 167.6128 176.0178 154.7128 146.0997 105.9449 202.7468 193.2576 122.9101 171.9309 75.02 56.93765 152.6875 32.95627 24.62214 20.77715 14.46305 9.962429 0 3.354102 59.35697 37.48672
176.5035 188.4738 170.9179 179.3669 157.9356 149.2078 108.6629 205.6757 196.1753 125.0937 174.7584 77.20671 58.80096 155.2634 34.61233 26.65521 22.67907 16.03954 12.58968 3.354102 0 60.60116 37.90305
169.3226 155.1933 167.4285 168.3597 161.771 159.6499 135.0532 162.1142 152.5687 69.9807 129.4488 116.6356 104.247 105.1644 85.20311 76.32169 74.18922 70.68551 64.03124 59.35697 60.60116 0 25.37761
178.4969 174.0495 175.1036 179.0276 166.3894 161.5134 129.6752 184.4306 174.8418 94.88944 152.0851 105.1545 89.77018 129.0326 67.78025 58.72773 55.7365 50.80736 44.49243 37.48672 37.90305 25.37761 0
