0 150.5297 109.0824 155.0004 159.9696 175.2955 176.9196
150.5297 0 153.0402 160.2463 144.1209 128.3678 102.118
109.0824 153.0402 0 48.53309 61.42785 88.55805 107.6049
155.0004 160.2463 48.53309 0 22.62255 54.43076 83.23525
159.9696 144.1209 61.42785 22.62255 0 31.91051 60.9044
175.2955 128.3678 88.55805 54.43076 31.91051 0 32.07682
176.9196 102.118 107.6049 83.23525 60.9044 32.07682 0
0 150.5297 109.0824 155.0004 159.9696 175.2955 176.9196
150.5297 0 153.0402 160.2463 144.1209 128.3678 102.118
109.0824 153.0402 0 48.53309 61.42785 88.55805 107.6049
155.0004 160.2463 48.53309 0 22.62255 54.43076 83.23525
159.9696 144.1209 61.42785 22.62255 0 31.91051 60.9044
175.2955 128.3678 88.55805 54.43076 31.91051 0 32.07682
176.9196 102.118 107.6049 83.23525 60.9044 32.07682 0
0 150.5297 109.0824 155.0004 159.9696 175.2955 176.9196
150.5297 0 153.0402 160.2463 144.1209 128.3678 102.118
109.0824 153.0402 0 48.53309 61.42785 88.55805 107.6049
155.0004 160.2463 48.53309 0 22.62255 54.43076 83.23525
159.9696 144.1209 61.42785 22.62255 0 31.91051 60.9044
175.2955 128.3678 88.55805 54.43076 31.91051 0 32.07682
176.9196 102.118 107.6049 83.23525 60.9044 32.07682 0
0 150.5297 109.0824 155.0004 159.9696 175.2955 176.9196
150.5297 0 153.0402 160.2463 144.1209 128.3678 102.118
109.0824 153.0402 0 48.53309 61.42785 88.55805 107.6049
155.0004 160.2463 48.53309 0 22.62255 54.43076 83.23525
159.9696 144.1209 61.42785 22.62255 0 31.91051 60.9044
175.2955 128.3678 88.55805 54.43076 31.91051 0 32.07682
176.9196 102.118 107.6049 83.23525 60.9044 32.07682 0
0 150.5297 109.0824 155.0004 159.9696 175.2955 176.9196
150.5297 0 153.0402 160.2463 144.1209 128.3678 102.118
109.0824 153.0402 0 48.53309 61.42785 88.55805 107.6049
155.0004 160.2463 48.53309 0 22.62255 54.43076 83.23525
159.9696 144.1209 61.42785 22.62255 0 31.91051 60.9044
175.2955 128.3678 88.55805 54.43076 31.91051 0 32.07682
176.9196 102.118 107.6049 83.23525 60.9044 32.07682 0
0 150.5297 109.0824 155.0004 159.9696 175.2955 176.9196
150.5297 0 153.0402 160.2463 144.1209 128.3678 102.118
109.0824 153.0402 0 48.53309 61.42785 88.55805 107.6049
155.0004 160.2463 48.53309 0 22.62255 54.43076 83.23525
159.9696 144.1209 61.42785 22.62255 0 31.91051 60.9044
175.2955 128.3678 88.55805 54.43076 31.91051 0 32.07682
176.9196 102.118 107.6049 83.23525 60.9044 32.07682 0
