0 83.59386 94.58954 117.4959 64.57637 116.138 124.0131 131.2221 150.847 129.1333 160.243 168.0641 183.89 189.6922
83.59386 0 16.35709 87.99841 81.59349 103.3683 102.2255 116.1681 227.9987 131.5946 192.6447 236.0668 206.7961 205.0439
94.58954 16.35709 0 76.58988 81.01373 94.24035 91.42407 105.8969 234.1083 123.8372 188.5409 239.1907 200.6097 197.5252
117.4959 87.99841 76.58988 0 58.8471 23.13702 15.24456 30.13196 211.7409 53.62131 126.0105 202.4632 131.2172 124.9686
64.57637 81.59349 81.01373 58.8471 0 52.26235 61.63007 67.05239 160.4291 65.66483 112.8214 159.742 130.6642 132.6453
116.138 103.3683 94.24035 23.13702 52.26235 0 12.77267 15.25414 193.7988 30.98112 102.8802 181.7382 108.9371 103.866
124.0131 102.2255 91.42407 15.24456 61.63007 12.77267 0 14.89492 206.5514 39.89977 113.0313 194.3303 116.7062 109.9415
131.2221 116.1681 105.8969 30.13196 67.05239 15.25414 14.89492 0 201.821 27.59281 100.5639 186.6544 102.5035 95.20494
150.847 227.9987 234.1083 211.7409 160.4291 193.7988 206.5514 201.821 0 178.8084 137.4031 45.0807 165.3647 182.3292
129.1333 131.5946 123.8372 53.62131 65.66483 30.98112 39.89977 27.59281 178.8084 0 73.23726 160.7623 77.97085 73.69114
160.243 192.6447 188.5409 126.0105 112.8214 102.8802 113.0313 100.5639 137.4031 73.23726 0 105.1972 29.5112 45.06957
168.0641 236.0668 239.1907 202.4632 159.742 181.7382 194.3303 186.6544 45.0807 160.7623 105.1972 0 130.3291 148.2849
183.89 206.7961 200.6097 131.2172 130.6642 108.9371 116.7062 102.5035 165.3647 77.97085 29.5112 130.3291 0 18.32506
189.6922 205.0439 197.5252 124.9686 132.6453 103.866 109.9415 95.20494 182.3292 73.69114 45.06957 148.2849 18.32506 0
