0 71.76501 86.854 103.5061 109.9011 131.101 123.9997 124.3347 43.1892 48.93835
71.76501 0 18.46545 37.86846 45.72288 67.90086 60.65665 135.8488 112.2176 117.2844
86.854 18.46545 0 19.41245 27.30762 49.44013 42.20722 132.4199 125.128 129.8163
103.5061 37.86846 19.41245 0 7.98139 30.03294 22.79528 130.6754 139.5117 143.8146
109.9011 45.72288 27.30762 7.98139 0 22.27702 14.9795 129.3986 144.828 148.9546
131.101 67.90086 49.44013 30.03294 22.27702 0 7.311765 134.4817 164.2973 168.1077
123.9997 60.65665 42.20722 22.79528 14.9795 7.311765 0 132.0632 157.6564 161.5549
124.3347 135.8488 132.4199 130.6754 129.3986 134.4817 132.0632 0 117.6328 116.2294
43.1892 112.2176 125.128 139.5117 144.828 164.2973 157.6564 117.6328 0 5.962848
48.93835 117.2844 129.8163 143.8146 148.9546 168.1077 161.5549 116.2294 5.962848 0
