0 71.91074 13.62523 16.61952 20.75452 39.28472 108.7229 110.8372 156.4745 117.6688 151.9642 160.2798 167.5852
71.91074 0 83.81604 86.17561 89.01842 104.0451 158.0545 40.86394 127.0555 49.84853 181.8512 181.3028 185.2898
13.62523 83.81604 0 3.064129 7.442143 26.08746 96.85825 121.6425 158.3062 127.8237 142.774 152.5403 160.3234
16.61952 86.17561 3.064129 0 4.418191 23.03259 93.94579 123.6709 158.1552 129.6784 140.3071 150.3479 158.221
20.75452 89.01842 7.442143 4.418191 0 18.65913 89.55567 125.932 157.1184 131.6555 136.3047 146.6469 154.6224
39.28472 104.0451 26.08746 23.03259 18.65913 0 71.76975 138.8272 157.0166 143.5444 121.3921 133.5215 142.0445
108.7229 158.0545 96.85825 93.94579 89.55567 71.76975 0 182.8169 152.8203 183.6753 59.0889 78.18066 88.20563
110.8372 40.86394 121.6425 123.6709 125.932 138.8272 182.8169 0 110.8634 11.04536 195.3139 190.0658 191.9806
156.4745 127.0555 158.3062 158.1552 157.1184 157.0166 152.8203 110.8634 0 102.1599 129.4462 113.3196 109.8981
117.6688 49.84853 127.8237 129.6784 131.6555 143.5444 183.6753 11.04536 102.1599 0 192.7796 186.325 187.6968
151.9642 181.8512 142.774 140.3071 136.3047 121.3921 59.0889 195.3139 129.4462 192.7796 0 22.54667 32.24805
160.2798 181.3028 152.5403 150.3479 146.6469 133.5215 78.18066 190.0658 113.3196 186.325 22.54667 0 10.10842
167.5852 185.2898 160.3234 158.221 154.6224 142.0445 88.20563 191.9806 109.8981 187.6968 32.24805 10.10842 0
