0 11.34281 21.87691 19.38982 20.01625 16.62515 18.15614 27.70032 33.9537 58.36266 32.22537 35.99453 35.04722 35.73329 105.8083 108.6603 119.1004 99.45321 98.29605 122.655 115.928 106.0379 153.2256 156.6068 162.2929 134.4837 151.4026 137.0905 153.8512 153.8468 166.3807 167.7583 184.1342 176.7017 189.9586 179.9061 176.9591 201.5398 179.6654 192.7261 183.2024 192.8897 193.2132 212.0629 195.4083 196.1124 206.6086 212.9765 197.1061 214.5536 200.6909 201.1524 203.8609 198.4926 196.3219 202.0001 212.8932 210.5441 214.3691 219.243 217.319 224.3255 222.8011 218.3586 226.0099 224.9162 222.7701 225.1101 220.9116 218.8871 226.6225 225.0669 224.5294 225.7831 225.9766 225.7103 227.39 227.7218 228.8454 229.8803
11.34281 0 11.08051 30.59412 31.04835 12.04159 12.36932 20.78932 26.40076 52.38831 26.92582 37.17539 34 36.34556 114.5477 118.4314 129.1395 108.7118 107.4477 132.708 125.8223 115.1086 162.706 165.8584 171.294 129.0874 159.8061 131.6254 162.1387 161.8731 174.9931 175.5006 191.8398 183.5878 197.1864 175.3083 172.812 206.9346 175.436 189.4882 186.39 196.7466 197.3271 218.3232 199.542 199.2882 204.28 218.7167 200.4651 220.1133 204.3601 204.978 207.2231 201.4561 197.9141 205 210.7748 213.9276 212.7329 223.6716 217.8836 229.1572 227.0766 217.0069 230.5737 229.4014 226.7532 229.1193 223.7789 220.9117 230.3606 228.4841 227.561 228.5855 227.2285 225.4994 230.0543 229.6548 228.7059 232.6935
21.87691 11.08051 0 40.38289 40.5312 12.29273 10.85255 13.97717 17.91957 44.18688 21.00265 36.79088 31.72976 35.48396 119.9671 125.199 136.2563 114.8319 113.4362 139.8339 132.7367 120.9467 168.9123 171.7395 176.8226 120.6045 164.5968 123.0814 166.7761 166.1885 180.0031 179.4253 195.6734 186.4765 200.435 167.2955 165.1548 208.0857 167.7078 182.5171 185.2989 196.3024 197.1466 220.4037 199.3751 198.1428 198.0276 220.2161 199.5011 221.4109 203.7004 204.4768 206.2425 200.0911 195.2164 203.6609 204.6854 212.9502 207.0515 223.7479 214.1614 229.6471 226.9843 211.5627 230.7763 229.5237 226.3576 228.7453 222.2576 218.5683 229.7044 227.5048 226.1949 226.988 224.1288 221.0493 228.3165 227.2019 224.3134 231.0974
19.38982 30.59412 40.38289 0 2 31.57531 33.54102 42.17803 48.38388 68.93442 44.28318 38.33773 41.03657 39.05125 89.59156 90.78546 100.8018 82.43937 81.46779 104.3274 97.84299 89.27486 135.6143 139.3162 145.3534 142.0688 135.4179 144.7593 138.0364 138.4446 150.0113 152.7365 169.0991 163.0055 175.6529 185.6475 181.945 190.141 184.7707 196.0133 175.5997 184.0918 183.9837 199.2109 186.1317 188.4351 208.2266 200.9602 189.1144 202.8235 192.1563 192.3538 195.8204 191.1558 191.3165 194.579 214.1074 202.4278 214.7444 209.3442 213.9147 213.7405 213.1379 218.2201 215.857 214.8977 213.5907 215.876 213.6001 213.0023 217.8302 216.8156 216.9239 218.5543 221.3557 223.5755 220.3838 221.9418 226.5709 222.6123
20.01625 31.04835 40.5312 2 0 31.257 33.24154 41.65429 47.80167 67.82348 43.46263 36.76425 39.69887 37.53665 88.02481 89.4986 99.62429 80.98302 79.98125 103.1591 96.60875 87.78383 134.2879 137.9311 143.9119 140.5924 133.8432 143.2873 136.4426 136.8061 148.4891 151.0644 167.4319 161.2277 173.9234 184.0245 180.2776 188.2422 183.1093 194.2502 173.6066 182.1159 182.0165 197.3854 184.1657 186.4433 206.386 199.0904 187.1263 200.9406 190.1764 190.3786 193.8333 189.161 189.3198 192.585 212.2499 200.442 212.8563 207.3958 211.9339 211.8136 211.1834 216.3146 213.9165 212.953 211.6247 213.9113 211.6058 211.0024 215.8564 214.8325 214.9325 216.5594 219.3609 221.6168 218.3873 219.9418 224.6091 220.6179
16.62515 12.04159 12.29273 31.57531 31.257 0 2 11.17453 17.49286 41.90761 15.81139 25.76118 22.02272 24.73863 107.6981 113.1769 124.3382 102.6608 101.2423 127.9156 120.7528 108.7244 156.7299 159.5055 164.5513 118.3465 152.3056 120.9266 154.4896 153.9212 167.7105 167.2008 183.4641 174.4467 188.3282 164.1767 161.4837 196.639 164.1426 177.8488 175.0179 185.6378 186.3357 208.6145 188.5577 187.901 192.422 208.6337 189.1461 209.9083 193.1633 193.8479 195.9001 189.9918 186.0779 193.5459 198.8794 202.608 200.7662 212.8098 205.8889 218.504 216.136 205.0098 219.7755 218.5635 215.6757 218.0519 212.2687 209.1626 219.1734 217.1681 216.1041 217.0517 215.3211 213.4596 218.4765 217.8809 216.6675 221.1611
18.15614 12.36932 10.85255 33.54102 33.24154 2 0 9.544776 15.81139 40.70422 14.76482 26.43771 22.2036 25.29822 109.3054 114.9478 126.1428 104.3612 102.9272 129.7197 122.5367 110.3857 158.418 161.1521 166.1509 117.2713 153.8083 119.8384 155.9701 155.3557 169.2395 168.5747 184.8212 175.6609 189.596 163.2483 160.6393 197.5666 163.2826 177.1713 175.5484 186.2868 187.0321 209.695 189.2564 188.4218 191.9111 209.6187 189.7004 210.8596 193.7732 194.4865 196.4514 190.4719 186.3035 194.0309 198.4061 203.16 200.3823 213.5509 205.914 219.3171 216.8474 204.6778 220.5385 219.3126 216.3331 218.7132 212.7205 209.4588 219.784 217.72 216.5849 217.4894 215.4711 213.3378 218.8881 218.1567 216.558 221.5993
27.70032 20.78932 13.97717 42.17803 41.65429 11.17453 9.544776 0 6.327163 31.60146 7.037142 25.35682 19.1253 23.73371 112.1588 119.1164 130.5923 107.9608 106.4074 134.1569 126.8017 113.6496 161.7767 164.1733 168.802 108.2983 155.7797 110.8379 157.7829 156.8574 171.3676 169.6517 185.7624 175.7321 189.9695 154.569 152.1633 195.9893 154.7664 169.1282 172.0325 183.3149 184.2894 208.9403 186.5222 184.8419 184.3486 208.335 186.2743 209.3917 190.6037 191.4532 193.0026 186.7025 181.4281 190.2794 190.9566 199.7061 193.2177 210.9953 200.21 217.1173 214.1407 197.6824 218.0847 216.79 213.3641 215.7601 208.7966 204.8561 216.587 214.2492 212.7879 213.4978 210.2539 207.0734 214.7783 213.4588 210.3367 217.6055
33.9537 26.40076 17.91957 48.38388 47.80167 17.49286 15.81139 6.327163 0 26.3241 7.211103 27.61746 20.61553 25.80698 115.449 123.13 134.7368 111.6882 110.0727 138.2881 130.852 117.1708 165.2551 167.4515 171.855 102.9266 158.4456 105.4336 160.3489 159.2348 174.1034 171.7443 187.7465 177.1781 191.5887 149.4657 147.2583 196.3216 149.8212 164.609 171.0563 182.7064 183.8396 209.8047 186.0753 183.8009 180.2369 208.8492 185.3409 209.7815 189.8462 190.7905 192.0443 185.5233 179.4464 189.1084 186.9358 198.736 189.4331 210.6419 197.5802 217.0023 213.6791 194.0335 217.7941 216.4532 212.7205 215.1252 207.4801 203.0493 215.78 213.251 211.5585 212.1275 207.9844 204.0025 213.3214 211.5733 207.2968 216.2296
58.36266 52.38831 44.18688 68.93442 67.82348 41.90761 40.70422 31.60146 26.3241 0 26.14078 34.72333 29.01251 33.09578 116.4158 127.4355 139.4465 114.8865 113.0189 142.8553 135.1589 119.1932 166.0475 167.2395 170.5078 76.70158 155.5165 79.23711 156.9358 154.9959 171.2525 166.0616 181.3881 168.6879 183.6434 123.1417 120.9735 183.2469 123.5214 138.5954 153.5972 166.3827 168.0554 198.6394 170.2804 166.016 154.7157 196.3485 167.8981 196.8053 172.9545 174.212 174.4668 167.2758 158.7825 170.8606 161.5428 181.0717 164.4269 194.9778 175.0641 202.1323 197.6205 169.2648 202.3 200.8074 196.0482 198.4668 188.6524 182.7613 198.5428 195.4029 192.981 193.1071 186.3715 180.4073 194.028 191.0163 183.7634 197.1704
