0 55.38134 126.9761 144.2477 86.24519 127.3833 152.1275 173.3416 116.9685 183.3703 143.6156 144.3927 191.1725 197.5499
55.38134 0 110.2404 188.3317 141.3281 119.4455 143.0671 171.7314 167.0984 192.9545 173.8432 175.2855 207.4247 225.1799
126.9761 110.2404 0 168.5493 192.195 20.3006 35.09086 67.71283 172.0557 100.3095 124.2691 126.7084 122.8714 158.4278
144.2477 188.3317 168.5493 0 112.3416 151.3547 162.5211 154.6371 40.21703 130.4863 55.65228 53.41525 115.9994 86.64152
86.24519 141.3281 192.195 112.3416 0 184.7888 206.6794 216.7322 72.30996 210.7715 144.8551 144.1111 207.4555 193.1984
127.3833 119.4455 20.3006 151.3547 184.7888 0 24.85095 52.74692 158.0134 81.59133 105.0054 107.4813 103.2171 138.1276
152.1275 143.0671 35.09086 162.5211 206.6794 24.85095 0 33.25766 174.1997 69.56071 111.4374 113.9812 94.40546 135.218
173.3416 171.7314 67.71283 154.6371 216.7322 52.74692 33.25766 0 173.692 39.79007 99.70956 102.1543 66.12803 111.0514
116.9685 167.0984 172.0557 40.21703 72.30996 158.0134 174.1997 173.692 0 156.8946 83.10385 81.58976 147.215 124.5548
183.3703 192.9545 100.3095 130.4863 210.7715 81.59133 69.56071 39.79007 156.8946 0 75.25789 77.30119 26.47351 72.90768
143.6156 173.8432 124.2691 55.65228 144.8551 105.0054 111.4374 99.70956 83.10385 75.25789 0 2.544056 64.21319 54.02289
144.3927 175.2855 126.7084 53.41525 144.1111 107.4813 113.9812 102.1543 81.58976 77.30119 2.544056 0 65.63093 53.48832
191.1725 207.4247 122.8714 115.9994 207.4555 103.2171 94.40546 66.12803 147.215 26.47351 64.21319 65.63093 0 47.4944
197.5499 225.1799 158.4278 86.64152 193.1984 138.1276 135.218 111.0514 124.5548 72.90768 54.02289 53.48832 47.4944 0
