0 43.26894 61.03152 66.10884 69.04639 163.3438 135.8483 82.65829 84.29169 83.10146 156.8699 67.42658 137.5198 144.7014 148.7131 146.95 160.6777 186.5904 175.6556
43.26894 0 38.71046 44.20407 46.09772 151.5323 108.3639 125.8286 127.3146 125.9067 182.0062 105.8915 122.1887 129.0545 185.0813 165.1484 176.0323 184.5061 193.0012
61.03152 38.71046 0 5.700877 8.276473 112.8544 75.08548 133.5288 133.7778 131.244 158.3564 102.7643 83.73293 90.688 173.7129 136.7205 145.3781 146.5401 163.1531
66.10884 44.20407 5.700877 0 3 107.3283 69.79322 136.9848 137.0876 134.434 156.9086 105.0952 78.1014 85.03859 174.3542 134.3726 142.4966 141.5927 160.404
69.04639 46.09772 8.276473 3 0 105.5275 66.90273 139.8994 139.9786 137.3044 158.1606 107.7868 76.09256 82.97628 176.498 135.1629 142.9708 140.508 160.9486
163.3438 151.5323 112.8544 107.3283 105.5275 0 66.84701 205.1668 203.1646 199.1785 142.0275 163.8789 30.44048 24.88056 192.9423 109.0523 102.8999 48.14425 118.2005
135.8483 108.3639 75.08548 69.79322 66.90273 66.84701 0 200.8774 200.2286 196.9976 181.4031 163.8865 41.47282 43.4678 217.8643 150.8331 151.184 114.1761 168.957
82.65829 125.8286 133.5288 136.9848 139.8994 205.1668 200.8774 0 4.317407 8.070936 130.0243 41.5047 187.724 194.3072 90.37793 138.7402 155.639 210.1236 163.6159
84.29169 127.3146 133.7778 137.0876 139.9786 203.1646 200.2286 4.317407 0 4.301163 125.9383 39.29377 186.2292 192.75 86.1002 135.1037 152.0195 207.2933 159.77
83.10146 125.9067 131.244 134.434 137.3044 199.1785 196.9976 8.070936 4.301163 0 121.9584 35.30581 182.4903 188.977 83.34371 130.8453 147.7572 203.0394 155.5944
156.8699 182.0062 158.3564 156.9086 158.1606 142.0275 181.4031 130.0243 125.9383 121.9584 0 100.6558 145.4452 148.3217 63.02433 32.97764 43.23888 117.3203 39.47095
67.42658 105.8915 102.7643 105.0952 107.7868 163.8789 163.8865 41.5047 39.29377 35.30581 100.6558 0 147.4816 153.8881 81.38859 102.4158 118.9274 169.1227 129.3101
137.5198 122.1887 83.73293 78.1014 76.09256 30.44048 41.47282 187.724 186.2292 182.4903 145.4452 147.4816 0 7.181791 188.7015 113.5047 111.8295 74.25263 129.1428
144.7014 129.0545 90.688 85.03859 82.97628 24.88056 43.4678 194.3072 192.75 188.977 148.3217 153.8881 7.181791 0 193.2275 116.0024 113.3073 70.8224 130.244
148.7131 185.0813 173.7129 174.3542 176.498 192.9423 217.8643 90.37793 86.1002 83.34371 63.02433 81.38859 188.7015 193.2275 0 90.15203 104.4007 176.5758 102.4582
146.95 165.1484 136.7205 134.3726 135.1629 109.0523 150.8331 138.7402 135.1037 130.8453 32.97764 102.4158 113.5047 116.0024 90.15203 0 16.94102 86.513 28.70734
160.6777 176.0323 145.3781 142.4966 142.9708 102.8999 151.184 155.639 152.0195 147.7572 43.23888 118.9274 111.8295 113.3073 104.4007 16.94102 0 74.1605 18.30263
186.5904 184.5061 146.5401 141.5927 140.508 48.14425 114.1761 210.1236 207.2933 203.0394 117.3203 169.1227 74.25263 70.8224 176.5758 86.513 74.1605 0 84.43308
175.6556 193.0012 163.1531 160.404 160.9486 118.2005 168.957 163.6159 159.77 155.5944 39.47095 129.3101 129.1428 130.244 102.4582 28.70734 18.30263 84.43308 0
