0 3.138801 54.0029 57.00058 67.8297 60.74525 25.02165 87.86542 100.2965 99.29969 95.71889 116.2752 101.7288 120.4505 98.02887 102.355 129.8249 153.3592 106.6949 124.0623 120.2881 125.1321 128.4128 140.7227 139.7212 174.0687 151.9601 147.5174 149.2675 164.7191 158.2416 183.8015 181.838
3.138801 0 55.44367 58.36475 69.11806 57.78191 21.93171 89.01264 101.1639 96.44947 92.74964 116.7262 98.71881 120.7021 94.96578 99.28756 130.0375 153.0331 103.5917 120.9236 117.1836 122.0279 125.2996 137.6167 136.6732 172.9752 148.9308 144.7374 147.0553 161.6451 156.016 182.3374 179.872
54.0029 55.44367 0 3.333333 14.14468 105.8946 71.44928 34.471 48.27536 144.9845 138.9966 67.20863 143.6213 73.22978 138.1394 142.0738 82.65348 111.5813 144.2437 155.6518 145.9109 150.421 154.3826 165.3094 160.084 142.5792 170.5658 155.7325 141.3303 185.5857 150.03 158.2918 166.3961
57.00058 58.36475 3.333333 0 10.92314 108.0323 73.91061 31.23077 44.95104 147.0293 140.8814 63.89662 145.3947 69.96459 139.808 143.7024 79.3788 108.4703 145.719 156.695 146.6098 151.0799 155.0692 165.8687 160.3947 139.8975 170.7293 155.307 139.9858 185.8468 148.6342 155.8882 164.5278
67.8297 69.11806 14.14468 10.92314 0 117.3963 83.96934 20.32638 34.37439 156.1371 149.6371 54.06704 153.8856 60.62759 148.059 151.8506 69.91928 100.1324 153.4871 163.3248 152.321 156.6675 160.7245 171.1389 164.9559 133.7405 174.8285 157.6187 139.2334 190.2058 147.6647 150.9399 161.7406
60.74525 57.78191 105.8946 108.0323 117.3963 0 36.27658 134.7712 143.3587 39.30059 34.97415 153.1593 41.13115 154.3495 38.24974 42.618 162.601 176.4894 48.1415 69.12882 71.7769 76.30252 78.46428 90.85306 94.24058 182.2313 106.9398 114.1602 133.7245 116.3881 141.6365 183.8315 170.4408
25.02165 21.93171 71.44928 73.91061 83.96934 36.27658 0 102.6755 113.0441 75.39562 71.12611 125.873 76.93657 128.5442 73.05135 77.36699 137.4945 156.6415 81.67772 99.43499 96.77293 101.6094 104.6948 117.129 117.1234 170.8917 129.6058 128.376 136.1626 141.6485 144.9207 177.3415 170.8308
87.86542 89.01264 34.471 31.23077 20.32638 134.7712 102.6755 0 15.16926 172.8909 165.8035 36.47259 169.5702 44.13219 163.3593 166.9507 52.84266 85.05576 167.9181 175.7053 163.1847 167.2749 171.4154 181.0643 173.6763 122.7237 182.6371 162.3883 138.6362 198.3602 146.5307 142.1138 156.9769
100.2965 101.1639 48.27536 44.95104 34.37439 143.3587 113.0441 15.16926 0 180.5708 172.9174 21.55964 176.1793 29.61085 169.6346 173.0088 37.94723 70.72003 173.3378 179.2208 165.5066 169.346 173.5209 182.4568 174.1473 110.1359 182.3072 159.8952 132.5198 198.1924 139.946 130.6213 147.8646
99.29969 96.44947 144.9845 147.0293 156.1371 39.30059 75.39562 172.8909 180.5708 0 10.44348 188.612 14.51101 188.9045 20.61553 21.85944 196.5921 206.6546 29.34706 52.40193 65.0884 68.01573 68.06247 78.19709 86.75668 205.6085 98.14325 116.1424 146.9124 102.4982 153.4487 202.9469 183.5982
95.71889 92.74964 138.9966 140.8814 149.6371 34.97415 71.12611 165.8035 172.9174 10.44348 0 180.2143 7.288612 180.2265 10.73355 13.12302 187.743 197.0207 20.89161 44.695 55.759 58.98741 59.39873 70.16057 77.89036 195.3133 89.62579 106.3198 136.5052 95.03718 143.0881 192.5135 173.2188
116.2752 116.7262 67.20863 63.89662 54.06704 153.1593 125.873 36.47259 21.55964 188.612 180.2143 0 182.7081 8.602325 175.7569 178.7776 16.39329 49.40721 178.1832 181.2639 166.0271 169.4554 173.6232 181.4319 171.9163 90.55996 178.8387 153.6611 121.5905 194.7803 128.2264 112.277 132.5283
101.7288 98.71881 143.6213 145.3947 153.8856 41.13115 76.93657 169.5702 176.1793 14.51101 7.288612 182.7081 0 182.3927 7.598428 7.438123 189.6852 197.7588 14.84035 38.19408 50.62018 53.50558 53.57614 63.89254 72.25235 194.3556 83.69992 101.8575 133.7675 88.47957 140.0449 190.6403 170.2587
120.4505 120.7021 73.22978 69.96459 60.62759 154.3495 128.5442 44.13219 29.61085 188.9045 180.2265 8.602325 182.3927 0 175.3023 178.1663 9.485166 41.11023 177.2 179.1587 163.3971 166.6533 170.8011 178.1545 168.2261 81.97209 174.6707 148.6028 115.0828 190.5828 121.4381 103.8202 124.6875
98.02887 94.96578 138.1394 139.808 148.059 38.24974 73.05135 163.3593 169.6346 20.61553 10.73355 175.7569 7.598428 175.3023 0 4.370165 182.5072 190.2601 11.1018 34.83058 45.03887 48.33017 48.87228 59.90925 67.2611 186.7787 79.10769 95.64438 126.579 85.03861 132.9831 183.2031 163.1678
102.355 99.28756 142.0738 143.7024 151.8506 42.618 77.36699 166.9507 173.0088 21.85944 13.12302 178.7776 7.438123 178.1663 4.370165 0 185.2553 192.3753 7.770113 31.59108 43.22911 46.20493 46.42049 57.04593 65.02169 187.9197 76.61538 94.41942 126.6117 81.92731 132.7985 183.7743 163.0252
