0 122.822 133.2261 146.0712 149.7059 158.7076 37.33326 26.2761 34.04259 34.44959 183.0123 100.0699 193.7782 194.1952 195.1532 193.6182 196.348 151.4363 195.8784 174.2036 185.8661
122.822 0 12.26377 26.88517 30.92329 46.43102 94.20109 139.6218 140.4121 134.4869 93.58359 159.4676 112.0184 118.5216 132.6653 138.7734 146.1186 149.6284 155.3649 165.9812 165.7228
133.2261 12.26377 0 14.6217 18.66014 34.55269 103.0637 148.9215 149.1643 142.9928 83.40233 163.6111 102.2724 109.3242 124.6267 131.4468 139.1137 147.9613 149.1975 163.0466 161.5066
146.0712 26.88517 14.6217 0 4.038874 21.04421 114.5346 160.61 160.2884 153.887 72.20943 169.7033 91.54549 99.33303 116.1276 123.8573 131.8925 147.4261 143.002 160.8407 157.7167
149.7059 30.92329 18.66014 4.038874 0 17.66801 117.8637 163.9588 163.4986 157.0445 69.3912 171.6261 88.82824 96.83356 114.0564 122.0464 130.1773 147.6 141.5715 160.5274 156.9594
158.7076 46.43102 34.55269 21.04421 17.66801 0 124.8352 170.722 169.3217 162.5616 52.09699 170.1612 71.63646 79.99564 98.0768 106.6835 115.0347 138.6401 127.1737 149.6678 144.5844
37.33326 94.20109 103.0637 114.5346 117.8637 124.8352 0 46.10229 46.21113 40.42301 145.964 85.5341 156.4576 156.8823 158.2825 157.2205 160.379 121.0498 160.9085 143.6296 153.5328
26.2761 139.6218 148.9215 160.61 163.9588 170.722 46.10229 0 9.546669 14.42916 188.2644 79.7847 196.705 195.7375 193.751 190.6543 192.2418 140.1674 189.7367 162.6138 176.0374
34.04259 140.4121 149.1643 160.2884 163.4986 169.3217 46.21113 9.546669 0 7.25633 184.3177 70.2632 191.9609 190.5617 187.703 184.1764 185.449 131.8261 182.4257 154.1437 167.9014
34.44959 134.4869 142.9928 153.887 157.0445 162.5616 40.42301 14.42916 7.25633 0 177.0859 66.68693 184.7054 183.3231 180.5727 177.1426 178.5083 125.7453 175.6859 148.1848 161.6521
183.0123 93.58359 83.40233 72.20943 69.3912 52.09699 145.964 188.2644 184.3177 177.0859 0 164.1523 19.58289 28.65459 49.04782 59.46667 68.20991 111.5931 82.36184 115.5547 105.73
100.0699 159.4676 163.6111 169.7033 171.6261 170.1612 85.5341 79.7847 70.2632 66.68693 164.1523 0 164.5977 159.6398 149.353 142.1758 140.4628 74.94853 132.7386 94.25981 110.8405
193.7782 112.0184 102.2724 91.54549 88.82824 71.63646 156.4576 196.705 191.9609 184.7054 19.58289 164.5977 0 10.32096 32.12463 43.53227 52.15366 104.8695 67.13499 105.1786 93.19567
194.1952 118.5216 109.3242 99.33303 96.83356 79.99564 156.8823 195.7375 190.5617 183.3231 28.65459 159.6398 10.32096 0 21.82563 33.3254 41.89551 97.17224 56.96206 96.13409 83.54952
195.1532 132.6653 124.6267 116.1276 114.0564 98.0768 158.2825 193.751 187.703 180.5727 49.04782 149.353 32.12463 21.82563 0 11.75901 20.11399 81.44289 35.33097 77.0531 63.07969
193.6182 138.7734 131.4468 123.8573 122.0464 106.6835 157.2205 190.6543 184.1764 177.1426 59.46667 142.1758 43.53227 33.3254 11.75901 0 8.748522 72.001 23.6445 65.95727 51.48154
196.348 146.1186 139.1137 131.8925 130.1773 115.0347 160.379 192.2418 185.449 178.5083 68.20991 140.4628 52.15366 41.89551 20.11399 8.748522 0 68.33556 15.35855 59.93732 44.42471
151.4363 149.6284 147.9613 147.4261 147.6 138.6401 121.0498 140.1674 131.8261 125.7453 111.5931 74.94853 104.8695 97.17224 81.44289 72.001 68.33556 0 58.52023 22.77092 36.56153
195.8784 155.3649 149.1975 143.002 141.5715 127.1737 160.9085 189.7367 182.4257 175.6859 82.36184 132.7386 67.13499 56.96206 35.33097 23.6445 15.35855 58.52023 0 46.63533 29.96743
174.2036 165.9812 163.0466 160.8407 160.5274 149.6678 143.6296 162.6138 154.1437 148.1848 115.5547 94.25981 105.1786 96.13409 77.0531 65.95727 59.93732 22.77092 46.63533 0 17.94831
185.8661 165.7228 161.5066 157.7167 156.9594 144.5844 153.5328 176.0374 167.9014 161.6521 105.73 110.8405 93.19567 83.54952 63.07969 51.48154 44.42471 36.56153 29.96743 17.94831 0
