0 3.800585 7.632169 9.219544 145.222 70.5762 157.9201 84.824 176.6987 167.0449 181.3202 182.7895 114.826 188.1385 184.5644 190.0914 186.0779 186.2525 116.4764 136.5613 188.3667 213.6879 109.444 212.7205 193.3132 214.4697 216.0029 217.5667 133.2359 218.3169 219.3855 132.6725 212.4865 149.8332 212.9272 192.463 194.7434 235.5101 237.959 240.9665 171.6188 243.4293 171.1586 262.1605 270.4427 269.0725 215.1279 215.1075 216.1157 239.0021 275.2862 249.0984 281.8865 267.2163 317.3043
3.800585 0 3.876568 8.333333 144.5375 66.95355 160.482 81.15417 178.996 169.2762 183.5686 184.9571 111.038 189.6678 186.0352 191.5384 187.4996 187.632 113.0199 132.8111 189.6816 215.2292 106.2534 214.2065 194.5536 215.9059 217.3968 218.9186 129.7794 219.6187 220.6304 129.7245 213.3642 146.4392 213.7548 192.8327 195.0456 236.4264 238.8157 241.7507 168.3096 244.134 168.127 262.3698 270.8002 269.3717 213.7875 213.707 214.6511 236.7005 274.6178 246.2745 280.8483 265.2749 316.4392
7.632169 3.876568 0 9.861541 144.7771 63.09715 163.6839 77.28321 181.9863 172.2157 186.5188 187.841 107.1972 192.0079 188.3249 193.8052 189.7452 189.8401 109.9646 129.2217 191.8313 217.5736 103.5917 216.5023 196.6348 218.1571 219.6099 221.0939 126.7185 221.7487 222.7089 127.3784 215.1075 143.4686 215.4513 194.1011 196.2479 238.2 240.5333 243.3999 165.4577 245.7078 165.6563 263.4635 272.0366 270.5518 213.2985 213.1525 214.0263 235.1197 274.8259 244.0558 280.6675 264.1057 316.4352
9.219544 8.333333 9.861541 0 136.3043 69.857 154.5845 83.61884 172.5691 162.7421 177.0537 178.3059 111.8928 182.166 178.4741 183.9512 179.8889 179.9806 109.6267 131.5523 181.9698 207.7318 101.7693 206.6519 186.7753 208.3009 209.7504 211.2327 126.3593 211.8874 212.8497 124.4548 205.3205 142.706 205.6818 184.5671 186.7619 228.4032 230.7564 233.6507 164.2011 235.9932 163.0713 254.0639 262.5274 261.0843 205.9345 205.9035 206.9034 230.0022 266.3841 240.6346 272.7875 258.0444 308.2872
145.222 144.5375 144.7771 136.3043 0 167.9832 135.7131 172.7445 133.5939 124.9836 134.1082 131.2377 174.6166 106.5425 101.8339 104.4119 100.7628 99.14758 122.9267 161.1434 97.90251 125.0969 105.8047 122.1284 98.26155 121.4698 120.9831 120.5691 128.2873 119.2337 117.9302 96.39111 99.22893 130.4978 97.8862 66.58264 66.40545 119.8709 120.112 120.5506 135.3865 120.4233 116.3817 126.0571 136.9864 134.4706 76.40737 77.63841 80.00952 126.8836 130.0808 159.6471 137.85 139.7938 172.3124
70.5762 66.95355 63.09715 69.857 167.9832 0 221.4217 14.60974 237.3551 227.1673 241.4042 241.9938 48.41487 239.9231 235.7223 240.8195 236.5925 236.2393 78.72506 79.71198 237.4889 265.0821 83.21658 263.4407 241.3566 264.5246 265.4868 266.4794 92.82204 266.5638 266.8651 109.7315 255.1872 110.0045 254.9216 228.6154 229.8173 278.1798 279.7365 281.6477 133.0038 282.9113 141.4929 293.7467 304.1352 301.8957 221.6867 220.5091 220.2203 224.2432 291.9529 221 291.6659 259.4203 329.401
157.9201 160.482 163.6839 154.5845 135.7131 221.4217 0 233.4587 24.08764 20.42474 29.50203 33.53163 253.8109 63.57894 64.06536 68.29831 67.05796 68.99399 222.909 258.5965 72.98883 81.02944 206.4649 82.40006 79.09848 85.67567 88.49701 91.32973 235.4771 93.8633 96.91321 211.957 106.7884 244.9567 109.1649 115.5066 119.6276 122.2913 126.559 131.78 257.5573 136.8634 243.1099 171.5805 172.4876 173.6513 200.9278 203.4572 206.8936 261.3774 218.3213 295.3062 239.481 267.5623 262.0385
84.824 81.15417 77.28321 83.61884 172.7445 14.60974 233.4587 0 248.7091 238.4515 252.6185 253.0173 34.7003 249.4244 245.124 250.1019 245.8593 245.4026 73.39467 68.33333 246.4706 274.3616 80.83591 272.5896 250.0955 273.5307 274.3702 275.2399 85.85623 275.1873 275.3297 106.5885 262.7564 102.4944 262.3505 235.1023 236.0793 285.5943 286.9592 288.6349 125.151 289.6456 135.6184 298.7985 309.5562 307.1511 222.2921 220.8899 220.3356 220.3174 293.9585 214.2237 292.2541 256.6141 330.2218
176.6987 178.996 181.9863 172.5691 133.5939 237.3551 24.08764 248.7091 0 10.38161 5.426274 9.718253 266.8135 44.3634 46.17118 49.22116 49.09967 51.26836 231.7608 268.6139 55.17648 58.09427 214.7629 59.82567 60.72159 63.22469 66.14651 69.07504 243.1958 71.81245 75.07626 217.3916 87.69423 251.2484 90.29827 101.8976 105.9754 100.9296 105.3262 110.7042 262.0078 116.0148 245.9838 152.0004 151.8164 153.3051 192.3983 195.2094 198.8612 256.0035 202.3057 292.5277 225.0002 258.6463 245.1757
167.0449 169.2762 172.2157 162.7421 124.9836 227.1673 20.42474 238.4515 10.38161 0 14.31782 16.12452 256.4391 43.25249 44 48.01447 47 49.0102 221.4965 258.2886 53.00943 61.04507 204.5336 62.24147 59.00847 65.46182 68.24405 71.044 233.0275 73.52721 76.53757 207.4657 86.61697 241.2343 89.05055 97.41663 101.5332 101.8676 106.1343 111.3591 252.2479 116.4552 236.4725 151.3763 152.1054 153.3101 185.9247 188.6352 192.2134 248.5196 199.3351 284.3132 221.2058 252.395 242.7385
