0 2.537993 30.5052 207.7575 211.7538 216.7933 69.55503 205.0281 100.0591 97.75098 88.67675 91.16617 63.85876 64.23057 94.1007 67.69904 66.045 68.38443 68.83472 71.20791 77.44786 75.46148 74.27948 82.0126 86.81867 90.40087 183.3962 103.0871 160.6314 195.1482 197.4967 200.1692 199.7106 202.8976 218.5402 206.5761 231.0883 252.6528 247.9309
2.537993 0 29.71782 206.2935 210.2879 215.3346 70.20453 204.7788 99.40322 97.11977 88.48164 90.98505 66.09841 66.37017 94.40471 69.82702 68.11755 70.60042 70.86156 73.33485 79.55758 77.38522 76.41989 84.05355 88.8273 91.92388 184.9446 104.4031 162.2968 196.3081 198.6353 201.2461 200.8233 203.9456 219.51 207.5885 232.1314 253.6138 249.1826
30.5052 29.71782 0 178.4925 182.4925 187.4938 47.51433 175.6397 69.69976 67.4303 59.76128 62.29909 66.71082 64.72067 68.16269 67.58032 64.91328 70.21556 66.49313 70.74121 76.0971 70.54317 73.85023 78.89133 82.73894 77.8844 169.0424 87.16851 148.2748 175.8603 177.9585 179.9532 179.8769 182.3631 197.1345 185.6571 210.3523 231.0192 229.3611
207.7575 206.2935 178.4925 0 4 9.055385 170.787 105.2192 118.6002 121.0258 138.6001 137.3975 224.5885 219.9864 150.971 220.6464 217.5983 225.2196 216.4348 221.84 223.2701 213.7213 223.6538 221.382 221.3993 198.9296 232.9384 190.9686 230.2786 208.9351 208.4346 204.9805 207.5114 204.062 205.8261 203.096 218.6916 224.9194 246.549
211.7538 210.2879 182.4925 4 0 5.09902 174.6446 106.5679 122.4827 124.913 142.443 141.2221 228.4732 223.8616 154.6876 224.5057 221.4611 229.0839 220.2817 225.6834 227.0818 217.5273 227.4841 225.1622 225.1485 202.6154 235.7202 194.5379 233.3501 211.3462 210.8009 207.2704 209.8309 206.2942 207.776 205.2511 220.5312 226.3936 248.3893
216.7933 215.3346 187.4938 9.055385 5.09902 0 179.2234 107.5194 127.122 129.5618 146.9966 145.7398 233.1051 228.4732 159.0008 229.0836 226.0465 233.6718 224.8341 230.2281 231.5627 221.9981 232.0022 229.5822 229.5102 206.8647 238.5433 198.5875 236.6036 213.6459 213.0376 209.4015 212.0024 208.3454 209.4369 207.1956 222.036 227.4032 249.8847
69.55503 70.20453 47.51433 170.787 174.6446 179.2234 0 141.5652 52.29572 49.93256 32.26416 33.72045 54.07844 49.32336 26.84606 49.86153 46.8241 54.45093 45.68338 51.11125 53.06394 43.78123 53.07715 52.16383 53.45175 37.21259 122.7563 41.68179 103.4598 128.352 130.4654 132.5444 132.4133 135.0189 150.0598 138.4126 163.0866 184.0678 181.847
205.0281 204.7788 175.6397 105.2192 106.5679 107.5194 141.5652 0 107.7207 109.6196 116.3652 113.8923 189.8703 184.7767 114.7285 183.7182 181.3862 188.2598 178.7904 183.2102 181.5995 172.7102 183.5988 177.3127 174.9382 150.8599 144.6196 136.8828 150.4384 113.5645 112.2585 107.6031 110.548 105.7804 103.8296 103.6854 115.5436 119.8839 143.2384
100.0591 99.40322 69.69976 118.6002 122.4827 127.122 52.29572 107.7207 0 2.5 20.59126 20.04196 105.9906 101.3903 37.16517 102.1044 99.0404 106.6535 97.97803 103.407 105.1834 95.74518 105.3423 103.7882 104.391 83.81527 146.7608 79.93122 134.1687 139.0032 140.1749 140.0036 141.0567 141.2721 152.4208 143.1712 166.7693 183.9026 190.7402
97.75098 97.11977 67.4303 121.0258 124.913 129.5618 49.93256 109.6196 2.5 0 18.44587 18.08121 103.5628 98.97601 35.53168 99.71365 96.64497 104.2545 95.60829 101.0408 102.8686 93.44814 102.9964 101.5296 102.1879 81.80006 145.9971 78.23203 133.0507 138.8517 140.0723 140.008 141.008 141.3385 152.7066 143.3152 167.0277 184.3789 190.7977
