0 107.8828 113.7474 113.4985 158.4151 153.2052 174.4287 130.2547 176.6946 180.6459 187.6796 90.01373 187.1436 189.3614 188.7827 192.1893 193.0428
107.8828 0 6.184658 9.219544 64.76995 60.10824 88.83288 154.168 96.80005 100.066 112.3396 152.5025 118.0929 130.2243 136.4716 143.5118 157.1482
113.7474 6.184658 0 5.5 59.46298 54.9386 83.9303 155.8457 92.27405 95.4403 107.9821 156.1738 114.1502 126.8691 133.53 140.7372 155.0798
113.4985 9.219544 5.5 0 55.60731 50.91169 79.6148 151.1513 87.64274 90.88564 103.2359 152.8005 109.1644 121.6395 128.1815 135.352 149.5969
158.4151 64.76995 59.46298 55.60731 0 5.228882 25.72035 151.1705 36.20501 38.48691 52.28342 171.8274 61.19385 77.8513 87.54603 95.70457 115.2438
153.2052 60.10824 54.9386 50.91169 5.228882 0 29.34057 148.1946 39.05445 41.67733 55.18185 167.6305 63.45164 79.43326 88.67074 96.73826 115.6403
174.4287 88.83288 83.9303 79.6148 25.72035 29.34057 0 146.7486 11.78905 13.07843 27.10561 175.3551 37.22585 55.34284 66.23307 74.51251 95.86088
130.2547 154.168 155.8457 151.1513 151.1705 148.1946 146.7486 0 139.8522 142.7243 139.1531 55.51152 130.5409 119.141 110.5344 108.1087 94.27949
176.6946 96.80005 92.27405 87.64274 36.20501 39.05445 11.78905 139.8522 0 3.956008 16.12984 171.5554 25.50584 43.56421 54.55502 62.82993 84.42705
180.6459 100.066 95.4403 90.88564 38.48691 41.67733 13.07843 142.7243 3.956008 0 14.03151 175.0868 24.59797 43.2317 54.59762 62.8344 84.85718
187.6796 112.3396 107.9821 103.2359 52.28342 55.18185 27.10561 139.1531 16.12984 14.03151 0 175.3834 11.84874 30.83402 42.73485 50.77242 73.48511
90.01373 152.5025 156.1738 152.8005 171.8274 167.6305 175.3551 55.51152 171.5554 175.0868 175.3834 0 169.2487 162.17 155.9247 155.4052 145.6413
187.1436 118.0929 114.1502 109.1644 61.19385 63.45164 37.22585 130.5409 25.50584 24.59797 11.84874 169.2487 0 19.0088 30.88716 38.93132 61.65083
189.3614 130.2243 126.8691 121.6395 77.8513 79.43326 55.34284 119.141 43.56421 43.2317 30.83402 162.17 19.0088 0 12.10312 19.95115 42.8884
188.7827 136.4716 133.53 128.1815 87.54603 88.67074 66.23307 110.5344 54.55502 54.59762 42.73485 155.9247 30.88716 12.10312 0 8.279817 30.80913
192.1893 143.5118 140.7372 135.352 95.70457 96.73826 74.51251 108.1087 62.82993 62.8344 50.77242 155.4052 38.93132 19.95115 8.279817 0 23.19012
193.0428 157.1482 155.0798 149.5969 115.2438 115.6403 95.86088 94.27949 84.42705 84.85718 73.48511 145.6413 61.65083 42.8884 30.80913 23.19012 0
