0 104.2157 99.70174 146.8601 99.89836 156.5434 118.6563 180.5945 145.0029 145.3033 146.7776 187.5103
104.2157 0 184.0257 52.70611 182.1884 168.8938 28.86847 110.0868 126.8716 125.7005 129.3714 128.723
99.70174 184.0257 0 209.0075 4.472136 121.7582 185.4946 214.2884 145.9109 147.411 146.1412 209.0415
146.8601 52.70611 209.0075 0 206.2542 159.8976 28.40802 63.95822 109.6304 107.8926 111.9237 86.79072
99.89836 182.1884 4.472136 206.2542 0 117.2885 183.0417 210.6043 141.7674 143.2829 141.9692 205.087
156.5434 168.8938 121.7582 159.8976 117.2885 0 151.2573 129.0664 52.04895 54.0124 50.21752 112.4942
118.6563 28.86847 185.4946 28.40802 183.0417 151.2573 0 81.23132 105.0107 103.5917 107.4826 100.1014
180.5945 110.0868 214.2884 63.95822 210.6043 129.0664 81.23132 0 78.35912 76.369 79.68465 25.07706
145.0029 126.8716 145.9109 109.6304 141.7674 52.04895 105.0107 78.35912 0 2 2.5 65.54341
145.3033 125.7005 147.411 107.8926 143.2829 54.0124 103.5917 76.369 2 0 4.031129 63.70609
146.7776 129.3714 146.1412 111.9237 141.9692 50.21752 107.4826 79.68465 2.5 4.031129 0 66.19055
187.5103 128.723 209.0415 86.79072 205.087 112.4942 100.1014 25.07706 65.54341 63.70609 66.19055 0
