0 60.22485 49.60091 115.1821 123.9294 124.1582 134.7936 203.5877 216.7992 187
60.22485 0 10.80529 110.7153 111.975 106.8307 116.0983 150.9773 158.2296 128.8736
49.60091 10.80529 0 110.9044 113.6321 109.444 119.1549 160.8537 168.0594 139.5609
115.1821 110.7153 110.9044 0 15.37551 24.91548 31.40134 148.3688 230.8021 159.2958
123.9294 111.975 113.6321 15.37551 0 11.01136 16.03237 134.148 221.9205 147.3652
124.1582 106.8307 109.444 24.91548 11.01136 0 10.64027 123.5689 211.4334 136.3607
134.7936 116.0983 119.1549 31.40134 16.03237 10.64027 0 119.9308 214.0197 136.1412
203.5877 150.9773 160.8537 148.3688 134.148 123.5689 119.9308 0 131.0413 44.52746
216.7992 158.2296 168.0594 230.8021 221.9205 211.4334 214.0197 131.0413 0 88.85536
187 128.8736 139.5609 159.2958 147.3652 136.3607 136.1412 44.52746 88.85536 0
