0 50.60339 49.12227 106.8702 74.37395 146.3258 143.0667 142.7109 136.5314 141.1054 137.307 140.5188 132.5678 130.5705 92.17026 156.398 87.36214 98.52659 101.5035 104.1743 118.9934 124.8293 131.5713 138.6479 142.7235 140.1636 139.6424 136.5116 136.059 141.3841 140.5128 143.9817 150.1175 150.1646 152.8959 183.5652 159.5596 169.7295
50.60339 0 3.640055 63.93906 35.60899 101.4359 100.5945 100.7584 96.80005 102.45 100.1961 103.2131 96.5259 95.48298 135.7923 137.3945 129.9125 140.4172 142.6251 144.261 157.6543 161.3536 166.128 170.6354 139.9605 140.5142 141.6492 142.6403 142.9064 142.5561 143.848 173.1552 177.9036 158.1811 160.447 178.0019 183.397 184.2672
49.12227 3.640055 0 62.99731 33.60432 101.0198 99.76472 99.84989 95.56411 101.1002 98.65343 101.7056 94.84725 93.69765 133.0073 134.5633 127.063 137.5 139.6548 141.2268 154.5216 158.1168 162.8074 167.2249 136.5173 137.0036 138.1096 139.0432 139.3018 139.0324 140.289 169.6677 174.3822 154.5736 156.8455 174.687 179.8071 180.6284
106.8702 63.93906 62.99731 0 32.54348 39.56398 36.80741 36.85262 33.3845 39.4743 38.57812 41.2102 36.39975 36.6749 171.2177 92.55729 164.4019 172.8051 173.6683 173.6543 183.6242 183.9321 185.4854 186.0118 115.515 119.9542 122.9867 129.0251 130.1504 122.6587 126.4649 184.478 186.8709 144.3273 145.6666 144.6335 186.5643 175.3078
74.37395 35.60899 33.60432 32.54348 0 72.09196 68.78408 68.52919 63.08922 68.26419 65.40069 68.50993 61.39422 60.1415 142.5819 103.5504 135.9458 145.0965 146.3932 146.9124 158.1864 159.7228 162.5192 164.6369 112.8421 115.0315 117.0235 120.3422 121.0217 117.4149 119.8509 164.7727 168.2224 136.1516 138.0335 148.2154 170.5334 165.0843
146.3258 101.4359 101.0198 39.56398 72.09196 0 11.6619 13.89244 23.37734 26.8561 32.31873 31.71269 36.12478 39.25876 208.1504 95.39387 201.2461 209.0126 209.5291 209.0933 217.901 217.1757 217.6448 216.7721 131.5606 137.9311 141.7789 150.0733 151.5586 140.7587 145.664 213.7743 215.1597 164.0488 164.7802 151.5693 212.4185 195.8107
143.0667 100.5945 99.76472 36.80741 68.78408 11.6619 0 2.236068 12.10372 15.20691 20.70024 20.05894 24.75884 27.9866 200.6891 83.80268 193.7524 201.1573 201.5042 200.8781 209.1969 208.1176 208.2577 207.0189 120.094 126.5741 130.4732 138.946 140.4635 129.4025 134.3801 203.6962 204.8767 152.7613 153.4422 139.9462 201.7285 184.53
142.7109 100.7584 99.84989 36.85262 68.52919 13.89244 2.236068 0 10.12423 12.97112 18.50676 17.82399 22.67157 25.92778 199.4437 81.56853 192.5019 199.8281 200.1386 199.4718 207.6833 206.5269 206.5944 205.2741 117.9397 124.4508 128.3637 136.8832 138.4088 127.2792 132.2762 201.8782 203.0115 150.6552 151.3225 137.7102 199.7684 182.4243
136.5314 96.80005 95.56411 33.3845 63.08922 23.37734 12.10372 10.12423 0 6.5 9.486833 10.16667 12.74755 15.91383 190.387 73.27813 183.4353 190.5682 190.795 190.0382 198.0289 196.7342 196.6882 195.2634 108.1845 114.5709 118.4409 126.8562 128.3686 117.3989 122.3376 191.7989 192.9031 140.7214 141.4284 129.1376 189.6484 172.4882
141.1054 102.45 101.1002 39.4743 68.26419 26.8561 15.20691 12.97112 6.5 0 6.264982 4.859127 11.5434 14.86607 192.3811 68.6244 185.4218 192.2628 192.355 191.4452 199.001 197.3828 197.014 195.2043 105.4444 112.1439 116.14 124.941 126.5158 114.9706 120.0843 191.3706 192.219 138.4386 139.0225 124.7437 188.4061 170.1956
