0 93.91311 59.07575 36.49111 129.8626 67.72014 147.1305 174.1716 84.43285 145.2299 139.7519 161.983 167.4404 202.4286
93.91311 0 62.60494 57.57704 37.20202 141.7507 57.00722 138.0775 150.7976 187.1375 65.8347 129.0744 130.5132 149.3349
59.07575 62.60494 0 42.11015 89.03004 125.3428 119.0033 186.8097 140.5292 195.0435 126.3264 175.9325 179.3003 205.4227
36.49111 57.57704 42.11015 0 94.00825 90.589 110.8911 152.1785 103.3979 153.7949 106.1037 140.5747 144.9203 175.8332
129.8626 37.20202 89.03004 94.00825 0 178.77 39.87967 150.385 187.2565 219.5514 67.66816 143.7337 143.2381 152.0115
67.72014 141.7507 125.3428 90.589 178.77 0 183.347 163.407 18.70253 85.46946 163.4727 151.4477 158.6219 199.701
147.1305 57.00722 119.0033 110.8911 39.87967 183.347 0 118.2293 188.0592 208.2087 35.30653 113.6766 111.6797 114.3349
174.1716 138.0775 186.8097 152.1785 150.385 163.407 118.2293 0 155.6389 134.2623 83.70583 12.35044 7.599843 39.50054
84.43285 150.7976 140.5292 103.3979 187.2565 18.70253 188.0592 155.6389 0 66.9626 165.2227 144.097 151.5258 193.2816
145.2299 187.1375 195.0435 153.7949 219.5514 85.46946 208.2087 134.2623 66.9626 0 177.4391 125.8948 133.3388 173.6154
139.7519 65.8347 126.3264 106.1037 67.66816 163.4727 35.30653 83.70583 165.2227 177.4391 0 78.52547 76.90181 85.43798
161.983 129.0744 175.9325 140.5747 143.7337 151.4477 113.6766 12.35044 144.097 125.8948 78.52547 0 7.646713 49.62847
167.4404 130.5132 179.3003 144.9203 143.2381 158.6219 111.6797 7.599843 151.5258 133.3388 76.90181 7.646713 0 42.01864
202.4286 149.3349 205.4227 175.8332 152.0115 199.701 114.3349 39.50054 193.2816 173.6154 85.43798 49.62847 42.01864 0
