0 76.74165 88.1304 90.87357 97.68635 104.8677 122.0679 104.218 183.7768 143.2418 186.3663
76.74165 0 12.01968 14.46122 22.46108 28.32368 56.14334 28.53507 162.6968 94.30222 150.6154
88.1304 12.01968 0 7.956473 16.15271 18.58122 52.66265 20.51152 166.5658 94.37301 152.0484
90.87357 14.46122 7.956473 0 8.673913 13.99421 44.85577 14.18343 159.1712 86.44206 144.2072
97.68635 22.46108 16.15271 8.673913 0 9.179683 36.57027 6.576473 153.7083 79.25083 137.4354
104.8677 28.32368 18.58122 13.99421 9.179683 0 38.61376 5.152892 159.6472 83.20047 141.7838
122.0679 56.14334 52.66265 44.85577 36.57027 38.61376 0 34.05612 124.6782 45.42039 104.0239
104.218 28.53507 20.51152 14.18343 6.576473 5.152892 34.05612 0 154.5073 78.29305 136.8293
183.7768 162.6968 166.5658 159.1712 153.7083 159.6472 124.6782 154.5073 0 80.9123 35.40127
143.2418 94.30222 94.37301 86.44206 79.25083 83.20047 45.42039 78.29305 80.9123 0 58.65682
186.3663 150.6154 152.0484 144.2072 137.4354 141.7838 104.0239 136.8293 35.40127 58.65682 0
