0 52.19782 109.7758 24.29615 139.5222 146.7732 141.1867 157.5389 172.5398 170.4372 185.434 86.28842 182.6437 186.0903 148.8596 121.6435 188.7511 190.4259 189.8369 173.7173
52.19782 0 65.85021 34.20526 101.065 109.627 103.8701 124.8106 144.7009 145.4545 164.5564 126.1784 168.4043 173.127 167.0868 150.6586 180.5374 184.1589 187.4794 180.4467
109.7758 65.85021 0 85.77441 37.15003 46.25624 40.78296 64.46636 87.70909 91.49454 113.3662 156.5128 124.4438 130.178 163.6974 163.4052 142.4595 148.0414 155.7441 160.749
24.29615 34.20526 85.77441 0 115.2524 122.5736 116.9658 133.7753 149.5961 148.0304 164.0556 92.61209 163.0276 166.8835 141.9765 120.5985 171.0823 173.4373 174.255 161.6447
139.5222 101.065 37.15003 115.2524 0 9.158443 4.430011 28.68211 53.10234 58.83558 81.35719 170.3074 96.60292 102.6535 158.4635 167.3354 117.3578 123.8613 133.8674 145.9884
146.7732 109.627 46.25624 122.5736 9.158443 0 5.763471 20.08623 44.66472 51.04809 73.54794 173.7852 89.94564 96.03413 157.3988 168.478 111.3174 118.0304 128.6016 142.5537
141.1867 103.8701 40.78296 116.9658 4.430011 5.763471 0 24.39089 48.73318 54.40588 76.92721 169.6644 92.26592 98.32357 155.7563 165.5566 113.1299 119.6766 129.8105 142.443
157.5389 124.8106 64.46636 133.7753 28.68211 20.08623 24.39089 0 24.58182 31.46771 53.80202 174.7415 71.56346 77.65988 148.5986 164.2264 93.71298 100.7093 112.1294 129.2365
172.5398 144.7009 87.70909 149.5961 53.10234 44.66472 48.73318 24.58182 0 10.03096 30.03505 178.4116 50.47756 56.41179 140.4257 161.6845 73.51746 80.86005 93.47043 115.1059
170.4372 145.4545 91.49454 148.0304 58.83558 51.04809 54.40588 31.46771 10.03096 0 22.52799 171.843 41 47.01888 131.0836 153.4438 63.86838 71.15125 83.58843 105.119
185.434 164.5564 113.3662 164.0556 81.35719 73.54794 76.92721 53.80202 30.03505 22.52799 0 177.0628 23.65095 28.77281 125.7892 153.2279 46.43699 53.93127 67.5737 94.04146
86.28842 126.1784 156.5128 92.61209 170.3074 173.7852 169.6644 174.7415 178.4116 171.843 177.0628 0 163.6246 164.3149 83.72353 45 158.6524 156.8518 150.0125 122.1147
182.6437 168.4043 124.4438 163.0276 96.60292 89.94564 92.26592 71.56346 50.47756 41 23.65095 163.6246 0 6.100237 105.1628 135.6245 23.18124 30.63495 44.0003 71.02816
186.0903 173.127 130.178 166.8835 102.6535 96.03413 98.32357 77.65988 56.41179 47.01888 28.77281 164.3149 6.100237 0 103.1369 134.8957 17.66428 25.15875 38.89635 67.45295
148.8596 167.0868 163.6974 141.9765 158.4635 157.3988 155.7563 148.5986 140.4257 131.0836 125.7892 83.72353 105.1628 103.1369 0 40.49758 91.01785 86.50664 75.55663 42.57156
121.6435 150.6586 163.4052 120.5985 167.3354 168.478 165.5566 164.2264 161.6845 153.4438 153.2279 45 135.6245 134.8957 40.49758 0 125.6613 122.3622 113.1435 81.9329
188.7511 180.5374 142.4595 171.0823 117.3578 111.3174 113.1299 93.71298 73.51746 63.86838 46.43699 158.6524 23.18124 17.66428 91.01785 125.6613 0 7.494665 21.43262 52.33135
190.4259 184.1589 148.0414 173.4373 123.8613 118.0304 119.6766 100.7093 80.86005 71.15125 53.93127 156.8518 30.63495 25.15875 86.50664 122.3622 7.494665 0 14.19371 46.50269
189.8369 187.4794 155.7441 174.255 133.8674 128.6016 129.8105 112.1294 93.47043 83.58843 67.5737 150.0125 44.0003 38.89635 75.55663 113.1435 21.43262 14.19371 0 33.92582
173.7173 180.4467 160.749 161.6447 145.9884 142.5537 142.443 129.2365 115.1059 105.119 94.04146 122.1147 71.02816 67.45295 42.57156 81.9329 52.33135 46.50269 33.92582 0
