0 4.308132 88.36289 74.42614 60.82763 87.69265 56.08921 99.72462 87.9659 94.04786 100.9752 152.1313 26.24881 111.3239 101.3769 90.96825 94.55686 97.08244 105.1119 108.1665 155.467 96.97036 152.3163 148.3286 144.9207 142.4363 162.6407 162.2621 158.1218 138.6645 98.73702 103.1746 160.8229 151.0033 153.1143 163.1541 160.7863 156.6246 153.8733 148.0414 150.3596 124.1974 133.0601 125.3994 140.2813 146.3087 177.9389 169.4993 172.8872 145.5782 142.5142 174.7484 152.0296 168.122 169.6496 173.6124 176.7824 179.6274 185.2674 213.565 216.3932 202.408 205.6016 222.991 223.808 227.7109 227.3335 224.4014 240.5847 232.2628 226.8832 224.7221 247.1159 239.2509 241.8398 251.4523 246.6617 242.2545 243.2879 260.3536 255.566 268.3654 273.0293 276.796 281.6026 282.3119 300.3635 293.3023 295.3811 285.5906 289.7697 293.2337 292.7695 296.9057 310.2201 296.5712 297.0421 300.4416 301.1661 304.5694 309.1035
4.308132 0 89.68924 75.33532 61.89152 88.87609 57.03122 97.72799 89.05594 91.94542 98.90682 148.1141 23.09026 111.9873 101.865 91.32752 94.9503 97.41643 105.0758 108.4295 153.0012 96.94643 149.8092 145.7639 142.2946 139.7598 160.0105 159.5856 155.3405 135.6788 97.92834 102.3854 157.9195 147.9992 150.0619 160.1631 157.7555 153.5377 150.7407 144.8103 147.0652 122.9128 131.8801 124.0176 139.0899 142.6717 174.5555 166.021 169.4407 141.8068 141.036 171.1805 150.4033 164.3227 165.8661 169.6862 172.8449 175.7036 183.5826 209.6353 212.4631 200.1688 203.4093 218.9602 219.763 223.665 223.2323 222.1787 236.4985 229.9664 224.4356 222.2219 242.9716 236.7014 239.3095 247.2448 244.147 239.6368 240.4653 256.0706 252.5956 264.067 268.7251 273.7783 278.2347 278.8264 297.3348 290.0345 292.142 282.035 286.2367 289.7333 289.2524 293.2254 305.92 292.6121 293.0197 296.4195 297.1188 300.5399 305.0671
88.36289 89.68924 0 16.34778 28.07134 3.162278 33.13608 187.0428 5.09902 181.0994 188.0957 170.1432 81.78631 27.58623 22.74379 20.73376 21.09502 23.34524 34.87164 31.30495 240.753 30.51639 237.4031 233.1243 229.3861 226.6159 246.9413 246.2702 241.4508 220.6607 47.38143 49.0408 243.1954 232.6585 234.3075 244.7596 242.0666 237.4432 234.2926 227.5527 229.1201 72.33948 76.68768 75.23962 82.55661 220.4501 255.0417 245.4588 249.2268 217.3131 90.19034 249.2087 101 238.4471 240.2603 240.6767 243.4173 246.5319 130.9198 279.2168 281.9539 158.2688 160.1 285.1193 285.3945 289.144 286.5528 178.0449 300.0417 187.0027 185.5263 184.7918 303.6878 199.4618 201.4113 304.1727 205.548 203.9393 210.1547 305.588 225.6413 310.4384 313.1789 246.9818 262.1221 266.7508 269.73 270.056 271.1494 272.3417 275.5041 277.6509 277.7949 287.7933 341.31 299.7908 303.5951 306.8334 308.9547 311.1953 315.9383
74.42614 75.33532 16.34778 0 13.75682 14.43087 18.33712 172.0182 14.08013 166.0008 173.0007 156.9367 65.84262 37.16517 28.10925 19.45436 22.3439 25.16446 36.00248 36.10055 225.1272 28.84441 221.7487 217.4305 213.6498 210.8452 231.1563 230.4479 225.5554 204.668 41.48795 44.44378 227.2031 216.6201 218.2321 228.7018 225.9878 221.338 218.1656 211.3824 212.9114 69.09595 75.1881 71.6467 81.79758 204.1201 238.752 229.1468 232.9211 200.9658 88.04747 232.8717 98.9002 222.1064 223.918 224.3847 227.1371 230.2482 130.5958 262.9948 265.7372 155.7602 157.9596 269.0339 269.333 273.0943 270.6053 176.3838 284.1025 185.1871 182.7601 181.6845 287.914 196.5051 198.6234 288.6446 202.9637 200.7 205.8525 290.6291 220.8308 295.7655 298.6892 242.3412 255.5959 259.5482 265.4289 264.2962 265.5866 264.7721 268.1348 270.5296 270.5665 279.6198 327.8266 289.7348 293.0704 296.3491 298.2805 300.6996 305.4362
60.82763 61.89152 28.07134 13.75682 0 27.01851 5.09902 159.0126 27.16616 153.0523 160.05 155.2265 54.12024 50.92151 41.68069 32.2783 35.51056 38.27532 48.37934 49.39636 212.7205 40.66018 209.3806 205.1179 201.4001 198.649 218.9795 218.3323 213.5708 192.8887 50.08992 53.7122 215.4159 204.9439 206.6495 217.0697 214.4114 209.8362 206.7293 200.0906 201.7622 78.26238 85.23497 80.5295 92.12711 193.7427 227.9962 218.5635 222.2836 190.9791 97.50122 222.5691 108.2266 212.4735 214.2452 215.3166 218.1559 221.2374 140.6556 254.3423 257.1109 164.3442 166.7693 261.0077 261.4001 265.2023 263.0789 185.4077 276.5881 194.0773 191.0393 189.7367 280.9026 204.5996 206.8248 282.284 211.2865 208.5839 212.953 285.5241 227.4951 291.2044 294.4571 249.0703 260.7681 264.1212 272.3568 270.0856 271.5327 269.0019 272.5372 275.1472 275.0891 283.2543 325.1869 291.4524 294.2686 297.5856 299.3009 301.9147 306.635
87.69265 88.87609 3.162278 14.43087 27.01851 0 32 186.0027 2 180.025 187.0241 167.0723 80.23092 26.40076 20.51536 17.67924 18.24829 20.61553 32.24678 29.15476 239.416 27.57263 236.0493 231.7468 227.9825 225.1905 245.5076 244.8122 239.9427 219.08 44.28318 46.01087 241.6154 231.0411 232.6585 243.126 240.4147 235.7674 232.5962 225.8124 227.3368 69.46222 73.97973 72.33948 79.93911 218.4611 253.1427 243.5159 247.2974 215.2324 87.44202 247.1943 98.27004 236.2816 238.1029 238.3952 241.1182 244.2376 128.4134 276.8465 279.5783 155.541 157.4103 282.6393 282.8993 286.6413 283.9938 175.4138 297.4777 184.3583 182.784 182.0165 301.0502 196.7054 198.6718 301.4496 202.83 201.1573 207.28 302.7243 222.7285 307.5224 310.2338 244.0861 259.0946 263.6854 266.8656 267.0791 268.1865 269.2582 272.4307 274.5906 274.729 284.684 338.2492 296.6319 300.433 303.6715 305.7924 308.0333 312.7763
56.08921 57.03122 33.13608 18.33712 5.09902 32 0 154.0032 32.06244 148.0304 155.029 152.3568 49.0408 55.36244 45.80044 35.97067 39.35734 42.05948 51.64445 53.23533 207.6343 43.72928 204.2921 200.0264 196.3059 193.553 213.8831 213.2346 208.4718 187.792 51.62364 55.47071 210.3188 199.8499 201.5589 211.977 209.3209 204.7492 201.6457 195.016 196.6977 79.75588 87.09191 81.88406 94.08898 188.7571 222.9647 213.5509 217.2648 186.0457 99.02963 217.5891 109.6586 207.5885 209.3538 210.5238 213.3776 216.4532 142.3587 249.6157 252.3886 165.3149 167.8392 256.4001 256.8112 260.6209 258.574 186.5529 272.0827 195.1512 191.8385 190.4363 276.5054 205.3022 207.5729 278.0357 212.0849 209.1895 213.2159 281.5848 227.561 287.4056 290.7456 249.1465 260.2038 263.3211 272.5018 269.7615 271.2711 268.0672 271.6662 274.3574 274.2626 282.0869 321.9138 289.5902 292.2259 295.5543 297.1952 299.8741 304.5866
99.72462 97.72799 187.0428 172.0182 159.0126 186.0027 154.0032 0 186.0027 6.324555 2.236068 170.1584 107.7868 207.5428 196.918 186.0812 189.763 191.9427 197.6912 202.4278 57.69749 189.8585 55.02954 51.83397 49.40648 47.84466 66.37017 66.57327 64.11318 50.61384 186.0376 190.3943 68.68042 61.7171 64.66065 72.47931 71.10731 68.56566 67.20119 64.74759 68.47627 205.5724 215.0581 205.6453 221.7994 76.88465 95.15382 90.42677 92.43917 82.03658 220.6339 97.94897 227.7586 101.2423 101.8332 111.9431 115.2085 116.9145 258.5363 147.2583 149.8566 266.0113 269.8759 161.2762 162.865 166.494 169.713 287.2508 180.8867 293.4025 285.3296 282.2145 191.0713 295.0254 297.9002 200.6451 302.8349 296.4309 292.7559 219.2099 300.7607 230.6274 237.3563 319.7577 314.0143 310.6976 342.0559 328.3478 331.2175 311.27 316.0736 320.5511 319.5074 317.1277 282.504 303.4312 300.1016 303.3324 302.3938 306.7776 310.6284
87.9659 89.05594 5.09902 14.08013 27.16616 2 32.06244 186.0027 0 180.0028 187.0027 165.3865 79.9062 25.23886 18.80638 15.68084 16.27882 18.68154 30.33978 27.45906 239.207 25.57831 235.8289 231.5102 227.7279 224.921 245.2305 244.5179 239.6132 218.7004 42.29657 44.01136 241.2343 230.6339 232.2283 242.7061 239.9818 235.3173 232.1314 225.3159 226.8083 67.47592 72.03471 70.34913 78.02182 217.778 252.5257 242.8662 246.6577 214.4784 85.48468 246.4894 96.31718 235.4591 237.2867 237.4789 240.1874 243.3105 126.5306 275.855 278.5821 153.5871 155.467 281.5546 281.8013 285.5368 282.8401 173.4878 296.3191 182.4281 180.8259 180.05 299.8254 194.7434 196.7143 300.145 200.8781 199.189 205.2925 301.2806 220.7351 306.0229 308.7021 242.095 257.0953 261.6907 264.8797 265.0797 266.1879 267.2677 270.4376 272.5949 272.7343 282.703 336.5747 294.7075 298.5297 301.7661 303.8964 306.1282 310.8714
94.04786 91.94542 181.0994 166.0008 153.0523 180.025 148.0304 6.324555 180.0028 0 7 165.1508 101.5972 201.42 190.7749 179.9321 183.6137 185.7794 191.4611 196.2371 62.39391 183.6416 59.5504 56.08173 53.33854 51.49542 70.66116 70.71068 67.81224 52.74929 179.7387 184.0924 72.00694 64.3506 67.17887 75.54634 73.96114 71.07215 69.42622 66.3193 69.89278 199.2486 208.7343 199.3239 215.4772 76.68931 97.14036 91.80959 94.04786 81.25269 214.3261 99.12618 221.4723 101.2423 101.951 111.5404 114.8434 116.6919 252.2955 147.7329 150.3762 259.9423 263.7973 161.4001 162.9264 166.6081 169.5125 281.2206 180.953 287.4178 279.4011 276.306 190.8671 289.1781 292.0488 200.0441 296.9865 290.6291 287.0854 217.9381 295.2372 229.1572 235.7668 314.339 308.9741 305.812 336.7139 323.231 326.0751 306.498 311.2852 315.7293 314.7078 312.6052 280.5361 299.5104 296.3663 299.6147 298.7608 303.1048 307.0016
