0 35.12834 28.86174 160.6561 58.5235 59.46427 38.91658 148.5624 46.61545 152.4861 151.8402 56.47938 166.6763 57.43595 93.19335 93.2309 91.40022 88.26035 87.11487 159.6653 89.627 197.0913 196.9772 113.1459 115.9741 196.3517 206.9843 130.874 191.2302 220.2272 225.6064 192.9846 206.4946 213.8247 273.8047 280.8959 288.7369 280.7298 281.0071 297.0606 302.4169 301.2042 265.0019 268.9238 304.9623 281.5386 278.16 280.529 280.8167 283.7887 282.082 284.398 281.1139 286.007 314.2117 290.2998 288.21 290.373 291.7212 292.6175 295.4116 297.7549 297.7671 296.9529 332.3387 304.0592 328.9377 315.0254 329.196
35.12834 0 8.062258 151.2823 92.07063 92.57429 66.57702 114.4674 66.4003 118.33 117.8482 79.16009 132.6084 78.53379 122.7721 122.1556 119.8666 115.8471 114.1271 127.8632 111.6647 164.1371 164.1767 138.1304 140.9113 163.9756 175.4266 153.2645 162.1142 190.3943 196.528 210.5696 224.4504 229.8282 248.8232 255.9267 264.9396 259.3928 259.139 274.3447 279.9464 278.8871 277.5968 281.6842 285.3279 294.1054 287.1672 290.2421 290.8264 293.7877 291.1722 294.7771 289.1315 295.1779 296.0963 300.6127 297.4105 299.7841 301.7917 301.8758 304.9098 303.0578 292.0518 292.0017 317.1955 303.7795 316.0285 314.4281 320.2624
28.86174 8.062258 0 147.9912 84.59314 85 58.58754 119.7516 58.41233 123.6649 123.0526 71.12609 137.8768 70.54471 114.7693 114.1271 111.8258 107.7909 106.066 131.727 103.7111 168.6713 168.6209 130.0961 132.8796 168.1814 179.2163 145.3444 164.7847 193.4037 199.2266 203.0679 216.9263 222.5039 250.06 257.1663 265.8007 259.4808 259.3877 274.8709 280.4015 279.2938 270.712 274.7817 284.9439 287.2368 280.7775 283.7543 284.2974 287.2627 284.774 288.2 282.8887 288.7715 295.2965 294.0493 291.0017 293.3471 295.263 295.4623 298.4644 297.2491 288.2711 288.0625 315.6264 298.9398 313.8997 309.6579 317.2081
160.6561 151.2823 147.9912 0 170.8207 168.4266 144.9268 146.0111 128.1192 148.419 145.8298 131.0036 153.3274 127.1895 161.2766 157.8262 154.8744 149.7203 146.8281 125.3581 127.2203 154.672 152.8247 144.8709 145.6193 147.8107 145.8029 138.3058 116.5657 139.0335 136.7386 144.7429 155.7925 150.3742 148.1537 154.1901 155.547 138.4734 140.6875 158.5317 162.4946 160.8022 173.1381 177.2706 155.6578 187.2052 168.0116 173.2002 174.7705 177.3515 171.8515 179.5868 166.416 175.7 160.8242 184.5357 177.7989 180.6472 184.7338 182.0065 185.5564 170.8838 141.2493 141.6611 173.7842 158.9536 168.6613 168.776 169.2669
58.5235 92.07063 84.59314 170.8207 0 3 31.66228 199.7877 46.04346 203.7965 202.746 39.89637 217.5178 43.74802 40.49691 42.05948 41.62932 41.34677 41.97618 205.7669 56.14268 244.7243 244.2642 68.00735 70.5762 242.72 251.421 88.88757 231.4001 260.9464 264.7551 155.047 167.2872 177.5387 304.2006 311.1085 316.6354 304.4208 305.6305 322.8157 327.611 326.1487 232.3984 235.9343 325.0431 248.5015 250.9661 252.116 251.9147 254.8173 254.6336 254.7951 255.4408 258.3118 331.4031 260.6396 260.4035 262.165 262.4124 264.594 266.9251 276.0163 294.2724 292.2054 343.9302 291.3228 336.7566 302.5029 330.2378
59.46427 92.57429 85 168.4266 3 0 30.70016 199.4094 44.41846 203.4207 202.335 37.64465 217.0829 41.5077 38.01316 39.44617 38.91015 38.47799 39.05125 204.9707 53.15073 243.9939 243.5077 65.19202 67.77905 241.8967 250.4526 86.02325 230.1847 259.7306 263.4431 152.1613 164.4384 174.6339 302.4054 309.3 314.7205 302.3411 303.5869 320.8068 325.5764 324.1049 229.4559 232.9979 322.8157 245.5687 247.9778 249.1355 248.9377 251.8413 251.6471 251.8245 252.446 255.3272 329.0729 257.6703 257.4199 259.1843 259.4403 261.6123 263.947 273.0165 291.44 289.3527 341.422 288.3678 334.1497 299.548 327.4782
38.91658 66.57702 58.58754 144.9268 31.66228 30.70016 0 169.1812 16.80774 173.195 172.0431 19.4941 186.7418 21.86448 56.20053 55.68213 53.52102 49.88041 48.50258 174.2771 51.2884 213.3225 212.825 74.24621 77.07464 211.1978 219.784 92.10049 199.7861 229.3305 233.2257 155.2009 168.5185 176.529 273.8512 280.8078 286.8005 275.5038 276.4932 293.4629 298.3999 296.9924 228.9596 232.7799 297.1304 245.4272 243.9969 245.937 246.0539 249.0139 247.8432 249.4074 247.5328 251.6953 304.3427 255.3126 253.8671 255.8945 256.8604 258.2141 260.8534 265.8242 274.7931 273.281 318.7075 276.2617 312.849 287.3821 308.9604
148.5624 114.4674 119.7516 146.0111 199.7877 199.4094 169.1812 0 160.0014 4.013865 3.682966 172.4449 18.14142 169.7976 220.1222 218.2448 215.2985 210.0693 207.4956 29.33333 196.2051 51.95939 52.57481 224.1312 226.4423 54.16128 68.39306 231.4709 69.55893 89.74099 98.59189 269.4934 282.8641 282.2867 162.681 169.2344 181.9847 186.2895 184.0392 194.6992 200.7754 200.3666 315.5695 319.7939 216.1699 330.6057 313.4929 318.4393 319.8731 322.5466 317.3915 324.6073 312.2581 321.2934 231.5494 329.7577 323.4251 326.2427 330.101 327.6926 331.2141 316.5314 271.0548 273.5552 261.5246 299.4619 268.2488 308.1197 285.788
46.61545 66.4003 58.41233 128.1192 46.04346 44.41846 16.80774 160.0014 0 164.003 162.6575 13.22573 177.1384 12.13352 60.53098 59.03389 56.29387 51.51267 49.33559 162.7882 45.34314 202.0544 201.4274 71.86793 74.62573 199.4718 207.3463 87.04596 186.2525 215.78 219.2744 146.9373 160.5895 167.4515 258.2131 265.1349 270.8394 259.1531 260.2191 277.276 282.1578 280.7294 218.3873 222.3083 280.5299 234.9234 231.8965 234.1421 234.3864 237.3568 235.7971 237.9171 235.0532 239.7019 287.6178 243.8217 241.8967 244.0215 245.2718 246.2884 249.0402 252.4381 258.7011 257.3092 301.9006 261.2757 296.0963 272.3601 292.515
152.4861 118.33 123.6649 148.419 203.7965 203.4207 173.195 4.013865 164.003 0 2.636878 176.4367 14.31782 173.7821 224.1093 222.2251 219.2761 214.0418 211.4639 29.27456 200.1125 48.79549 49.51767 228.0219 230.3259 51.40039 65.88247 235.2616 68.593 87.72685 96.74838 272.9122 286.2516 285.5538 161.2979 167.7871 180.7125 185.5566 183.2075 193.5691 199.6497 199.2787 318.4494 322.6701 215.5226 333.4247 316.0775 321.0646 322.5182 325.1794 319.966 327.2648 314.7586 323.858 231.0779 332.3883 325.9831 328.8077 332.709 330.2378 333.7664 318.7507 272.2705 274.8545 261.3752 301.171 268.425 309.7434 286.4577
