0 3.640055 15.04161 191.1472 194.6856 177.2082 20.05894 204.3826 140.6494 206.3338 201.9635 60.38419 58.63659 57.41298 57.4913 58.4829 60.16851 61.53251 74.86154 66.59204 76.10026 78.1425 83.10385 85.15427 74.60731 75.04166 76.29712 77.02759 81.24808 99.25108 100.927 102.617 103.413 102.06 105.5711 104.2845 244.8597 249.8865 287.5852 292.9373 295.9328
3.640055 0 13.15295 192.0417 195.5639 174.9288 17.71377 205.1975 141.3542 206.6098 202.2004 57.80138 55.9017 54.50229 54.40588 55.15886 56.76707 58.07753 71.34424 63.04958 72.56032 74.60898 79.57701 81.63333 71.06335 71.44928 72.69113 73.43705 77.64664 95.62267 97.30879 99.00505 99.80982 98.43272 101.9804 100.6578 241.2343 246.2702 284.0634 289.389 292.385
15.04161 13.15295 0 205.0098 208.5216 181.2799 5.426274 218.1124 154.2077 219.0277 214.574 63.78087 61.22091 58.94489 57.80138 56.73183 57.55432 58.24088 63.69458 61.89709 65.19202 67.13047 71.9618 73.92564 69.72087 69.18092 70.06426 71.17584 75.05998 89.90751 91.21403 92.72001 93.30059 92.64988 95.18929 94.83143 237.1687 242.5077 282.0869 287.007 290.0069
191.1472 192.0417 205.0098 0 3.640055 164.6198 208.6763 13.92839 51.35173 37.33129 37.48333 169.3665 173.2195 177.6921 182.4281 190.3221 193.7485 196.563 235.9873 203.2517 235.5101 237.3405 241.281 243.1296 206.1892 210.9242 213.1385 211.568 214.7859 241.3207 244.616 246.84 248.7127 243.4605 251.873 245.1204 332.3522 333.0841 342.9344 352.2414 354.6731
194.6856 195.5639 208.5216 3.640055 0 165.7274 212.169 10.30776 54.72888 35.49824 36.0867 172.4739 176.3385 180.8183 185.5512 193.4406 196.8559 199.6628 239.149 206.3201 238.6551 240.4771 244.3936 246.2341 209.1847 213.9352 216.1464 214.5606 217.7481 244.2491 247.5505 249.7724 251.651 246.3722 254.8122 248.0186 334.162 334.8197 344.1559 353.5057 355.9203
177.2082 174.9288 181.2799 164.6198 165.7274 0 180.6015 168.0738 137.5551 143.3848 139.1853 117.5439 120.0757 122.6438 124.5989 128.1816 129.0575 129.9671 161.036 131.1419 159.1707 159.742 160.5022 161.1618 126.9001 131.0749 132.2289 130.0029 129.6526 145.6458 148.5845 150.1174 152.0001 146.0161 154.5033 146.2881 175.21 174.436 178.5493 188.0259 190.381
20.05894 17.71377 5.426274 208.6763 212.169 180.6015 0 221.687 157.7174 221.9972 217.5012 63.41486 60.59795 57.9794 56.41907 54.64075 55.1508 55.59476 58.63825 58.7341 60.18952 62.09894 66.89004 68.83152 66.42121 65.57523 66.33585 67.55821 71.3123 85.21297 86.42595 87.88503 88.41443 87.93242 90.23919 90.09871 232.7311 238.1458 278.2046 283.0049 286.0049
204.3826 205.1975 218.1124 13.92839 10.30776 168.0738 221.687 0 64.00781 30.83221 32.75668 180.7125 184.6104 189.1098 193.8298 201.699 205.0768 207.8581 247.5237 214.4114 246.9757 248.77 252.6074 254.4209 217.0438 221.84 224.0402 222.4073 225.4972 251.877 255.196 257.4102 259.3068 253.9468 262.469 255.5504 338.3548 338.7934 346.6208 356.0899 358.4536
140.6494 141.3542 154.2077 51.35173 54.72888 137.5551 157.7174 64.00781 0 68.54287 64.88451 118.9285 122.7029 127.124 131.8674 139.773 143.2568 146.1095 185.1621 152.9747 184.7647 186.6347 190.6948 192.585 156.3873 161.0031 163.233 161.7714 165.1969 191.908 195.1512 197.3854 199.2109 194.1649 202.3586 195.9209 293.4706 295.0424 310.9421 319.6514 322.2732
206.3338 206.6098 219.0277 37.33129 35.49824 143.3848 221.9972 30.83221 68.54287 0 4.911721 174.0521 178.0453 182.5668 187.1513 194.8092 197.9599 200.582 240.6899 206.5626 239.8794 241.5215 244.9431 246.6123 208.1096 213.0543 215.1804 213.3568 215.9864 241.5945 244.9594 247.1227 249.0796 243.4238 252.2214 244.8359 316.6822 316.6041 321.3015 330.9692 333.2343
