0 35.17456 53.23533 23.12526 36.77295 71.44928 30.39371 68.47262 62.16912 67.08577 29.68164 83.74366 63.94138 79.12016 64.4748 27.07397 61.93949 66.21178 29.06888 88.55789 111.1632 110.6715 115.5206 120.5529 119.7925 114.4125 113.5958 101.7104 132.5765 86.26703 130.6484 103.8557 143.8975 142.2281 84.93081 131.6055 128.2264 127.2831 131.6549 152.5549 131.7953 188.5709 99.77099 108.5975 96.16652 102.8208 132.5389 154.0923 150.894 109.11 154.9871 154.5644 113.382 165.4164 163.6857 160.6129 158.1376 137.6118 117.9682 179.1368 162.6407 185.5398 162.0694 166.2077 221.9433 195.6732 190.6017 207.3861 220.2385 222.3196 205.8009 208.5426 237.1708 237.6931 239.669 240.1687 256.4157 253.8366 235.6884 254.002 265.7536 255.8378 268.9342 261.6047 257.5372 263.2608 266.4231 274.4668 269.1115 266.9204 273.441 291.9319 298.0038
35.17456 0 18.06239 57.38781 4.123106 106.0955 10.03466 102.8117 27.35416 101.1002 16.00781 48.90041 97.51026 44.98055 96.65532 40.51234 93.62825 98.10836 41.70432 121.3188 77.38863 77.66547 82.06857 86.98419 152.0855 146.2468 81.5552 131.8531 163.5811 63.10507 99.10727 76.80007 173.1769 113.7399 92.05537 159.4718 100.2809 99.74091 158.7648 181.3539 157.8868 176.2179 116.1809 125.892 108.6336 118.6087 152.327 180.8453 124.0816 100.5199 128.6206 128.5336 104.0494 191.2073 136.6172 134.3214 132.4859 159.0322 109.0011 205.5876 137.0082 211.9511 179.7283 183.4782 234.8496 217.8285 211.074 230.1635 242.6608 244.8229 187.0889 189.6952 256.0708 256.2543 258.5624 254.4725 273.6974 266.9387 232.1234 240.959 279.3121 266.0944 282.7828 272.3642 259.1634 273.2709 276.4073 286.4808 279.0936 273.9384 279.7646 281.4294 286.8763
53.23533 18.06239 0 75.33997 17.18284 124.0363 25.38591 120.6752 10.63015 118.8802 30.08322 31.38471 115.1803 28.6007 113.9517 55.54278 110.8084 115.317 56.36488 138.6813 60.79679 61.81309 65.73431 70.49113 169.2077 163.2265 66.52819 148.3139 180.2117 56.56854 84.21995 66.21178 189.1309 100.9883 100.6668 174.9571 88.20431 87.98295 173.9684 197.0913 172.7078 172.6327 127.8094 137.6689 118.8697 129.9337 164.7088 195.785 112.361 101 117.1367 117.2823 103.9599 205.709 124.5351 122.8027 121.4301 172.0029 108.9151 220.2907 125.8968 226.612 190.9201 194.4659 243.4528 230.6729 223.2331 243.2139 255.5015 257.6897 179.6886 182.1867 267.2901 267.32 269.767 263.6001 284.1003 275.436 232.6478 236.3155 287.9601 273.249 291.5504 279.7231 262.1303 280.2664 283.373 294.3637 286.0437 279.4826 284.9351 277.9123 282.9898
23.12526 57.38781 75.33997 0 58.35262 48.70775 50.91278 45.50031 83.54905 43.99558 48.37814 104.9116 40.82007 99.62652 41.76655 32.14205 39.52566 43.62084 33.483 65.52565 130.9352 129.7745 134.951 140.0397 96.81096 91.56479 131.8893 79.60597 109.9497 99.84711 148.312 118.9907 121.9164 157.4456 79.63588 110.3817 143.3182 142.1189 110.8292 130.7457 111.5293 191.9368 86.75844 94.56068 86.18649 90.09871 116.1109 133.2637 164.7759 112.5423 168.4867 167.8347 117.0626 145.0045 177.555 173.9701 171.0825 120.0491 121.1897 158.3039 175.4996 164.693 146.4318 150.7463 208.4677 177.0013 172.9252 188.2935 201.2605 203.2866 213.2013 216.0003 220.0336 220.7444 222.5197 225.6851 240.0787 239.9648 232.5248 256.9535 251.5256 243.6728 254.5137 249.0872 250.7699 251.1872 254.341 261.1004 257.0106 256.6624 263.563 292.8265 299.2753
36.77295 4.123106 17.18284 58.35262 0 107.0012 8.427798 103.5773 25.40177 101.7411 13.90144 46.97074 98.01148 42.54703 96.78455 39.19503 93.66029 98.1644 40.22748 121.5082 74.84651 74.85674 79.4119 84.37565 152.0822 146.1385 78.5 131.4087 163.2467 59.05294 95.97526 73.01541 172.471 110.1674 89.05595 158.5379 96.62945 96.04817 157.7062 180.5443 156.6692 172.1075 113.8991 123.6608 106.0012 116.2513 150.2857 179.685 120.3547 96.54662 124.8609 124.7473 100.0455 189.879 132.9257 130.5613 128.675 157.1695 105.0012 204.341 133.2 210.6899 177.3873 181.0891 231.9692 215.9543 209.0006 228.3555 240.793 242.9635 183.0061 185.6159 253.7661 253.9119 256.2548 251.7007 271.2033 264.0478 228.211 236.838 276.453 262.9663 279.9475 269.2717 255.4733 270.1185 273.2508 283.4824 275.9352 270.5665 276.3426 277.3274 282.7667
71.44928 106.0955 124.0363 48.70775 107.0012 0 99.37863 4.949747 132.0606 8.514693 96.33276 153.2645 13.43503 147.6652 21.63331 75.43209 24.90984 22.82542 75.96052 24.86966 178.2926 176.6177 182.0165 187.1149 53.58405 50.23169 178.0253 46.23851 69.40638 142.2428 193.6801 162.3361 84.90289 200.0934 98.58508 78.26238 186.0779 184.6185 80.62258 94.20191 83.81527 216.7066 87.44856 90.93296 94.36631 90.86498 102.0926 101.3054 205.7183 141.5344 208.8875 207.9611 146.0782 114.1648 218.2567 214.0899 210.7327 101.8332 149.2062 125.096 214.9535 131.1869 132.0019 136.5284 196.8439 151.1589 150.5722 160.5802 173.5281 175.3083 244.002 246.8299 197.6487 198.9095 200.0281 210.7605 219.5359 226.2742 243.8237 279.3027 236.5798 234.3075 238.9772 238.6797 253.9323 241.8496 244.9005 248.2035 247.455 251.6436 259.2778 310.7061 317.7597
30.39371 10.03466 25.38591 50.91278 8.427798 99.37863 0 95.83464 32.68197 93.89859 6.009252 54.00103 90.06818 48.91943 88.61214 30.81306 85.44166 89.95431 31.8974 113.3532 80.79621 80.28843 85.12801 90.16343 143.8252 137.8413 83.35333 123.0181 154.8773 59.7253 100.559 75.43062 164.0456 113.3243 82.31916 150.1148 99.52108 98.76628 149.2965 172.1166 148.2895 170.1117 106.1463 115.8583 98.66329 108.5772 142.3182 171.2938 122.8391 93.11701 127.1801 126.9358 96.84223 181.5308 135.5388 132.8644 130.7283 149.0731 101.7527 195.9705 135.257 202.3234 169.6947 173.4477 224.9853 207.868 201.0608 220.2274 232.7032 234.8683 182.8491 185.5059 246.0361 246.2203 248.5277 244.5461 263.6793 257.0787 224.2382 235.1796 269.4317 256.4295 272.8884 262.6635 250.4677 263.6305 266.7709 276.6968 269.4589 264.5807 270.4868 275.074 280.6784
68.47262 102.8117 120.6752 45.50031 103.5773 4.949747 95.83464 0 128.501 3.605551 92.60939 149.6011 8.485281 143.8836 16.80774 71.20744 20 18.12457 71.66938 24.08319 174.3022 172.5255 177.9621 183.0587 54.23329 50.31291 173.8174 44.50281 69.50356 137.7044 189.3581 157.8433 84.38602 195.5142 93.66266 76.84074 181.5172 180.0403 78.93352 93.66163 81.8077 211.788 83.01355 86.75521 89.66884 86.45005 98.7575 100.048 201.0286 136.5888 204.1678 203.2285 141.1317 112.8171 213.5474 209.3538 205.9767 98.8863 144.2567 124.1551 210.1868 130.3169 128.8759 133.4035 193.6761 149.3067 148.3122 158.9921 171.9782 173.7944 239.0533 241.8812 195.5211 196.7244 197.9173 207.9098 217.2522 223.3394 239.2958 274.4422 233.7745 231.0206 236.23 235.4835 249.8156 238.5713 241.6345 245.2315 244.2018 248.0504 255.6414 305.9726 313.01
62.16912 27.35416 10.63015 83.54905 25.40177 132.0606 32.68197 128.501 0 126.5247 36.22154 21.58703 122.6234 18.02776 120.8139 60.87693 117.5266 122.0533 61.40033 145.5558 50.3612 51.21414 55.22681 60.03332 175.668 169.5107 55.9017 154.0195 186.0264 49 73.59348 56.64804 194.1765 90.62577 100.6118 179.5689 78.03204 77.89737 178.3143 201.896 176.706 165.2944 129.5039 139.3982 119.6704 131.3942 166.7362 199.8235 102.2155 96.16652 107.042 107.2496 98.78506 209.3265 114.2804 112.6876 111.4418 174.4534 103.6846 224.0558 115.8836 230.3259 191.9596 195.3458 242.5551 232.8454 224.8911 245.5239 257.6199 259.8249 170.7659 173.2195 268.1511 268.069 270.6127 263.0057 284.3449 274.4012 227.1079 228.3725 287.0017 271.3595 290.665 277.9496 257.8153 278.2647 281.3472 292.8976 284.0035 276.6017 281.8244 270.3891 275.3021
67.08577 101.1002 118.8802 43.99558 101.7411 8.514693 93.89859 3.605551 126.5247 0 90.51243 147.5212 5 141.6986 13.20984 68.64765 16.40122 14.57738 69.03984 23.43075 171.9135 170.0409 175.5121 180.6059 54.27937 49.96721 171.2206 42.87773 69.08506 134.7757 186.6454 154.9597 83.48653 192.5319 90.07213 75.316 178.5567 177.0607 77.21723 92.7281 79.86551 208.1954 79.5503 83.42285 86.09588 82.99565 95.91746 98.59823 197.9204 133.0883 201.0236 200.0687 137.6273 111.2893 210.4151 206.1892 202.7878 96.29382 140.7302 122.9004 206.9843 129.1065 126.1507 130.6771 190.906 147.4059 146.1386 157.2657 170.2718 172.1119 235.5345 238.3621 193.4179 194.5829 195.8245 205.3351 215.0407 220.7091 235.7806 270.8367 231.2239 228.1721 233.7159 232.6897 246.494 235.7271 238.7975 242.5747 241.3721 245.0184 252.5836 302.3859 309.4192
29.68164 16.00781 30.08322 48.37814 13.90144 96.33276 6.009252 92.60939 36.22154 90.51243 0 57.00877 86.513 51.35173 84.59314 25.4951 81.31728 85.84288 26.41969 109.3366 82.5848 81.6176 86.68333 91.76056 139.5394 133.4487 84.17244 118.2962 150.2344 57.62812 101.0742 74.41102 159.0487 112.6678 76.35667 144.931 98.71677 97.8366 144.0139 167.0269 142.8881 165.9863 100.1961 109.9234 92.65528 102.6082 136.4507 165.928 121.6553 88.36289 125.865 125.5274 92.19316 176.0454 134.4173 131.5238 129.214 143.2829 97.06956 190.5387 133.7348 196.8807 163.733 167.4754 218.9837 202.0718 195.182 214.4621 226.9097 229.0786 179.7804 182.4637 240.0854 240.2603 242.5763 238.5372 257.6897 251.0777 219.1118 231.1926 263.4274 250.4795 266.8822 256.7022 244.9293 257.6883 260.8299 270.712 263.5185 258.7441 264.6828 270.7513 276.4403
