0 87.00575 49.0408 97.08244 63.1981 49.25444 100.2447 32.25678 85.84288 50.44799 112.8716 108.9036 91.24144 52.49762 151.11 39.39543 97.49359 76.90254 101.2052 54.78138 58.60034 69.46222 63.52952 67.41291 72.20111 76.74796 81.46472 122.8177 89.69392 102 114.057 119.0378 162.865 161.8209 166.9055 178.9218 182.784 165.1279 165.0797 168.2945 168.2914 172.5366 172.8478 189.6365 224.9644 219.3468 232.8991 249.0622 251.2946 256.6281 267.2535 252.002 277.4112 278.5678 271.9191 284.3449 298.6051 301.7317 321.1744
87.00575 0 38.01316 10.44031 24.33105 38.20995 14.31782 117.8834 11.18034 39.56008 28.17801 24.69818 14.31782 39.92493 165.0793 123.9113 18.35756 20 21.50581 40.70626 41.6173 34.71311 42.44997 43.22615 43.82921 44.5337 45.03887 52.35927 46.09772 47.09565 193.2278 196.1632 238.8493 237.4026 243.053 117.4777 120.4159 113.9556 117.1093 118.4273 122.262 126.4182 129.0291 144.2498 282.9859 273.8047 287.1724 301.2408 303.3694 308.3504 318.7702 295.4877 241.1079 242.788 243.8237 250.06 315.349 307.1742 312.3604
49.0408 38.01316 0 48.04165 14.31782 3 51.24451 79.95311 37.36308 10 64.13267 60.20797 43.01163 14.03567 151.762 86.14523 49.33559 30.01666 53.12721 18.11077 23.34524 29.15476 28.86174 32.90137 37.33631 41.42765 45.39273 78.37129 52.15362 61.6198 157.0987 160.6393 203.9314 202.6055 208.1036 140.0143 143.5444 130.5867 132.0714 134.4834 136.3415 140.686 142.144 158.6474 254.5938 246.6577 260.2095 275.1818 277.3662 282.519 293.0918 272.738 252.6341 254.0807 251.4458 260.7163 303.7104 300.3082 311.8493
97.08244 10.44031 48.04165 0 34.0147 48.01042 4.242641 127.6656 14.42221 48.6621 18.02776 14.86607 13.0384 48.50773 166.964 133.5403 13.0384 25.55386 14.71394 48.70318 48.75449 40.22437 48.54894 48.50258 48.10405 47.83566 47.31279 45.19684 46.51881 44.55334 201.9208 204.5996 246.9818 245.4893 251.1927 110.0182 112.7697 108.1768 111.756 112.7488 117.0854 121.1358 124.0347 138.7408 288.7663 279.206 292.4876 306.2434 308.3504 313.2683 323.6213 299.4829 235.805 237.5395 239.5266 244.951 316.057 306.5697 310.0097
63.1981 24.33105 14.31782 34.0147 0 14 37.05401 93.66163 23.08679 15.65248 49.81967 45.89118 28.79236 17.02939 152.5135 99.60924 35.1141 16.97056 38.91658 19.20937 22.36068 22.02272 25.96151 28.85308 32.01562 35.08917 38.05916 65.31474 43.32436 50.77401 169.1892 172.3253 215.2603 213.8598 219.4541 128.316 131.7118 120.4515 122.4405 124.5473 127.0118 131.3325 133.1554 149.372 262.4519 253.8996 267.3799 281.9397 284.1003 289.1781 299.6906 277.9658 244.616 246.1422 244.7243 253.002 304.2581 298.9649 308.1315
49.25444 38.20995 3 48.01042 14 0 51.0392 79.69002 36.67424 7 63.63961 59.68249 42.2019 11.04536 148.8335 85.70881 48.50773 28.63564 52.27332 15.13275 20.39608 26.62705 25.96151 30.04164 34.53983 38.69431 42.73757 76.73057 49.64877 59.4138 156.016 159.4114 202.5957 201.2461 206.7755 137.8876 141.4496 128.1479 129.5518 132.0096 133.7759 138.1215 139.5296 156.0641 252.446 244.4034 257.9457 272.8553 275.0364 280.1785 290.7435 270.2018 249.882 251.3205 248.584 257.9341 300.7873 297.3214 308.8576
100.2447 14.31782 51.24451 4.242641 37.05401 51.0392 0 130.5469 15.81139 51.24451 13.89244 10.63015 12.80625 50.80354 165.8352 136.2975 10.77033 26.92582 11.51086 50.69517 50.32892 41.18252 49.64877 49.23921 48.41487 47.74149 46.80278 41.32551 45.27693 42.2019 204.0049 206.526 248.7127 247.1943 252.9264 105.9906 108.706 104.5381 108.2276 109.1319 113.6002 117.6176 120.5933 135.1481 289.2542 279.5174 292.7542 306.3609 308.4575 313.3449 323.6646 299.1521 232.2283 233.9765 236.2224 241.4229 314.3915 304.429 307.2784
32.25678 117.8834 79.95311 127.6656 93.66163 79.69002 130.5469 0 115.5097 79.51415 142.543 138.5442 120.584 80.68767 147.3777 7.778175 126.6669 105.7 130.2459 82.05181 84.74963 95.92966 88.67074 91.92388 96.2211 100.4303 104.9952 148.6917 113.21 126.2002 82.90054 88.56918 132.2063 131.3031 136.1578 199.696 203.7118 183.3305 182.2942 185.9288 184.7228 188.7716 188.3314 204.8231 199.8912 195.7358 209.0993 225.7709 228.0055 233.3849 243.9268 231.9407 286.6575 287.5978 278.3209 292.7021 287.7299 295.0297 319.394
85.84288 11.18034 37.36308 14.42221 23.08679 36.67424 15.81139 115.5097 0 36 27.07397 23.08679 5.830952 35.22783 154.308 121.0661 12.08305 11.18034 15.89025 34.9285 34.53983 25.80698 34.1321 34.12477 33.97058 34.12111 34.21257 44.56522 34.9285 36.34556 188.2233 190.7171 232.912 231.3979 237.1254 109.2886 112.4144 104.3626 107.2361 108.7533 112.272 116.4784 118.9233 134.4061 274.4048 264.9151 278.2175 292.0565 294.17 299.107 309.4815 285.6606 231.0411 232.6908 233.2831 239.8854 304.3222 296.0017 301.2806
50.44799 39.56008 10 48.6621 15.65248 7 51.24451 79.51415 36 0 63.03174 59.03389 41.10961 4.123106 142.0118 85.09407 47.26521 26.4764 50.9166 8.246211 13.60147 21.2132 19.31321 23.50532 28.17801 32.5 36.74915 73.23795 44.04543 54.56189 153.688 156.7323 199.6196 198.2145 203.8147 133.0564 136.6931 122.5543 123.7562 126.3261 127.8632 132.209 133.4927 150.0966 247.5035 239.207 252.7232 267.479 269.6516 274.7672 285.3117 264.3218 243.4831 244.902 241.9194 251.4617 293.9728 290.3532 301.8775
