0 51 35.0571 40.11234 19.47434 33.7929 45.61798 159.8228 35.79455 38.8973 123.2234 31.14482 72.11584 75.41728 90.6973 68.60029 200.8109 196.8534 205.9478 205.3534 217.8004 213.8247 138.0326 215.6479 138.946 139.8803 207.5476 147.8386 146.219 143.2655 159.6246 144.5337 176.4497 180.5007 193.383 261.8444 216.0116 232.6478 291.7336 285.4085 248.7418 281.5191 245.204 244.7877 286.2516 252.7687 252.116 295.3862 298.7072 268.868 308.2483 270.6474 276.0235 278.0288 301.5178 279.5157 297.3487 295.9679 296.8571 298.1485 301.8692 318.0016 302.2933 304.5932 309.1606 316.2673 310.0097 320.1515 330.3517 314.3406
51 0 86.02325 91.04944 38.74597 28.73604 94.14882 154.676 81.46318 82.8734 74.46476 57.14018 118.8516 119.9882 135.9301 107.1868 153.1143 149.4297 162.1681 162.2005 173.9253 170.423 176.4653 172.4094 176.6041 176.9082 166.5083 185.2033 183.2184 173.9713 195.1333 174.7255 205.0573 209.2857 222.6791 230.3443 242.8003 258.306 261.8864 257.7072 272.0487 256.3942 264.3218 262.9677 260.8007 270.6012 269.1403 270.7951 273.8558 290.1258 284.4117 285.4137 293.1382 295.7178 283.6512 294.7032 313.626 291.0155 291.3951 310.2201 297.0152 303.9803 313.3117 311.9551 308.0864 308.0162 318.2091 312.0032 317.0382 323.0619
35.0571 86.02325 0 5.09902 50.70749 65.5817 18.97367 170.4426 22.94014 27.20294 157.1655 47.80167 44.07223 50.41187 63.25346 53.33854 233.829 229.7461 236.885 235.9682 248.6966 244.4995 115.6028 246.2214 117.2391 118.7455 237.0338 126.0248 124.8239 127.8828 139.0863 129.5415 161.3459 165.0954 177.1158 285.3883 201.1567 218.2888 313.9562 306.4131 235.8697 301.0149 235.6141 235.9152 305.884 243.9775 243.9436 314.3788 317.8191 257.1711 326.6221 263.7594 267.3013 268.8438 316.2436 272.1507 288.8793 302.3938 303.6079 292.726 308.1331 330.0485 297.5605 302.4235 312.7607 324.5705 307.1628 328.3321 341.7825 311.0579
40.11234 91.04944 5.09902 0 55.40984 70.22079 17.02939 171.8593 24.27447 28.17801 161.9413 51.31277 40.35709 47.23146 59.40539 52.00961 238.4156 234.3123 241.1276 240.1604 252.9269 248.6966 112.2943 250.4017 114.0395 115.6309 241.0498 122.7732 121.6429 125.6344 135.989 127.346 159.011 162.7037 174.5623 288.4727 198.7612 215.9352 316.8225 309.1035 233.706 303.4864 233.9316 234.3374 308.3715 242.3984 242.4552 316.7649 320.2202 255.149 328.9073 262.429 265.6991 267.1722 318 270.7397 287.2877 302.9521 304.2123 291.5725 308.6616 331.4001 296.5017 301.7317 312.8965 325.3798 306.3674 329.12 343.0339 310.1951
19.47434 38.74597 50.70749 55.40984 0 14.96028 55.9397 143.9066 42.80771 44.12766 106.561 21.36001 80.12664 81.31332 97.23297 69.60065 183.1755 179.1201 187.1931 186.4893 199.0383 194.9853 139.5609 196.7772 139.9795 140.5214 188.3912 148.7347 146.8784 140.3006 159.453 141.3091 172.6507 176.8142 190.0217 242.4649 211.5449 227.7285 272.4688 266.3048 242.8379 262.6638 237.5379 236.7472 267.3673 244.6247 243.656 276.6085 279.904 262.1645 289.576 261.4082 267.6869 269.9208 283.6939 270.463 288.7603 280.7922 281.5594 288.0334 286.7338 300.8941 291.8261 292.9219 295.0195 300.3635 298.6239 304.2799 313.4047 303.1373
33.7929 28.73604 65.5817 70.22079 14.96028 0 69.62873 136.9724 55.87137 56.49212 91.94542 28.71167 92.53677 92.76288 108.7288 78.8236 168.255 164.1871 172.3202 171.6588 184.1688 180.1448 147.7923 181.9504 147.8958 148.1818 173.7549 156.4801 154.4887 145.5024 166.4078 146.3105 176.9301 181.146 194.5039 229.3937 215.065 230.8172 259.7681 254.0322 245.0809 250.937 238.3505 237.2445 255.5769 245.0003 243.7627 265.0218 268.2647 263.6838 278.1765 260.7642 267.8114 270.2346 273.6884 269.9536 288.6011 274.1791 274.8048 286.5175 280.1538 291.8728 289.9766 289.9341 289.52 292.8613 295.8952 296.8093 304.5787 300.5707
45.61798 94.14882 18.97367 17.02939 55.9397 69.62873 0 157.6121 14.43087 16.12452 161.1986 45.35416 26.91396 32.00699 46.01087 35 235.7711 231.5281 236.2255 234.9745 247.9234 243.5159 97.09789 245.1224 98.61541 100.0425 234.9234 107.4442 106.1744 108.9312 120.3536 110.6029 142.3815 146.1249 158.1455 278.3855 182.1867 199.3239 305.9812 297.7331 216.9482 291.4961 216.947 217.3292 296.4203 225.3908 225.434 304.5291 308.0211 238.3044 316.3953 245.3997 248.6966 250.1859 304.2532 253.7124 270.2836 287.1689 288.4888 274.5551 292.8378 316.8407 279.5 284.8508 296.6231 309.9323 289.4426 313.6399 328.2884 293.2456
159.8228 154.676 170.4426 171.8593 143.9066 136.9724 157.6121 0 147.6579 143.6845 148.8411 129.2045 156.5294 148.4336 155.6547 129.0746 175.8485 171.5007 154.619 150.9594 162.3658 157.3264 144.2162 157.5892 141.2784 139.0112 141.7557 144.2347 141.8469 115.1783 142.2286 113.7137 122.8876 125.9735 136.1569 141.3684 142.0093 150.4329 161.655 150.336 154.8696 140.6573 137.4894 134.078 145.6512 139.8593 136.7641 152.0888 155.6865 165.0707 162.5023 146.713 158.3897 161.9274 146.8896 156.0365 175.6185 137.2067 137.8465 165.3958 143.1823 159.613 166.8703 161.3438 153.4105 156.5037 168.2661 160.407 171.4589 173.5322
35.79455 81.46318 22.94014 24.27447 42.80771 55.87137 14.43087 147.6579 0 4.5 147.0689 30.92329 37.45368 39.75713 55.31953 34.471 221.3736 217.1232 221.8338 220.6043 233.5407 229.1468 102.5585 230.7623 103.6255 104.7008 220.6609 112.5278 111.0011 110.2327 124.6886 111.6971 143.7333 147.6558 160.185 265.2946 183.5599 200.4925 293.275 285.3283 217.4195 279.4911 215.8269 215.8709 284.3893 223.9224 223.6767 292.6999 296.1659 238.2567 304.7741 243.1178 247.2676 248.9764 293.7265 251.6729 268.7936 279.4946 280.6968 271.7007 285.2424 307.2365 276.3548 280.6141 290.0638 301.631 285.507 305.3936 318.9248 289.5069
38.8973 82.8734 27.20294 28.17801 44.12766 56.49212 16.12452 143.6845 4.5 0 147 30.14963 36.09748 37.41405 53.22593 30.41381 220.6354 216.3498 220.4552 219.1461 232.125 227.684 99.15644 229.2706 100.1249 101.1262 218.9361 109.0241 107.4477 106.1037 121.0165 107.5407 139.5797 143.5218 156.1089 262.4509 179.3878 196.2906 290.2249 282.1365 213.1396 276.134 211.419 211.4427 281.0427 219.4926 219.2316 289.2784 292.7542 233.9252 301.2806 238.6483 242.8374 244.5588 289.9138 247.2125 264.3582 275.1908 276.4063 267.2125 280.9306 303.2227 271.8607 276.1159 285.6593 297.4054 281.0071 301.1611 314.867 285.007
123.2234 74.46476 157.1655 161.9413 106.561 91.94542 161.1986 148.8411 147.0689 147 0 117.0385 182.2142 180.7689 196.3517 163.2483 78.72103 75.14819 91.22774 92.09777 102.5524 99.72462 225.4884 101.8627 224.6108 224.077 99.29753 232.2246 229.8956 213.3284 239.0146 213.3589 238.9864 243.1306 256.2752 174.2599 271.6266 284.6278 206.8248 205.9369 294.2592 208.4922 280.9786 278.3685 212.198 285.0474 282.5146 222.991 225.5349 308.4575 237.1181 294.6082 305.3211 308.6033 245.1306 304.0148 323.6113 271.1549 270.7646 314.2364 276.9783 270.15 315.6474 309.0259 293.026 282.4482 316.2056 286.4001 283.6763 321.5991
31.14482 57.14018 47.80167 51.31277 21.36001 28.71167 45.35416 129.2045 30.92329 30.14963 117.0385 0 65.26123 64.61383 80.52329 50.11986 190.5387 186.2693 191.0144 189.842 202.7437 198.386 119.4027 200.025 119.6328 120.0354 190.1841 128.3014 126.3725 119.0168 138.6579 120 151.2961 155.4622 168.6802 237.7656 190.192 206.4001 266.6393 259.4533 221.6134 254.6154 216.6679 215.9838 259.434 223.8973 223.0303 268.2107 271.6027 241.0809 280.7508 241.0809 247.0324 249.1947 272.3766 250.066 268.2 264.9547 265.8749 268.1091 270.845 288.0156 272.0813 273.885 278.0166 285.4908 279.4065 289.3596 300.2153 283.8098
72.11584 118.8516 44.07223 40.35709 80.12664 92.53677 26.91396 156.5294 37.45368 36.09748 182.2142 65.26123 0 9.252236 19.22744 27.76739 254.2486 249.8739 251.9551 250.3378 263.4401 258.8263 72.16436 260.2896 74.07897 75.82894 248.9927 82.70597 81.69472 88.52887 96.15973 90.43798 121.245 124.7131 135.9854 285.6438 160.5938 177.8483 311.6002 302.3051 196.2117 294.7564 198.3281 199.1893 299.7388 207.2053 207.6673 307.158 310.7148 218.1033 318.3185 228.274 230.3057 231.4779 303.1084 236.1751 251.8653 279.3863 280.9471 258.1324 284.8556 313.2683 263.5048 270.6049 286.5248 303.3711 274.6702 306.9387 324.0768 278.1313
75.41728 119.9882 50.41187 47.23146 81.31332 92.76288 32.00699 148.4336 39.75713 37.41405 180.7689 64.61383 9.252236 0 15.96992 20.99009 251.4062 246.9831 248.0087 246.259 259.3919 254.7109 65.19476 256.1192 66.84203 68.40183 244.4561 75.61471 74.43632 79.80255 88.75883 81.66919 112.7501 116.2937 127.7963 279.0362 152.2632 169.4998 304.5698 295.0503 187.6935 287.2333 189.4293 190.2278 292.2226 198.2534 198.6656 299.4971 303.0635 209.4826 310.5133 219.2136 221.3902 222.607 294.7924 227.1591 242.9613 270.3203 271.8988 249.0192 275.7734 304.6085 254.3612 261.3768 277.324 294.3963 265.4614 297.9504 315.3349 268.9386
90.6973 135.9301 63.25346 59.40539 97.23297 108.7288 46.01087 155.6547 55.31953 53.22593 196.3517 80.52329 19.22744 15.96992 0 34.23449 266.2273 261.7752 261.9704 260.1 273.249 268.5088 54.08327 269.8629 56.32051 58.33095 257.841 64.67805 63.89053 74.16873 78.44743 76.23647 105.7 108.9151 119.5199 289.4452 144.3918 161.6447 314.1059 304.1052 180.4508 295.6569 184.0679 185.2701 300.6559 193.2097 193.9704 307.5467 311.1334 202.6327 318.1525 214.9325 216.0579 217.0023 300.8205 222.5062 237.5189 272.472 274.1972 245.1622 277.7715 309.2006 250.8152 259.1235 277.9231 297.2154 262.8003 300.6676 319.5078 266.0075
68.60029 107.1868 53.33854 52.00961 69.60065 78.8236 35 129.0746 34.471 30.41381 163.2483 50.11986 27.76739 20.99009 34.23449 0 232.1056 227.6406 227.7773 225.938 239.0837 234.3608 70.0928 235.7329 70.71068 71.47377 223.8616 79.55658 77.83315 75.76939 91.04944 77.25283 109.2817 113.1923 125.7179 258.1637 149.1208 166.0873 283.9093 274.5542 183.1843 266.9925 182.3211 182.5842 271.9743 190.6463 190.6056 279.4155 282.97 204.2156 290.6217 210.4661 213.9743 215.5412 275.8351 218.8264 235.5488 254.4032 255.8465 239.5631 259.9788 286.6234 244.5 249.97 262.8407 277.8363 254.5034 281.4694 297.6462 258.2789
200.8109 153.1143 233.829 238.4156 183.1755 168.255 235.7711 175.8485 221.3736 220.6354 78.72103 190.5387 254.2486 251.4062 266.2273 232.1056 0 4.609772 32.38055 36.40055 37.12142 38.0526 286.8031 40.0125 285.2595 284.1663 50.28916 291.8154 289.3527 268.4958 296.0017 268.0019 288.4207 292.2439 304.424 131.1964 314.9921 325.1492 161.5379 165.9789 330.6547 174.1551 313.1294 309.5351 176.4001 314.9174 311.5486 187.2592 188.7988 340.5951 200.8233 318.9436 331.8825 335.6501 220.2045 327.9055 347.0897 266.852 265.6121 332.359 272.0184 249.1907 332.0094 320.4122 292.4915 270.6474 328.1235 274.2736 262.319 333.7679
196.8534 149.4297 229.7461 234.3123 179.1201 164.1871 231.5281 171.5007 217.1232 216.3498 75.14819 186.2693 249.8739 246.9831 261.7752 227.6406 4.609772 0 30.64719 34.44198 36.77295 37.08436 282.2078 39.15674 280.6604 279.5644 48.15859 287.2107 284.7477 263.8868 291.3919 263.3937 283.8419 287.6686 299.8604 129.8124 310.4887 320.6934 160.5031 164.5547 326.2763 172.3724 308.8305 305.256 174.7262 310.6723 307.3211 185.6239 187.2385 336.3127 199.2743 314.8432 327.732 331.4894 217.996 323.8244 343.0343 263.7049 262.5002 328.4528 268.9094 246.8304 328.1593 316.7195 289.224 267.8549 324.4199 271.5037 260.0087 330.061
205.9478 162.1681 236.885 241.1276 187.1931 172.3202 236.2255 154.619 221.8338 220.4552 91.22774 191.0144 251.9551 248.0087 261.9704 227.7773 32.38055 30.64719 0 4.301163 11.85327 8.514693 276.6306 10.70047 274.7408 273.3587 18.12457 280.6105 278.116 255.4496 283.3699 254.7126 272.3858 276.0072 287.5874 99.18165 296.0785 305.0385 130.0615 133.9123 309.0275 141.8115 290.3179 286.4585 144.1128 291.3769 287.7951 154.9984 156.5966 317.4752 168.6313 293.7593 307.1881 311.0571 187.8843 302.5103 321.4113 236.1705 234.8197 305.4521 241.2105 216.9712 304.6904 292.0899 262.1989 239.0366 299.8541 242.616 230.0571 305.5102
205.3534 162.2005 235.9682 240.1604 186.4893 171.6588 234.9745 150.9594 220.6043 219.1461 92.09777 189.842 250.3378 246.259 260.1 225.938 36.40055 34.44198 4.301163 0 13.15295 8.544004 274.0456 10.29563 272.1176 270.7037 13.92839 277.9051 275.4088 252.5569 280.5031 251.7936 269.1589 272.7572 284.2692 95.56411 292.5491 301.3918 126.6669 130.2459 305.2417 137.9311 286.435 282.5544 140.2926 287.4335 283.8353 151.1985 152.8398 313.5602 164.8787 289.6895 303.1518 307.0277 183.807 298.4242 317.3031 231.8728 230.5243 301.2682 236.9156 212.8403 300.4834 287.835 257.8978 234.7871 295.6011 238.3716 225.9452 301.2574
217.8004 173.9253 248.6966 252.9269 199.0383 184.1688 247.9234 162.3658 233.5407 232.125 102.5524 202.7437 263.4401 259.3919 273.249 239.0837 37.12142 36.77295 11.85327 13.15295 0 5.09902 287.0157 5 285.0632 283.6274 21.09502 290.7907 288.2933 265.2772 293.2456 264.4863 281.4365 284.9956 296.3849 94.94472 304.2137 312.7427 124.6696 129.7112 316.1463 138.7516 296.9714 293.0017 140.6876 297.6995 294.0247 151.4199 152.7776 323.946 164.7544 299.2608 312.9217 316.8359 186.0967 307.8831 326.598 237.6215 236.1379 309.9363 242.4954 215.6154 308.9098 295.6248 264.0383 239.1401 303.4156 242.6273 228.5 309.0712
213.8247 170.423 244.4995 248.6966 194.9853 180.1448 243.5159 157.3264 229.1468 227.684 99.72462 198.386 258.8263 254.7109 268.5088 234.3608 38.0526 37.08436 8.514693 8.544004 5.09902 0 282.0071 2.236068 280.0446 278.601 16.40122 285.7521 283.2543 260.2038 288.1753 259.4089 276.3377 279.8973 291.2902 93.21212 299.1521 307.7174 123.5091 128.0039 311.1856 136.565 292.0719 288.118 138.6542 292.8498 289.1894 149.459 150.9205 319.0752 162.9294 294.5522 308.172 312.0785 183.4394 303.1996 321.9522 233.8931 232.4488 305.4349 238.8179 212.8098 304.4672 291.3417 260.2023 235.8347 299.1271 239.3533 225.7726 304.7835
138.0326 176.4653 115.6028 112.2943 139.5609 147.7923 97.09789 144.2162 102.5585 99.15644 225.4884 119.4027 72.16436 65.19476 54.08327 70.0928 286.8031 282.2078 276.6306 274.0456 287.0157 282.0071 0 283 3.605551 6.519202 269.1189 10.59481 10.04988 32.52691 24.5153 34.65545 55.70009 58.12487 67.00746 285.2376 92.02174 109.1146 305.6837 293.9064 128.501 283.1289 134.9741 136.8941 288.0642 144.5441 145.9401 293.3428 296.9394 151.0132 302.2085 167.3708 166.5953 167.0838 279.4316 174.1551 187.6786 239.4368 241.5515 198.0366 244.2007 282.8993 204.2309 215.1279 240.5312 265.6803 217.883 268.7787 291.7178 220.4926
215.6479 172.4094 246.2214 250.4017 196.7772 181.9504 245.1224 157.5892 230.7623 229.2706 101.8627 200.025 260.2896 256.1192 269.8629 235.7329 40.0125 39.15674 10.70047 10.29563 5 2.236068 283 0 281.016 279.5541 16.12452 286.6745 284.176 261.0153 288.9983 260.2038 276.9161 280.4577 291.7962 91.35918 299.4812 307.9367 121.5257 126.1507 311.2628 134.8518 292.0428 288.0642 136.8941 292.7456 289.0649 147.6787 149.1107 319.0016 161.1118 294.2686 307.9367 311.8525 181.8928 302.8878 321.5995 232.8454 231.3787 304.9402 237.7415 211.322 303.9198 290.663 259.2185 234.5656 298.4527 238.0693 224.2549 304.1085
138.946 176.6041 117.2391 114.0395 139.9795 147.8958 98.61541 141.2784 103.6255 100.1249 224.6108 119.6328 74.07897 66.84203 56.32051 70.71068 285.2595 280.6604 274.7408 272.1176 285.0632 280.0446 3.605551 281.016 0 2.915476 267.0468 8.902247 7.615773 29 22.13594 31.1127 52.36888 54.88625 64.07027 282.3978 89.08984 106.2309 302.6624 290.8264 125.5249 279.9732 131.6852 133.5552 284.9035 141.2303 142.5851 290.1258 293.721 148 298.9331 164 163.3554 163.8841 276.0163 170.8362 184.481 235.841 237.9582 194.6548 240.6013 279.3797 200.8239 211.6247 236.9288 262.0935 214.4108 265.1886 288.1723 217.0438
139.8803 176.9082 118.7455 115.6309 140.5214 148.1818 100.0425 139.0112 104.7008 101.1262 224.077 120.0354 75.82894 68.40183 58.33095 71.47377 284.1663 279.5644 273.3587 270.7037 283.6274 278.601 6.519202 279.5541 2.915476 0 265.5118 8.321658 6.363961 26.20115 20.35927 28.29311 49.64877 52.23983 61.66441 280.2035 86.67468 103.8484 300.3082 288.4207 123.065 277.5005 128.9826 130.8148 282.4261 138.5081 139.832 287.5978 291.1915 145.5077 296.352 161.2343 160.6876 161.2467 273.3066 168.1086 181.844 232.9474 235.068 191.8802 237.7025 276.5692 198.0309 208.7642 234.0134 259.2113 211.5715 262.3023 285.3353 214.2207
