0 53.55838 23.19483 50.15974 5.830952 49.86231 52.34501 34.71311 43.56604 8 43.93177 48.83646 11.51086 41.48494 49.24429 56.67892 63.95311 12.36932 43.68066 48.76474 31.30495 52.88667 59.5525 17.46425 54.40588 62.0967 56.921 21.0238 52.92447 57.00877 60.74537 158.4023 60.41523 62.24147 168.0238 169.8267 65.79514 120.0708 63.40162 61.7171 60.12695 227.9616 225.8495 193.0602 187.9628 195.8622 208.5402 200.3247 206.4001 202.5562 209.6187 218.4422 149.2925 152.8169 292.971 334.211
53.55838 0 30.5041 3.807887 56.55528 5.315073 3.807887 20.0125 11.42366 53.78197 12.34909 8.514693 54.74486 15.95306 10.12423 9.219544 12.74755 57.29311 14.91643 12.34909 27.9732 11.7686 13.60147 61.9879 13.58308 14.98332 15.50806 64.64132 18.06931 18.50676 18.82817 149.4965 22.54994 22.7706 114.9282 116.7659 25.34758 68.69134 106.3585 103.5495 101.2978 178.5329 176.58 147.439 143.1311 150.5075 162.1003 154.8628 160.3262 157.043 163.7513 172.1003 180.6827 183.8491 267.9711 305.7491
23.19483 30.5041 0 27.01851 26.07681 26.66927 29.15476 11.7047 20.39608 23.5372 20.88061 25.70992 24.99 18.78829 26.24881 33.59315 40.79216 27.51363 21.0238 26 12.08305 30.08322 36.69469 32.69557 31.7805 39.21734 34.43835 35.77709 31.06445 34.98571 38.47077 150.4422 38.83298 40.49691 144.8378 146.6439 44.10215 97.12363 79.25917 76.844 74.80809 205.6611 203.5927 171.8408 166.9731 174.7341 187.1069 179.1759 185.0757 181.3974 188.3667 197.0609 159.8476 163.2207 279.5174 319.5262
50.15974 3.807887 27.01851 0 53.00943 2.061553 2.828427 16.27882 7.615773 50.15974 8.602325 5.385165 51.05389 12.20656 7.28011 9.300538 14.76482 53.60037 11.31371 9.486833 24.16609 10.04988 13.72953 58.24946 12.16553 15.6205 14.56022 60.87693 16.03122 17.26268 18.38478 147.8472 21.58703 22.13594 118.0678 119.8935 25.07987 71.30919 102.5513 99.74467 97.49487 180.9213 178.9413 149.2322 144.8102 152.2695 164.0274 156.6461 162.2005 158.8364 165.6019 174.0259 177.1334 180.3136 267.7984 305.9101
5.830952 56.55528 26.07681 53.00943 0 52.50952 55.00909 37.05401 46.04346 4.242641 46.17359 51.15662 6.964194 43.41659 51.35173 58.86 66.27217 7 45.54119 50.63596 32.28002 54.74486 61.4044 11.7047 56.08921 63.95311 58.46366 15.23155 54.12024 58.24088 62.0967 154.5303 61.35145 63.24555 170.2997 172.0788 66.7308 121.8072 57.71928 55.97321 54.35301 228.8853 226.7377 193.2647 188.0425 196.0102 208.8564 200.4794 206.6519 202.7141 209.8237 218.7167 143.4617 146.9864 290.1758 331.7303
49.86231 5.315073 26.66927 2.061553 52.50952 0 2.5 15.53222 6.576473 49.54039 7.158911 3.354102 50.30159 10.73546 5.220153 8.13941 14.39618 52.84174 9.604686 7.433034 22.94014 8.13941 12.41974 57.37813 10.30776 14.5 12.81601 59.92704 14.00893 15.40292 16.77051 145.8331 19.78004 20.4267 118.2043 120.0182 23.47871 71.044 101.2868 98.44415 96.17692 180.4529 178.4552 148.4049 143.921 151.4241 163.2735 155.8116 161.4164 158.0071 164.8037 173.2693 175.3753 178.5448 266.1132 304.3341
52.34501 3.807887 29.15476 2.828427 55.00909 2.5 0 18.02776 9.055385 52.03845 9.486833 5 52.78731 13 6.403124 6.519202 12.08305 55.3263 11.6619 8.602325 25.29822 8.062258 10.97725 59.84146 10 12.80625 12.16553 62.36986 14.31782 15.0333 15.81139 145.9257 19.23538 19.64688 115.7411 117.5576 22.47221 68.70953 103.587 100.7224 98.44415 178.226 176.2385 146.4249 141.993 149.459 161.2359 153.8376 159.402 156.0288 162.8005 171.2338 177.1729 180.3247 265.2169 303.2375
34.71311 20.0125 11.7047 16.27882 37.05401 15.53222 18.02776 0 9 34.0147 9.219544 14.14214 34.79224 7.211103 14.56022 21.96588 29.27456 37.33631 9.433981 14.31782 9.219544 18.38478 24.99 41.97618 20.12461 27.51363 22.82542 44.64303 19.84943 23.60085 26.92582 145.2175 27.65863 29.20616 133.3604 135.1546 32.80244 85.44004 86.81599 84.11896 81.92832 193.991 191.9297 160.447 155.6567 163.3677 175.6417 167.8005 173.6433 170.0176 176.9548 185.6071 163.8971 167.1706 271.2066 310.6187
43.56604 11.42366 20.39608 7.615773 46.04346 6.576473 9.055385 9 0 43.01163 2 5.385165 43.73214 5 6.403124 13.28533 20.39608 46.27094 5.09902 7.211103 16.55295 10.63015 16.80774 50.80354 12.72792 19.23538 15.55635 53.36666 14.31782 17.20465 19.79899 144.7928 21.63331 22.80351 124.4588 126.2608 26.24881 76.844 94.9369 92.13577 89.89021 185.84 183.8097 153.04 148.4049 156.0128 168.0744 160.4244 166.1475 162.6315 169.4993 178.059 170.0684 173.2772 267.6154 306.374
8 53.78197 23.5372 50.15974 4.242641 49.54039 52.03845 34.0147 43.01163 0 43.01163 48.01042 3.535534 40.11234 48.09366 55.61025 63.07139 5 42.19005 47.26521 28.63564 51.35173 57.98707 10.63015 52.61179 60.53098 54.91812 14.21267 50.44799 54.57105 58.46366 150.7544 57.56735 59.48109 166.9731 168.7398 62.93648 118.2582 57.84259 55.86591 54.10407 225.0122 222.8542 189.2095 183.962 191.9427 204.8243 196.4128 202.6055 198.6479 205.7669 214.6742 142.4649 145.9623 286.0629 327.5622
43.93177 12.34909 20.88061 8.602325 46.17359 7.158911 9.486833 9.219544 2 43.01163 0 5 43.57178 3.605551 5.385165 12.74755 20.09975 46.09772 3.162278 5.656854 15.81139 9.433981 15.89025 50.48762 11.40175 18.38478 14.21267 52.95281 12.52996 15.6205 18.43909 142.793 20 21.26029 124.1692 125.9594 24.75884 76.24303 94.13031 91.28527 89.01826 184.9824 182.9371 151.8856 147.2005 154.8419 166.976 159.2608 165.0242 161.4714 168.3627 176.9548 168.6453 171.84 265.7706 304.5997
48.83646 8.514693 25.70992 5.385165 51.15662 3.354102 5 14.14214 5.385165 48.01042 5 0 48.56439 8.246211 2 7.905694 15.13275 51.08816 6.708204 4.123106 20.61553 5.830952 11.51086 55.44367 8.062258 13.89244 10.81665 57.87055 11.04536 13 15 142.7985 17.46425 18.35756 119.2183 121.0129 21.63331 71.47027 98.7447 95.85406 93.56415 180.4674 178.4405 147.8149 143.2236 150.8012 162.8066 155.2063 160.8975 157.4103 164.2589 172.7947 172.2099 175.3682 263.8731 302.3177
11.51086 54.74486 24.99 51.05389 6.964194 50.30159 52.78731 34.79224 43.73214 3.535534 43.57178 48.56439 0 40.50309 48.50258 56 63.50197 2.54951 42.50294 47.52368 28.60944 51.56064 58.13777 7.905694 52.6925 60.66712 54.88625 11.33578 50.2245 54.33691 58.2795 147.5748 57.1183 59.06353 167.1302 168.8795 62.45398 118.1207 55.2077 53.10838 51.27621 224.2699 222.0912 188.0538 182.7361 190.7525 203.7265 195.2242 201.4708 197.4601 204.6033 213.5474 139.2453 142.7323 283.317 324.9562
41.48494 15.95306 18.78829 12.20656 43.41659 10.73546 13 7.211103 5 40.11234 3.605551 8.246211 40.50309 0 8 15.50806 23 43.01163 2.236068 7.28011 12.36932 11.40175 18.06931 47.26521 13 20.61553 15.65248 49.64877 12.72792 16.40122 19.72308 140.8752 20.51828 22.02272 126.8897 128.6654 25.6125 78.58753 90.58706 87.72685 85.4532 186.8756 184.8053 153.2359 148.4486 156.157 168.434 160.5895 166.4332 162.8066 169.7439 178.3984 165.1128 168.3152 265.1132 304.2367
49.24429 10.12423 26.24881 7.28011 51.35173 5.220153 6.403124 14.56022 6.403124 48.09366 5.385165 2 48.50258 8 0 7.516648 15 51.0098 6.082763 2.236068 20.22375 4.242641 10.5119 55.22681 6.403124 13 9.219544 57.55867 9.055385 11.18034 13.45362 140.7989 15.65248 16.64332 118.9496 120.7316 20 70.88018 98.01028 95.07891 92.76988 179.6065 177.5641 146.6467 142.0035 149.6162 161.6972 154.0292 159.7623 156.237 163.1104 171.6799 170.8281 173.9713 262.0172 300.5329
56.67892 9.219544 33.59315 9.300538 58.86 8.13941 6.519202 21.96588 13.28533 55.61025 12.74755 7.905694 56 15.50806 7.516648 0 7.516648 58.50214 13.50926 8.631338 27.6134 5.147815 4.472136 62.66179 5.700877 6.363961 6.670832 64.93458 10.70047 9.823441 9.617692 140.641 13.50926 13.58308 111.4473 113.2326 16.14001 63.56493 104.8804 101.8847 99.54522 172.6297 170.6121 140.3006 135.7958 143.3126 155.2047 147.7041 153.3313 149.9016 156.7115 165.1984 176.0149 179.0991 258.8368 296.7634
63.95311 12.74755 40.79216 14.76482 66.27217 14.39618 12.08305 29.27456 20.39608 63.07139 20.09975 15.13275 63.50197 23 15 7.516648 0 66.00758 21.0238 16.12452 35.12834 12.36932 7.106335 70.17834 12.08305 5.830952 11.40175 72.44308 16.64332 14.14214 11.6619 141.8768 16.12452 15.23155 104.0865 105.8825 16.27882 56.64804 112.1428 109.11 106.7532 166.1581 164.1767 134.7043 130.384 137.7679 149.4021 142.1267 147.611 144.3087 151.0298 159.402 182.0089 185.0432 256.784 294.0493
