0 6.082763 48.6621 14.14214 96.59451 22.2036 51.62364 50.70749 147.4279 155.2417 52.63079 153.8441 152.4015 49.64877 48.16638 154.4871 53.16014 154.555 151.1735 55.91288 155.1034 151.0648 130.8291 147.4619 151.8632 59.00847 152.5057 111.4613 87.49819 113.9517 150.1623 113.1724 122.7884 122.9075 123.7942 124.4588 185.2502 132.382 117.6061 109.2016 189.9947 186.8696 231.2388 188.4383 190.4206 148.0751 126.8109 136 135.9596 185.1166 165.3028 234.8276 208.3963 232.2682 234.557 263.7745 237.1434 264.4731 233.1223 239.2977 236.0445 256.7928 252.6678 254.2617 252.0516 258.66 272.7343 278.2175 300.641 284.5804 286.4001 291.8527 300.3614 308.9239 311.0048
6.082763 0 49.0408 8.062258 96.87363 16.12452 48.41487 47.03456 146.8299 154.7805 47.42362 153.2873 151.6813 43.65776 42.29657 153.5879 47.12749 153.5326 150.0828 49.86231 153.9434 149.8551 129.272 146.1848 150.532 53.03772 150.8807 106.8064 81.73188 109.2245 146.6731 108.3744 118.2286 118.2423 119.0042 119.5199 183.0576 127.3106 111.6184 103.1601 187.5233 184.2993 226.1788 185.8279 187.7791 142.8504 120.8139 130.2498 130.1768 179.0748 159.7623 231.225 202.7856 226.3018 228.6001 259.326 231.1926 259.925 227.0705 233.3101 229.9652 250.7718 246.6577 248.2136 246.1727 252.8715 266.6777 272.1507 295.4623 278.8207 280.6314 286.1416 294.6252 303.4419 305.4914
48.6621 49.0408 0 50.35871 47.94267 52.88667 30.08322 33.98897 99.27837 106.9018 87.46428 105.622 104.4219 74.94665 59.46427 106.8188 76.27582 107.1413 103.9338 77.60316 108.0049 104.118 85.16014 100.7224 105.2372 69.35416 106.7801 147.0588 86.04678 148.9463 114.3991 147.6482 158.7608 158.121 158.0285 157.4357 141.316 163.9177 134.7671 124.4709 147.2481 144.6383 208.5356 146.3865 148.4992 177.6014 143.0559 158.3919 157.6991 196.6969 190.3182 198.0909 231.3547 246.2935 248.8875 233.6343 251.6446 235.3083 242.8374 252.3541 239.4097 254.5609 264.4863 263.8655 244.2826 248.2438 272.6169 278.9928 278.4547 273.0165 275.0291 279.0448 288.0156 291.3589 293.9728
14.14214 8.062258 50.35871 0 97.50128 8.062258 44.77723 42.72294 146.0949 154.2077 41.10961 152.591 150.7711 35.8469 34.52535 152.4344 39.21734 152.2145 148.6817 41.90764 152.4404 148.2955 127.3038 144.5441 148.8078 45.09989 148.7616 101.1053 74.05456 103.407 142.0404 102.45 112.6455 112.5 113.0708 113.3578 180.1157 120.9339 103.7701 95.21029 184.201 180.8487 219.3677 182.3211 184.2281 136.2213 112.9469 122.8007 122.6744 171.1188 152.6335 226.3449 195.5326 218.4777 220.7918 253.3081 223.3943 253.7755 219.0936 225.4493 221.9031 242.7541 238.7572 240.2436 238.3149 245.1224 258.6271 264.0928 288.4805 271.1051 272.9047 278.4852 286.9373 296.0709 298.0805
96.59451 96.87363 47.94267 97.50128 0 98.78512 62.32576 66.94961 53.26746 60.17059 131.204 59.26635 58.80728 116.14 97.43972 62.01814 116.3722 63.01785 60.4048 116.8771 64.67467 61.36214 47.64714 58.7069 63.2538 104.4533 66.9216 188.5774 109.632 190.0697 92.986 188.5166 200.1762 199.1111 198.4452 197.1205 103.2736 202.5154 165.4739 154.7272 111.0788 109.5046 197.0415 111.4742 113.7036 214.4767 172.5181 191.2341 190.1276 219.5188 223.6839 169.1227 261.9857 269.3288 272.1038 212.1191 274.9264 214.9477 262.3023 274.3962 253.3427 262.7136 285.1324 282.5995 247.3631 248.4844 282.2171 289.2551 265.0142 271.2425 273.3944 275.7943 284.9956 282.6951 285.819
22.2036 16.12452 52.88667 8.062258 98.78512 0 42.37924 39.60114 145.8026 154.0552 35.51056 152.3187 150.2886 28.17801 26.92582 151.7012 31.38471 151.3151 147.708 34.00368 151.3524 147.1617 125.8223 143.3388 147.5048 37.21559 147.0544 95.74416 66.46846 97.90812 137.7242 96.83491 107.3778 107.0572 107.4151 107.4477 177.4915 114.7693 95.9573 87.28115 181.1767 177.6971 212.6441 179.1089 180.9668 129.7546 105.1095 115.434 115.2476 163.1733 145.6022 221.6506 188.3454 210.6715 213.0023 247.4065 215.6154 247.7357 211.1232 217.6033 213.8411 234.7394 230.8679 232.28 230.4713 237.3942 250.5773 256.0352 281.5564 263.4103 265.198 270.8524 279.2705 288.7369 290.7043
51.62364 48.41487 30.08322 44.77723 62.32576 42.37924 0 4.716991 104.6511 113.0708 70.17834 111.162 108.8502 54.12947 35.1141 109.9602 54.12024 109.4086 105.7433 54.55502 109.2866 105.0693 83.55387 101.2028 105.3011 42.72002 104.6948 126.2997 56.01305 127.7576 98.55603 126.1943 137.8768 136.7891 136.1249 134.8518 135.3781 140.4279 106.7147 96.17692 139.431 136.1038 184.3733 137.5936 139.517 152.8929 114.6298 131.3659 130.4837 167.0301 163.6704 183.2512 203.6909 216.7591 219.3855 213.7148 222.1576 214.7673 212.8967 222.689 209.3514 224.9111 234.6742 233.8931 215.4553 220 242.7859 249.0984 254.3108 245.1306 247.0992 251.5094 260.3767 265.3771 267.8078
50.70749 47.03456 33.98897 42.72294 66.94961 39.60114 4.716991 0 108.5521 117.0096 66.04733 115.0532 112.6507 49.73178 30.51639 113.6354 49.60091 113 109.3046 49.96499 112.7777 108.5452 86.88498 104.6482 108.6811 38.00329 107.8344 121.7403 52.09515 123.1716 99.63903 121.5946 133.3014 132.1893 131.4962 130.1931 137.8909 135.736 102.117 91.60377 141.6625 138.2407 183.2742 139.6863 141.5742 148.1773 110.0829 126.6935 125.8223 162.8104 158.9851 184.2098 199.076 212.4882 215.1029 213.6054 217.8698 214.5186 208.8498 218.4725 205.7091 221.7157 230.5347 229.8766 212.7352 217.5368 239.4394 245.6893 253.1427 242.7967 244.7473 249.3035 258.1284 263.6783 266.0512
147.4279 146.8299 99.27837 146.0949 53.26746 145.8026 104.6511 108.5521 0 8.588972 174.5155 6.519026 5.768562 157.617 137.6767 10.20498 156.8134 12.65591 12.67059 156.5285 15.90358 15.49094 27.98196 16.60907 18.65874 141.6214 26.06078 227.3501 136.3631 228.3182 74.90661 226.5027 238.5082 236.9445 235.5972 233.4337 57.78235 237.3781 193.4284 182.9505 67.46771 67.56561 176.8636 69.62049 71.76106 246.9486 198.7466 220.0566 218.5525 236.0964 251.8089 130.2871 285.7714 284.2014 287.0932 179.6838 289.9021 183.6839 273.3968 287.9837 258.6154 261.1881 296.8087 292.1929 240.8442 238.7576 281.5924 289.1368 239.4924 258.3704 260.5993 261.1265 270.2741 261.8385 265.4251
155.2417 154.7805 106.9018 154.2077 60.17059 154.0552 113.0708 117.0096 8.588972 0 183.0027 2.828427 7.206856 166.1475 146.219 11.2361 165.3663 14.39618 16.53602 165.0947 17.9461 19.50801 36.00347 22.02272 22.46451 150.2065 29.96665 235.9384 144.8184 236.9072 80.45287 235.0915 247.0971 245.5326 244.1823 242.0124 57.27574 245.937 201.8325 191.3766 67.36468 68.04594 180.6229 70.06426 72.11103 255.453 207.0773 228.4644 226.9471 243.8181 260.1634 130.5527 293.886 291.7165 294.6133 181.0994 297.4172 185.3267 280.6172 295.3903 265.3243 267.1601 304.0411 299.2474 246.2722 243.7724 287.6178 295.2033 242.0021 262.8802 265.1132 265.3639 274.4759 265.0924 268.7452
