0 5 49.25444 7.071068 11.40175 154.9383 106.3015 126.1467 116.5917 121.1285 93.42359 80.1561 116.619 132.5179 162.0864 115.1125 177.1278 162.865 173.3667 174.9085 158.1455 156.0849 162.9264 154.252 162.6899 153.1143 154.5477 165.0848 178.4881 151.4018 170.8479 156.4618 168.4666 135.9421 160.6393 135.4843 133.7759 185.9757 155.6181 188.3029 149.3352 158.9025 164.2171 177.6661 229.8108 225.8871 197.7397 250.06 215.2127 217.5891 236.6273 263.6385 276.3494 259.0926 292.4791 278.9767 303.2656 292.6107 301.2308 295.4293 306.7263 298.1174 306.8082 312.474 328.2015 314.8055 314.9937
5 0 53.03772 2.236068 6.708204 151.4298 101.789 121.5977 111.8203 116.372 95.55844 81.9878 111.79 127.7576 157.4325 110.2568 172.4739 158.1455 168.6802 170.2058 153.3786 151.2762 158.1455 149.4245 157.8892 148.2464 149.693 160.256 173.6923 146.5009 166.012 151.5599 163.6154 138.0009 155.7562 137.4373 128.7983 181.068 150.632 183.3712 150.333 160.0781 164.6033 178.0569 224.86 220.9842 197.2663 245.204 214.1039 216.5179 235.5472 262.8236 271.7683 257.4218 288.0226 276.9783 299.0401 290.2034 299.3409 293.0537 304.9721 295.7583 304.9119 308.4234 324.0282 311.2788 311.4161
49.25444 53.03772 0 54 56.14268 164.6387 153.9415 173.531 162.3919 167.0412 52.04101 42.95346 161.7714 178.3171 208.6768 159.9236 223.6722 208.9043 219.6588 221.0543 203.7351 201.2026 208.3387 199.1365 207.8702 197.4082 199.0402 209.8881 223.6515 195.1166 215.5203 200.1153 212.9249 93.09807 204.6192 93.34881 175.4822 229.3039 196.5731 231.0411 113.7409 121.6059 133.0648 146.0214 263.8049 258.0097 173 280.3712 195.9298 197.8813 216.5514 240.5624 299.7015 244.387 313.1932 267.3163 319.7624 285.1754 288.0868 287.5978 292.1044 290.0621 293.6533 326.0337 343.5597 320.7374 321.6162
7.071068 2.236068 54 0 4.472136 149.3243 100.449 120.2206 110.2321 114.7989 95.58748 81.88406 110.1363 126.1784 155.9551 108.5705 170.9949 156.6046 167.1706 168.6802 151.7893 149.6412 156.5407 147.7679 156.2626 146.5401 148.0034 158.597 172.0698 144.7498 164.3442 149.807 161.929 137.9683 154.0292 137.3536 126.9094 179.305 148.7179 181.5709 149.8032 159.6246 163.8055 177.2576 222.7398 218.8264 196.1148 243.0226 212.7122 215.1395 234.1634 261.5344 269.5348 255.83 285.7866 275.278 296.8164 288.3765 297.6743 291.2362 303.3496 293.9456 303.2429 306.2189 321.8093 309.1642 309.2911
11.40175 6.708204 56.14268 4.472136 0 145.1252 97.86726 117.5457 107.1251 111.7204 95.80222 81.85964 106.8925 123.0813 153.0555 105.2595 168.087 153.5741 164.2011 165.6774 148.6607 146.4189 153.3786 144.5015 153.0555 143.1712 144.6686 155.3222 168.8668 141.2887 161.0497 146.3406 158.597 138.0118 150.6154 137.2953 123.1666 175.8113 144.9172 178 148.8388 158.8081 162.2906 175.7335 218.5063 214.5157 193.8685 238.6629 209.9726 212.4265 231.4357 258.9947 265.0679 252.6757 281.3148 271.9007 292.3696 284.7402 294.3637 287.6187 300.1283 290.3377 299.9271 301.8112 317.3724 304.9402 305.0459
154.9383 151.4298 164.6387 149.3243 145.1252 0 154.5213 160.6069 143.2635 145.8252 149.7256 141.2756 138.7508 149.8236 172.5163 136.0029 181.6169 167.9893 176.7935 176.4504 161.4183 156.5023 162.7604 153.7139 160.7664 148.7816 150.975 159.2465 170.374 143.8716 161.7111 146.094 158.6538 164.6399 150.6446 161.6339 123.7187 161.4834 128.7223 158.963 142.4644 152.0769 132.0858 139.227 140.7496 129.319 124.6448 142.1388 116.7158 119.5985 133.88 163.8466 143.6098 135.9396 152.8698 145.7223 155.8932 149.9117 168.9845 153.2226 177.2777 156.1209 174.0857 161.3986 179.1533 159.8673 160.0833
106.3015 101.789 153.9415 100.449 97.86726 154.5213 0 19.92486 18.47389 20.75519 187.0232 172.4094 22.36068 30.41381 56.46238 23.72528 71.40203 58.18075 68.02941 69.77822 54.6443 53.96758 59.64059 52.96251 60 53.8145 54.45181 63.25346 75.16648 54.30009 69.02898 58.89232 67.35726 226.6148 61.55485 225.1755 49.0306 86.77717 67.62396 90.52072 228.1162 239.1359 234.3486 246.879 151.9243 153.3786 252.8418 179.6274 258.2838 261.1379 278.6225 308.7414 220.4836 288.3002 241.4042 300.0933 261.0479 303.7647 323.3945 307.149 331.471 310.0613 328.5441 276.1811 286.6117 295.3515 294.0017
126.1467 121.5977 173.531 120.2206 117.5457 160.6069 19.92486 0 17.66215 14.8024 205.283 190.6725 21.93171 16.12452 36.67424 24.74986 51.53882 38.83298 48.30114 50.11986 36.06938 36.31116 41.03657 35.91696 41.72529 38.01316 38.07887 45.34314 56.22277 39.85599 50.93133 43.69768 49.67897 244.2156 45.27693 242.6623 42.95346 69.37539 56.56854 73.60027 244.168 255.2665 249.1571 261.4025 139.8428 142.7725 265.2169 168.8816 268.7052 271.5916 288.5732 318.8342 212.4618 295.9797 234.1047 306.2042 255.384 308.039 329.401 311.4811 337.8432 314.3962 334.4163 271.5529 280.7156 293.9022 292.2636
116.5917 111.8203 162.3919 110.2321 107.1251 143.2635 18.47389 17.66215 0 4.685231 191.2871 176.7219 4.72067 15.95676 46.54336 7.280587 61.41282 46.51471 57.28832 58.66246 41.55861 39.62577 46.3388 38.00228 46.16584 37.71761 38.78296 48.78816 61.93102 37.30551 54.60877 42.17801 52.46858 229.3719 45.51686 227.7073 30.72379 71.15657 49.27425 74.40061 228.0909 239.2254 232.4307 244.5493 133.5301 134.9047 247.7679 161.1535 251.0532 253.9405 270.9112 301.1728 202.272 278.4588 223.3442 288.9411 243.4176 291.2221 312.166 294.6493 320.5378 297.5648 317.2109 258.8911 268.9268 279.3851 277.8977
121.1285 116.372 167.0412 114.7989 111.7204 145.8252 20.75519 14.8024 4.685231 0 195.9391 181.3774 7.490735 11.392 41.85823 10.35482 56.73354 41.87813 52.62551 54.01646 37.02402 35.26487 41.84628 33.76101 41.74659 33.805 34.73391 44.4872 57.4698 33.78774 50.31677 38.53521 48.26777 233.9552 41.61463 232.2788 30.00185 67.18341 47.0508 70.58879 232.4789 243.6202 236.6271 248.6933 131.3486 133.1482 251.5322 159.3867 254.4398 257.332 274.1939 304.4717 201.2803 281.267 222.5521 291.406 243.0585 293.2765 314.6005 296.7158 323.0497 299.6311 319.6144 258.8 268.5101 280.0898 278.5315
