0 67.02984 15.29706 5.59017 32.31099 12.16553 112.5044 14.14214 18.74166 19.13766 108.6738 21.93171 23.77394 24.69818 123.6932 112.641 78.27036 110.3676 39.56008 141.7806 48.82622 43.01163 55 139.221 56.921 57.93962 68.26419 104.0433 102.5585 101.2744 184.8688 98.29039 86.35392 123.3288 139.3126 135.3699 177.077 180.3311 176.1391 215.9282 214.2265 216.5364 214.8488 217.4333 244.4013 230.9946 234.0085 246.9109 267.9324 247.2903 258.5653 279.9589 285.412 263.0008 285.3226 283.1297 268.0966 284.2974 271.737 304.5997 287.8368 279.2006 282.5916 290.9983 281.6043 294.6307 288.0451 290.9983 278.4601 298.7344 289.1336 290.8367 299.313 283.2984 292.2828 293.4706 295.4323 291.755 298.3287 300.0417 308.9547 300.015 302.0414 305.236 306.8196
67.02984 0 82.0061 68.09001 38.32754 69.72087 46.36 70.03571 71.91836 75.22134 43.46263 78.1025 74.34649 78.84795 59.94164 50.80354 141.1745 49.67897 88.23831 79.57047 102.3181 89 108.462 78.70515 99.64437 102.2155 117.2391 162.6899 158.9536 156.8327 175.8356 152.0526 130.9198 178.4405 194.9897 190.0789 122.6958 130.3565 216.4163 176.2044 254.5584 256.9626 252.6599 255.7719 209.4684 265.7489 261.3063 280.6599 237.2764 274.2745 291.8099 255.4408 258.8223 287.1128 260.2499 260.2081 292.5226 262.4271 296.4456 278.0288 270.6677 299.6665 305.0262 273.7608 302.3376 277.3522 311.3535 276.6532 280.6724 281.4414 309.5307 313.0575 282.9898 286.1416 312.6696 283.0159 315.8089 288.2672 318.9248 320.3061 292.6465 306.1111 308.519 313.1294 315.0893
15.29706 82.0061 0 14.22146 45.89118 15.81139 127.0679 17.02939 19.6023 17.24094 123.0447 18.02776 23.08246 20.88061 137.6735 126.3725 63.57083 123.9395 34.0147 155.3249 39.21734 38.0526 44.77723 152.4484 51.08816 51.35173 58.87274 90.27181 89.44971 88.43359 186.8787 86.05231 77.49194 110.3087 125.9921 122.3315 188.7465 191.0702 166.3641 224.1629 204.0711 206.3405 205.2949 207.7312 251.3364 222.0417 226.8083 238.0777 273.733 240.051 249.7719 284.2974 290.1758 256.3151 289.7464 287.0861 261.3002 288.0087 264.849 309.2329 290.4617 273.249 276.1594 293.6154 275.5739 297.231 281.3752 292.9607 276.7418 301.3092 283.1312 284.4011 301.6641 281.3965 286.2626 294.5318 289.3946 291.2405 292.2225 294.0017 311.2379 297.2423 299.1672 302.0149 303.5016
5.59017 68.09001 14.22146 0 31.67412 6.576473 112.9004 8.558621 13.15295 13.6565 108.8405 16.5605 18.18378 19.24188 123.4555 112.1751 75.11658 109.7645 34.07712 141.1611 43.80925 37.47332 50.06246 138.3519 51.39309 52.46189 63.09715 100.1312 98.31836 96.92394 179.8976 93.72433 81.05708 119.0137 135.112 131.0467 175.2213 177.996 170.8984 212.5706 209.0365 211.3529 209.5597 212.1662 240.6226 225.6197 228.4759 241.5186 263.8308 241.7587 253.1664 275.4909 281.0467 257.44 280.8759 278.5755 262.5402 279.6896 266.1846 300.207 283.0093 273.617 277.0203 286.17 276.0222 289.7999 282.4823 286.0511 273.0298 293.8996 283.5507 285.2652 294.4368 277.8529 286.7002 288.3769 289.85 286.4494 292.7478 294.4593 304.0678 294.5068 296.527 299.7019 301.2806
32.31099 38.32754 45.89118 31.67412 0 32 81.5552 32.06244 33.63406 36.98986 77.31753 39.81206 36.04997 40.5216 91.78235 80.52329 102.8798 78.16009 50.60632 109.572 64.40497 51.86521 70.66116 106.9229 63.78087 66.06815 80.44874 124.6154 121.1951 119.2078 166.7735 114.7388 95.58766 141.0319 157.5436 152.8169 145.2248 149.1855 183.7417 187.4273 222.1463 224.5297 221.2058 224.1322 217.5132 235.6109 234.3416 251.0319 242.5774 247.5449 262.4576 256.8209 261.5645 261.7813 262.0172 260.5963 267.0801 262.1622 270.8967 280.8647 267.5257 276.1322 280.5887 270.6806 278.6916 274.3196 286.5414 271.8308 266.3682 278.4425 286.0878 288.7663 279.407 271.5327 289.2495 275.9148 292.4111 277.1804 295.4387 296.9865 289.1107 289.8845 292.1044 295.9949 297.7688
12.16553 69.72087 15.81139 6.576473 32 0 113.5396 2 6.576473 7.5 109.2245 10.63015 11.61034 13.0384 123.3207 111.8034 71.94616 109.2383 27.73085 140.5348 38.20995 31.01612 44.55334 137.4354 44.94441 46.09772 57.2014 95.88013 93.63893 92.10049 174.014 88.61715 74.94665 114.2016 130.4301 126.2101 173.073 175.2721 164.8302 208.5977 203.0296 205.3543 203.4207 206.0564 236.1356 219.3639 222 235.2382 258.9539 235.2839 246.8765 270.1796 275.855 250.9212 275.5885 273.1623 256.0282 274.2134 259.6786 294.9797 277.276 267.0599 270.4848 280.4354 269.468 284.0621 275.9601 280.1785 266.6083 288.1566 276.995 278.7293 288.6455 271.4148 280.1451 282.3349 283.2953 280.166 286.1957 287.9045 298.2633 288.0017 290.0155 293.1706 294.7444
112.5044 46.36 127.0679 112.9004 81.5552 113.5396 0 113.5044 114.5535 118.0381 6.020797 120.6037 116.0045 120.7653 17.24094 17.35655 182.9891 20.08109 127.4137 36.80154 141.7224 127.1859 147.3813 38.51298 135.2451 138.1204 153.64 201.5868 196.7257 194.2299 172.6175 188.6935 164.2475 214.8866 231.3207 225.9607 85.47514 96.94232 242.8358 148.8195 279.8022 282.2014 276.3499 279.7088 184.2586 287.098 277.9555 300.9489 214.2305 290.3106 311.4856 236.3308 238.0656 300.8749 240.5665 242.1101 306.3419 245.025 310.347 256.7007 256.4103 310.6433 317.1817 259.3516 313.4218 262.7975 323.9356 264.2333 279.8022 266.748 320.2007 324.8665 268.947 285.528 323.253 273.1707 326.3074 283.1753 329.4954 330.6195 278.3276 307.1404 309.7438 315.2019 317.3681
14.14214 70.03571 17.02939 8.558621 32.06244 2 113.5044 0 4.609772 6.020797 109.1146 9.219544 9.654015 11.40175 123.0447 111.463 71.36 108.8531 25.94224 140.1026 36.76955 29.15476 43.13931 136.9179 43.08132 44.28318 55.60576 94.89468 92.5 90.9093 172.116 87.32125 73.24616 113.0044 129.2749 125 172.1809 174.2134 163.1349 207.1835 201.3579 203.686 201.6928 204.341 234.5805 217.5833 220.1091 233.4459 257.2958 233.3934 245.0796 268.412 274.1168 249.0036 273.8266 271.3699 254.115 272.4059 257.7693 293.232 275.4088 265.1132 268.5554 278.5678 267.5238 282.1936 274.0401 278.2804 264.6129 286.287 275.0495 276.7996 286.7651 269.4179 278.2 280.4015 281.3508 278.1888 284.2534 285.9598 296.3798 286.0017 288.0156 291.1718 292.7461
18.74166 71.91836 19.6023 13.15295 33.63406 6.576473 114.5535 4.609772 0 3.535534 110.0011 6.184658 5.044799 7.5 123.5364 111.8179 69.25677 109.1066 21.52324 140.2145 32.97347 24.62214 39.37321 136.8293 38.53894 39.80264 51.47087 91.90348 89.19922 87.50571 168.1818 83.71529 68.92206 109.573 125.9176 121.537 171.1505 172.7558 158.8026 204.759 197.059 199.3922 197.31 199.9762 231.7482 213.1273 215.5302 228.9743 254.1536 228.8149 240.6018 264.925 270.7236 244.4055 270.3576 267.8012 249.5196 268.7866 253.1763 289.8073 271.581 260.5038 263.9512 274.7385 262.9149 278.3613 269.4406 274.3378 260.1946 282.45 270.4404 272.1952 282.8887 264.9835 273.5909 276.3173 276.7418 273.8964 279.6449 281.3508 292.4915 281.5 283.5071 286.6413 288.21
19.13766 75.22134 17.24094 13.6565 36.98986 7.5 118.0381 6.020797 3.535534 0 113.5044 3.201562 5.869412 5.59017 127.0679 115.3527 65.96969 112.6421 20.4267 143.7478 30.76118 23.90084 37.12479 140.354 37.79219 38.81044 49.70161 89.02949 86.53323 84.91908 169.8388 81.30344 67.48518 107.0105 123.2974 119.0011 174.5423 176.0364 157.3603 207.6445 195.546 197.8693 195.9751 198.6001 234.3934 211.9794 214.8773 227.8711 256.5782 228.1584 239.5167 267.0566 272.94 243.9071 272.5055 269.8538 248.9934 270.7882 252.6267 291.9936 273.3519 260.2081 263.5285 276.5072 262.599 280.1259 268.9559 275.9642 260.9717 284.2086 270.1342 271.7743 284.5988 265.7165 273.281 277.7431 276.4281 274.9605 279.3139 281.0378 294.1857 282.0217 284.004 287.0527 288.5975
