0 8 19 15.57241 13.15295 18.11077 132.0152 73.06162 129.062 18.68154 11.6619 114.1578 7 12.02082 11.33333 15.81139 10.79609 10.74968 14.14214 15.73505 20.80865 31.11192 23.85372 17.01138 117.72 17.70946 120.0708 48.46648 46.61545 162.2413 133.2216 154.0552 129.4025 135.3403 51.47815 23 120.2206 126.115 156.6972 30.61046 136.1323 26.57066 25.4951 26.57066 28.17801 29.30017 119.8541 30.08322 146.113 159.8405 168.8698 63.51378 168.5734 171.7236 56.93198 59.09526 57.16691 54.9659 208.3699 57.14018 209.8023 179.1201 203.8541 180.9365 180.5796 224.3613 200.5692 212.3605 201.4373 221.4498 184.808 224.9022 220.0954 226.7532 228.6591 98.35141 225.4739 222.3263 183.5756 193.8298 214.4784 194.4081 107.4477 106.6068 206.6301 196.3594 203.4822 210.1904 236.4847 208.6396 238.6064 210.238 235.372 212.059 215.5945 213.8878 210.8673 222.3016 214.8488 222.4275 223.3965 215.2324 229.6127 246.8947 233.8055 255.3919 187.7711 193.3132 282.4535 282.5511 279.034 281.6558 290.3904 275.8043 284.271 295.5706 264.3823 312.8322 336.9822 336.1741 336.0193 320.1562 325 333.1971 312.57 335.9315 314.3056 313.0256 321.2124 316.7874 315.0397 317.5472 320.0312 320.3826
8 0 11 7.648529 5.385165 10.19804 124.0161 65.06919 121.0661 11.18034 6.324555 106.1697 10.63015 8.514693 10.34945 10.29563 14.39522 12.57864 10.19804 13.71726 27.73085 37.98181 30.8707 19.06155 109.7725 21.67083 112.1472 55.97321 54.08327 159.5618 125.2996 146.113 121.4949 127.4245 58.87274 24.35159 112.3788 118.2582 148.7884 26.40076 128.2653 30.23243 28.17801 25.01999 25.4951 33.50373 112.058 33.83785 138.2932 151.9901 161.0124 70.3278 160.8011 163.9543 62.74751 64.77847 62.27939 59.5084 200.5841 61.84658 202.0322 171.4526 196.1135 173.3032 172.9769 216.6333 192.9249 204.6876 193.8685 213.8036 177.3415 217.2671 212.5135 219.1461 221.0452 103.9663 217.914 214.7859 176.2839 186.5529 207.0773 187.1751 112.6099 111.5213 199.4593 189.3066 196.3594 203.0665 229.1659 201.5602 231.3201 203.1945 228.1228 205.039 208.5402 206.8913 203.924 215.244 207.8846 215.4484 216.4486 208.3963 222.6432 239.827 226.8942 248.5015 191.0236 196.4739 276.3838 276.5992 273.1227 275.8297 284.7045 270.2961 278.7293 289.969 265.3187 308.8689 332.6334 331.887 331.8509 317.1939 322.0078 330.2428 311.6472 332.9895 313.439 313.2299 320.2455 315.9276 315.2681 316.74 319.2303 319.5074
19 11 0 3.807887 6.324555 2.236068 113.0177 54.08327 110.0727 5.09902 10.81665 95.18929 20.24846 13.50926 16.93451 10.81665 23.25702 20.63708 13.45362 17.76088 37.94733 48.00297 41.10961 25.96212 98.85848 29.8852 101.2719 66.48308 64.56005 156.4715 114.4246 135.2036 110.6436 116.559 69.26038 29.83287 101.6366 107.4895 137.9311 24 117.4777 37.53665 34.65545 26.92582 25.70992 41.1643 101.3903 41.03657 127.5774 141.2232 150.2332 80.05623 150.1533 153.3101 71.43704 73.30246 70.19536 66.82253 189.9079 69.31089 191.3792 160.9627 185.5061 162.865 162.5854 206.0413 182.4637 194.1803 183.5211 203.3347 167.1556 206.8139 202.141 208.7343 210.6229 112.1606 207.5729 204.4749 166.3641 176.6494 196.9772 177.3372 120.2165 118.8276 189.7077 179.7387 186.6815 193.383 219.1803 191.944 221.382 193.6311 218.2407 195.5096 198.9573 197.3955 194.5096 205.6526 198.4364 205.9733 207.0193 199.1381 213.1783 230.2086 217.5132 239.1401 195.9413 201.2585 268.2033 268.5891 265.1735 268.0019 277.0731 262.9316 271.3098 282.4553 266.9925 303.6791 326.8792 326.2208 326.3526 313.4087 318.1761 326.4572 310.7105 329.2188 312.578 313.8439 319.2387 315.0734 315.913 315.9577 318.4541 318.6283
15.57241 7.648529 3.807887 0 2.54951 2.54951 116.5011 57.51956 113.5275 4.301163 7.106335 98.60274 16.44688 9.899495 13.25183 7.905694 19.46079 16.87371 10.12423 14.48469 34.15406 44.19692 37.31622 22.36462 102.1494 26.15578 104.5108 62.70965 60.7824 155.934 117.6627 138.4865 113.853 119.7852 65.47137 26.50472 104.7306 110.6097 141.1471 22.7706 120.6172 33.94849 31.18493 24.38237 23.6326 37.53665 104.415 37.47666 130.6465 144.3416 153.3639 76.25287 153.1617 156.3154 67.71447 69.60065 66.57494 63.29494 192.9417 65.76093 194.3926 163.8429 188.4808 165.7061 165.392 209.0036 185.3227 197.0749 186.2968 206.2001 169.819 209.6676 204.9354 211.5573 213.4537 108.5196 210.345 207.2257 168.8564 179.1326 199.5858 179.7804 116.6726 115.3365 192.1002 182.0234 189.0304 195.7358 221.7172 194.2576 223.8895 195.9145 220.7136 197.7739 201.2523 199.6409 196.7092 207.9531 200.6552 208.2078 209.2283 201.2523 215.4078 232.5263 219.6964 241.3141 192.9883 198.3394 269.7786 270.0838 266.6393 269.4114 278.3933 264.1297 272.5335 283.7226 264.9311 303.9712 327.3996 326.7055 326.7698 313.1653 317.9505 326.2155 309.4713 328.9719 311.3142 312.1098 318.0238 313.8077 314.1695 314.6685 317.1632 317.3712
13.15295 5.385165 6.324555 2.54951 0 5 119 60.00833 116.0172 5.830952 5 101.0792 13.92839 7.905694 11.08051 7 17.03591 14.53349 8.544004 12.85159 31.62278 41.68874 34.78505 20.2624 104.5801 23.85634 106.9205 60.16644 58.24088 156.1531 120.0708 140.9113 116.2497 122.1884 62.93648 24.69818 107.0794 112.969 143.5444 22.80351 122.9837 31.82766 29.20616 23.34524 23 35.36241 106.7333 35.38361 132.9812 146.697 155.7241 73.79024 155.467 158.619 65.40069 67.31456 64.38987 61.21479 195.2562 63.65532 196.6977 166.0873 190.7682 167.9315 167.6007 211.2842 187.5553 199.3239 188.4887 208.4346 171.9564 211.8962 207.1352 213.7709 215.671 106.3015 212.5335 209.4039 170.9064 181.1767 201.6928 181.8035 114.56 113.2784 194.0953 183.962 191.0026 197.7094 223.7856 196.2103 225.9425 197.851 222.7487 199.6998 203.1945 201.5564 198.6001 209.8976 202.5562 210.1166 211.1232 203.096 217.3131 234.4781 221.5762 243.1872 191.4079 196.7867 271.3098 271.5676 268.1063 270.845 279.773 265.4374 273.8558 285.0702 264.0473 304.7113 328.2834 327.5668 327.5882 313.5554 318.352 326.6057 309.1812 329.3585 311.0064 311.4643 317.7501 313.4984 313.5171 314.3426 316.8359 317.0678
18.11077 10.19804 2.236068 2.54951 5 0 114 55.00909 111.018 3 8.944272 96.0833 18.68154 11.51086 14.98147 8.602325 21.4916 18.78534 11.31371 15.58911 36.40055 46.36397 39.56008 23.91207 99.60924 27.95756 101.9657 65 63.06346 154.7898 115.1173 135.9448 111.3059 117.2391 67.72001 27.65863 102.1812 108.0602 138.6001 22.02272 118.0678 35.4683 32.52691 24.69818 23.5372 39.12161 101.8676 38.94868 128.0976 141.7921 150.8145 78.29432 150.6154 153.7693 69.47841 71.31795 68.13752 64.70896 190.3943 67.20863 191.8463 161.3072 185.9368 163.1748 162.865 206.4607 182.7895 194.5379 183.7743 203.6664 167.3141 207.1352 202.4105 209.0287 210.9242 110.1136 207.8232 204.7071 166.3851 176.6635 197.0913 177.3203 118.1059 116.6919 189.6523 179.6023 186.5931 193.2977 219.2373 191.8294 221.4159 193.4942 218.2476 195.3586 198.8291 197.2308 194.3116 205.5286 198.2524 205.8009 206.8284 198.8794 213.0023 230.0978 217.3039 238.9247 193.706 199.0226 267.5892 267.9253 264.492 267.2864 276.3045 262.0916 270.4848 281.6558 264.8509 302.364 325.6762 325 325.0984 311.8525 316.6275 324.902 308.7847 327.6614 310.6445 311.7772 317.3208 313.1393 313.8439 314.0163 316.5122 316.697
132.0152 124.0161 113.0177 116.5011 119 114 0 59.00847 3.605551 114.0395 122.0656 18.43909 132.0947 123.6709 126.919 119.2057 133.9473 130.9538 122.262 124.8365 149.3352 158.4349 152.3975 133.4678 18.60108 138.5374 19.10497 177.7217 175.7299 166.9148 16 26.40076 17.46425 17.11724 180.0056 133.66 25.23886 22.47221 31.14482 115.1217 22.09072 142.8636 138.9172 125.1319 121.2023 146.5623 28.30194 145.3444 30.08322 37.53665 44.68781 187.9202 48.9183 51.66237 175.8785 176.9357 171.8509 166.6891 84.0595 169.3665 85.98256 62.482 81.50153 65.43699 66.4003 101.2423 82.07314 91.83137 85.58621 101.2126 75.16648 104.8094 102.0686 107.4477 109.0183 210.9526 107.7613 105.4751 80.49845 89.1852 102.8251 91.10708 215.2324 212.3229 103.2473 98.4124 102.0833 107.7033 125.2557 107.7242 128.1444 110.1454 126.2537 112.3788 114.3897 114.6124 113.6002 120.1083 116.3615 122.45 124.1692 120.3038 129.0039 141.8203 134.3019 154.2628 266.9569 270.8394 198.6353 201.3652 199.0779 203.3372 214.3257 204.978 211.8726 220.8574 305.6174 269.2582 284.1778 284.6067 286.7141 294.17 298.0822 306.2994 321.4467 309.0405 323.9383 339.4363 328.6976 326.3315 341.6694 327.8693 330.2605 329.401
73.06162 65.06919 54.08327 57.51956 60.00833 55.00909 59.00847 0 56.00893 55.03635 63.07139 41.10961 73.10951 64.73407 68.02777 60.29925 75.05924 72.07558 63.3877 66.15905 90.44888 99.73858 93.53609 74.94152 45.12206 79.94138 47.80167 118.9496 116.9658 149.3274 60.87693 81.3941 57.28001 63.06346 121.3425 75.69016 49.24429 54.78138 84.40379 57.93962 64.51356 84.89994 81.0432 67.6757 63.90618 88.67074 49.64877 87.64131 75.02666 88.23265 97.12363 130 97.86215 101.0198 118.7445 120.0385 115.4097 110.6266 137.2443 113.3181 138.8416 109.5901 133.2535 111.8034 111.8258 153.7921 131.0954 142.4675 132.8345 151.7959 117.6605 155.348 151.1688 157.496 159.3142 156.0801 156.7498 153.8473 118.6002 128.8099 147.6652 129.9019 161.7436 159.3267 142.6114 133.9589 140.0893 146.6492 170.3438 145.6451 172.8034 147.6279 170.0176 149.683 152.7514 151.7432 149.4021 159.2985 153.0555 160.3122 161.6168 154.8967 167.4754 183.4039 172.2469 193.724 224.0893 228.6744 229.107 230.4352 227.4071 230.8679 240.8917 228.4426 236.381 246.8441 278.5678 280.2035 300.0883 299.9017 300.9136 297.069 301.5178 309.9029 308.7685 312.6979 310.9759 319.4198 316.7991 313.4601 321.6022 314.6828 317.1656 316.8296
129.062 121.0661 110.0727 113.5275 116.0172 111.018 3.605551 56.00893 0 111.0045 119.0168 15.13275 129.0349 120.584 123.8121 116.1077 130.8366 127.8406 119.1512 121.6741 146.219 155.262 149.2716 130.2725 15 135.3519 15.6205 174.5623 172.5688 163.8007 14.31782 27.78489 15.0333 15.81139 176.8191 130.3917 21.9545 19.64688 32.20248 111.8034 20.61553 139.5887 135.6355 121.8236 117.8855 143.2777 25.05993 142.0422 29.52965 38.20995 45.80393 184.6212 49.49747 52.34501 172.5145 173.5547 168.444 163.2644 85.58621 165.9397 87.46428 62.96825 82.79191 65.8559 66.70832 102.7278 82.9759 93.00538 86.27862 102.4158 75.21303 106.0189 103.0776 108.6002 110.2089 207.4608 108.7773 106.4049 80.13114 89.04493 103.3247 90.89829 211.6979 208.7774 103.1746 97.94897 101.8725 107.6151 125.873 107.5384 128.7245 109.9318 126.732 112.1606 114.2804 114.3897 113.2519 120.1041 116.1077 122.3315 124.0202 119.8833 128.969 142.1267 134.2386 154.4021 263.3724 267.262 198.1237 200.7531 198.4061 202.6154 213.555 203.973 210.9526 220.0568 302.3524 267.5762 282.8038 283.196 285.2402 292.0839 296.027 304.2603 318.6801 307.0065 321.162 336.4075 325.9667 323.5603 338.6399 325.0865 327.4828 326.6435
18.68154 11.18034 5.09902 4.301163 5.830952 3 114.0395 55.03635 111.0045 0 8.062258 96.00521 18.11077 10.12423 13.6178 6.403124 20.46678 17.60366 9.433981 13.4809 35.69314 45.44357 38.83298 22.15372 99.32271 26.49764 101.5972 64.32729 62.36986 151.8931 114.7388 135.6245 110.8873 116.8418 66.94027 25.45584 101.6071 107.5174 138.1774 19.0263 117.5457 33.6006 30.4795 21.93171 20.61553 37.31622 101.2028 37.01351 127.4755 141.2303 150.2664 77.07788 149.9066 153.0555 67.83989 69.61501 66.24743 62.6598 189.7077 65.19202 191.1335 160.44 185.1769 162.2621 161.9136 205.6818 181.8928 193.6801 182.784 202.7733 166.2077 206.228 201.4373 208.0865 209.9905 108.2312 206.8248 203.686 165.1091 175.3767 195.9235 175.9957 116.0431 114.5513 188.279 178.1348 185.181 191.888 217.9954 190.3851 220.1454 192.0234 216.9447 193.8711 197.3677 195.7269 192.7693 204.0711 196.7257 204.2866 205.2925 197.2663 211.4829 228.6526 215.7452 237.3563 191.0628 196.3594 265.5805 265.865 262.4138 265.1735 274.138 259.8557 268.2629 279.4584 261.895 299.7082 323.1099 322.419 322.4903 309.0259 313.8057 322.0758 305.7924 324.8338 307.6508 308.7847 314.33 310.1455 310.8521 311.0213 313.5171 313.7037
