0 6 16.03122 10.19804 6.579514 71.17584 53.23533 53.46027 41.44608 40.02499 37 30.41381 37.44329 80.36168 80.65358 38.28838 80.41144 82.59843 84.09518 127.8181 137.2392 150.2415 100.2397 118.0646 82.90235 89.69392 131.5029 85.47514 88.0142 172.7968 139.3126 144.17 147.6279 149.683 156.6461 156.5407 168.6683 238.6543 178.2847 127.4571 172.7896 161.2452 164.4331 165.469 167.6216 169.7587 227.4802 229.5321 228.9738 230.9567 258.1182 283.8168 292.7695 300.1016 298.6496 302.0066
6 0 10.04988 4.472136 10.56835 77.16217 59.21149 59.4138 35.57777 34.20526 31.38471 25.23886 42.54409 74.63243 75.02666 42.44997 74.84651 77.15245 78.71467 131.9372 142.9115 155.9824 95.01579 113.5837 84.25268 92.13577 126.9055 86.31338 88.86225 171.0056 134.7145 139.603 143.0874 145.1654 151.9803 152.1085 173.4042 240.283 183.015 130.4696 177.4155 156.9841 160.1632 161.2452 163.3432 165.463 228.4409 230.4973 229.8369 231.8124 257.6296 285.44 294.3637 302.0348 298.8362 302.0265
16.03122 10.04988 0 6.082763 19.35691 87.09191 69.11584 69.26038 25.64068 24.35159 21.9545 17.02939 51.07837 64.84597 65.39113 49.64877 65.30697 67.79749 69.46222 138.4301 152.1244 165.3254 85.98256 105.7272 86.44619 96.04166 118.8276 87.64131 90.18037 167.4799 126.6215 131.5523 135.0741 137.186 143.7533 144.2567 180.8867 242.3553 190.4776 135.1122 184.7004 149.4021 152.5623 153.7173 155.7241 157.8132 229.4041 231.4649 230.6339 232.5941 256.125 287.4526 296.3191 304.5587 298.4171 301.3254
10.19804 4.472136 6.082763 0 13.31503 81.05554 63.07139 63.1981 31.24811 29.83287 26.92582 20.80865 45.18849 70.21396 70.5762 44.20407 70.38466 72.68081 74.24284 133.3683 146.0974 159.2749 90.55385 109.2943 83.47136 92.17917 122.5765 85.14693 87.6955 167.9888 130.384 135.2812 138.7732 140.8581 147.6279 147.8276 175.4223 239.5373 185.0228 130.9134 179.3161 152.7613 155.9367 157.035 159.1132 161.2265 227.2031 229.2619 228.5279 230.4973 255.384 284.6753 293.5745 301.5046 297.0305 300.1066
6.579514 10.56835 19.35691 13.31503 0 68.30732 50.30994 50.30994 43.41276 41.80777 38.17447 30.75858 32.02952 81.49288 81.45361 32.03576 81.03265 82.89445 84.22405 121.5835 132.7824 145.9688 99.95244 116.3694 76.5124 83.11853 129.9657 79.2508 81.78319 168.0085 137.7624 142.5612 145.9709 147.9861 155.1821 154.7 162.8481 232.1612 172.46 120.9014 166.8794 159.1405 162.3374 163.3049 165.5346 167.6946 221.1552 223.2055 222.6798 224.6648 252.4161 277.3224 286.2801 293.5587 292.6054 296.0373
71.17584 77.16217 87.09191 81.05554 68.30732 0 18 18.11077 111.707 110.0727 106.2309 98.4124 43.08132 149.0906 148.6371 51.88449 147.9595 149.2464 150.2332 90.68725 71.17578 82.5621 164.7119 175.9098 94.23396 86.33076 189.7709 101.2126 102.9004 202.4777 197.3069 201.7251 204.8316 206.6132 214.7091 212.4735 117.1367 225.6383 126.2624 106.9009 122.7324 215.4484 218.6121 219.1849 221.7769 224.0089 223.1731 225.0622 225.7543 227.7213 269.3121 269.0167 278.0288 280.9431 300.6299 305.8398
53.23533 59.21149 69.11584 63.07139 50.30994 18 0 2 93.7147 92.08692 88.27797 80.50466 27.20294 131.2402 130.8625 36.87818 130.2306 131.6226 132.6725 95.36276 86.5634 98.74462 147.411 159.6567 84.954 80.28076 173.5195 91.3017 93.26575 191.8589 181.1353 185.6475 188.828 190.6646 198.5951 196.7257 127.4402 225.6386 136.8555 106.8588 132.6018 200.025 203.2074 203.8676 206.3904 208.6145 220.8625 222.8116 223.1883 225.1777 263.5014 269.8185 278.8691 282.9859 297.2757 302.0497
53.46027 59.4138 69.26038 63.1981 50.30994 18.11077 2 0 93.672 92.02174 88.14193 80.30567 26.07681 130.9809 130.5412 35.60899 129.8769 131.204 132.2195 93.49018 85.64232 97.96173 146.84 158.7648 83.16043 78.33901 172.6297 89.55445 91.50137 190.2044 180.2276 184.7187 187.8829 189.7077 197.6765 195.7269 125.8769 223.6402 135.3106 104.8657 131.001 198.9623 202.1417 202.7856 205.3217 207.5476 218.8704 220.8189 221.199 223.1883 261.5894 267.8246 276.8754 281.0071 295.3007 300.0833
41.44608 35.57777 25.64068 31.24811 43.41276 111.707 93.7147 93.672 0 1.943651 6.936217 14.92574 72.83619 39.3079 40.11788 68.94281 40.24646 43.16956 45.08264 153.4687 174.2077 187.7488 61.97132 84.53221 92.59765 105.8306 96.88538 91.62848 94.00502 156.6339 104.5647 109.5572 113.142 115.3203 121.2426 122.649 198.0474 245.0089 207.5213 145.6071 201.3108 128.4177 131.5068 132.8324 134.6011 136.6008 229.3244 231.3787 230.1191 232.0232 249.5572 289.6626 298.335 308.0002 294.3531 296.5318
40.02499 34.20526 24.35159 29.83287 41.80777 110.0727 92.08692 92.02174 1.943651 0 5 13 71.02112 40.49691 41.14608 67.05222 41.18252 43.96021 45.80393 151.5283 172.3654 185.9207 62.62587 84.70094 90.79144 103.9471 97.18539 89.88882 92.27405 155.7927 104.8904 109.8772 113.4548 115.6244 121.6553 122.9187 196.1046 243.405 205.5781 143.7248 199.3671 128.6002 131.7014 133.0038 134.8073 136.8211 227.8426 229.8978 228.6591 230.5667 248.4532 288.0868 296.7693 306.374 293.1038 295.3269
37 31.38471 21.9545 26.92582 38.17447 106.2309 88.27797 88.14193 6.936217 5 0 8.246211 66.61081 43.41659 43.65776 62.36185 43.46263 45.85303 47.50789 146.5335 167.8318 181.4346 64.07027 84.82482 85.99607 99.00505 97.62172 85.23497 87.63846 153.2601 105.3803 110.3449 113.8991 116.0431 122.3479 123.2396 191.1492 239.0276 200.6172 138.7833 194.3946 128.6895 131.819 133.0601 134.9518 137 223.7437 225.8008 224.6108 226.5259 245.2468 283.7693 292.4739 301.9437 289.5428 291.8715
30.41381 25.23886 17.02939 20.80865 30.75858 98.4124 80.50466 80.30567 14.92574 13 8.246211 0 58.42089 50.80354 50.69517 54.12024 50.28916 52.27332 53.7122 138.8229 159.5937 173.2065 69.83552 88.74261 79.83012 92.09777 101.9117 79.60528 82.064 152.5044 109.7133 114.6298 118.1397 120.2414 126.9055 127.2792 183.1993 234.0433 192.6864 131.8439 186.5134 132.382 135.5443 136.6931 138.7083 140.8013 219.5023 221.5626 220.4949 222.4275 243.0185 278.9283 287.6891 296.7861 286.524 289.083
37.44329 42.54409 51.07837 45.18849 32.02952 43.08132 27.20294 26.07681 72.83619 71.02112 66.61081 58.42089 0 108.0185 107.1681 10 106.3015 107.2311 108.0463 91.82649 101.4639 114.9282 122.0246 132.8768 62.26243 62.07254 146.7413 67.6757 69.8892 166.5495 154.3049 158.7608 161.9012 163.7101 171.7323 169.685 131.3659 211.7411 140.9835 95.58144 135.6143 172.8872 176.066 176.7088 179.2456 181.4718 204.0153 206.0218 206.0024 208.0024 242.3242 256.6281 265.669 271.413 278.6808 282.9311
