0 74.43284 75.37853 15.52838 19.65536 147.7998 42.6242 143.0801 151.4701 84.8077 149.7408 149.5508 39.98769 49.81197 184.5385 182.7191 57.3141 35.33922 188.4767 85.39693 69.1075 80.20146 90.4964 215.7982 84.66396 86.89558 222.7165 213.3111 220.4916 108.7343 180.2936 126.9467 155.3435 156.7378 157.5584 165.5076 270.1626 272.6731 278.1668 219.7943 227.3974 221.4434 227.6518 226.1176 231.1772 234.131 293.3415 268.3448 271.9946 272.1741 276.9642 289.9477 314.0314 287.0131 289.497 294.0814 296.1564 333.5931 303.8373
74.43284 0 3.162278 59.21149 92.34988 74.33034 37.79219 70.0928 78.84795 24.35159 77.49194 150.7612 56.661 118.5818 112.361 110.7249 124.1581 86.76405 117.3478 152.2793 124.8539 135.6798 149.218 149.218 139.517 141.4496 158.373 151.4893 158.2214 160.4151 126.5158 181.2022 198.2032 198.3986 197.952 205.8835 220.6015 222.8129 231.325 251.0777 262.6519 222.1734 260.3459 254.8298 226.4332 267.7555 255.8535 293.7423 279.0788 284.0176 297.5231 282.0284 291.7199 307.2344 309.5791 314.1481 307.7824 312.2723 310.7282
75.37853 3.162278 0 60.03332 92.98656 72.83543 37.51333 68.44706 77.12976 21.18962 75.69016 148.0739 55.88417 118.742 110.6029 108.9312 124.1538 86.40602 115.4231 152.1611 124.2276 134.9704 148.6069 146.8605 138.7552 140.6627 155.8717 148.8388 155.6021 159.402 123.5364 180.2422 196.6787 196.8248 196.3288 204.2401 217.6074 219.8263 228.2855 249.0181 260.7144 219.3468 258.3215 252.6801 223.5039 265.7536 252.7153 291.4448 276.3277 281.3681 295.083 279.0161 288.5732 304.777 307.116 311.6809 305.1098 309.1278 307.9513
15.52838 59.21149 60.03332 0 33.35416 132.3065 27.51818 127.5657 135.9448 69.37579 134.2125 144.0365 29.47465 61.67966 169.0118 167.1945 68.40931 38.07887 172.9754 96.89685 75.99013 87.32125 98.99495 200.6091 91.67879 93.8616 207.7402 198.5674 205.7183 115.2085 166.3047 134.5037 159.914 160.9969 161.4837 169.5229 257.1089 259.5851 265.5301 221.9955 230.6339 216.8156 230.2564 227.7438 225.5349 237.0084 282.2003 269.4607 269.0669 270.2665 277.0162 284.0739 305.5691 287.0418 289.5069 294.1105 294.3331 325.3859 301.0415
19.65536 92.34988 92.98656 33.35416 0 164.5068 57.63896 159.5635 167.7155 100.0525 165.8327 146.1226 48.65885 30.48946 200.3559 198.4603 38.32936 28.85308 203.7965 66.00379 53.45091 63.97265 72.8869 229.1866 68.4288 70.65763 235.2839 225.1588 232.4059 92.57699 190.3083 109.7098 140.4279 142.1003 143.2288 151.0315 277.7274 280.3014 284.8618 206.7474 213.3178 216.14 214.174 213.6171 227.131 220.3645 297.228 256.1939 264.3189 263.2993 265.8957 285.9204 313.5602 275.9357 278.4318 282.9814 287.0967 332.6838 295.886
147.7998 74.33034 72.83543 132.3065 164.5068 0 107.0292 5.830952 7.615773 65.62012 9.055385 170.6325 121.1801 187.8097 38.91015 37.58989 192.1172 152.8954 45.34865 218.8744 187.1644 196.7435 211.0095 82.807 199.86 201.4373 94.81034 92.66067 97.94386 216.9239 86.11765 237.8618 245.3538 244.6242 243.2488 250.5215 172.7542 174.4208 186.1055 284.9649 299.2474 230.7639 294.8644 286.2346 229.1572 302.645 220.1318 319.8415 288.9221 298.0889 318.9624 276.74 270.6335 327.8353 329.9276 334.2484 320.2202 291.0618 318.4227
42.6242 37.79219 37.51333 27.51818 57.63896 107.0292 0 102.0012 110.092 42.5 108.1954 130.362 20.02868 81.56143 142.7384 140.8554 86.73011 48.97193 146.319 114.6571 87.24248 98.18987 111.5672 173.1798 102.1237 104.1069 180.2256 171.0738 178.2169 123.6578 139.3 144.2377 163.7078 164.211 164.0922 172.1228 230.9313 233.3672 239.8135 220.5363 230.9269 203.5221 229.4216 225.1944 210.4525 236.5888 258.353 265.6051 258.2 261.1345 271.231 268.2056 285.528 281.1428 283.5578 288.1636 285.1793 305.6685 290.19
143.0801 70.0928 68.44706 127.5657 159.5635 5.830952 102.0012 0 8.944272 60.29925 8.485281 165.1714 115.8141 182.5449 42.37924 40.8534 186.7599 147.5025 48.08846 213.4104 181.5558 191.0864 205.3607 84.17244 194.1803 195.7473 95.67131 92.64988 98.22932 211.154 83.54191 232.0846 239.5256 238.7991 237.4279 244.7059 171.7731 173.5102 184.8844 279.3152 293.5524 225.8539 289.2075 280.6408 224.5106 296.9848 218.0826 314.4138 284.0599 293.0614 313.683 272.6188 267.5229 322.5926 324.6956 329.0289 315.2856 288.0017 313.6957
151.4701 78.84795 77.12976 135.9448 167.7155 7.615773 110.092 8.944272 0 68.02941 2.828427 167.1998 123.3359 190.2145 33.52611 31.95309 194.246 154.9355 39.14716 220.6354 188.3574 197.6917 211.9929 75.66373 200.6838 202.2004 87.45856 85.08819 90.42677 217.1129 79.01424 237.9732 244.214 243.3783 241.9008 249.0642 165.1484 166.8107 178.5224 282.2074 296.7238 225.9425 292.1387 283.223 223.8861 299.9333 212.7346 316.2184 283.9894 293.4706 314.9174 270.749 263.7508 323.6943 325.7595 330.0485 315.4124 284.1426 313.2491
84.8077 24.35159 21.18962 69.37579 100.0525 65.62012 42.5 60.29925 68.02941 0 66 130.8103 55.56757 122.2506 100.3195 98.4124 126.4975 87.29834 103.8196 153.3754 122.3949 132.4009 146.5367 131.7004 135.7719 137.4809 139.5887 131.4686 138.4377 154.4345 103.7268 175.463 187.8151 187.6086 186.7619 194.4865 197.5702 199.8404 207.9189 236.1038 248.6463 200.8233 245.6359 239.1051 204.1886 253.2114 231.6635 276.722 258.306 264.0928 279.3224 259.0309 267.5341 288.8771 291.1722 295.7026 287.6404 288.1059 289.7119
