0 152.3779 86.80582 87.56854 87.58567 102.3743 87.32125 122.9715 140.4315 87.72685 53.74012 140.8013 132.9075 133.533 55.60576 123.5678 126.657 149.0034 102.6499 126.5899 126.6037 182.8497 182.9276 187.1096 187.6086 192.7414 191.9876 195.1666 222.0332 217.8302 213.1033 221.7121 223.4636 220.0477 216.8363 199.4843 219 222.4815 202.4827 225.3497 233.2659 246.2235 245.6914 251.6163 248.7192 247.9859 255.0875 237.9181 246.7071 252.9229 241.7364 280.4086 265.2169 244.1004 258.3263 270.5125 269.8333 254.3423 277.0316 281.8586 272.3564 286.0629 290.1758 270.5587 283.9894 292.5884 299.1722 276.8122 267.7107 304.5554 292.5961 306.4776 305.6436 303.9901 294.0068 299.296 297 306.0408
152.3779 0 146.2758 175.6205 142.6009 148.7977 172.3209 149.2856 157.2258 157.1325 129.9735 152.918 145.9166 143.39 122.7725 173.0622 165.2766 129.2572 122.1874 134.4519 129.7448 137.0733 134.7386 115.6623 113.0506 112.2875 109.5979 111.266 128.1831 122.7567 114.8398 125.9214 127.9548 122.0637 115.3092 144.0763 116.5483 119.7955 144.0041 121.6618 160.2629 126.5395 124.3871 131.4942 126.5467 124.9558 130.5877 148.6171 161.0945 167.4054 142.8976 159.395 135.6915 145.813 168.521 140.137 133.1542 145.9668 141.8973 148.2736 177.893 151.9535 156.1759 164.3852 144.1519 154.0406 162.6546 165.558 137.818 162.9552 144.3337 186.5032 154.7991 152.6312 146.7096 149.2959 150.0279 159.845
86.80582 146.2758 0 171.5066 4 15.66046 170.5733 37.12479 54.3162 166.827 125.6234 55.45494 48.59983 50.02409 122.9685 201.562 201.8124 72.15435 166.1061 191.0007 189.1593 107.4907 108.4631 121.4259 123.2203 129.769 130.1249 133.2151 159.2532 156.3785 154.1274 159.914 161.2304 159.6128 158.7774 249.2072 161.0039 163.9703 251.2051 166.851 278.0986 193.3811 193.9136 198.3281 197.0749 196.9803 204.1182 275.4564 286.5176 293.1011 274.693 224.5089 216.5023 277.4658 296.6787 221.8519 226.2217 282.7229 231.4179 234.5421 308.9599 238.7912 242.4629 300.796 241.9427 248.6066 252.8463 304.3111 282.6026 262.7056 288.2538 329.1432 278.004 278.0364 291.2271 291.3822 294.6765 304.7478
87.56854 175.6205 171.5066 0 171.5182 186.5241 3.640055 205.5122 222.7695 20.40221 52.59515 222.2459 213.7444 213.7419 58.82389 43.02615 51.04165 223.7392 61.88093 71.67461 75.015 254.0891 253.4744 250.7414 250.2304 253.8159 252.2955 255.2357 280.4763 275.5163 269.19 279.3725 281.3472 276.7241 271.8515 149.3427 273.7741 277.3793 153.1747 279.9987 184.7768 294.393 292.9846 299.7511 295.6518 294.4236 300.9278 197.5152 202.6699 207.8202 206.1753 328.9046 308.286 207.7914 214.7888 313.1393 307.9696 222.5022 316.4305 322.4601 229.5022 326.3346 330.5771 234.9793 319.6205 329.3907 337.7103 243.6663 249.1149 338.5753 291.4074 276.0548 326.1614 323.019 291.119 301.0938 293.3875 300.6181
87.58567 142.6009 4 171.5182 0 15.00833 170.5029 35.58441 52.97405 166.3708 124.953 53.77034 46.54584 47.77457 122.0871 200.9061 200.9384 69.09595 164.6792 189.5079 187.5773 104.4713 105.3767 117.8824 119.6296 126.1428 126.4615 129.5618 155.6816 152.7555 150.4236 156.309 157.6428 155.9623 155.0556 246.8527 157.284 160.2693 248.8051 163.1541 275.4946 189.5791 190.0908 194.5406 193.2524 193.1457 200.2892 272.5954 283.7171 290.3037 271.6841 220.8082 212.6435 274.4654 293.8133 217.996 222.2977 279.5644 227.522 230.6729 306.02 234.9239 238.6048 297.668 238.0089 244.6983 248.9724 301.1001 279.099 258.7784 284.4051 325.7779 274.0041 274.037 287.3974 287.4892 290.8509 300.9306
102.3743 148.7977 15.66046 186.5241 15.00833 0 185.5007 21.78302 38.73629 181.2526 139.7301 40.13104 33.84916 35.6393 136.7132 215.6676 215.5331 59.85399 178.6687 203.3826 201.3157 94.74439 95.96353 111.1418 113.2453 120.0135 120.6534 123.6467 148.9846 146.4804 144.8741 149.8741 151.0646 149.9083 149.6613 258.9064 151.8634 154.6561 260.7321 157.4929 286.7879 184.9338 185.6967 189.7163 188.8445 188.8928 195.9451 282.992 294.3303 300.9227 281.4853 215.0407 208.6684 284.3 304.1743 213.9685 219.3593 288.6806 224.0759 226.8088 316.0767 231.0249 234.5688 306.9112 235.2329 241.4301 245.1459 309.9363 286.256 255.8369 288.406 333.7559 273.833 274.1943 291.6376 290.8446 295.1381 305.3072
87.32125 172.3209 170.5733 3.640055 170.5029 185.5007 0 204.2964 221.5085 16.76305 50.32892 220.9072 212.3696 212.3183 56.36488 41.03657 48.54894 221.9392 58.24088 68.26419 71.54369 252.0496 251.4011 248.3647 247.8144 251.3349 249.7884 252.7153 277.8628 272.8828 266.5108 276.7332 278.7131 274.0547 269.1338 146.113 271.0461 274.6507 149.9308 277.2589 181.5709 291.4464 290.0159 296.7981 292.6709 291.431 297.9134 194.1391 199.3783 204.5605 202.7227 325.9356 305.1967 204.3526 211.5006 310.0355 304.7704 219.0091 313.2515 319.3028 226.2145 323.1671 327.4095 231.5534 316.3621 326.1487 334.4981 240.2082 245.5076 335.2745 287.7716 272.5775 322.6655 319.5074 287.4804 297.465 289.7482 296.9781
122.9715 149.2856 37.12479 205.5122 35.58441 21.78302 204.2964 0 17.46425 199.0628 157.156 18.35756 12.72151 15.16113 153.5513 232.7767 231.9483 41.76123 193.3106 217.5983 215.1802 75.17978 76.69746 94.59387 97.08244 104.0397 105.0536 107.8703 132.0088 130 129.2478 133.1813 134.2013 133.6451 134.1641 268.6634 136.3121 138.8524 270.2189 141.6069 294.8956 170 171.0534 174.5397 174.1616 174.3932 181.2876 289.3942 301.0956 307.6752 286.8005 198.658 194.3656 289.6636 310.4295 199.572 206.2426 292.7456 210.3152 212.5353 321.7266 216.6887 220.0545 311.127 222.2251 227.7938 230.8289 313.4278 287.0279 242.5283 284.2789 335.697 263.947 264.7414 287.8507 285.7607 291.4052 301.6637
140.4315 157.2258 54.3162 222.7695 52.97405 38.73629 221.5085 17.46425 0 216.0023 174.0259 5.09902 11.64877 13.86579 170.2381 249.4514 248.3647 36.34556 209.0598 233.1051 230.5309 64.84597 66.83188 88.14193 91.04944 98.06248 99.50502 102.0441 124.2856 122.9187 123.199 125.7945 126.5899 126.7754 128.1913 281.7534 130.2459 132.4575 283.1506 135.0796 306.9547 164.2468 165.6087 168.4768 168.6453 169.0739 175.7377 300.413 312.3127 318.8683 297.1304 191.0497 189.0952 300.0167 321.3013 194.1649 202.1213 302.2334 205.5055 207.1744 332.1822 211.2368 214.3945 320.6634 218.1124 223.009 225.3198 322.4686 294.2448 238.0021 287.782 343.6022 262.6119 263.7973 291.611 288.4833 295.1949 305.4865
87.72685 157.1325 166.827 20.40221 166.3708 181.2526 16.76305 199.0628 216.0023 0 42.04759 215.0372 206.3571 206.0754 46.69047 35.8469 39.82462 213.8831 41.48494 53.15073 56.00446 242.788 241.9804 237.5079 236.772 239.9776 238.3091 241.168 265.8412 260.7719 254.1909 264.5907 266.5933 261.7728 256.6281 131.7346 258.4898 262.0878 135.4668 264.6403 167.2561 277.8381 276.3046 283.1562 278.9001 277.6058 283.9818 178.8994 184.5854 189.9316 187.0628 312.2003 290.9089 188.7671 196.7143 295.6772 289.969 203.1207 298.5406 304.6904 211.419 308.5061 312.7459 216.0231 301.2806 311.1398 319.6248 224.5017 228.9738 319.9906 271.0138 256.7577 306.4931 303.2656 270.7176 280.7281 272.9853 280.2231
