0 7.010037 30.14963 49.16299 26.57536 28.79236 31.08456 76.11833 17.80449 33.3654 43.41659 61.9879 66.30988 63.50591 67.89551 59.68249 48.10405 46.09772 45.27693 103.0059 63.63961 106.5266 82.46211 58.85576 80.63808 67.44627 70.0928 120.0517 167.8154 162.5423 140.264 154.7966 158.9025 157.1146 195.608 160.5076 160.8005 164.202 166.56 235.6775 206.693 207.7619 213.3284 233.4202 249.2629 255.0333 279.6319 282.195 288.0851 285.3086 289.1678 293.4025 294.5318 294.9203 298.5297 296.287 287.2508 302.1246 304.5472 306.7572 307.9627 300.8156 312.1546 310.1306
7.010037 0 32.8122 51.6855 28.64246 29.83103 31.41482 77.89667 11.24236 33.16837 43.13514 57.12719 61.54584 58.47128 62.89229 54.22537 41.65202 43.32021 38.35871 97.95612 57.25287 101.3904 80.67925 52.02538 77.99048 60.4867 63.15766 113.4839 166.6385 161.1727 134.0257 148.1364 152.2675 150.4274 193.7002 153.8071 154.0407 157.4044 159.7197 228.8587 202.9751 203.9869 209.5797 230.2453 245.8488 248.026 274.4502 277.0332 282.8005 279.7752 283.7286 287.9121 289.0993 289.4545 293.1896 290.7841 280.881 296.6271 299.1929 301.4078 302.4705 294.6615 306.6378 303.5669
30.14963 32.8122 0 19.0263 4.716991 7.615773 10.68878 46.09772 42.44997 13.53699 19.69772 89.37841 93.8616 90.52072 94.94419 85.70298 70.66116 32 64.07027 129.744 85.95929 133.0283 59.64059 68.00735 61.07782 78.40918 80.21222 121.9371 141.651 136.8832 162.2498 173.4849 177.8004 175.505 171.133 178.7252 178.3351 181.2182 182.9378 239.1927 188.3534 189.6523 195.059 212.7581 229.4014 264.3047 268.0019 270.4311 277.0271 275.8623 279.0788 283.623 284.3695 284.9719 287.7586 286.5746 284.5699 292.3444 293.8333 296.0017 298.1174 296.0152 302.4508 309.4673
49.16299 51.6855 19.0263 0 23.04886 22.80351 23.04886 27.51363 60.82763 23.58495 20.24846 107.6685 112.1784 108.683 113.0893 103.5809 87.66413 36.35932 80.05623 147.604 102.5524 150.781 50.28916 79.98125 54.88625 90.60905 91.93476 127.6944 126.6215 122.3479 177.8679 187.4273 191.815 189.2829 157.3356 192.3914 191.6586 194.2538 195.6304 244.1759 179.2345 180.6931 185.9301 201.6928 218.8356 272.5234 263.0532 265.3771 272.4151 272.3417 275.1091 279.8357 280.3212 281.064 283.2825 282.8162 285.4085 288.5104 289.3648 291.4944 294.2108 295.4336 298.6176 311.4482
26.57536 28.64246 4.716991 23.04886 0 4.609772 8.246211 49.57066 37.9638 11.40175 19.6023 84.88963 89.3826 85.99564 90.41598 81.11258 65.96401 29.76995 59.35697 125.1612 81.24808 128.4273 60.05206 63.65729 60.65682 74.00169 75.86336 118.4502 143.3013 138.37 157.5349 168.8409 173.1509 170.872 172.3115 174.0997 173.7362 176.6427 178.3928 235.7077 188.099 189.3522 194.798 213.0288 229.5087 260.283 266.5844 269.0376 275.5218 274.099 277.4189 281.9171 282.7247 283.2936 286.2136 284.8601 281.8479 290.6441 292.2828 294.4593 296.4309 293.5835 300.7445 306.5049
28.79236 29.83103 7.615773 22.80351 4.609772 0 3.640055 48.09366 38.20995 6.800735 15.55635 84.92644 89.44272 85.90693 90.30836 80.77747 65 25.17936 57.80138 124.8019 80.05623 127.9864 55.97321 60.60528 56.25389 71.06335 72.8011 114.3782 139.8463 134.8073 155.9263 166.6043 170.9415 168.5823 168.5423 171.7759 171.3038 174.125 175.7761 231.6388 183.6981 184.9378 190.3943 208.8061 225.2221 256.7041 261.979 264.4334 270.9133 269.4921 272.8095 277.3085 278.1151 278.6844 281.6043 280.2517 277.4058 286.0354 287.6734 289.85 291.8219 289.0623 296.1359 302.1523
31.08456 31.41482 10.68878 23.04886 8.246211 3.640055 0 47.00266 39.0032 3.162278 12.5 85.34782 89.87352 86.2279 90.60602 80.91508 64.67805 21.59282 57.01973 124.855 79.50629 127.9718 52.70911 58.51709 52.73756 69.05252 70.67708 111.3048 137.0228 131.9024 154.9492 165.1038 169.4616 167.0367 165.4728 170.2005 169.638 172.3866 173.954 228.5504 180.1701 181.4008 186.8643 205.4002 221.7707 254.0458 258.3394 260.7935 267.2756 265.8689 269.1788 273.6809 274.4836 275.055 277.9681 276.6247 273.9676 282.4075 284.0374 286.2136 288.1931 285.5438 292.5085 298.7997
76.11833 77.89667 46.09772 27.51363 49.57066 48.09366 47.00266 0 86.00581 46.13296 37.85499 132.0928 136.6199 132.8495 137.1838 127.2792 110.218 50.08992 101.3903 170.8883 124.1934 173.8376 40.5216 96.17692 49.50253 106.5505 107.1868 133.2473 102.1763 98.6002 196.9772 203.7449 208.2018 205.3217 134.151 208.2221 206.9599 209.0784 209.9077 246.3258 162.0864 163.7468 168.6802 181.6618 199.3239 279.2347 250.7987 252.9585 260.5552 262.0019 264.1212 269.0669 269.1858 270.1185 271.5327 272.0662 281.1494 277.6153 277.5842 279.6462 283.1766 289.0675 287.6569 308.6503
17.80449 11.24236 42.44997 60.82763 37.9638 38.20995 39.0032 86.00581 0 40.07805 49.49747 46.9308 51.41984 48.08326 52.50905 43.46263 30.41381 46.06517 27.73085 87.4141 46.01087 90.7685 84.07735 44.01136 80.01562 51.47815 54.33231 106.1714 170.3907 164.6481 122.7884 137 141.1134 139.3126 196.2256 142.7041 143 146.4139 148.7994 220.3362 202.2993 203.1994 208.8301 230.5211 245.6603 238.1365 270.6234 273.249 278.7293 275.1182 279.2938 283.3514 284.6753 284.9509 288.9792 286.1905 273.9672 292.0415 294.9441 297.1683 297.8926 288.3765 301.9975 296.0068
33.3654 33.16837 13.53699 23.58495 11.40175 6.800735 3.162278 46.13296 40.07805 0 10.06231 85.97238 90.5 86.76549 91.11778 81.30344 64.70124 18.52701 56.65907 125.1241 79.29849 128.1802 49.85228 56.94954 49.66135 67.53703 69.05252 108.7421 134.5149 129.3261 154.2992 163.9825 168.3575 165.8742 162.7521 169.0102 168.3664 171.0487 172.5399 225.9573 177.077 178.301 183.7696 202.4012 218.7356 251.8536 255.1828 257.6359 264.1236 262.738 266.0381 270.5444 271.3416 271.9159 274.8186 273.489 271.0337 279.2705 280.8883 283.064 285.0548 282.5283 289.3722 295.9497
