0 98.0051 20.46313 73.17103 27.33537 47.46051 44.01136 54.55502 40.94203 50.69517 156.898 55.54278 180.6955 23.5372 41.6173 176.8218 129.2942 34.48188 167.7051 36.89173 48.94963 38.07887 35.8469 46.01087 35.90265 176.0824 202.277 195.1333 191.2694 194.0644 219.4197 246.8947 275.4651 194.1649 317.0252 316.0775 308.6098 322.6221 310.8456 285.0702 324.2283 327.5882 313.1773 326.4613
98.0051 0 117.0054 25.31798 124.4945 143.3405 139.807 150.4635 64.70124 54.08327 151.0709 51.47815 84.18005 95.56673 133.9888 80.90975 39.59798 118.6002 73.00685 121.7539 135.673 121.2972 89.88882 133.154 96.20811 83.72574 109.5673 105.3945 105.6456 107.9352 134.8258 165.5597 211.9858 234.0192 270.0852 278.2265 279.3296 285.2718 281.4427 284.4293 287.7586 289.85 285.0351 289.9276
20.46313 117.0054 0 91.84198 7.583251 27.04631 23.5719 34.17432 55.96183 66.68546 157.4597 71.15922 198.5641 28.06764 22.00006 194.4982 146.2894 21.96774 185.089 22.92672 31.42352 24.89563 41.16913 28.62926 37.96054 192.7924 218.8371 211.019 206.2936 209.1573 233.8602 260.3028 284.6413 183.1272 322.1818 319.3191 310.1416 325.682 312.3747 280.9491 327.0841 330.6746 314.4127 329.3056
73.17103 25.31798 91.84198 0 99.36073 118.0614 114.5295 125.1769 39.73978 29.52965 142.2475 27.80288 107.7482 70.34202 108.6738 104.0575 58.18075 93.40771 95.33625 96.56604 110.5201 96.16652 65.30697 107.9676 71.58911 104.7521 130.9733 125.2398 123.4909 126.0516 152.5549 182.2004 222.4073 216.781 275.6755 281.1281 279.732 288.092 281.9025 277.1299 290.3412 292.8276 285.1701 292.5491
27.33537 124.4945 7.583251 99.36073 0 20.34836 17.03591 27.33384 63.50962 74.25556 161.8731 78.71185 206.1449 35.03173 18.34545 202.0812 153.8665 24.51304 192.6713 24.49943 29.54612 26.69374 47.80748 27.07192 44.09334 200.3552 226.3903 218.5289 213.727 216.5969 241.221 267.5186 291.0777 183.1772 327.6373 324.2564 314.5906 330.5635 316.821 283.5822 331.9064 335.5601 318.7693 334.1231
47.46051 143.3405 27.04631 118.0614 20.34836 0 3.535534 7.158911 80.55588 91.53415 164.5747 95.65825 223.8003 49.92494 12.90349 219.5753 170.9576 30.63495 209.9345 28.46928 22.70261 30.37269 60.7824 22.10204 55.66417 217.0035 242.822 234.3854 228.8416 231.7596 255.7 280.96 300.5104 173.5583 333.0953 327.8879 316.6141 333.9888 318.8299 280.208 335.1276 338.9875 320.4817 337.3225
44.01136 139.807 23.5719 114.5295 17.03591 3.535534 0 10.68878 77.0795 88.05112 162.8465 92.19544 220.3177 46.52956 10.63015 216.1021 167.5052 27.78489 206.4752 25.80698 21.61903 27.80288 57.56735 20.59126 52.55473 213.5884 239.4264 231.0368 225.5593 228.4732 252.4837 277.8561 297.8926 174.0029 331.0347 326.0981 315.0698 332.2318 317.2885 279.5461 333.4022 337.2314 318.9875 335.601
54.55502 150.4635 34.17432 125.1769 27.33384 7.158911 10.68878 0 87.51286 98.50508 167.8184 102.578 230.7586 56.72081 18.5 226.5087 177.8405 36.52739 216.8323 34.07712 25.84775 35.79455 67.19561 26.00481 61.88093 223.7906 249.5601 241.013 235.3173 238.2441 262.0234 287.0301 305.5295 172.384 336.9366 331.168 319.3904 337.1991 321.5995 281.1925 338.2724 342.1948 323.1536 340.4589
40.94203 64.70124 55.96183 39.73978 63.50962 80.55588 77.0795 87.51286 0 11.01136 128.4802 15.20691 143.2478 31.19695 70.14449 139.0228 90.5 54.03008 129.4266 57.16861 71.02113 56.63259 25.81182 68.55108 32.00391 136.8622 162.8811 155.1137 150.7125 153.5423 178.654 205.9593 235.8416 186.6715 280.5945 281.7468 276.453 288.4723 278.6777 261.7752 290.3141 293.3824 281.3827 292.5496
50.69517 54.08327 66.68546 29.52965 74.25556 91.53415 88.05112 98.50508 11.01136 0 127.6735 5 132.2667 42.19005 81.15417 128.0646 79.6304 64.93843 118.5116 68.06614 81.85972 67.46851 35.8469 79.42921 42.15448 126.115 152.1907 144.6409 140.5774 143.3771 168.7513 196.4917 228.4491 191.8593 275.2617 277.4977 273.2215 284.2974 275.436 262.0019 286.2481 289.1712 278.2984 288.4805
