1 95
1 103
1 114
2.5 110.5
3 108
3 113
3 227
4 168
5 224
6 113
7 105
7 209
8 95
9.5 103.5
11 100.3333
10 108
11.66667 93.33333
11.66667 96.33333
11 105
14.71429 102.7143
13 78
18.58333 69.33333
14 75
18 94.37778
14 212
17.75 89.25
17 214
19 50
19 52
152.5611 152.8917
19 227
19 248
20 223
20 229
22 48
24 95
24 213
24 219
24 250
25 114
25 229
26 86
26 90
26 104
26 108
27.5 82.5
27 212
29 84
31 238
31 252
32 261
36 42
40 259
41 262
42 55.5
44.5 55
46.83333 60.83333
48 66.5
48 298
49 64
50 299
51 267
51.5 292.5
54 268
56 267
58 312
59 287
60 299
65 286
65 307
66 268
67 310
70 304
70 311
70 313
73 28
73.5 308.5
74 305
75 263
80 272
81 294
82.5 271.5
85 28
87 32
91 281
92 269
92 277
95 283
95 312
96.5 280.5
98 313
99 281
99 309
101 282
101 286
103 283
104 279
104 292
105 283
108 290
110 290
111 280
112 296
115 314
117 298
129 316
174 22
180 22
183 311
187.7917 307
187 303
192 302
203.2571 303.3714
199 287
204 294
210 304
264 68
271 253
282 281
283 278
286 273
297 217
301 220
309.25 221.5
311 135
312 222
313 133
314 91
319.3529 137.7647
315.5 133
316 90
316.5 131
319 131
319 134
