8 157
9 185
13 157
21 159
22 183
32 102
46.16667 63.5
47 185
53 262
58.5 280.5
59 285
61 264
66 263
73 124
93.0981 201.8468
83 243
85 282
87 146
90 146
90 285
117.6943 99.43179
92 144
94 286
104 134
118.6296 58
112.069 53.48276
112 131.6
112.5 61
125 314
129 62
129.5 305
133.2857 62.57143
135.3333 65.33333
137.5 249.75
138.7647 66.58824
139 73
141.9091 250.0909
142.375 74.625
142 276
147.5 72.25
177.5553 265.6658
153.125 76.25
219.4283 106.5164
153.5556 247.5556
157 253
159.6667 255.6667
161 258.5
163 55
175 306
179 305
220.1091 255.3545
235.3585 174.0755
227 246
228 278.1667
228.5 170
229 166
238.4725 243.7033
233.375 282.125
238 276.5
243 239
244 100
262.1882 204.0867
246.5 172
250 276
251 172
254 173
255 171
259.6957 149.087
273 89
296 195
296 208
306 119
