0 12.5 48.5 38.51298 55.53602 29.21044 70.5638 31.08456 68.8077 7.826238 10.06231 34.34021 15.56037 30.20348 79.26695 73.32973 12.29837 34.70231 50.09241 147.8391 96.53108 104.9011 125.8104 47.59464 25.59785 124.2508 101.1694 120.7901 95.07626 93.14538 172.2099 95.63845 77.54031 93.0121 102.2411 103.8039 105.0298 167.6164 159.7694 178.3767 144.6003 145.1938 169.1519 166.527 164.2011 144.5424 146.4283 211.604 165.131 211.3203 183.0553 222.7291 224.8094 205.5876 218.7264 238.0084 219.2949 248.5986 274.6002 263.7996 246.2341 248.4618 266.3029 292.0552 288.9935 290.562 291.313 295.0191 295.5795 300.7934 299.4549 304.3193 323.6916 303.9099 305.9824 321.2153 316.4178
12.5 0 36 26.01922 68.02941 16.86713 58.07753 18.97367 56.37597 11.40175 12.04159 22.59425 10.82243 18.86796 91.66242 85.70881 13.0384 25.70019 61.46544 147.5123 84.48077 92.79278 113.565 58.60034 25.96151 112.058 89.1852 108.6692 106.6588 104.5577 160.0781 106.8562 88.06957 103.1746 112.681 113.9912 115.1086 156.1698 148.4756 167.5545 154.7676 155 159.0003 156.5647 154.4126 153.089 154.8709 201.792 172.7339 202.2375 190.2052 214.5973 216.6403 212.5088 226.2963 229.9005 225.7964 241.5988 267.2761 257.2625 251.0976 253.3318 260.3094 285.3769 292.166 289.1712 291.0017 294.2448 295.061 301.9582 299.0268 303.033 319.4057 305.1311 307.2361 317.7625 313.7897
48.5 36 0 10.04988 104.0192 19.81161 22.2036 18.97367 21.02974 45.54119 44.91102 18.17966 38.77016 22.36068 127.4755 121.499 44.38468 28.99138 95.80188 152.4071 51 58.84301 78.74643 92.44458 49.73932 77.49194 55.9464 74.46476 140.8955 138.4786 125.5428 140.3789 120.5166 134.6588 144.5856 145.3616 146.2395 124.3423 117.3243 137.9801 185.6475 185.0649 132.0345 130.3399 128.8691 180.3004 181.8158 175.4537 197.4361 178.404 213.565 193.7937 195.686 235.0319 250.3158 208.9839 247.1113 224.1294 248.5005 241.0809 267.8843 270.1129 245.7987 268.4772 304.0016 288.1736 293.0973 294.978 296.5215 308.1344 300.7075 302.2003 309.561 311.437 313.6144 310.4271 308.9336
38.51298 26.01922 10.04988 0 94.00532 9.823441 32.06244 9.433981 30.5 35.51056 34.9285 10.12423 28.94175 13.45362 117.4266 111.4495 34.48188 22.14723 85.86617 149.2184 59.61543 67.70894 88.0568 82.56513 40.80441 86.68333 64.4748 83.48653 131.0058 128.6344 134.7665 130.5981 110.8885 125.2198 135.0852 135.9596 136.8832 132.484 125.1958 145.3152 176.3859 175.9659 138.4297 136.4716 134.76 171.7913 173.3667 181.7388 189.5099 183.8614 205.9733 198.3053 200.2498 227.6686 242.6211 213.5632 240.0521 227.6598 252.4767 244.2478 261.9637 264.1969 248.4673 271.9062 299.3927 287 291.0756 293.3343 294.6795 305.0264 298.811 301.0017 310.9421 308.2986 310.4593 311.082 308.877
55.53602 68.02941 104.0192 94.00532 0 84.51331 126.004 86.09297 124.0816 59.21149 60.40695 88.81723 67.32106 84.38009 24.69818 19.23538 61.66036 85.52485 23.70654 159.6025 150.6154 159.099 180.3469 27.45906 65.19202 178.6197 155.029 174.9428 47.86993 47.70024 226.2145 51.58291 43.24639 57.87055 63.50591 66.70832 68.54196 219.2464 210.9431 227.7554 104.0433 106.8504 216.3295 213.0974 210.2171 113.764 116.1077 257.0058 138.2208 254.0551 157.5627 261.748 263.9337 180.2776 189.6154 276.6916 195.6016 282.8462 309.72 295.9797 229.6824 231.8124 296.2853 324.3763 279.2579 301.0515 297.1229 302.7606 302.2003 299.8957 305.6027 314.0844 345.8092 302.6962 304.5817 339.8897 331.6926
29.21044 16.86713 19.81161 9.823441 84.51331 0 41.50301 2.915476 39.61376 25.73908 25.10976 7.211103 19.17355 6.519202 107.7613 101.7767 24.66779 17.02939 76.04275 145.2267 67.67939 75.96052 96.69798 72.74957 31.85122 95.19716 72.41892 91.82864 121.1865 118.8258 143.2288 120.8111 101.1793 115.6222 125.4452 126.3824 127.3362 139.7587 132.2063 151.7168 166.8907 166.5848 143.8921 141.6757 139.7292 162.8657 164.4886 186.9773 181.0539 188.2512 197.789 201.7089 203.702 219.6645 234.3256 217.0052 232.3026 230.0228 255.2489 246.2204 255.2068 257.4422 249.937 274.1031 293.8001 284.6586 287.9175 290.5349 291.689 300.826 295.7643 298.621 311.0603 304.0666 306.2099 310.4875 307.5914
70.5638 58.07753 22.2036 32.06244 126.004 41.50301 0 40.11234 4.031129 67.1193 66.27217 38.05916 59.75471 42.57934 149.2146 143.2236 65.49046 45.96194 116.7262 156.6049 31.14482 38.13791 57.00877 113.1592 68.62215 55.9464 36.12478 53.23533 161.5203 158.9271 103.8171 160.5884 140.2792 153.7921 163.8658 164.3442 165.0848 104.4031 97.94897 119.5094 204.0882 203.0369 115.534 114.4137 113.4736 196.6882 198.0404 158.8364 212.2499 163.4534 227.4665 180.7014 182.4719 248.2761 264.3426 195.6559 259.5554 212.9061 236.2255 230.532 277.4833 279.6927 236.2795 257.2567 310.3675 286.7909 293.5864 294.6133 296.594 311.0216 300.8854 300.8156 302.5178 314.3819 316.5896 304.9459 305.0066
31.08456 18.97367 18.97367 9.433981 86.09297 2.915476 40.11234 0 38.00329 27.01851 26.1725 4.301163 19.82738 4.472136 109.1146 103.1213 25.4951 14.71394 76.90254 142.9545 65.52099 73.85459 94.72592 73.4983 31.40064 93.17188 70.21396 89.73851 121.9489 119.5128 141.1559 121.4053 101.5788 115.8318 125.7179 126.5622 127.4755 137.3208 129.7112 149.099 166.9641 166.5323 141.1422 138.8974 136.9279 162.4261 164.0152 184.1955 180.3136 185.3969 196.901 198.8064 200.8009 218.687 233.4995 214.1034 231.2055 227.1079 252.3341 243.3105 253.7124 255.9473 247.0405 271.19 291.9401 282.1135 285.5066 288.0625 289.249 298.6215 293.3343 296.0828 308.2402 301.8692 304.0164 307.7288 304.9065
68.8077 56.37597 21.02974 30.5 124.0816 39.61376 4.031129 38.00329 0 65.00192 64.04881 35.62654 57.40753 40.15283 147.0689 141.0718 63.16051 42.85149 114.1983 152.6052 30.51639 38.02959 57.71698 110.5588 65.66011 56.47345 35.51408 53.50934 158.8402 156.19 104.5144 157.7763 137.3608 150.7125 160.8112 161.2242 161.9359 104.0108 97.31007 118.5591 200.8389 199.7054 113.9811 112.7087 111.6356 193.1321 194.464 157.3603 208.5216 161.5681 223.6588 178.4384 180.2339 244.4182 260.5365 193.449 255.6487 210.3265 233.8402 227.8514 273.4726 275.6814 233.4443 254.6964 306.3434 283.0941 289.7676 290.8475 292.8007 307.0869 297.0863 297.1216 299.3731 310.4452 312.652 301.6227 301.5265
7.826238 11.40175 45.54119 35.51056 59.21149 25.73908 67.1193 27.01851 65.00192 0 2.236068 29.60574 8.609588 25.17936 82.0975 76.10519 4.472136 27.9732 50.59644 140.6484 91.59148 100.0425 121.1982 47.53946 18.11077 119.5199 96.10411 115.9181 95.81881 93.60455 167.2872 95.79183 76.78053 91.80959 101.3558 102.6255 103.7304 161.756 153.7693 171.9782 143.3911 143.6001 162.3508 159.6324 157.2267 141.7859 143.5862 204.6118 161.6447 204.0441 179.254 215.1883 217.2763 201.6383 215.2301 230.4588 215.0767 240.8651 266.9054 256.0195 241.0809 243.3126 258.4898 284.2851 283.0495 283.1713 284.176 287.7673 288.3904 294.0931 292.2892 296.9529 315.9019 297.2289 299.3125 313.498 308.8074
