0 109.5103 160.5853 26.34862 14 16.12452 19.92486 72.01389 74.68601 167.1466 75.66373 172.5182 69.40461 51.47815 160.7234 52.17279 93.74433 91.83681 97.90046 102.6513 97.06727 106.1341 180.783 102.774 105.4564 108.8531 99.72462 103.64 101.8258 106.1508 85.83851 98.66927 90.94951 93.50744 103.4795 89 90.78546 104.5586 100.439 102.5195 104.2353 106.6771 118.4061 122.602 210.9834 208.3961 206.8284 126.0516 219.7385 158.1518 247.9698 248.2297 243.403 166.4121 252.4064 168.8268 179.7888 181.5957 257.8565 191.4628 198.517 202.2325 199.2235 218.7742 257.4723 249.7238 252.3014 315.4964 269.3121 275.9755 281.7836 298.5197 287.0627 342.7893 306.0147 342.1257
109.5103 0 148.7533 88.46044 110.2112 108.4735 104.969 176.976 179.2889 64.2067 179.0545 70.15552 170.1485 141.3595 62.9325 130.2709 194.1816 191.5529 196.451 200.3102 192.8019 203.9778 87.04596 198.3053 200.9274 205.5541 193.6453 197.624 194.4274 200.316 169.3082 186.5452 173.1836 177.9607 193.2835 167.9717 170.2072 192.4188 185.84 182.1654 182.5171 186.8756 203.7118 204.7956 126.9429 126.0964 125.2458 204.4321 138.537 234.5176 165.9051 166.9326 168.2572 237.332 175.4836 237.3942 248.585 250.7638 188.9511 253.1926 258.0978 263.0447 254.7793 276.3334 306.9047 278.87 286.9573 265.8618 306.9829 305.897 293.1766 281.8732 307.9781 308.1574 322.5872 308.3059
160.5853 148.7533 0 138.6577 148.0879 145.3856 140.888 176.1575 176.4153 142.6844 173.1248 142.9899 162.838 137.4143 129.9914 123.5788 174.2407 171.1705 171.3002 171.5423 163.5635 174.0352 126.8345 166.0629 167.3734 172.5137 160.5014 162.6785 158.4339 164.4656 133.3241 146.4729 132.5953 137.5729 152.846 126.3542 127.5728 149.0823 142.1053 131.654 129.71 134.2929 150.3234 145.7193 120.276 115.9346 113.9523 139.4262 119.7743 153.8673 138.8544 137.7296 124.5301 147.5067 133.6125 144.147 152.2533 154.3454 126.2644 146.0891 147.0976 152.455 139.6772 159.217 177.2414 136.7261 147.5913 159.6239 168.1034 162.5777 144.6011 140.5627 161.0207 182.2466 174.4005 181.5544
26.34862 88.46044 138.6577 0 22.00568 20.05617 16.62077 88.55083 90.90242 142.7839 90.83089 147.9815 82.3787 56.02901 135.7065 49.2062 106.8 104.3612 109.7098 113.9435 107.052 117.5926 155.1233 112.7353 115.4267 119.6296 108.6566 112.6876 110.0284 115.3527 88.49011 104.1543 93.18966 97.00008 110.1465 89.50559 91.60377 110.2055 104.6721 103.9663 105.1059 108.5461 123.1107 125.9147 184.6923 182.0782 180.5028 127.7155 193.3966 159.7381 221.6219 221.8812 217.1181 166.0008 226.1001 167.5746 178.847 180.8266 231.8043 188.2319 194.6953 198.89 194.1011 214.6394 251.3886 238.0572 242.0666 291.0795 260.0966 264.8589 266.5019 278.2467 273.9348 320.244 292.1186 319.683
14 110.2112 148.0879 22.00568 0 2.828427 7.81025 67.18631 69.64194 164.6147 69.89278 169.7549 62.16912 39.82462 157.2895 38.60052 86.76405 84.53402 90.2358 94.73584 88.43862 98.32825 176.1945 94.17271 96.87653 100.7025 90.60353 94.60048 92.38236 97.20082 74.10972 88.06035 79.13793 82.12881 93.38094 76.66159 78.54935 94.05583 89.37561 90.55523 92.11406 94.86833 107.629 111.3519 204.3771 201.5861 199.945 114.2847 212.6147 146.4787 240.6346 240.7862 235.2127 154.185 244.3461 156.3857 167.4515 169.3074 248.7931 178.6001 185.5398 189.3621 185.9946 205.7591 244.1311 235.7668 238.4366 304.2006 255.5484 262.0544 267.8246 285.2823 273.0659 330.3309 292.0154 329.621
16.12452 108.4735 145.3856 20.05617 2.828427 0 5 68.65858 71.06335 162.3638 71.16881 167.4727 63.15853 39.62323 154.9322 37.33631 87.72685 85.42833 91.03021 95.45931 88.99469 99.07124 173.7023 94.72328 97.42722 101.3558 91.02198 95.03289 92.70653 97.65244 73.71737 88.03763 78.70078 81.85133 93.50936 76.00658 77.93587 94.05583 89.19641 90.03472 91.52595 94.40339 107.5174 111.0732 201.6978 198.8921 197.246 113.8112 209.8976 146.0137 237.9012 238.0462 232.4328 153.4959 241.5719 155.6037 166.7093 168.5853 245.9797 177.6119 184.4912 188.3667 184.808 204.6855 242.8662 233.9444 236.753 301.4001 253.9705 260.2931 265.6803 282.7331 271.1181 327.6317 290.0017 326.9281
19.92486 104.969 140.888 16.62077 7.81025 5 0 72.00694 74.33034 158.0285 74.2159 163.0902 65.78754 40.45986 150.4427 36.23534 90.24965 87.84646 93.27647 97.58217 90.8555 101.2198 169.0222 96.56345 99.26259 103.3538 92.64988 96.67601 94.17271 99.32271 73.99493 88.92202 78.88164 82.30669 94.64143 75.80237 77.80103 94.96578 89.80535 90.03472 91.40022 94.49339 108.2081 111.4641 196.7867 193.966 192.3148 113.8508 204.9488 146.0308 232.9378 233.0772 227.4379 153.1013 236.5798 155.0371 166.2077 168.119 240.9834 176.6494 183.4121 187.3846 183.4693 203.5497 241.3566 231.3547 234.4376 296.6024 251.8571 257.8187 262.429 278.5983 268.2685 323.1292 287.0157 322.4422
72.01389 176.976 176.1575 88.55083 67.18631 68.65858 72.00694 0 2.828427 228.0789 6.082763 232.835 13.45362 42.37924 219.5131 57.58472 24.69818 24.16609 30.63495 35.68865 34.07916 38.41585 236.035 38.58108 40.76227 42.05948 38.63936 41.35517 42.00595 43.01163 48.07546 46.94278 51.57822 49.40031 47.09565 55.47071 55.4617 50.50248 51.47815 60.39247 63.06346 61.98387 63.3877 70.14449 258.8049 255.4773 253.6533 77 265.3243 104.7378 292.1387 291.9246 283.7904 116.7262 293.232 120.8739 130.1153 131.3811 293.5371 146.219 154.159 156.4609 158.0127 173.8327 215.2812 222.8004 221.1832 335.5294 234.6167 246.2204 264.3785 298.5029 262.7109 351.6284 283.2825 350.474
74.68601 179.2889 176.4153 90.90242 69.64194 71.06335 74.33034 2.828427 0 230.0348 4.123106 234.7585 13.60147 43.68066 221.382 58.82176 21.9545 21.54066 27.9732 33.0103 31.70787 35.68068 237.732 36.06245 38.19113 39.35734 36.34556 38.93905 39.7555 40.5216 47.25727 45.18434 50.5501 48.11331 45.01111 54.70832 54.58938 48.52319 49.81967 59.00212 61.68468 60.41523 61.20457 68.04594 260.1615 256.8069 254.9745 75.02666 266.5802 102.4207 293.307 293.0734 284.8105 114.5295 294.2601 118.7371 127.8828 129.124 294.3535 144.1249 152.0822 154.3243 156.0513 171.6968 213.1901 221.2691 219.4949 335.6725 232.7767 244.5496 263.1501 297.8993 261.2221 351.3154 281.8315 350.1428
167.1466 64.2067 142.6844 142.7839 164.6147 162.3638 158.0285 228.0789 230.0348 0 229 5.975372 219.0365 188.1701 12.72792 174.5623 241.4664 238.5372 242.4552 245.5591 237.3929 249.1341 29.02585 242.4263 244.8501 249.93 237.1687 240.9113 237.1719 243.5282 209.7886 227.4305 212.6389 217.963 234.6103 206.526 208.6912 232.7928 225.5349 219.3747 219.0183 223.8616 241.814 241.1478 70.88018 71.52679 71.38627 238.7991 83.24062 265.3639 107.8378 109.252 114.2847 264.917 119.8708 263.6598 274.1423 276.3784 137.3172 274.4012 277.7211 283.0194 272.3601 293.5333 317.4933 279.4065 290.1345 220.9072 310.6525 305.0877 282.3119 255.2254 301.7632 269.6674 312.9872 270.2665
75.66373 179.0545 173.1248 90.83089 69.89278 71.16881 74.2159 6.082763 4.123106 229 0 233.6602 10.77033 41.7732 220.184 56.75385 19.20937 18.35756 24.86966 29.94462 28.01289 32.82445 236.2255 32.59601 34.82905 36.35932 32.55764 35.30227 35.92353 37 43.30416 41.0868 46.51142 44.01012 41.04875 50.77401 50.60632 44.50281 45.70558 54.88397 57.56735 56.29387 57.31492 64.09563 258.1182 254.7255 252.8814 71.00704 264.3936 98.65597 290.9983 290.7387 282.3119 110.6526 291.7705 114.8151 124.0363 125.2996 291.611 140.1749 148.1216 150.4028 152.0296 167.7751 209.2391 217.1474 215.3903 332.2665 228.7094 240.4423 259.0463 294.0017 257.0992 347.578 277.7085 346.3943
172.5182 70.15552 142.9899 147.9815 169.7549 167.4727 163.0902 232.835 234.7585 5.975372 233.6602 0 223.6297 192.6759 14.59584 178.9219 245.8859 242.9373 246.7668 249.8022 241.5978 253.3628 24.73754 246.5819 248.9843 254.0921 241.2858 245.0008 241.2245 247.606 213.7275 231.353 216.4859 221.8388 238.5515 210.3192 212.4715 236.6595 229.3643 223.0168 222.603 227.4718 245.4689 244.6573 66.03592 66.9097 66.88189 242.1474 78.4047 268.3428 102.5066 103.9651 109.4466 267.6137 114.8066 266.2446 276.6386 278.8743 132.6706 276.5124 279.6827 284.9993 274.153 295.2393 318.546 279.6196 290.5657 216.7678 311.0816 305.1113 281.4373 252.8768 301.285 266.0976 312.163 266.7411
69.40461 170.1485 162.838 82.3787 62.16912 63.15853 65.78754 13.45362 13.60147 219.0365 10.77033 223.6297 0 31.257 210.0595 46.09772 24.59675 22.47221 28.50439 33.32086 28.63661 36.75293 225.8329 34.12477 36.71597 39.62323 32.24903 35.78058 35.10698 38.01316 35.2881 37.0557 39.18306 37.70797 38.8973 42.54409 42.72002 41.59928 41.04875 48.86972 51.47815 51.0392 55.36244 61.5 247.4207 244.0151 242.1673 67.60178 253.6533 97.12363 280.2356 279.9732 271.5437 108.2589 281.0018 112.0379 121.8072 123.2234 280.8932 137.0584 144.8862 147.5025 148.1654 164.8306 205.9733 211.2652 210.1547 322.1444 224.1428 235.1138 252.0496 285.2455 251.0299 338.2019 271.4885 337.0534
51.47815 141.3595 137.4143 56.02901 39.82462 39.62323 40.45986 42.37924 43.68066 188.1701 41.7732 192.6759 31.257 0 179.0028 15.23155 53.46027 50.63596 55.17699 58.95151 51.53047 62.61878 194.5829 57.1183 59.77928 64.2573 52.7731 56.80009 54.02314 59.48109 34.3984 48.48324 39.48813 42.3071 54.20332 37.69615 39.39543 54.52064 49.57822 51.04165 52.7731 55.22681 67.89698 71.52797 216.4809 213.1306 211.3007 74.62573 222.9462 106.7801 249.7779 249.5756 241.5885 114.9478 251.0159 117.4415 128.3511 130.1422 251.7936 140.4564 147.6787 151.2217 148.9295 167.9697 207.3692 204.0882 205.1975 296.9983 221.199 229.5267 240.4413 266.5408 242.7447 316.6141 262.4976 315.6264
