0 85.14693 34.52535 36.49658 68.35934 84.29116 86.70063 64.13267 69.2315 88.95504 92.19544 30.23243 110.8558 107.622 97.06979 58.13777 45.48626 112.0371 69.21163 74.14022 155.631 90.41792 110.3437 133.4054 144.9172 153.1829 140.0643 145.1137 132.2309 141.1411 139.8255 144.1258 149.6946 190.6017 150.4734 153.4446 156.4233 151.4761 172.7208 157.8005 160.4674 202.8719 154.5089 215.3705 155.1838 158.3193 170.016 161.0124 186.3533 188.9477 190.3786 203.0394 200.6794 249.4253 220.5792 247.9859 213.7592 258.2344 217.9197 219.1073 269.0297 232.4672 255.4105 238.6425 255.8509 251.3827 252.8146 252.7687 248.5103 255.4095 249.1626 264.4334 273.6585 274.0096 275.0073 295.0254
85.14693 0 51.0098 49.0102 17.11724 2.236068 6.082763 148.1654 153.209 8.544004 175.6417 103.9423 30.4795 30.70016 178.3834 133.154 114.8434 168.6293 131.5494 96.92967 84.50444 153.8421 85.90975 73.73602 80.13114 85.70298 78.79086 81.41253 199.4618 207.9586 205.2304 208.0078 210.5598 128.7983 112.8594 115.9321 119.0095 209.1531 221.4342 121.4125 124.1451 141.8344 211.6908 185.0601 204.1372 207.7137 136.9627 208.866 225.0112 226.2438 228.5476 249.6097 238.4845 201.6755 242.0571 206.7293 218.5246 216.7602 221.7408 222.1216 228.16 236.603 229.2477 242.5804 251.4497 236.3858 240.6143 239.754 259.5715 242.825 255.5621 250.4496 263.19 270.7882 282.4695 283.7781
34.52535 51.0098 0 2 34.0147 50.01 52.23983 97.18539 102.2399 54.45181 124.7878 54.42426 76.40026 73.36552 128.083 84.30896 67.1193 128.1547 87.22528 69.05147 122.9675 109.8954 88.54404 102.7278 113.4063 121.2477 109.2245 113.8508 154.7676 163.553 161.4244 164.931 168.9209 160.6393 126.6185 129.7353 132.8542 169.0118 185.9497 134.6143 137.3949 173.2772 171.8284 195.7244 168.2201 171.6421 148.3423 173.6001 194.8655 196.8534 198.7259 215.6409 209.0206 224.3769 221.7479 225.0622 207.6174 235.3572 211.4639 212.3394 246.4731 226.3948 237.8792 232.586 246.6539 237.9732 240.5034 240.1416 245.5803 242.9856 244.2826 251.589 262.2918 265.5169 270.8967 283.5913
36.49658 49.0102 2 0 32.01562 48.01042 50.24938 99.18165 104.2353 52.46904 126.7754 56.30275 74.46476 71.47377 130.0368 86.16264 68.88396 129.5745 88.80456 69.61545 121.2642 111.4818 87.8493 101.2373 111.8258 119.6202 107.7126 112.2943 156.4257 165.2005 163.0404 166.512 170.4323 159.176 125.6831 128.807 131.9327 170.4494 187.1753 133.7199 136.5056 171.84 173.2541 195.0292 169.4521 172.8844 147.5447 174.8056 195.8509 197.8061 199.6998 216.8156 209.9863 223.2779 222.3214 224.1183 207.7811 234.412 211.6058 212.4618 245.5463 226.5484 237.3025 232.7364 246.6058 237.6663 240.2649 239.8833 245.9061 242.7385 244.4954 251.3106 262.1011 265.5019 271.1402 283.3867
68.35934 17.11724 34.0147 32.01562 0 16 18.43909 131.0954 136.1323 20.88061 158.5339 86.88498 43.86342 42.02975 161.2843 116.211 98.03061 153.4652 115.3917 83.98552 94.92102 137.8463 81.73336 79.61156 88.09086 94.79451 85.44589 89.02247 183.4121 191.988 189.392 192.3441 195.2442 136.8211 113.5176 116.6673 119.8176 194.2009 207.7147 122.0246 124.8221 149.8065 196.8146 185.5062 190.2446 193.7937 137.1536 195.1615 212.7594 214.2084 216.4001 236.381 226.4742 206.6301 232.734 210.0905 211.9811 220.2726 215.4159 215.956 231.6247 230.3806 229.2651 236.4556 247.0448 234.0262 237.7062 237.0084 252.261 240.0187 249.0883 248.0081 260.123 266.3104 276.0072 281.0285
84.29116 2.236068 50.01 48.01042 16 0 4.472136 147.085 152.1184 7.211103 174.485 102.5914 30 29.77415 177.0853 131.7004 113.3225 166.7058 129.8124 94.82198 83.63014 152.0631 83.73746 72.23573 78.89233 84.6286 77.38863 80.13114 197.6866 206.1655 203.4109 206.1559 208.6516 127.6244 110.9516 114.0318 117.1164 207.1956 219.353 119.5073 122.2462 140.6627 209.7236 183.1702 202.0718 205.6502 135.0374 206.7849 222.842 224.0653 226.3736 247.4914 236.3042 200.1799 239.8218 205.0805 216.3146 215.1279 219.5359 219.9204 226.5259 234.4014 227.3379 240.3815 249.3062 234.3336 238.5349 237.6826 257.349 240.7509 253.3555 248.3948 261.1053 268.6434 280.2642 281.7108
86.70063 6.082763 52.23983 50.24938 18.43909 4.472136 0 149.0034 154.013 2.828427 176.23 103.9471 26.07681 25.46566 178.5133 132.7742 114.2366 166.2969 130.0817 93.60187 79.30952 152.1815 80.32323 67.77905 74.43118 80.21222 72.91776 75.66373 197.7979 206.214 203.3708 206.0006 208.2868 123.1747 106.8 109.8692 112.9436 206.6349 218.2146 115.3516 118.0815 136.2131 209.122 178.992 201.0199 204.6069 130.9113 205.6502 221.1505 222.2999 224.6442 246.1382 234.5221 195.7243 237.2583 200.6838 213.1385 210.7226 216.3146 216.6679 222.1216 231.1519 223.1871 237.1102 245.7263 230.4566 234.7315 233.8568 254.3087 236.9325 250.146 244.524 257.3169 265.0684 277.0415 277.8723
64.13267 148.1654 97.18539 99.18165 131.0954 147.085 149.0034 0 5.09902 151.0033 28.16026 47.80167 171.4934 167.4171 35.40773 32.20248 46.04346 85.01139 55.82338 99.07574 210.1618 62.24147 149.7672 184.716 197.3271 206.1844 191.3766 197.0305 86.72946 94.88203 95.49702 101.0408 109.3812 238.3988 189.154 191.667 194.199 114.5426 142.3674 194.8333 197.1213 249.5596 117.686 242.7426 127.1417 129.3136 203.6233 133.1841 164.0093 167.5478 168.003 171.4701 177.4881 285.6606 209.5401 280.1428 216.7072 289.969 221.1651 222.8475 299.8133 234.1119 277.1002 239.9088 262.0454 265.5772 264.9117 265.4524 243.4624 267.5986 247.6954 277.0162 283.1148 278.1012 270.9133 303.8174
69.2315 153.209 102.2399 104.2353 136.1323 152.1184 154.013 5.09902 0 156 23.08679 52.39275 176.4086 172.2919 30.91539 34.65545 49.73932 84.54965 57.71698 102.4962 214.7044 62.28322 153.5877 189.1084 201.7622 210.6419 195.7575 201.4373 84.11896 92.088 92.92836 98.56089 107.1343 242.4954 192.7803 195.2569 197.753 112.6144 140.8843 198.3381 200.595 253.5705 115.7411 245.4684 126.004 128.0625 206.8795 132.0152 163.1397 166.7431 167.1077 169.7056 176.4696 288.9221 209.4348 283.1289 217.7062 292.9095 222.1711 223.8861 302.6714 234.9485 279.343 240.6974 263.1576 267.2906 266.4687 267.0524 243.735 269.1561 248.2438 278.5821 284.4293 279.0112 271.19 305.0393
88.95504 8.544004 54.45181 52.46904 20.88061 7.211103 2.828427 151.0033 156 0 178.1376 105.6835 23.32381 22.63846 180.2583 134.3466 115.7325 167.0016 131.2069 93.83744 76.48529 153.2084 78.93337 65.19202 71.69379 77.42093 70.26379 72.94518 198.8064 207.1835 204.2882 206.8484 209.0067 120.4159 104.6721 107.7277 110.7892 207.2342 218.4426 113.2166 115.9354 133.4541 209.695 176.8211 201.3082 204.9 128.8065 205.8835 221.0081 222.1064 224.4749 246.2194 234.3148 193.1321 236.4896 198.2171 211.8962 208.2402 215.0349 215.3625 219.6406 229.8469 221.0441 235.7864 244.1383 228.5963 232.9411 232.0453 253.1703 235.1276 248.8715 242.6685 255.5386 263.4829 275.7535 276.0453
