4 175
7 180
8.5 177.5
10.5 236.5
13.3 124
16 172
29.75 139
29.5 208.5
31 258
33.83333 141
35.57143 258.5714
39 38
39.5 54.5
39 181
159.3617 149.4588
41 184
45 62
45.33333 64.66667
47 61
48.66667 63.33333
51 67
57.5 239.5
60 48
62.66667 51.22222
62 240
64 224.6667
67.33333 62.66667
68 68.2
67 77
68.5 52
68 59
68 228
75.28571 243
78 47
78.5 273.5
79 245
87.75 275.5
91.33333 28.33333
91 42
91 268
93 43
97.66667 32.33333
99.8 266.2
103 276
106 278
107 32.16667
108.3333 272.6667
124 42.5
140 25
145 285
152.1667 310.6667
155 291
160 287
163.5 37.5
164.5 294.5
170.6 293.2
177 286.3333
184 288
189.6667 41.66667
206 283
209 288.5
210 286
212.5 35.75
211 38
213 284
219.5 28.5
222.5 50
222.5 290.5
224 40
223 297
228 55
230 280
229 283
232.8 274.2
235 279
237 273
238 56
239 65
244 68
246 265.6667
249.5 280
255.5 61
260 296
261 62
261 83
263 57
264.3333 86.33333
269 248
272 242
275 234
275 250
276 236
276 239
276 244
278 131
278.5 242
279 133
279 234
280 244
280 248
280 251
282 158
287 282
289 220
290 204
292 156
293 235
294 110
295 157
299 121
300 182
300 184
302 166.5
304 214
308 134
309 234
311 235
