0 4.5 8.062258 10.5119 81.04937 205.6234 188.3003 56.0803 22.36068 59.5063 41.03657 71.55418 40.0125 55.22681 209.809 58.79626 213.0258 210.1689 56.73183 59.61543 63.32456 73.38937 233.2659 102.8591 104.3552 109.165 102.4207 125.8769 125.1319 274.3028 163.9543 296.5164 174.331 290.4083 290.3274 288.9187 199.6121 300.5279 222.0923 224.5106 226.8612 237.2551 237.3563 239.8354 265.1068 269 270.1851 272.6284 274.3703 273.8065 275.3271 276.4634 278.1798 278.6485 281.064 284.1215 281.7108 281.8599 285.3929 286.8189 288.3765 288.5277 292.9795 291.0155 291.0017 320.4205 293.0068 294.5068 300.4563 298.1812 336.7733 299.1672 302.1655 303.1336 331.4212 306.5893 358.2988
4.5 0 3.640055 6.020797 80.4503 205.3223 184.6107 54.55502 17.95132 57.76028 38.1084 69.65809 35.51408 51.97355 208.9224 55.50901 212.0996 209.1963 52.59515 55.49099 59.00212 69.1755 231.7029 98.85469 100.0962 105.1011 97.98597 121.5206 120.7114 271.8515 159.594 294.0973 169.9391 287.7034 287.5435 285.9322 195.2415 297.3403 217.6149 220.0415 222.3989 232.7601 232.8632 235.3513 260.613 264.5 265.6883 268.139 269.8765 269.32 270.8491 271.971 273.6828 274.1592 276.5976 279.6717 277.2224 277.3738 280.9353 282.3479 283.93 284.0282 288.5104 286.5157 286.5017 316.2895 288.5069 290.0069 296.0393 293.7146 332.7777 294.6697 297.668 298.6356 327.2984 302.0981 354.3237
8.062258 3.640055 0 2.54951 79.15807 204.1568 181.1808 52.63079 14.86607 55.65968 35.22783 67.41662 32.06244 48.83646 207.3121 53.8145 210.459 207.5221 48.9949 51.89412 55.36244 66.30988 229.5953 96.25487 97.14422 102.4207 94.72592 118.4061 117.4777 269.1338 156.4672 291.3984 166.7552 284.8228 284.6138 282.8798 192.0937 294.17 214.2382 216.6887 219.0639 229.3142 229.4275 231.9526 257.0664 261.0019 262.2308 264.7192 266.4368 265.9116 267.4696 268.5386 270.224 270.7397 273.0018 276.0616 273.8065 273.9672 277.3313 278.7572 280.3177 280.516 284.9175 283.0071 283.0071 312.6816 285.0158 286.5017 292.4124 290.1189 329.2131 291.1391 294.2057 295.1085 323.6928 298.5431 350.7663
10.5119 6.020797 2.54951 0 79.5393 204.5739 179.4522 52.55949 12.34909 55.43014 34.30015 67.04103 29.53811 47.56574 207.3923 51.79286 210.5148 207.5518 46.95743 49.86482 53.12721 63.81614 229.2651 93.8323 94.62822 99.9725 92.17646 115.8641 114.9282 268.2396 153.9237 290.5211 164.2074 283.7613 283.5004 281.6319 189.5481 292.7841 211.6991 214.146 216.5191 226.7918 226.902 229.4177 254.595 258.5005 259.7123 262.1893 263.9125 263.379 264.9311 266.0122 267.706 268.2098 270.5818 273.6649 271.2757 271.4342 274.9239 276.3301 277.9253 278.022 282.4934 280.5111 280.504 310.5947 282.5111 284.004 290.056 287.6986 327.2358 288.6564 291.689 292.6235 321.6123 296.0785 348.8044
81.04937 80.4503 79.15807 79.5393 0 125.036 144.621 29.12044 84.48077 28.63564 52.20153 24.83948 85.3815 51.31277 128.9101 122.9715 132.1855 129.4173 70.58683 70.80254 79.20227 119 154.7385 148.7179 142.0035 152.5516 130.9695 155.5699 150.6951 203.0887 188.9868 224.6442 196.3003 222.1936 223.2331 225 221.1108 239.9208 231.6635 235.2361 238.3799 241.7788 242.5387 247.1356 260.3212 268.2089 272.3031 277.0979 277.4961 278.9283 282.0815 279.9732 279.866 282.8887 269.9481 270.6806 286.0489 286.7543 272.8857 276.1595 274.372 285.7906 281.7801 288.4666 289.56 285.2741 291.7602 292.1066 282.9364 286.4001 295.9024 294.4418 302.6896 298.5649 295.6095 299.2825 316.204
205.6234 205.3223 204.1568 204.5739 125.036 0 170.3319 153.0817 209.0861 151.268 175.4109 141.9049 207.3933 169.8499 27.50114 245.6013 30.14963 31.57272 187.0949 186.1317 193.3106 236.0275 68.24954 262.2537 252.0575 264.3672 237.7162 258.7122 251.8591 137.1167 283.6794 151.5289 287.401 162.0987 166.4602 177.2823 308.5255 198.0909 305.866 310.1774 313.7467 309.0259 310.4271 316.787 313.7724 325.6286 332.7777 339.8356 338.5773 342.2353 346.9697 341.2345 338.9233 344.7028 313.7037 311.1173 347.6349 348.9327 314.3161 319.6929 313.4996 338.6108 323.8302 341.2169 343.6001 289.4198 345.8005 344.6321 315.8243 327.0489 288.0508 343.6772 357.8002 347.5414 297.1077 344.5229 303.3892
188.3003 184.6107 181.1808 179.4522 144.621 170.3319 0 144.8664 173.1624 140.4077 148.4917 130.3336 157.6744 133.7466 148.8836 183.2702 148.8752 145.4945 133.4071 130.5263 130.0476 157.3912 132.5996 165.2661 150.5856 162.7209 135.0556 141.6621 133.6531 122.3357 146.7851 142.3871 145.0245 126.0065 123.0172 114.6986 158.5722 119.7382 144.6081 149.08 152.6622 143.4024 145.0489 151.9735 143.7459 156.0733 163.7751 171.2965 169.61 173.8093 178.928 172.2601 169.4822 175.8023 143.6467 141.5419 178.6201 180.0447 144.5997 149.7146 144.2295 168.3515 154.1145 170.9439 173.4003 140.7312 175.5894 174.3377 148.4503 157.6327 151.9118 173.368 187.6115 177.251 151.0003 174.5264 172.7262
56.0803 54.55502 52.63079 52.55949 29.12044 153.0817 144.8664 0 56.00893 4.472136 23.08679 16.27882 56.30275 25 154.8929 93.8616 157.9905 155.0087 43.84632 44.68781 53.15073 90.73588 177.2005 121.0165 115.3646 125.2517 105.6456 130.7287 126.6057 219.611 165.8554 241.6795 174.0282 236.7826 237.1181 236.9662 199.3239 250.06 213.251 216.5364 219.4926 225 225.5682 229.5822 246.7329 253.393 256.6028 260.713 261.5302 262.3604 265.0472 263.911 264.3728 266.6271 258.6271 260.1922 269.7851 270.3257 262.0851 264.7377 264.1212 271.7724 270.5993 274.4103 275.1527 283.3996 277.3085 278.0328 274.0456 275.4651 296.591 281.1548 287.7586 285.2595 294.0901 286.9042 317.5547
22.36068 17.95132 14.86607 12.34909 84.48077 209.0861 173.1624 56.00893 0 58.07753 34.52535 68.73136 18.24829 45.18849 210.3516 41.34005 213.3542 210.2749 39.7555 42.63801 44.29447 51.47815 230.2281 81.63333 82.28001 87.70975 80.06248 103.5809 102.7716 266.3269 141.651 288.6694 151.9879 280.9644 280.4318 277.8525 177.2935 288.2516 199.8124 202.2004 204.5336 215.1139 215.1883 217.5891 243.3981 247.0324 248.0726 250.4201 252.2084 251.575 253.0474 254.2833 256.0703 256.4391 259.7941 263.0532 259.4937 259.6247 264.2312 265.4865 267.3443 266.62 271.6708 269.0911 269.0167 302.0287 271.0074 272.566 279.732 276.9043 319.3278 277.3536 280.0643 281.3006 313.0815 284.9298 340.978
59.5063 57.76028 55.65968 55.43014 28.63564 151.268 140.4077 4.472136 58.07753 0 24.18677 12.20656 57.00877 23.34524 152.3772 94.92102 155.4252 152.3951 42.57347 43.13931 51.62364 90.42677 173.954 120.3703 114.2147 124.4026 104.0048 128.9729 124.6315 215.6409 163.6826 237.7415 171.6677 232.6585 232.9485 232.6908 196.8807 245.7031 210.2189 213.5509 216.5387 221.7408 222.3353 226.4332 243.1052 249.904 253.2212 257.4204 258.1842 259.0926 261.8435 260.5782 260.9693 263.3211 254.7862 256.2811 266.4808 267.0431 258.2007 260.9081 260.1922 268.2019 266.7508 270.845 271.6266 279.0167 273.7882 274.4709 270.0167 271.5971 292.1477 277.5104 284.2974 281.6185 289.6981 283.1713 313.1022
