0 5 112.6111 109.2932 133.9589 26.24881 130.532 140.2462 70.34265 69.81404 166.9943 71.44928 161.6555 173.4589 184.695 181.7966 177.5387 130.5073 83.18654 85.03676 86.26993 92.85775 82.04741 82.96987 110.7336 135.724 202.0598 121.9026 196.1129 192.3935 189.156 178.2 180.2054 176.3897 217.4862 183.9348 223.4803 220.8438 187.0939 190.913 147.2804 196.0842 199.7473 154.2595 214.4095 217.2763 245.4486 252.0867 230.9502 183.483 195.1666 216.3932 229.2757 222.4985 225.1444 259.4937 264.8018 268.2238 272.8828 241.6154 242.0124 254.7567 264.857 299.1622 287.6217 291.1344
5 0 109.5046 106.0754 130.5527 21.40093 127.0417 136.6236 70.97057 69.89278 162.9605 70.76722 157.3801 169.2483 180.4834 177.5528 173.2541 125.5813 78.26238 80.08901 81.30498 87.8582 77.27081 78.33901 107.4648 130.874 198.4032 120.5664 191.4791 187.7265 184.4587 173.4049 175.4223 171.4476 212.6801 178.9665 218.6871 216.0208 182.1184 185.9283 144.2322 191.1073 194.7707 151.1192 209.4227 212.3017 240.5203 247.2099 225.9668 180.0653 191.6899 213.9369 224.7287 218.0316 220.6558 254.527 259.8249 263.2508 267.9179 237.1181 237.4974 250.2639 260.3464 294.328 283.2071 286.6326
112.6111 109.5046 0 4.609772 23.26478 93.27513 21.53718 32.40756 175.2998 171.7564 64.94891 168.2 67.53703 75.49338 85.56284 83.88236 81.37106 86.6007 101.5443 99.71209 97.93493 90.74725 110.7611 117.5383 169.5508 81.34648 236.5852 207.0604 111.5078 110.0182 108.9553 106.3203 107.0526 119.4399 140.4937 129.7045 144.9541 144.7178 133.7175 139.0853 203.4914 141.3515 144.3299 207.5506 159.3576 158.7931 176.5963 225.0184 172.8128 226.5083 235.3003 276.8434 227.5947 225.6299 226.9058 219.78 222.4663 226.4404 232.2956 241.069 240.5333 253.0953 261.3628 272.0005 286.932 285.9379
109.2932 106.0754 4.609772 0 25.29822 89.4539 22.81228 33.61547 171.3274 167.6932 65.5549 164.0122 67.10067 75.66373 86.00145 84.14868 81.3941 82.99422 96.93812 95.11178 93.34077 86.20941 106.1514 112.9292 164.9473 78.1025 232.1436 202.5889 110.717 109.0287 107.7822 104.5144 105.3423 116.9085 139.3644 127.1417 143.964 143.5584 131.1505 136.4914 198.8842 138.9172 141.9538 202.9507 157.0725 156.678 175.1628 221.9072 170.7659 221.9756 230.8008 272.2444 223.7613 221.6813 222.991 217.1175 219.9204 223.8861 229.7129 237.2446 236.7298 249.3271 257.6592 269.0297 283.2106 282.33
133.9589 130.5527 23.26478 25.29822 0 113.0044 4.604346 10.29563 193.9994 189.9289 43.00517 185.5263 48.39938 54.3783 63.72009 62.42596 60.53924 83.09298 111.3059 109.0241 106.9229 98.00032 121.145 128.1288 180.3151 75.39231 240.058 221.2561 92.66202 91.86539 91.48224 91.49454 91.7878 107.9481 122.5138 118.2074 126.4628 126.8109 122.182 127.6207 212.3236 129.0039 131.6454 215.678 146.056 144.679 159.4804 215.8594 158.2688 231.9939 239.9437 284.6278 223.8228 222.9408 223.8861 208.0096 210.0595 214.0584 220.0364 237.1434 236.4255 248.6202 256.305 261.7652 281.9224 280.0112
26.24881 21.40093 93.27513 89.4539 113.0044 0 109.2117 118.2709 82.3166 79.37884 143.1879 77.36924 136.9325 148.9597 160.1788 157.1655 152.7645 104.3063 59.77458 61.21479 62.11683 67.61333 60.57594 63.03174 100.6408 109.4806 188.3503 122.9522 170.2388 166.4399 163.1349 152.0074 154.0292 150.2225 191.28 157.8765 197.2897 194.6201 161.0831 164.9854 137.9961 170.0823 173.7427 144.3087 188.5008 191.2538 219.2442 228.6491 205 171.4769 182.6937 210.1166 208.9358 202.8285 205.2925 234.8829 240.0104 243.5015 248.2942 221.6506 221.9031 234.7978 244.7351 276.1322 268.2149 271.0374
130.532 127.0417 21.53718 22.81228 4.604346 109.2117 0 10.88118 189.9535 185.809 43.51985 181.3031 47.46051 54.40037 64.20008 62.66259 60.42682 79.0652 106.708 104.4225 102.3196 93.40108 116.5532 123.5387 175.7195 71.61285 235.6368 216.7654 91.77391 90.73175 90.12547 89.39491 89.80089 105.1606 121.3783 115.4444 125.5033 125.6575 119.4344 124.8696 207.7226 126.431 129.147 211.0853 143.7115 142.516 158.1189 212.7925 156.2236 227.4751 235.4625 280.0461 220.0118 219.0102 219.9914 205.4079 207.5866 211.5831 217.5399 233.3568 232.6598 244.9041 252.6643 258.9073 278.2856 276.4931
140.2462 136.6236 32.40756 33.61547 10.29563 118.2709 10.88118 0 198.2262 193.8376 32.86504 188.9391 38.26879 44.10215 53.58405 52.20153 50.24938 77.88059 111.3598 108.9002 106.6794 97.11108 121.3704 128.3783 180.2788 69.35416 236.4979 222.7987 82.45756 81.75726 81.49233 82.12338 82.29824 99.46211 112.3888 109.6586 116.2688 116.6919 113.6007 119.035 211.23 120.1499 122.685 214.2452 136.8822 135.2997 149.4523 207.7179 148.7582 229.3208 236.8818 282.8516 217.4719 216.9889 217.8095 199.1231 201 205 211.0024 230.7054 229.9239 241.9628 249.4298 253.237 275.0223 272.8026
70.34265 70.97057 175.2998 171.3274 193.9994 82.3166 189.9535 198.2262 0 7.77746 219.5891 18.57657 210.803 223.2782 234.1776 230.8332 226.012 163.381 104.651 107.6352 109.9815 120.7727 96.87403 92.50345 81.16241 172.0132 168.945 62.35975 236.4937 231.9736 227.9557 214.1532 216.5172 204.8883 251.4489 209.6863 257.7604 253.9839 211.8606 214.214 107.7916 220.2072 223.7213 115.5582 236.2213 240.7057 272.0701 252.8159 252.6388 147.1131 159.0898 164.0039 216.6805 207.675 210.8604 267.2527 273.6739 276.4524 279.9715 226.8197 227.7688 239.2684 249.5492 295.8292 268.5965 274.6693
69.81404 69.89278 171.7564 167.6932 189.9289 79.37884 185.809 193.8376 7.77746 0 214.4476 10.81665 205.3351 217.8302 228.6597 225.282 220.4223 156.8695 98.03061 101.0359 103.4142 114.32 90.00247 85.42833 73.53472 165.6774 161.9324 57.71698 230.1896 225.6241 221.5626 207.6108 209.9905 197.9402 244.6823 202.5883 250.9993 247.1639 204.7115 206.9949 100.9114 213.0094 216.5092 108.6738 228.897 233.4374 264.8868 245.0413 245.2835 140.2314 152.2367 158.8584 208.988 200.017 203.1945 259.5323 265.9662 268.7341 272.237 219.1803 220.1182 231.6571 241.9427 288.0625 261.1154 267.1147
166.9943 162.9605 64.94891 65.5549 43.00517 143.1879 43.51985 32.86504 219.5891 214.4476 0 208.3429 15.13091 12.29273 20.72103 19.55619 18.5951 75.85079 123.6842 120.843 118.396 107.5299 133.7535 140.5718 190.3073 65.17754 234.4009 236.7503 52.63739 53.09452 54.01646 59.43367 58.77452 80.99814 82.93382 90.37207 86.07681 87.24168 93.98404 99.19682 217.5328 98.85399 100.7338 219.4427 113.4118 110.6893 120.4552 188.2949 123.1629 230.3034 236.4708 286.1814 205.4176 206.4911 206.8198 176.2917 177.2882 181.2598 187.336 218.1462 217.1231 228.4151 234.9405 231.6803 260.2192 256.773
71.44928 70.76722 168.2 164.0122 185.5263 77.36924 181.3031 188.9391 18.57657 10.81665 208.3429 0 198.7272 211.2368 221.942 218.5154 213.6001 148.6153 89.73851 92.76988 95.19716 106.2688 81.27389 76.32169 62.80703 157.7086 151.8957 51.65511 222.1987 217.5621 213.4315 199.2417 201.6457 188.8802 235.9068 193.2589 242.2297 238.296 195.289 197.4441 91.11597 203.4945 206.9668 98.85848 219.1437 223.7856 255.3782 234.3002 235.4676 130.3796 142.4114 151.344 198.1937 189.2475 192.4188 248.9659 255.431 258.1724 261.6333 208.425 209.3538 220.9253 231.2147 277.2526 250.508 256.4337
