0 5.09902 2 37.12142 52.15362 6.708204 9.15302 8 14.42221 15.11622 78.66702 41.78516 152.2618 62.21133 63.69458 131.7953 68.19743 66.21178 68.8767 66.18912 42.44997 113.5297 110.818 114.3611 130.9236 114.8064 119.8833 160.4572 145.4545 152.0756 176.7088 174.6139 181.8186 172.1816 173.8333 176.5814 172.6268 187.4166 211.4545 195.5326 194.2807 213.6633 205.3801 209.2749 209.122 214.4784 215.5226 221.2041 217.9032 231.9246 241.2053 241.4477 245.4027 251.9772 265.1377 261.8587 263.9413 268.601 272.912 268.7523 272.6988 272.8607 281.2988 279.9786 275.8786 271.5364 280.1446 286.6653 287.5639 275.8732 292.2918 288.9792 301.8112 291.689 292.0017 309.9193 294.1377 314.2563 296.0608 296.5252 316.8927
5.09902 0 5.09902 42.04759 57.07889 5.385165 6.666667 8.602325 18.38478 12.02082 83.4416 36.76955 150.9263 66.56763 58.69412 126.6965 63.2315 61.26989 63.95311 61.29437 45.34314 118.0042 105.7999 109.3594 125.9246 109.9568 115.0043 164.0625 148.6775 155.3621 180.2776 178.1011 177.2005 175.5064 177.2005 172.154 175.6417 190.213 207.28 191.6377 190.4127 216.3932 207.8196 211.6459 205.548 210.8009 212 217.5827 214.374 228.2652 243.479 237.7415 247.5126 253.6464 266.9082 263.0361 265.2037 269.8935 269.9042 265.8859 269.7696 270.0326 278.2104 276.9296 273 272.4151 277.1949 283.5507 288.9169 273.2471 293.5958 286.2953 302.3376 290.9132 291.0618 310.6445 293.3343 315.127 295.205 295.7486 317.3279
2 5.09902 0 37.01351 52.03845 5 7.557189 6 13.41641 13.50926 78.34858 41.10961 150.2689 61.51626 62.96825 131.4002 67.41085 65.39113 68.02941 65.30697 41.01219 112.9292 110.1073 113.6184 130.173 113.853 118.9622 159.3377 144.17 150.817 175.5733 173.4416 180.6488 170.94 172.6094 175.2855 171.2659 185.9812 210.0214 193.982 192.72 212.2074 203.8357 207.7113 207.4608 212.8497 213.8457 219.5569 216.2281 230.2889 239.6164 239.827 243.7714 250.2449 263.4274 260.0346 262.1316 266.7967 271.1048 266.9172 270.8757 271.0183 279.5085 278.1798 274.0456 269.6665 278.3253 284.8807 285.7709 273.9964 290.4901 287.1115 299.8966 289.6904 290.0017 308.0292 292.1387 312.386 294.0612 294.5266 314.9683
37.12142 42.04759 37.01351 0 15.0333 40.11234 42.25846 37.33631 25.4951 46.48118 41.83898 76.94154 156.8257 28.65746 98.27004 167.726 102.3502 100.1699 102.6158 99.72462 29.12044 77.87811 145.1125 148.4188 164.8423 147.1819 152.5057 129.5241 117.2902 123.3587 145.8355 144.2775 211.3575 142.9213 144.2775 204.4138 145.4166 161.4714 236.7636 218.6344 217.175 187.8563 181.6177 185.9301 229.4559 235.595 235.372 241.7938 237.7802 252.7232 218.1788 262.5509 223.4424 232.9646 245.308 246.1625 247.6308 252.0367 288.097 282.8539 287.2623 286.6245 297.0606 295.4353 290.0155 257.841 294.8101 302.5971 270.4163 288.0278 275.446 301.478 290.3377 289.7145 291.2336 296.9781 292.344 300.2616 294.6354 294.513 305.9493
52.15362 57.07889 52.03845 15.0333 0 55.03635 57.11781 52.15362 40.1995 61.09419 27.21213 91.66242 161.2921 19.44865 112.7874 182.4555 116.7571 114.5426 116.9273 114.0044 35.4683 64.00781 159.4259 162.6606 179.0112 160.9612 166.337 118.163 107.6151 113.2951 134.3801 133.124 224.0759 132.3575 133.544 216.6033 135.9117 152.4631 248.002 229.1921 227.6686 178.7177 173.5195 178 239.0063 245.3915 244.7243 251.3787 247.1311 262.3376 210.1904 272.237 215.9224 226.7432 238.6504 241.3504 242.5387 246.8086 295.5395 289.9135 294.4769 293.5432 304.6851 302.9521 297.0606 253.8425 302.0348 310.266 264.8415 294.3365 269.9824 307.8652 287.1411 290.4798 292.4808 293.1245 293.1706 295.9409 295.6011 295.241 302.9142
6.708204 5.385165 5 40.11234 55.03635 0 2.603417 3.605551 15.13275 8.514693 80.84862 37.10795 146.0529 63.19217 58.82176 127.738 63.16557 61.09828 63.69458 60.92618 40.60788 114.7258 105.9393 109.4005 125.9365 109.3458 114.4945 159.6888 144.0139 150.7401 175.8664 173.6232 175.8892 170.9049 172.6297 170.4171 170.8362 185.2836 205.0658 188.9868 187.7232 211.4261 202.7264 206.526 202.4673 207.8509 208.8564 214.5606 211.2383 225.2909 238.3212 234.8276 242.3025 248.3314 261.6123 257.6606 259.8346 264.5269 266.2056 262.055 265.9965 266.1671 274.5906 273.2709 269.1802 267.03 273.441 279.9571 283.556 269.2081 288.2299 282.3048 296.9663 285.819 286.028 305.2622 288.2499 309.7418 290.1396 290.6548 311.9647
9.15302 6.666667 7.557189 42.25846 57.11781 2.603417 0 5.011099 17.00327 5.967505 82.70597 34.78186 144.2688 64.7227 56.41611 125.4981 60.72159 58.63825 61.2191 58.4361 41.23645 116.2588 103.512 106.9555 123.4832 106.8095 111.9692 160.5229 144.601 151.3643 176.6667 174.3687 173.2949 171.5428 173.2949 167.8137 171.273 185.5769 202.475 186.4299 185.1705 211.669 202.7974 206.5553 199.9694 205.3325 206.3697 212.0535 208.7502 222.7767 238.2851 232.3046 242.1713 247.9535 261.2874 257.0197 259.2376 263.945 263.8475 259.7366 263.6603 263.8599 272.2109 270.9018 266.8585 266.2351 271.0992 277.5706 283.0031 266.9615 287.6507 280.0407 295.994 284.2562 284.3966 304.3865 286.6754 308.9381 288.5431 289.0915 310.9471
8 8.602325 6 37.33631 52.15362 3.605551 5.011099 0 12 9.617692 77.69492 39.62323 144.2914 59.78503 61.13101 130.3917 65.36224 63.24555 65.78754 62.96825 37.01351 111.3239 108.1694 111.5757 128.082 111.1598 116.3615 156.0849 140.4172 147.14 172.2614 170.0176 177.2287 167.3036 169.0266 171.4789 167.2603 181.7388 205.779 189.3806 188.0877 207.8942 199.2511 203.0665 202.5142 208.0024 208.8492 214.6515 211.2368 225.4174 234.8872 235 238.9111 245.0724 258.3215 254.5781 256.7197 261.401 265.6996 261.4265 265.4216 265.5051 274.1551 272.8003 268.561 264.0682 272.8828 279.5443 280.4086 268.3766 285.1009 281.5191 294.1598 283.6944 284.0018 302.3673 286.1416 306.7849 288.0625 288.5306 309.2006
14.42221 18.38478 13.41641 25.4951 40.1995 15.13275 17.00327 12 0 20.98809 65.73051 51.47815 145.8419 48.23121 72.78049 142.2744 76.89098 74.72617 77.20104 74.33034 28.6007 99.72462 119.6772 123.0168 139.474 122.1167 127.3892 146.036 131.1373 137.7294 162.2899 160.2061 187.3019 157.8179 159.4553 181.011 158.4172 173.358 214.5157 197.3854 196.023 199.6497 191.6377 195.6016 209.6187 215.3718 215.8008 221.8541 218.2004 232.6994 227.6225 242.3902 232.0054 239.1495 252.1626 249.7719 251.7161 256.325 271.1762 266.5405 270.6929 270.5124 279.8303 278.3738 273.6951 259.9461 278.196 285.2806 275.1818 272.8553 279.983 286.1276 290.8367 283.504 284.2129 298.5733 286.0157 302.65 288.0625 288.3364 306.0801
15.11622 12.02082 13.50926 46.48118 61.09419 8.514693 5.967505 9.617692 20.98809 0 86.00581 30.60229 139.2922 67.24768 51.79286 121.3693 55.92902 53.78197 56.28943 53.44623 41.81507 118.6529 98.73006 102.1003 118.5854 101.5529 106.7638 161.1366 144.6461 151.4889 177.1849 174.7584 167.6678 171.6799 173.495 162.0386 170.94 184.9013 196.577 180.473 179.2108 210.8613 201.6048 205.2669 194.0064 199.3652 200.4108 206.088 202.7908 216.8098 236.8343 226.3371 240.5078 245.7478 259.192 254.2489 256.559 261.2968 257.9903 253.9233 257.8267 258.0596 266.3316 265.033 261.0412 263.1397 265.2593 271.6846 280.4113 261.2365 285.0018 274.2927 292.5278 279.6462 279.6614 301.1154 282.0434 305.8145 283.8706 284.4797 307.3866
