1 125
4 120
5 124
5 144
8 217
9.5 127
10 196
16.5 114.5
19 144
25.85714 167.8571
30 138
30 102
31 159.5
31 277
33.5 104.5
32.33333 262
162.1544 148.8084
37 201
39 106
39 102
45 63.44444
47.33333 67.33333
48 63.5
64 279
65 283
79 311
86 302
89 240
89 297
91.5 238.5
107 285
114 273.6667
142 43
148 47
149 44
149 311
159.5 30.5
161.5 296
198 313.5
199 35
201 290
207.3333 296
210 301
230 296
234.5 280.5
241.6667 284
241 307
244 283
246 275
247 293
253 44.33333
255.25 302
256.6667 247.3333
265 285.3333
265 63
271 58
272 41.5
272 284
273 60
275 88
299.5 222.5
311 248
312 202
314 111
