0 26.30589 80.399 31.32092 38.60052 31.95309 37 35.1141 40.67247 33.81198 139.169 49.01592 25.96151 144.931 110.3676 106.0424 75.74632 119.1008 90.8474 104.5882 103.2473 164.6284 66.53208 163.7834 81.56592 73.87696 171.6188 119.8387 83.80483 144.0312 104.6231 91.98369 141.2268 95.68307 178.0899 98.73196 122.6418 215.8269 210.6827 130.874 231.3041 127.6959 187.7232 187.861 209.423 164.7301 228.81 245.433 176.706 241.4974 225.8871 256.8988 220.4949 234.8495 282.3632 223.0456 276.4001 222.6123 227.8991 226.3789 226.6412 237.4889 227.1943 237.8066 229.1724 239.0983 230.5559 254.1692 269.8185 260.7259 271.68 259.6652 272.1213 285.391 283.2984 286.1835 289.0432 293.1092 300.1933 302.8176 302.1655 307.293
26.30589 0 54.14795 56.22277 63.3877 56.4358 61.52235 59.5399 64.85561 57.78624 112.8716 72.17867 28.3196 118.6634 84.50444 80.5295 96.20779 93.94147 111.9431 109.3439 79.64923 139.0557 75.896 138.2932 63.97656 85.27488 146.2635 101.1779 77.13138 121.1652 118.8697 86.28441 119.5533 91.16606 154.4021 95.03683 136.4734 191.1472 186.2307 145.8355 228.3128 139.4355 165.5174 168.3742 188.2817 175.6018 206.5962 229.0685 187.0428 219.9204 206.2062 235.5186 224.8777 241.4241 263.547 218.045 258.2421 218.2069 230.8463 220.6352 220.1641 243.403 221.0684 243.4831 222.3241 244.4995 226.2211 256.8151 257.5616 264.4277 259.4802 261.9656 260.3114 271.5364 281.7126 285.7709 285.7726 289.56 292.9846 295.0805 294.978 298.0554
80.399 54.14795 0 110.0045 117.0385 110.0409 115.0695 113.0708 118.1789 111.1362 58.85576 124.7436 74.95332 65.45991 36.06938 35.51056 145.8854 49.40648 161.7815 138.8699 46.69047 89.74687 115.7838 89.40358 60.37384 126.2873 97.80082 82.36669 93.54812 84.5281 160.6549 102.2008 87.59566 108.2 112.4455 112.8007 176.8191 144.4896 140.4995 187.2966 235.7935 176.7548 128.2809 139.5459 153.4731 209.9905 167.863 206.0821 220.1658 182.7813 175.0457 198.5875 246.5644 266.5026 233.1373 221.833 229.7063 223.2224 249.7078 222.7496 220.7402 267.2546 222.3539 266.9082 222.009 267.4023 231.0411 274.3028 243.7417 283.6794 245.7356 278.6575 247.455 253.5035 290.2998 296.5889 290.8367 293.9541 289.5583 290.4522 291.5476 290.0431
31.32092 56.22277 110.0045 0 7.28011 2 5.830952 4.242641 9.708244 4.609772 168.2409 18.83507 40.31129 173.1589 137.2953 132.2195 47.35509 144.3676 61.33718 93.59414 126.2894 190.3221 54.38113 189.2829 98.47842 57.6958 196.7435 135.7908 88.5226 165.0273 82.07923 94.66784 160.5241 96.6191 199.9225 98.4124 99.80982 239.1929 233.6269 106.5505 224.8773 107.0432 207.0193 203.1471 226.8149 143.9618 247.6792 255.5759 156.2626 259.2373 240.9191 274.2007 205.779 217.5231 295.5842 219.1543 288.7213 218.0166 214.6742 223.3219 224.4666 220.8438 224.5846 221.4159 227.4049 222.991 225.7366 240.917 274.2353 246.2214 276.0018 246.7326 275.9366 291.7276 274.5269 276.029 282.179 286.531 297.9413 301.1885 299.8683 307.4833
38.60052 63.3877 117.0385 7.28011 0 7 2.236068 4.123106 3.640055 6.5 175.1399 12.70276 46.17359 179.9028 143.8506 138.6542 41.42495 150.6154 54.81104 92.47713 132.1893 196.577 53.91799 195.5019 103.4456 55.90592 202.8817 140.3168 91.22637 170.4259 77.7946 96.83491 165.605 98.36793 205.4118 99.84989 95.27329 244.9372 239.2922 101.5185 224.0805 103.0983 211.9858 207.2956 231.3525 139.7784 252.4916 258.5081 152.1217 263.7973 244.9347 278.6485 202.9877 214.0365 299.1271 218.9786 292.077 217.6769 212.2357 223.3314 224.6803 217.5247 224.6959 218.1605 227.706 219.8045 225.322 238.4114 275.855 243.3927 277.5968 244.2949 277.4167 293.7516 273.0568 274.2207 281.1548 285.5679 297.9832 301.371 299.8966 308.0795
31.95309 56.4358 110.0409 2 7 0 5.09902 3.162278 8.732125 2.692582 168.1458 17.56018 39.56008 172.9393 136.9452 131.7953 45.87014 143.8402 60.05206 91.60164 125.5906 189.8012 52.40372 188.7432 97.41663 55.69685 196.1632 134.602 86.90368 164.128 80.23092 92.96236 159.5118 94.85383 199.0603 96.60745 97.9898 238.435 232.8361 104.8094 222.9007 105.1487 205.9733 201.8632 225.6391 142.088 246.5867 254.0237 154.3826 258.0698 239.6038 273.0018 203.7965 215.5789 294.1598 217.211 287.256 216.0631 212.6805 221.3914 222.5517 218.8881 222.6617 219.4561 225.4972 221.0271 223.7789 238.9247 272.472 244.2396 274.2353 244.7386 274.1551 290.0224 272.5307 274.0292 280.1946 284.5488 296.0152 299.2733 297.9413 305.6043
37 61.52235 115.0695 5.830952 2.236068 5.09902 0 2 3.905125 4.272002 173.104 13.15903 43.9659 177.8145 141.718 136.4991 41.84111 148.4318 55.59901 91.18373 129.9731 194.3926 52.42681 193.3132 101.2126 54.75831 200.6838 138.1021 89.181 168.1904 77.49194 94.86833 163.3707 96.46891 203.1773 98.0051 95.07891 242.7102 237.0621 101.5332 222.7372 102.6803 209.7546 205.1083 229.1397 139.4597 250.2659 256.4513 151.7893 261.5836 242.7591 276.4417 202.2004 213.4782 296.9983 217.4864 289.969 216.2227 211.341 221.7976 223.1014 216.9101 223.1395 217.5247 226.1084 219.1461 223.8861 237.5395 274.0018 242.6211 275.7481 243.403 275.5885 291.8304 271.8915 273.1483 279.8732 284.271 296.4473 299.8041 298.3639 306.4245
35.1141 59.5399 113.0708 4.242641 4.123106 3.162278 2 0 5.59017 2.5 171.1052 14.6 42.05948 175.8238 139.7426 134.5362 43.12248 146.4923 57.10736 90.9199 128.082 192.4539 51.96701 191.3792 99.47864 54.67911 198.7612 136.46 87.92753 166.3851 78.18568 93.74433 161.623 95.44763 201.3579 97.06184 95.85406 240.849 235.2138 102.4744 222.3942 103.263 208.0312 203.5493 227.5016 140.1178 248.5739 255.1638 152.4336 259.9423 241.2302 274.8236 202.4278 213.9165 295.574 216.9747 288.5862 215.7551 211.4639 221.2367 222.4865 217.297 222.5517 217.8922 225.4706 219.4926 223.439 237.6826 273.0293 242.86 274.7817 243.5262 274.6507 290.7594 271.737 273.0897 279.5943 283.9754 295.88 299.1998 297.8003 305.7123
40.67247 64.85561 118.1789 9.708244 3.640055 8.732125 3.905125 5.59017 0 7.071068 176.0348 9.295698 46.20877 180.5831 144.3234 139.0009 38.02079 150.7689 51.69623 89.19943 132.0464 196.7162 50.87114 195.6074 102.6511 52.52989 202.9095 139.2049 89.23284 169.8683 74.15693 94.60048 164.8279 95.96353 204.9055 97.32548 91.64742 244.616 238.9098 97.94003 220.8298 99.45853 211.1119 205.9278 230.2026 136.1406 251.506 256.5107 148.4832 262.6523 243.4815 277.4333 199.4072 210.406 297.4143 215.8819 290.2727 214.5379 208.6942 220.284 221.6901 213.9024 221.6766 214.542 224.7404 216.1903 222.1627 234.8601 273.3153 239.8067 275.0477 240.7514 274.8259 291.3627 269.6614 270.766 277.8475 282.2734 294.9343 298.3609 296.8438 305.1905
33.81198 57.78624 111.1362 4.609772 6.5 2.692582 4.272002 2.5 7.071068 0 169.0599 15.31698 39.70202 173.693 137.5364 132.2885 43.36867 144.1882 57.71048 89.20695 125.703 190.148 50.10441 189.0641 96.99613 53.1732 196.4262 133.9612 85.51316 163.9337 77.5387 91.39065 159.1454 93.15042 198.9152 94.81166 95.30084 238.4387 232.7923 102.1433 220.5878 102.4597 205.5462 201.051 225.0028 139.396 246.0818 252.7308 151.6913 257.4437 238.7347 272.3238 201.1871 212.914 293.0977 215.0256 286.121 213.8422 210.1101 219.2476 220.4552 216.2342 220.5414 216.8069 223.4217 218.3833 221.5429 236.3477 270.7513 241.6283 272.5073 242.1699 272.3936 288.4255 270.1004 271.546 277.8421 282.2078 293.8831 297.1738 295.8061 303.6054
