0 4.346135 43.29232 48 87.00144 132.5 186.4229 8.833333 182.0027 192.0026 144.0139 6.708204 47.09565 182.5336 140.572 155.7469 40.37635 127.0984 148.9542 159.5948 6.708204 132.1363 146.1925 190.0947 195.0923 8.602325 43.60492 161.6516 181.1353 60.53098 158.3546 189.191 191.1675 38.68462 49.81967 56.85607 153.2645 17.20465 10.19804 41.23106 124.4026 186.2686 11 46.48775 64.93843 89.6772 190.3182 19.20937 12.16553 114.6298 186.3867 48.76474 16.77051 34.0147 42.37924 51.92302 20.22993 166.6627 127.8828 16.03122 48.72827 185.6906 17.02939 20.94039 40.71855 114.4246 23.43488 36.35932 51.62364 21.09502 177.2484 186.1881 189.1692 165.469 181.4635 185.4319 159.8272 163.7681 175.6474 183.2826 28.44293 37.53665 159.4773 29.15476 182.3211 30.01666 32.06244 32.75668 160.228 166.1106 171.6258 196.8712 34.0147 194.0259 161.6741 164.3183 169.5435 50.24703 47.53946 191.3661 215.6836 231.4636 233.7734 150.841 192.0937 235.3296 202.408 234.079 237.9769 190.3733 184.0543 192.5669 98.11218 264.0076 184.6212 187.7372 188.8094 185.0649 186.7538 188.5802 187.7292 186.561 192.4188 296.7895 298.9666 298.0143 231.0887 235.3524 238.7321 239.8854 238.9545 242.6376 243.0021 309.0065 310.922 312.8466 311.1336 316.7223 316.355 319.3028 320.1562 316.7152 319.0317 335.5146 319.0063 322.1436 322.4159 341.5758 329.0061 333.9057 337.8062 337.3366 336.4402 341.474 338.4568 340.3087 344.5198 342.0526 344.6883 312.1955 343.4907 347.5809 342.9001 344.8028 346.0058 348.5008 350.2185 350.4112 351.602 346.5386 348.8624 341.1407 348.5111 351.4521 352.6145 348.1738 347.8505 350.1428 353.6382 346.4174 346.9654 353.2938 356.452 355.5784 300.0817 356.8028 356.3846 312.0401 319.3071 319.4527 320.6244
4.346135 0 38.94751 43.66794 82.66683 128.1671 182.0861 11.75325 177.6679 187.6679 139.6766 3.14466 42.74992 178.1948 136.2304 151.4053 36.03894 122.7554 144.6111 155.2527 5.821416 127.7924 141.8478 185.7531 190.7509 6.699917 39.28882 157.308 176.7924 56.19213 154.0095 184.8472 186.824 34.41011 45.49969 52.56864 148.9191 20.72572 9.944289 36.95342 120.0565 181.9237 11.51328 42.21637 60.61261 85.33594 185.9728 22.58072 13.27487 110.2855 182.0409 44.50718 18.84513 29.96479 38.1954 47.66783 17.46823 164.5523 123.5404 16.01735 44.56705 181.3447 17.49921 18.60257 36.67273 110.0934 24.42685 32.55081 47.48918 20.79797 172.9062 181.8449 184.8257 161.13 177.123 181.0908 155.4958 159.433 171.3093 178.9452 29.19855 34.5334 155.1533 29.58979 177.9903 30.14226 31.75252 31.77875 155.9163 161.7977 167.315 192.5447 33.83128 189.7073 157.3787 160.0335 165.2691 51.79455 49.04646 187.0772 211.3895 227.154 229.4622 146.6307 187.8161 231.0247 198.1394 229.7837 233.679 186.1529 179.8524 188.4203 100.0644 260.0466 185.499 188.7356 189.847 185.7971 187.547 189.3974 188.4696 187.2375 193.0645 293.2579 295.4306 294.5019 231.3804 235.7522 239.3893 240.3731 239.2164 243.2788 242.7253 306.136 308.0336 309.9407 308.28 313.7821 313.4444 316.3703 317.2048 313.8334 316.1357 332.6649 316.1359 319.2398 319.5333 338.4842 326.1358 330.9731 334.8421 334.3933 333.5389 338.5194 335.5462 337.3755 341.5619 339.1443 341.7634 309.7755 340.6009 344.6593 340.052 341.9384 343.1737 345.6567 347.3335 347.5863 348.7619 343.7817 346.074 338.4798 345.744 348.6578 349.7931 345.4281 345.1264 347.3868 350.8355 343.7313 344.3069 350.553 353.7262 352.8818 299.6785 354.3061 353.9146 311.6674 318.8133 318.9183 320.0503
43.29232 38.94751 0 5.298208 43.80654 89.29905 143.1783 48.76355 138.7754 148.775 100.7697 37.23721 3.832283 139.2743 97.29393 112.4681 4.541883 83.81248 105.6671 116.313 40.39985 88.84599 102.9003 146.8157 151.8141 38.51765 5.872439 118.3623 137.8491 17.70902 115.0624 145.9007 147.8788 9.19625 8.83578 16.27688 109.973 57.74541 41.9422 8.343229 81.1347 142.9763 44.09598 9.524735 22.51482 46.58732 147.0264 59.03188 46.25758 71.42986 143.0978 11.33722 52.29441 16.92045 12.13045 13.51046 32.98388 150.9823 84.72531 44.39501 14.89287 142.4289 46.60713 35.18022 15.9589 71.5122 52.49001 20.69359 17.36026 45.27006 134.0786 142.9962 145.971 122.3642 138.3257 142.2819 116.8601 120.7339 132.5562 140.2008 54.64707 31.50326 116.6342 53.38317 139.3496 52.18453 50.80954 46.84337 117.5801 123.4366 128.9768 153.9621 52.8 151.2388 119.2752 122.0729 127.4405 76.68179 74.07736 149.0157 173.2331 188.7845 191.0696 109.7346 149.9028 192.7129 160.3276 191.5969 195.4572 148.9778 142.93 152.1575 123.8731 225.6848 198.4296 202.5991 204.0117 197.5103 199.7325 201.7457 200.1961 198.4544 203.9031 263.3782 265.4949 264.8174 238.5364 243.78 249.5753 249.094 246.0014 253.2773 244.7226 282.9409 284.6482 286.368 285.2408 289.8442 289.8041 292.4943 293.1349 290.4791 292.6262 309.5266 292.882 295.6348 296.1389 312.9029 302.8269 307.0187 310.5536 310.3141 309.883 314.3075 311.7867 313.3824 317.3031 315.3905 317.8319 291.0119 317.0235 320.7467 316.8911 318.6063 320.1563 322.5073 323.7713 324.6178 325.6375 321.5039 323.4732 317.1738 323.3546 325.9869 326.8486 323.2515 323.1638 325.0984 328.0705 322.1507 322.9934 328.3993 331.705 331.151 299.8889 334.5213 334.3916 312.0431 318.0384 317.7768 318.5405
48 43.66794 5.298208 0 39.0032 84.5 138.4277 53.76642 134.0037 144.0035 96.02083 42.10701 3.162278 134.5455 92.60939 107.7827 9.708244 79.15807 101.0117 111.6356 45.39824 84.21401 98.28657 142.1267 147.1224 43.56604 9.663793 113.7157 133.1841 14.42221 110.4604 141.256 143.2236 14.1598 9.055385 15.11215 105.385 62.80127 47.07441 12.80625 76.65507 138.3618 49.24429 12.04621 19.41649 42.44997 142.4254 64.13267 51.41984 67.08204 138.5208 13.0384 57.4913 22.02272 16.12452 14.14214 38.27858 152.4509 80.41144 49.64877 17.15938 137.9311 51.86521 40.47839 20.24846 67.44627 57.7827 25.4951 19 50.56679 129.7112 138.6001 141.5662 118.0678 133.9888 137.9311 112.6797 116.4989 128.2653 135.9136 59.94164 36.23534 112.5389 58.66856 135.1481 57.45433 56.0357 52.00961 113.6002 119.435 124.9831 149.794 58.00862 147.1477 115.4231 118.2899 123.7134 81.91681 79.32213 145.1516 169.3027 184.7317 187.0027 106.4378 146.1095 188.6903 156.5714 187.6406 191.4811 145.4991 139.5564 149.0034 128.9729 223.0067 202.7141 206.9523 208.3867 201.6953 203.9534 205.9769 204.3777 202.5957 208.0024 261.725 263.8276 263.2043 242.2437 247.5639 253.5528 252.9368 249.6623 257.2334 247.8911 282.5544 284.2261 285.9108 284.8791 289.3182 289.3311 291.9765 292.5816 290.056 292.1733 309.1217 292.4739 295.1618 295.7026 312.0545 302.3987 306.4719 309.9435 309.7418 309.3865 313.7077 311.27 312.8226 316.6921 314.8714 317.2791 291.3589 316.5342 320.1945 316.4751 318.1588 319.7624 322.0882 323.2785 324.2283 325.2199 321.2367 323.1486 317.0757 323.0666 325.6479 326.4613 323 322.9489 324.8261 327.7133 322.0016 322.8885 328.1471 331.4725 330.9683 302.7887 334.6584 334.5714 314.9492 320.8068 320.5027 321.2227
87.00144 82.66683 43.80654 39.0032 0 45.50275 99.4249 92.5333 95.00132 105.0012 57.01973 81.03857 40.07805 95.54711 53.64932 68.81396 47.26521 40.25233 62.07746 72.67221 84.17987 45.33487 59.4138 103.1467 108.14 82.25722 44.82714 74.78302 94.22447 28.02231 71.59128 102.3132 104.2701 50.31153 38.93905 34.16798 66.5451 101.4458 85.52923 47.9505 38.20013 99.45476 87.63133 43.45911 25.28339 10.68878 103.5338 102.6462 89.7399 29.34706 99.66569 41.90764 95.60596 57.60425 48.90041 39.38591 75.50497 150.9936 42.54703 87.38564 44.50499 99.21819 89.53351 77.39024 52.65216 31.34087 94.74068 58.97669 43.16538 87.43712 91.33044 100.1212 103.0594 79.94529 95.68307 99.57535 75.00537 78.59548 90.11798 97.75096 96.02213 67.82514 75.20804 94.40471 97.26896 92.81298 90.64905 85.97819 76.76099 82.4387 87.97041 111.9732 92.29437 109.6111 79.15965 82.32405 87.95027 116.0093 113.6541 108.5415 132.2856 147.2041 149.4197 73.43194 109.8055 151.2597 120.3572 150.4568 154.2117 110.717 105.4004 115.9062 160.1132 191.7687 223.6118 228.4841 230.1223 221.6309 224.2081 226.3057 224.2432 222.0951 227.0248 236.2017 238.2 237.9165 257.1697 263.1353 270.8824 268.9986 264.0805 274.3233 257.9734 265.0854 266.5 267.9314 267.5569 270.8436 271.2144 273.5343 273.8964 272.2705 274.1678 291.3027 274.7694 276.995 277.7791 291.2666 284.4754 287.719 290.7426 290.7942 290.9489 294.5475 292.6828 293.9358 297.4365 296.2419 298.4062 278.9162 298.0919 301.3059 298.5268 299.9854 301.9391 304.0786 304.7659 306.4037 307.199 304.2618 305.7699 301.291 305.9367 308.1543 308.6361 306.1197 306.3189 307.7909 310.0827 305.8288 307.0134 311.2254 314.6621 314.5016 310.0004 320.3787 320.5905 322.1122 326.7587 326.1016 326.4495
132.5 128.1671 89.29905 84.5 45.50275 0 53.95698 137.9811 49.5101 59.5084 11.67262 126.5356 85.55262 50.12235 9.17878 23.70009 92.66337 7.433034 17.40051 27.55449 129.6389 6.020797 15.44345 57.8122 62.78734 127.692 90.0378 29.83287 49.00255 72.94004 27.07357 57.1358 59.04447 95.47382 83.98363 78.33212 22.38861 146.8409 130.8826 93.03897 13.1244 54.42656 132.9558 88.27435 69.37759 44.86925 58.54272 147.9873 135.0343 22.05108 54.82928 86.48266 140.8013 102.461 93.55346 83.67945 120.501 162.6462 15.97655 132.4698 88.48179 54.88397 134.578 122.2589 97.00129 26.53771 139.449 103.263 86.60976 132.1789 48.30373 56.54423 59.34012 38.422 52.77547 56.40257 35.70909 38.02959 47.94007 55.23812 140.322 111.0867 37.20551 138.5686 55.65294 136.8293 134.3661 129.5154 40.30199 44.70055 49.62094 70.03214 135.8243 68.50766 44.24082 47.84611 53.30338 158.9812 156.8 69.90887 91.79139 105.2742 107.3371 49.13502 71.87663 109.4819 82.12338 109.2211 112.7353 76.37572 72.95375 84.87196 200.4177 160.5498 254.2169 259.5698 261.3623 251.3966 254.211 256.3323 253.8868 251.4483 255.8246 212.6505 214.4464 214.6654 281.3774 287.8638 297.2024 294.1024 287.6421 300.3485 277.2567 251.9648 253.0044 254.0654 254.569 256.2504 257.088 258.9218 258.9522 258.558 260.1202 277.13 261.1058 262.6695 263.7579 273.1396 270.3077 272.3862 274.7531 275.1404 275.9678 278.5377 277.4694 278.3006 281.2445 280.9026 282.7035 271.9324 282.9643 285.528 284.0409 285.1758 287.5522 289.4073 289.4205 291.9319 292.4556 290.9386 291.8925 289.5656 292.3803 294.083 294.1228 292.8844 293.4046 294.3234 295.7977 293.5153 295.0614 297.8427 301.3623 301.6492 325.1926 310.2209 310.8074 337.0464 340.2988 339.2658 339.1994
186.4229 182.0861 143.1783 138.4277 99.4249 53.95698 0 191.769 4.589109 5.733943 42.40997 180.4106 139.411 4.097217 45.96309 30.86316 146.4447 59.47166 37.76017 27.10193 183.447 54.53661 40.74579 5.175634 9.364629 181.4707 143.6967 25.3537 7.183688 126.5388 29.03604 6.744756 7.34017 149.0844 137.5737 131.5725 34.07966 200.558 184.5709 146.6129 62.88565 7.738094 186.6133 141.7208 122.7198 97.79927 9.437156 201.6438 188.66 73.05954 9.735871 139.8212 194.3263 155.8509 146.878 136.9123 173.9128 187.8432 60.75709 185.9166 141.5109 13.7994 187.9869 175.5707 150.1332 75.07491 192.5739 156.3067 139.4162 185.3576 21.42568 18.78021 18.79473 29.85519 21.69554 20.86681 36.61566 32.6784 25.02119 23.74037 193.1304 163.4466 39.07412 191.2855 27.48497 189.4491 186.7898 181.8553 41.81633 38.5975 37.10791 32.13665 188.1041 34.28438 44.80225 45.9344 46.48525 210.6542 208.6246 42.72923 52.51216 60.28075 61.76176 63.05024 45.7291 64.49038 51.32097 65.59771 68.20401 56.98457 59.04594 69.12548 249.522 131.8597 293.7644 299.4793 301.3884 290.1991 293.185 295.2886 292.5239 289.8565 293.6146 192.2793 193.696 194.6147 314.1209 321.0018 331.774 327.5011 319.6036 334.5681 305.0767 243.728 244.2468 244.7911 246.3946 245.9554 247.3596 248.4977 248.0998 249.3017 250.3747 266.6121 251.8135 252.471 253.9085 257.6339 260.0323 260.5422 261.9802 262.7883 264.4539 265.6124 265.6063 265.867 267.9958 268.7646 270.0397 270.5566 271.0318 272.6781 272.8959 273.5806 276.4224 277.8568 277.0065 280.5593 280.7203 281.0561 281.2779 281.7392 282.1583 283.1558 282.6316 283.0537 283.9639 284.1553 284.5476 284.8284 286.7818 287.6776 291.2003 292.0437 347.6049 303.7412 304.7753 358.9432 360.6121 359.1874 358.6678
8.833333 11.75325 48.76355 53.76642 92.5333 137.9811 191.769 0 187.3982 197.3932 149.3859 12.00949 52.45787 187.8339 145.8226 160.9799 45.32708 132.3161 154.137 164.8074 8.36826 137.3041 151.3006 195.3029 200.3028 10.30022 48.1459 166.8 186.3 65.30667 163.4201 194.3053 196.3022 42.86912 54.33441 60.9073 158.3118 9.181201 7.867302 45.39487 129.3333 191.3225 6.600084 50.5099 69.41153 94.382 195.3396 10.88245 5.935299 119.402 191.3636 52.63549 8.232726 36.95621 45.82751 55.73294 20.14972 162.7273 132.5376 10.93135 51.92564 190.5096 10.8241 19.77611 43.45067 118.8042 15.81753 38.21118 54.61954 15.72984 181.8346 190.8094 193.8015 169.9573 185.9838 189.9694 164.1344 168.1548 180.0978 187.7073 20.93548 36.8279 163.6444 22.0536 186.5936 23.33298 25.98001 27.80218 164.204 170.0963 175.5763 201.0453 27.66034 198.0692 165.4393 167.9612 173.0714 41.72685 39.05587 195.0247 219.3815 235.3472 237.6787 153.8455 195.6303 239.149 205.8447 237.7788 241.7047 193.4031 186.9503 195.0742 89.34928 265.4363 176.431 179.4529 180.4961 176.995 178.6317 180.4375 179.6512 178.539 184.4217 296.4684 298.6596 297.6262 223.4164 227.5699 230.7093 232.0167 231.3101 234.6278 235.9725 306.7058 308.6671 310.6369 308.7877 314.6016 314.156 317.1603 318.064 314.44 316.7927 333.1466 316.7001 319.9236 320.1398 339.8599 326.6948 331.7564 335.7397 335.2146 334.2068 339.3805 336.2473 338.1583 342.4337 339.8353 342.5138 308.7991 341.2241 345.3965 340.5249 342.4692 343.5878 346.113 347.9364 347.973 349.2026 343.9292 346.3318 338.2966 345.9268 348.9351 350.1665 345.5359 345.1589 347.53 351.142 343.6323 344.1129 350.6415 353.7609 352.8156 293.1915 353.5627 353.0831 305.1072 312.5298 312.7294 313.9544
182.0027 177.6679 138.7754 134.0037 95.00132 49.5101 4.589109 187.3982 0 10 38.01316 176.0114 135.0148 2.54951 41.64733 26.6354 142.0713 55.14526 33.54143 22.94559 179.0698 50.24938 36.5821 9.433981 13.92839 177.1017 139.3511 21.36001 6.082763 122.2007 25.12315 10.25914 11.40175 144.7498 133.2404 127.2953 30.08322 196.2065 180.2249 142.2849 58.69412 9.848858 182.2745 137.4146 118.423 93.53609 12.80625 197.3069 184.3285 68.88396 11.7047 135.5323 190.0164 151.5586 142.5938 132.6386 169.6209 186.1943 56.75385 181.6205 137.269 15.29706 183.6981 171.2965 145.8801 71.06335 188.3344 152.0691 135.2036 181.1077 20.88061 20.22375 20.88061 27.65863 22.09072 22.09072 34.17683 30.4795 24.35159 24.5051 188.9391 159.3047 36.79674 187.1069 28.07134 185.2836 182.6499 177.7245 39.82462 37.15807 36.31634 34.64462 183.9837 36.33249 43.13351 44.5926 45.69464 206.6195 204.5703 44.18144 55.73181 64.21526 65.76473 61.07373 47.16991 68.45027 53.50514 69.42622 72.13876 58.00862 59.5399 70.06426 245.7987 134.6291 291.0155 296.7006 298.6001 287.517 290.4892 292.5961 289.859 287.2107 291.0292 194.5174 195.9694 196.8311 312.0144 318.8652 329.5148 325.346 317.5724 332.3432 303.4024 245.051 245.6145 246.2032 247.7171 247.455 248.8142 250.0125 249.6498 250.72 251.8358 268.1629 253.239 253.9734 255.384 259.5862 261.5531 262.1946 263.712 264.4863 266.0846 267.3621 267.2677 267.5762 269.7756 270.4533 271.7738 271.3466 272.7066 274.4312 274.5077 275.2308 278.0378 279.5091 278.7293 282.2003 282.3916 282.5739 282.8569 283.0866 283.7058 284.7632 284.2851 284.5699 285.4488 285.7009 286.1835 286.2516 288.1736 289.2274 292.7542 293.5524 346.4477 305.0037 306.0016 357.8407 359.6498 358.2583 357.7779
192.0026 187.6679 148.775 144.0035 105.0012 59.5084 5.733943 197.3932 10 0 48.01042 186.0108 145.0138 9.823441 51.6188 36.55285 152.0666 65.12296 43.45528 32.81006 189.0661 60.20797 46.45697 5.385165 5.830952 187.0962 149.3387 31.08456 12.52996 132.1855 34.76997 8.077747 7.071068 154.7336 143.2236 137.2523 39.81206 206.1965 190.213 152.2662 68.593 10.81665 192.2602 147.3865 128.39 103.4843 10.19804 207.2921 194.3116 78.77182 12.52996 145.4957 199.9906 161.524 152.5549 142.5938 179.5863 192.3109 66.4906 191.5881 147.2054 16.55295 193.6621 181.2526 155.8236 80.80842 198.2701 162.0031 145.1206 191.0497 25.6125 21.18962 20.39608 35 25.05993 23.4094 41.8496 37.80212 29.20616 26.65521 198.8416 169.1686 44.20407 197 30.46309 195.1666 192.5123 187.5793 46.75468 43.17471 41.19046 32.56148 193.8298 35.32775 49.50253 50.38353 50.47772 216.3877 214.3572 44.40721 51.43963 57.72001 59.03389 67.89698 47.38143 61.85014 51.91146 63.24555 65.60488 59.03389 61.68468 71.19691 255.2195 131.244 299.015 304.7478 306.6627 295.4082 298.4024 300.5037 297.7218 295.0424 298.7608 192.398 193.7627 194.7627 318.9248 325.8276 336.6898 332.3402 324.349 339.4584 309.5368 245.051 245.5127 246 247.7171 247.0506 248.5126 249.5721 249.1285 250.5005 251.5179 267.6318 253.002 253.5597 255.0314 258.1182 261.0939 261.4307 262.7622 263.6152 265.3696 266.3691 266.4808 266.6777 268.7109 269.6016 270.8154 272.5234 271.8864 273.4273 273.833 274.4668 277.3536 278.7388 277.7949 281.4551 281.5759 282.1135 282.2552 283.0159 283.1766 284.0952 283.5101 284.1127 285.0632 285.1754 285.4488 286.007 288 288.691 292.2071 293.1092 351.6049 305.1184 306.1976 362.8912 364.4283 362.9725 362.4155
