0 3.855912 66.16688 43.17471 8.872554 26.31962 16.93287 43.43642 9.211255 5.669117 101.3972 62.7911 13.45798 53.49195 13.14238 35.56293 24.75323 53.00367 15.57954 31.27743 14.83427 26.1672 167.0171 16.83416 18.52626 19.52918 18.83407 88.9071 31.26322 21.64614 21.38665 154.1797 172.1164 158.2889 34.17683 36.56121 180.3276 112.659 64.48299 35.37498 175.5507 103.2241 170.7208 35.29007 54.23457 115.2131 38.48882 50.57722 148.876 52.94546 164.4776 43.80322 76.45787 167.9863 162.2017 89.82236 165.9712 150.6322 48.3879 76.29202 163.6237 51.29707 51.33604 180.1945 200.0001 170.249 64.98248 72.68234 185.4581 179.7351 62.42373 70.20011 73.52135 161.852 88.19801 80.57329 86.73843 77.56753 181.3966 181.1649 173.1687 94.02511 117.6016 191.7952 90.15678 95.06869 119.1696 113.0253 123.7823 131.2801 119.6581 221.3373 227.3647 127.3946 233.6765 231.5602 138.4126 157.1774 145.568 228.4689 239.5853 245.7696 163.038 243.9291 161.887 161.6686 163.0237 241.2372 179.5106 178.7197 243.5188 258.4003 258.7149 195.2282 260.346 260.2205 264.4757 271.669 267.2915 265.523 277.323 211.7799 211.4034 205.4314 206.6351 211.6839 277.6906 276.4647 280.6485 229.4792 233.1814 288.8345 293.5973 288.0128 285.5461 242.6769 290.9262 282.4758 295.945 294.6762 300.7691 287.0171 289.9617 258.4661 295.4173 299.3808 297.9395 300.676 303.7456 297.0085 295.2099 297.0613 270.3465 301.7196 309.1646 266.2556 299.3563 271.0671 273.6032 272.4177 274.1825 310.3504 277.4732 313.8982 301.3006 326.8211 289.3455 290.7944 303.1579 291.8402 313.9226 296.2275 294.0825 295.2774 316.6176 297.0433 299.6744 301.3393 303.3723 320.6297 305.1176 306.0622 307.4953 310.2731 308.9165 310.9363 313.9236 313.387 313.0698 313.0965 337.5037 334.2176 332.5729 340.9034
3.855912 0 70.00045 47.01662 5.153882 30.17553 13.19327 47.29231 12.56234 7.280587 105.25 66.64505 16.37959 57.32419 13.28768 39.30092 28.29421 56.81604 18.00174 34.84739 15.76587 23.51728 170.8729 17.7077 19.84471 21.25 19.66119 92.73787 34.55521 23.00679 21.27352 158.0303 175.9689 162.139 36.98057 34.40294 184.1794 116.4777 68.13268 33.4972 179.4006 107.0131 172.7197 37.65053 57.57224 118.9814 40.15672 53.33913 152.678 51.01341 168.2864 45.16152 73.55823 171.7966 166.0062 86.73847 169.77 154.4071 49.88549 73.5939 167.4084 52.73578 50.69085 183.9947 203.8113 174.0289 63.17881 70.48448 189.2447 183.5145 61.06196 68.2097 71.41472 165.584 85.73688 78.43827 84.37602 75.65753 185.1393 184.8961 176.8758 91.87253 114.8817 195.4842 88.69161 93.69665 117.2735 111.5866 121.8075 129.1281 118.0511 224.9118 230.9417 125.754 237.1541 235.0283 137.1206 155.2854 144.2698 231.8277 242.977 249.1684 161.4623 247.3066 160.3981 160.3794 161.6742 244.5507 177.9651 177.5079 246.6456 261.6163 261.8894 193.9718 263.4365 263.2519 267.5193 274.76 270.3221 268.5253 280.4123 210.5245 210.2024 204.535 205.7852 210.8461 280.5567 279.3037 283.4966 228.8101 232.3506 291.636 296.4213 290.7567 288.2582 241.69 293.664 285.1005 298.7102 297.398 303.5162 289.4863 292.4245 257.6598 297.7888 301.8283 300.3458 303.0974 306.1594 299.3101 297.4682 299.2784 269.8515 303.9812 311.5334 266.1805 301.4221 271.144 273.4987 272.6097 274.4323 312.5165 277.6555 316.0452 303.1577 329.1543 290.6954 290.6003 304.7771 292.7269 315.7698 296.0052 294.2824 296.0947 318.3607 297.6282 300.5363 301.1927 304.3034 322.3338 305.723 306.3545 308.1859 310.2307 309.4456 311.6971 314.8016 314.2054 313.6584 313.3793 339.3185 335.9145 334.2208 342.6672
66.16688 70.00045 0 23.02173 75.00667 40.11234 83.02409 23.5372 59.57873 66.25728 35.69314 9.848858 58.88365 18.43909 70.21396 35.4683 46.84015 20.51828 60.63827 42.02909 67.68309 88.45903 101.4347 68.15424 66.14 63.89053 68.68042 28.64001 46.51881 66.09463 74.04053 89.56004 107.2007 93.68031 52.47857 94.92102 115.447 51.31277 29.12044 92.34717 110.8603 44.57017 155.6214 57.98276 40.22437 56.72742 66.28725 53.15073 87.23531 107.3222 102.2179 71.40028 136.4524 105.603 100.1798 150.8675 104.1512 90.21086 71.58911 134.656 102.4744 73.59348 95.52487 118.1059 137.2334 109.1788 116.7262 127.0472 123.879 118.5327 110.6391 122.9837 127.0118 102.9029 143.8419 133.7236 141.5574 128.8914 121.5936 121.7949 114.8564 146.3728 174.5029 133.7012 135.7899 139.2013 167.2872 156.3394 172.5341 181.6707 164.4536 166.2603 172.1046 172.1046 181.1077 179.2938 178.2134 203.4945 185.0276 179.2122 189.2069 195.0768 205.1828 193.8298 202.9704 200.1724 202.2523 192.8523 220.6218 215.4252 199.7298 212.0849 213.4034 231.8987 217.0166 218.2888 222.1576 228.0789 225.211 224.1456 233.6579 247.881 246.757 236.6812 237.1708 241.8595 239.1401 238.5498 242.4345 256.5619 262.5386 251.4776 255.6443 251.9402 250.2209 274.0456 254.9216 249.1154 259.2359 258.9401 264.3577 256.8506 259.8588 286.7508 267.0806 269.378 268.8239 271.1844 274.3447 270.0704 269.1997 271.84 293.5958 275.4868 280.5726 283.0194 277.111 285.2438 290.6303 284.6753 285.44 285.8479 289.7482 289.6981 283.0989 298.6001 281.0218 308.8122 289.4564 291.7602 295.6095 314.568 305.6281 296.3191 300.2416 302.0497 299.8216 318.352 302.2085 304.9065 309.5707 315.7847 310.4271 325.4059 314.5823 312.57 313.439 313.957 317.624 322.8157 319.3118 318.341 317.657 323.6221
43.17471 47.01662 23.02173 0 52 17.11724 60.00833 4 36.6282 43.27079 58.30952 20.61553 36.23313 14.21267 47.53946 15.6205 25.05993 15.26434 38.27532 21.70509 45.22168 65.73431 124.0363 45.88028 44.11916 42.04759 46.61545 47.46841 26.87006 44.50281 52 111.6109 129.4372 115.7325 34.05877 72.8011 137.6735 71.30919 30.88689 70.38466 132.9812 62.853 156.9903 39.69887 32 75.17978 48.16638 40.80441 107.7033 86.12813 123.0711 54.03702 114.4825 126.5306 120.9049 128.7517 124.791 110.0727 55.47071 113.01 122.7721 57.98276 76.05919 138.928 158.433 129.4681 96.25487 106.1744 144.4715 138.9244 90.80198 102.3963 106.3297 122.1188 122.8678 113.2078 120.7497 108.7244 141.3259 141.3223 133.8432 126.1943 153.4414 152.6892 117.1114 120.9669 148.3947 138.5929 153.5252 162.306 146.4138 184.0448 189.9947 154.1752 197.8737 195.9215 161.722 185.3969 168.7105 194.5585 205.0811 211.1116 188.2817 209.6092 186.3572 184.2851 186.172 207.9086 204.1372 200.2049 212.9272 226.3846 227.2994 216.8156 230.1265 230.8419 234.8872 241.3504 237.8613 236.5085 246.9858 233.0772 232.1745 223.2935 224.0089 228.8449 250.4596 249.6157 253.6385 244.6262 249.921 262.3909 266.8108 262.3545 260.3354 260.862 265.3243 258.4618 269.9338 269.2582 274.9636 265.0118 268.0123 274.6125 274.601 277.5437 276.6493 279.1648 282.3066 277.0776 275.8523 278.2104 283.1157 282.257 288.2586 274.6088 282.3978 277.7085 282.1772 277.7805 278.8871 292.0223 282.8781 295.7786 286.9233 306.2287 281.2512 300.1283 291.6728 289.1401 299.5413 305.8055 299.0929 293.3343 303.4881 297.7247 297.1683 310.0484 300.0267 307.9383 305.4767 309.9193 306.8632 317.7625 310.0968 309.4673 311.0788 311.2314 313.5363 316.9858 323.311 321.4918 320.4559 327.3076
8.872554 5.153882 75.00667 52 0 35.0571 8.062258 52.15362 16.60196 10.21573 110.1635 71.44928 19.70774 61.98387 13.41641 43.68066 32.31099 61.39218 20.61553 38.87301 16.64332 19.20937 175.7299 18.35756 20.94039 22.80351 20.12461 97.37171 38.07887 24.01041 20.39608 162.779 180.7374 166.8832 39.69887 30.52868 188.9391 121.0496 72.23573 29.96665 184.1413 111.4742 173.8234 39.69887 61.05735 123.3694 41.18252 55.86591 157.1751 47.2799 172.8077 45.69464 68.80589 176.3236 170.511 81.8352 174.2524 158.8081 50.56679 69.0163 171.84 53.31041 48.50773 188.4808 208.3387 178.4433 59.5399 66.4003 193.6801 187.9255 57.93962 64.3506 67.42403 169.8499 81.36646 74.4043 80.10306 71.86793 189.4334 189.156 181.069 87.80091 110.2554 199.6246 85.36914 90.47099 113.4416 108.2589 117.8898 125.025 114.5295 228.763 234.7978 122.1884 240.7862 238.6404 133.9328 151.4332 141.0693 235.2127 246.427 252.6321 157.943 250.7269 156.9745 157.1782 158.4045 247.8427 174.4706 174.3846 249.5796 264.7149 264.9094 190.7905 266.2997 266.0075 270.2961 277.622 273.0751 271.2273 283.2702 207.3379 207.0773 201.7622 203.0665 208.1394 283.0159 281.7162 285.9239 226.2963 229.6443 293.9813 298.8043 293.0038 290.4522 238.7991 295.9003 287.1489 300.9921 299.6064 305.7663 291.2786 294.2057 254.9745 299.4223 303.5828 302.0345 304.8098 307.8587 300.8322 298.9222 300.6676 267.5341 305.439 313.1597 264.3823 302.5764 269.5366 271.6616 271.1494 273.0458 313.8232 276.1811 317.3216 303.9951 330.7204 290.7959 288.6468 305.2622 292.1815 316.5896 294.0153 292.8263 295.4539 319.0251 296.6749 299.955 299.2958 303.8157 322.9396 304.795 305.0148 307.3711 308.4623 308.4153 310.9759 314.2388 313.5618 312.7059 312.0256 340.0853 336.5071 334.7417 343.3573
26.31962 30.17553 40.11234 17.11724 35.0571 0 43.01163 17.11724 19.52242 26.15392 75.10659 36.49658 19.50657 27.51363 30.67572 12.20656 11.18034 27.313 21.9545 12.70608 28.63564 48.76474 140.6983 29.52965 28.15138 26.40076 30.52868 62.84306 17.11724 29.12902 35.8469 127.9062 145.8252 132.0189 24.5153 56.36488 154.0422 86.68333 40.60788 54.12024 149.2816 77.54031 158.9253 29.41088 34.48188 89.69392 37.16181 37.33631 123.0163 70.49389 138.5514 43.46263 98.03188 142.0458 136.3121 112.1606 140.127 125 46.17359 96.83104 137.8985 49.0408 62.28965 154.3308 174.0402 144.5579 81.21576 90.6973 159.7028 154.0422 76.41989 87.20092 91.02198 136.565 107.2217 98.0051 105.2545 93.8616 156 155.8621 148.0709 111.2115 137.6308 166.8203 103.5031 107.7126 134.3801 125.6065 139.3879 147.8386 133.124 197.227 203.2265 140.9291 210.2974 208.2577 149.6162 171.8633 156.7021 206.0146 216.8554 222.9733 175.6958 221.2984 174.0115 172.5341 174.2556 219.1004 191.815 188.9047 222.7936 236.9662 237.5921 205.548 239.8511 240.1687 244.3215 251.1434 247.2266 245.6751 256.7976 221.964 221.2374 213.3284 214.2172 219.1461 258.8223 257.8003 261.9055 235.6968 240.4423 270.4145 275 270.0189 267.7919 250.9064 272.9689 265.3724 277.7737 276.8267 282.7189 271.0374 274.0197 265.4148 280.1215 283.5216 282.3833 285.0018 288.118 282.2145 280.7356 282.8781 275.159 287.2003 293.8469 268.2629 286.256 272.0165 275.7698 272.5748 273.9361 296.4928 277.6707 300.1666 289.6895 311.713 281.3827 293.4825 293.2337 287.1115 302.3376 299.0819 294.0786 291.0155 305.7646 294.3824 295.083 303.6593 298.2834 310.0403 302.2797 305.3735 304.0592 311.8493 306.5893 307 309.1618 309.0405 310.316 312.4436 326.0751 323.6356 322.343 329.8276
16.93287 13.19327 83.02409 60.00833 8.062258 43.01163 0 60.07495 24.12727 17.42683 118.1059 79.30952 26.60108 69.72087 17.80449 51.1957 39.56008 69.05071 26.83282 46.07361 21.40093 14.56022 183.6137 22.67157 25.54408 27.80288 24.04163 105.0536 44.77723 28.29311 22.47221 170.5579 188.5338 174.6568 45.48626 26.24881 196.7257 128.6546 79.37884 26.4764 191.9088 118.9643 176.7574 44.68781 67.53518 130.7708 44.82187 61.22091 164.6845 42.86477 180.34 48.54894 61.99395 183.8614 178.0253 74.63243 181.7404 166.2077 53.53504 62.60391 179.2707 56.0803 47.01064 195.9694 215.8703 185.8521 55.15433 61.05735 201.1094 195.3279 54.57105 59.48109 62.26556 177.0875 75.35582 69.11584 74.30007 67.08204 196.6977 196.3797 188.2153 82.37718 103.64 206.7003 81.39466 86.64872 108.4066 104.1777 112.681 119.4456 110.0727 235.4666 241.5057 117.6308 247.2023 245.0311 130.0346 146.2908 137.1333 241.3048 252.601 258.822 153.4047 256.8599 152.6106 153.2123 154.3146 253.805 169.9559 170.5315 255.0549 270.4089 270.4958 186.8154 271.6699 271.2287 275.5449 282.9859 278.2894 276.3716 288.6261 203.3372 203.1846 198.4868 199.8825 204.9707 287.8142 286.4489 290.6759 223.439 226.4564 298.6135 303.4881 297.4966 294.8703 235.2871 300.3764 291.3597 305.5311 304.0411 310.258 295.1173 298.0268 251.8035 303.0253 307.3605 305.7169 308.5255 311.5542 304.2713 302.2623 303.9112 264.9764 308.7815 316.746 262.688 305.4709 268.1511 269.8981 270.0019 272.0165 316.9385 275.0073 320.3904 306.4148 334.211 292.1014 286.681 307.1482 292.4808 318.9765 291.9863 291.6714 295.6011 321.176 296.3258 300.1933 297.4172 304.1989 325 304.4815 304.0411 307.2361 306.7898 307.9367 310.9871 314.498 313.6941 312.3492 311.0257 342.3814 338.541 336.6675 345.5362
43.43642 47.29231 23.5372 4 52.15362 17.11724 60.07495 0 36.27155 43.00807 58.03447 19.41649 35.36407 11.40175 46.69047 12.80625 23.4094 12.04159 37.10795 19.22961 44.14748 64.93843 123.584 44.64303 42.69075 40.49691 45.22168 46.01358 24.20744 42.80771 50.59644 110.8197 128.7245 114.9348 31.1127 71.47027 136.9452 69.89278 27.45906 68.94926 132.1968 61.07782 153.054 36.76955 28 73.34848 45.25483 37 106.2826 84.30533 121.7477 50.9902 113.0763 125.2278 119.5408 127.4402 123.3906 108.462 52.20153 111.4237 121.2642 54.6443 73.60027 137.5682 157.191 127.9453 94.15413 104.2353 143.0245 137.4191 88.48164 100.3444 104.3168 120.3038 120.9814 111.1396 118.796 106.5317 139.6173 139.5564 131.947 124.0202 151.6056 150.7647 114.5037 118.2582 145.8664 135.794 151.0298 159.9101 143.6837 181.8035 187.7711 151.4265 195.4124 193.4354 158.701 182.7019 165.664 191.8463 202.4506 208.5051 185.3483 206.9589 183.3712 181.1767 183.0956 205.139 201.1368 197.0025 209.8809 223.486 224.3413 213.6001 227.0585 227.7016 231.7671 238.2981 234.7296 233.3415 243.9385 229.8282 228.8952 219.8636 220.5538 225.3752 247.1639 246.2925 250.3288 241.0519 246.4153 259.0463 263.4919 258.958 256.9095 257.4199 261.9256 254.9637 266.5638 265.8496 271.5824 261.4101 264.4092 271.0646 270.9472 273.9389 273.018 275.5449 278.6844 273.3862 272.1369 274.4759 279.4253 278.548 284.6138 270.7804 278.5974 273.8357 278.3523 273.8795 274.9727 288.2724 278.9767 292.0223 283.0495 302.5756 277.2693 296.3191 287.7377 285.1421 295.6704 302.0017 295.18 289.3389 299.5881 293.7482 293.1706 306.2189 296.027 304.0296 301.4963 305.9837 302.8746 313.8997 306.1242 305.4734 307.0798 307.2344 309.5561 313.0495 319.4401 317.5862 316.5375 323.4227
9.211255 12.56234 59.57873 36.6282 16.60196 19.52242 24.12727 36.27155 0 6.762848 94.25298 55.3184 4.727938 45.61387 11.85854 27.10397 15.76785 44.92355 7.754031 22.3324 11.05102 29.41301 159.6124 12.6935 12.9663 12.86954 14.42654 80.92666 22.05958 15.59247 18.85802 146.4552 164.4403 150.5511 25.17191 37.92921 172.6257 104.5377 55.67428 36.05031 167.7994 94.90061 162.3629 26.78852 45.05136 106.7737 31.04231 41.55869 140.6116 53.22606 156.255 36.81881 79.28193 159.7737 153.9501 93.18865 157.6812 142.2133 41.0868 78.46735 155.2518 44.06387 48.42649 171.9102 191.7867 161.8506 64.71572 73.40385 177.0921 171.3319 61.05018 70.37134 73.97719 153.2518 89.55236 81.04088 87.81016 77.44111 172.8327 172.559 164.4859 94.44112 119.6082 183.0591 88.75508 93.39767 118.7439 111.4254 123.5541 131.5223 118.4615 212.3691 218.4001 126.2562 224.5921 222.4671 136.3511 156.6226 143.5015 219.3014 230.4357 236.6244 161.6311 234.7714 160.2596 159.5404 161.0423 232.0509 177.9933 176.3679 234.3088 249.1919 249.5038 192.9589 251.1398 251.0251 255.2775 262.4626 258.0962 256.335 268.1168 209.4854 208.9764 202.2885 203.383 208.3978 268.5528 267.3399 271.5191 225.7911 229.8557 279.7287 284.4796 278.9397 276.4925 239.7042 281.8566 273.4815 286.8591 285.6162 291.6935 278.145 281.0949 255.062 286.6314 290.5265 289.1216 291.8444 294.9205 288.2891 286.5338 288.427 266.2407 293.0395 300.38 261.2712 290.8859 265.7755 268.6738 266.9 268.5528 301.7683 271.9717 305.3361 293.0787 318.0686 281.8246 286.0387 295.2476 285.0555 305.7109 291.5272 288.5383 288.6089 308.5387 290.7811 292.9285 296.4804 296.5091 312.6014 298.8154 300.3359 301.0417 305.1985 302.7501 304.3594 307.1459 306.7102 306.7949 307.3851 329.3291 326.1965 324.6177 332.7937
5.669117 7.280587 66.25728 43.27079 10.21573 26.15392 17.42683 43.00807 6.762848 0 101.0067 62.08082 9.49935 52.36438 7.769241 33.76923 22.18921 51.64973 10.75614 28.7349 9.166667 23.33155 166.3752 11.16667 12.91102 14.08407 13.16667 87.65241 27.86924 16.05286 15.96959 153.2037 171.192 157.2981 29.81657 32.7571 179.3749 111.2311 62.09155 31.23077 174.5442 101.5416 165.5086 30.3704 50.86283 113.3683 33.05089 46.13416 147.2606 48.724 162.9142 38.24083 73.57725 166.4353 160.601 87.28131 164.3197 148.8076 42.88 73.04869 161.8622 45.76783 46.03652 178.5489 198.4449 168.4499 60.56975 68.70974 183.7018 177.928 57.59654 65.98001 69.43122 159.7572 84.54995 76.50073 82.95196 73.23725 179.3545 179.0578 170.9387 89.94829 114.3137 189.4713 85.36676 90.19439 114.7651 108.1898 119.46 127.1591 114.9653 218.5491 224.5841 122.7275 230.5805 228.4373 133.4442 152.7428 140.6012 225.0593 236.2561 242.4579 158.2931 240.564 157.067 156.6887 158.0897 237.7198 174.7332 173.6779 239.6178 254.6711 254.9033 190.2149 256.378 256.1504 260.426 267.7014 263.2199 261.4044 273.3521 206.7624 206.3469 200.1808 201.358 206.3994 273.3631 272.0987 276.2952 224.1057 227.8904 284.4164 289.2099 283.5184 281.0113 237.475 286.424 277.8351 291.4783 290.1535 296.2786 282.2061 285.1441 253.1594 290.5101 294.5477 293.0657 295.817 298.8791 292.0371 290.2006 292.0172 264.8925 296.7132 304.2549 260.6646 294.1944 265.4431 268.0193 266.7746 268.5319 305.265 271.8315 308.7977 296 321.8784 283.8079 285.2345 297.7298 286.1935 308.6163 290.6757 288.438 289.6222 311.2524 291.3744 294.0244 295.7657 297.732 315.2439 299.449 300.4064 301.83 304.6731 303.2475 305.2759 308.2759 307.7321 307.401 307.4416 332.1787 328.8283 327.159 335.5497
