0 22.09072 23.76973 122.3315 42.05948 44.01136 138.9829 140.9113 41.14608 30 142.1443 144.1284 156.6118 143.5444 151.4629 72.42237 69.58807 125.1319 75.27284 77.83315 124.952 86.00581 66.30092 69.21849 84.38009 92.33851 157.6642 151.1688 163.9817 136.565 134.6143 132.8495 237.7415 261.727 219.4732 221.6867 222.036 278.7562 223.9464 229.039 240.1151 244.2335 257.4218 258.4956 275.0782 317.5925 319.8535 310.2467 319.0611
22.09072 0 45.17743 144.17 21.09502 23.60085 160.6557 162.6038 21.93171 48.70318 163.7834 165.7739 161.0647 165.0969 173.0462 51.07837 90.10272 146.5128 95.80188 56.79789 146.154 65.36819 48.81406 52.0999 65.29931 72.97123 177.7245 170.4699 182.0604 125.3555 124.2779 123.0813 255.0392 277.6058 211.3776 214.0023 214.56 292.077 216.5179 222.0502 233.6355 237.8949 249.5957 253.3377 268.9907 325.8665 328.0553 316.3179 325.7484
23.76973 45.17743 0 99.04544 63.3877 64.77654 115.4784 117.4266 61.18823 12.04159 118.6086 120.5985 147.1501 119.9417 127.8828 93.38094 45.96194 101.4347 51.62364 98.27004 101.2028 105.7733 83.28453 85.70298 102.3181 110.4147 134.0783 127.9414 141.4814 144.4611 141.6051 139.2695 215.6015 240.566 222.559 224.29 224.4037 259.6151 226.241 230.7928 241.1976 245.1224 259.8557 257.9632 275.4433 302.8696 305.1905 297.6743 305.8513
122.3315 144.17 99.04544 0 162.0494 163.1502 17.6706 19.31321 159.2545 98.4124 21.0238 22.84732 167.9868 23.32381 30.46309 191.4419 58.33095 14.03567 53.45091 195.829 18 202.5488 177.8843 179.609 197.1319 205.1131 54.12024 58.69412 79.83107 218.6801 214.0327 210.6229 146.4855 178.4657 277.2084 277.3157 276.6821 211.4001 278.1528 280.6439 288.1046 291.1099 309.9952 298.203 317.7058 278.3523 280.8492 284.7034 289.1107
42.05948 21.09502 63.3877 162.0494 0 3.162278 178.0344 180.025 5.830952 64.19502 181.069 183.0683 158.4991 182.1757 190.1683 30.36445 106.0212 163.3065 111.6468 35.8469 162.6038 44.29447 29.6279 33.09683 44.55334 52.06342 192.1067 183.807 193.6931 109.3846 109.0413 108.3421 265.2433 285.9545 197.0343 199.97 200.6913 297.392 202.6746 208.5265 220.4547 224.8044 235.2552 241.1327 255.9473 325.6563 327.7625 313.949 323.946
44.01136 23.60085 64.77654 163.1502 3.162278 0 179.0007 181 4.472136 65.03076 182.011 184.0109 156.3453 183.0683 191.0654 28.63564 106.7638 164.1493 112.361 33.83785 163.3707 42.04759 26.50118 29.96331 41.7732 49.38218 192.4188 183.9266 193.4968 106.2309 105.9056 105.2236 264.7565 285.1596 193.9136 196.8604 197.588 296.1419 199.572 205.4365 217.3785 221.7318 232.1314 238.1029 252.8735 323.6819 325.7779 311.7339 321.7903
138.9829 160.6557 115.4784 17.6706 178.0344 179.0007 0 2.061553 175.0064 114.0099 3.354102 5.220153 170.7713 6.020797 12.81601 207.0731 72.83715 16.34778 67.53703 211.2611 19.13766 217.7045 192.628 194.1892 211.7929 219.6995 41.48795 49.54039 70.50709 229.197 224.3062 220.7651 132.3981 165.1764 283.4982 283.313 282.5531 200.1731 283.9406 286.0329 292.8785 295.6844 315.121 301.6658 321.3289 270.5074 273.0073 278.8337 282.5212
140.9113 162.6038 117.4266 19.31321 180.025 181 2.061553 0 177.0113 116.0172 2.236068 3.605551 172.3819 5.385165 11.18034 209.0861 74.87657 18.38478 69.58448 213.2838 21.09502 219.7385 194.6736 196.2386 213.8411 221.7494 41.59327 50.15974 71.00704 231.2099 226.3117 222.7667 132.0038 164.9151 285.3147 285.1123 284.3449 200.2424 285.7271 287.7946 294.5997 297.392 316.8627 303.2952 322.9675 271.0295 273.5292 279.5943 283.196
41.14608 21.93171 61.18823 159.2545 5.830952 4.472136 175.0064 177.0113 0 61 178 180 152.6751 179.0251 187.0241 32.24903 102.6475 160.0781 108.2266 37.10795 159.2545 44.94441 26.95019 30.29521 43.60046 51.42179 188.0877 179.5355 189.0423 105.3613 104.7855 103.9423 260.2845 280.7134 192.6149 195.4738 196.1556 291.8219 198.1338 203.9135 215.7703 220.1022 230.8528 236.2562 251.2469 319.8281 321.9336 308.1331 318.121
30 48.70318 12.04159 98.4124 64.19502 65.03076 114.0099 116.0172 61 0 117 119 135.1086 118.0381 126.0357 93.08598 41.86287 99.12618 47.51842 97.41663 98.4124 104.2353 80.18611 82.22895 99.45853 107.5286 129.0349 121.8524 134.1119 135.9485 132.7742 130.2498 207.7619 231.7952 212.2039 213.806 213.8598 249.5696 215.6757 220.0883 230.3236 234.2008 249.2749 246.7387 264.3785 291.3846 293.6941 285.8479 294.1088
