0 40.94203 65.32419 144.0802 33.32041 126.3616 36.78655 73.22739 79.94529 86.9612 50.55937 123.6649 132.9746 137.7216 136.7891 139.9509 138.4061 96.92394 143.782 154.9911 113.0139 127.7247 193.1075 168.8764 222.5653 237.4495 241.56 262.6904 255.6291 262.1569 257.4825 265.5772 274.7276 262.1607 262.639 281.1001 284.0356 283.9952 273.0792 272.8026 278.4713 289.2339 291.4348 292.6811 295.8433 296.7798 298.0541 298.9937 287.0649 303.7437 305.0234 302.0153 292.5068 292.5615 295.5271 295.5068 297.3151 297.5105 300.1021 307.4496 311.5305 307.8543
40.94203 0 24.5051 152.2353 13.50926 165.9714 15.81139 33.32417 39.65476 125.5886 30.41381 161.5031 92.96505 97.5833 96.91491 100.0625 98.65343 62.92297 105.5391 190.3694 80.91285 93.26045 224.0273 139.773 198.9298 256.2665 221.5006 240.2301 238.1355 243.3978 243.4184 248.6815 254.6419 247.7751 248.8152 261.3436 263.4246 264.1685 257.6141 257.7023 263.1207 301.7159 272.2499 276.9594 280.0902 280.6466 282.2384 282.8012 286.5353 287.3125 289.3035 309.5004 289.0752 288.5697 292.9002 292.0488 297.1473 290.9403 299.4704 312.8266 316.2317 299.5104
65.32419 24.5051 0 164.6099 35.90265 190.3786 35.75612 15.81139 19.20937 149.8566 41.7193 185.5243 70.83078 75.17978 74.94665 78.03204 76.8505 50.93722 85.70298 213.6001 69.35937 78.32135 245.5285 128.316 190.5631 272.2811 215.3787 232.1573 233.5658 237.8949 241.0747 244.387 248.0907 245.1653 246.5614 254.951 256.4157 257.6985 254.1742 254.5034 259.696 314.2388 266.1438 273.1465 276.2264 276.5249 278.3128 278.6198 292.0428 282.9311 285.3769 319.3133 292.8566 292.0223 297.1229 295.7871 302.7689 292.8144 304.8032 321.4592 324.4642 300.2166
144.0802 152.2353 164.6099 0 139.9416 154.9467 136.5592 155.7691 160.3534 130.1438 123.6943 136.1633 184.4645 188.7122 185.4473 187.5206 185.2892 139.0905 176.8605 132.7961 135.4904 149.2235 128.2355 143.8443 153.6499 112.3624 153.9867 179.9043 156.2364 165.9657 146.8456 162.5871 181.161 151.8136 150.5506 185.4412 190.965 188.1751 164.5176 163.1687 168.8784 149.734 192.4429 182.5711 185.4932 187.4642 187.6622 189.6264 146.0759 194.6122 193.6679 158.348 154.925 155.8008 156.7548 157.8615 155.7873 164.8556 158.963 163.3707 167.4721 178.0814
33.32041 13.50926 35.90265 139.9416 0 155.0516 4.743416 40.60788 47.51842 114.2804 22.19234 149.7005 100 104.8094 103.7401 106.9018 105.3043 64.22461 110.4627 177.7751 81.08466 95.07956 210.7374 138.6001 195.4439 243.0226 216.6679 236.3726 232.422 238.1449 236.5798 242.788 249.9 241.0498 241.9142 256.4937 258.8977 259.3501 251.2618 251.231 256.7431 289.1522 267.2125 270.7323 273.8795 274.5633 276.0525 276.7418 276.2028 281.3414 283.0989 297.6743 279.4065 279.034 283.0495 282.3916 286.7543 282.0536 289.1816 301.3652 304.8967 291.1099
126.3616 165.9714 190.3786 154.9467 155.0516 0 156.5008 195.0231 202.0223 41.19466 161.4512 19.78004 252.1448 257.1225 255.431 258.5208 256.6437 207.8831 257.9554 50.28916 218.5667 235.4504 100.7286 260.9464 295.5306 184.0027 303.2886 328.5498 309.0129 318.2106 301.4249 316.2546 333.1081 306.4148 305.3039 338 343.0058 340.8262 319.0525 317.805 323.5583 249.4514 345.8475 337.3796 340.3307 342.2426 342.5113 344.4198 288.5706 349.4138 348.58 276.8483 302.0017 303.7054 302.2747 304.7261 296.4675 315.6489 300.3282 288.3123 294.0493 330.0576
36.78655 15.81139 35.75612 136.5592 4.743416 156.5008 0 38.58108 45.56863 115.553 17.46425 150.5797 97.37813 102.2375 101.0371 104.1945 102.5402 60.26027 107.1751 177.9565 76.85195 91.10776 209.9744 134.1063 190.7421 240.5255 211.9257 231.6517 227.6851 233.402 231.889 238.0557 245.1581 236.3525 237.2277 251.7509 254.1584 254.6075 246.5461 246.5208 252.0288 285.9624 262.469 266.0122 269.1589 269.8379 271.331 272.0156 272.0414 276.6125 278.3783 294.0519 275.0864 274.6862 278.7696 278.0692 282.6102 277.5883 285.0096 297.5811 301.0623 286.5737
73.22739 33.32417 15.81139 155.7691 40.60788 195.0231 38.58108 0 7 154.0032 37.42325 188.6379 59.80803 64.51356 63.69458 66.85058 65.39113 35.13688 72.42237 214.7673 53.54801 62.8827 243.9247 112.5389 174.7765 265.3243 199.7448 216.3724 218.1124 222.3151 226.0022 228.9651 232.3984 230.0348 231.5005 239.2697 240.6844 242.0093 238.8818 239.253 244.4013 304.8213 250.4845 257.777 260.8467 261.1053 262.922 263.19 279.2293 267.4696 269.9815 308.3845 279.4011 278.4547 283.8168 282.3119 289.981 278.7387 291.899 309.9452 312.7571 285.7971
79.94529 39.65476 19.20937 160.3534 47.51842 202.0223 45.56863 7 0 161.0031 43.96021 195.6151 53.31041 57.93962 57.27128 60.41523 59.03389 33.89985 66.8431 221.6168 51.77569 59.4298 250.4102 110.0545 173.0861 270.4848 198.7083 214.6672 217.5178 221.4159 226.0796 228.4294 231.145 230.0196 231.5912 238.0525 239.2697 240.7623 238.5886 239.0335 244.1004 309.0065 249.3361 257.3286 260.3767 260.5552 262.429 262.6176 281.5138 266.8277 269.4754 311.8269 281.1868 280.1464 285.7219 284.0792 292.2773 279.9665 294.1088 313.0575 315.7531 286.6653
86.9612 125.5886 149.8566 130.1438 114.2804 41.19466 115.553 154.0032 161.0031 0 120.2601 36.96282 210.9502 215.9282 214.2382 217.3292 215.4553 166.8556 216.9101 71.21798 177.9533 194.7674 116.5172 222.3016 260.6536 184.3909 270.8967 295.574 278.6252 287.3273 273.2215 286.6252 301.8775 278.2175 277.4896 307.1758 311.7563 310.0524 290.6243 289.6015 295.42 246.3757 315.7095 309.5351 312.5796 314.269 314.7968 316.4838 272.125 321.4794 321.1744 269.0465 283.3655 284.605 284.4802 286.2254 280.927 294.7003 284.5242 278.6485 283.9331 308.1769
