0 147.3982 147.1041 145.0618 143.8055 101.1178 103.5973 92.28486 90.78834 87.99007 92.12372 82.99371 136.4706 160.2861 157.8526
147.3982 0 2.828427 3 3.605551 80.05623 81.22192 90.04999 92.08692 93.72566 94.52116 97.37517 271.2093 255.3312 257.7456
147.1041 2.828427 0 2.236068 4.123106 78.00641 79.1012 88.14193 90.19978 91.89396 92.58645 95.63593 270.1157 253.4443 255.9299
145.0618 3 2.236068 0 2 77.05842 78.23043 87.05171 89.08984 90.73313 91.52186 94.39443 268.4297 252.3351 254.7564
143.8055 3.605551 4.123106 2 0 77.16217 78.40918 87.00575 89.02247 90.61181 91.5 94.18558 267.6798 252.24 254.5941
101.1178 80.05623 78.00641 77.05842 77.16217 0 3.162278 11.6619 13.89244 16.50757 15.33786 21.74679 200.8295 175.7299 178.5454
103.5973 81.22192 79.1012 78.23043 78.40918 3.162278 0 12.72792 14.86607 17.67767 15.69235 23.07513 201.5602 175.0343 177.9966
92.28486 90.04999 88.14193 87.05171 87.00575 11.6619 12.72792 0 2.236068 4.949747 4.609772 10.36265 189.1679 165.3028 167.8744
90.78834 92.08692 90.19978 89.08984 89.02247 13.89244 14.86607 2.236068 0 2.915476 3.201562 8.343583 186.9398 163.2483 165.7774
87.99007 93.72566 91.89396 90.73313 90.61181 16.50757 17.67767 4.949747 2.915476 0 4.609772 5.438467 184.3611 161.6308 164.036
92.12372 94.52116 92.58645 91.52186 91.5 15.33786 15.69235 4.609772 3.201562 4.609772 0 9.132571 185.8743 160.8765 163.5203
82.99371 97.37517 95.63593 94.39443 94.18558 21.74679 23.07513 10.36265 8.343583 5.438467 9.132571 0 179.3313 158.2454 160.4294
136.4706 271.2093 270.1157 268.4297 267.6798 200.8295 201.5602 189.1679 186.9398 184.3611 185.8743 179.3313 0 88.56918 80.01128
160.2861 255.3312 253.4443 252.3351 252.24 175.7299 175.0343 165.3028 163.2483 161.6308 160.8765 158.2454 88.56918 0 8.858455
157.8526 257.7456 255.9299 254.7564 254.5941 178.5454 177.9966 167.8744 165.7774 164.036 163.5203 160.4294 80.01128 8.858455 0
