0 132.7075 30.04164 148.9765 131.045 74.43118 72.62767 69.24774 67.89698 101.1781 128.4561 91.83681 167.367 167.8946 161.7189 162.3399 172.1119 172.0029 174.8131 170.4846 170.2856 175.8694 211.2007 142.8742 178.0028 212.1627 196.6977 208.7382 207.7751 208.8947 211.4025 213.0692 223.9029 215.8634 223.7778 234.6327 233.5411 231.225 244.5938 237.6414 247.4773 286.7752 267.2031 274.4321 275.0018
132.7075 0 121.2589 39.94378 84.3135 101.1951 104.5624 121.2949 127.3798 72.78679 205.8449 93.28753 74.67962 69.07502 68.74616 71.21873 91.23115 92.77759 94.97483 93.94134 98.2038 103.9137 177.4109 214.3597 122.2169 138.8513 252.048 260.4712 256.2837 205.5608 216.2975 259.0507 265.1108 261.8801 227.126 291.2471 268.1676 268.3238 258.7795 269.0146 272.8562 241.4271 277.3019 295.841 283.1329
30.04164 121.2589 0 130.1557 104.3661 45.52472 43.32372 39.32239 38.52921 76.16101 108.2544 63.67496 144.0809 145.5846 138.8686 139.1483 146.823 146.5009 149.2502 144.7152 143.9778 149.2924 181.2775 121.6492 149.7414 184.6036 173.4719 185.088 183.5211 179.239 182.1876 188.4887 198.7536 191.3439 194.5986 212.4265 207.5859 205.5833 216.461 211.3109 220.5414 256.8394 238.9436 247.3591 246.6465
148.9765 39.94378 130.1557 0 57.0991 97.00515 100.6716 117.5681 124.0645 61.29437 195.1986 82.8734 34.80386 29.1946 29.06888 31.64253 51.90857 53.60037 55.60238 55.10898 59.84311 65.17711 141.1138 201.2349 85.09407 99.0202 231.931 238.9752 234.1292 173.7356 185.6856 236.1112 240.6974 238.8242 195.686 269.8157 242.0235 242.7694 228.3828 242.0691 244.4034 202.3116 245.5024 265.8364 250.7987
131.045 84.3135 104.3661 57.0991 0 60.20951 63.32914 77.06691 83.11092 31.14277 142.7558 41.66295 47.12243 52.18332 44.50201 43.3232 43.68555 42.98553 45.58356 40.83124 39.63919 44.94404 97.91664 147.0829 49.65915 81.41552 174.9759 181.8874 177.0303 121.3731 131.9868 179.0405 183.8192 181.7634 142.8428 212.7214 185.6147 186.1708 174.504 185.976 189.0983 169.1653 193.0251 211.6498 198.9399
74.43118 101.1951 45.52472 97.00515 60.20951 0 3.666667 20.71835 27.16616 36.34556 105.0064 18.60108 103.4963 106.3359 99.0404 98.82434 103.6364 103.0776 105.729 101.0198 99.73838 104.7667 137.7624 114.5242 104.2353 139.3018 157.8924 167.9445 164.8894 141.7833 147.149 168.8091 177.1974 171.7236 159.5152 197.7941 183.5223 182.4637 185.2835 186.0612 193.2589 213.251 206.9628 219.1734 214.2195
72.62767 104.5624 43.32372 100.6716 63.32914 3.666667 0 17.09857 23.5254 39.98055 101.8628 21.66667 106.9687 109.8807 102.5627 102.3183 106.8532 106.2596 108.8925 104.1591 102.7709 107.7232 139.0041 111.6026 106.6635 141.9311 155.6196 165.8076 162.8607 141.779 146.793 166.872 175.4328 169.7874 159.1873 195.5256 181.992 180.8455 184.4962 184.6468 192.0567 214.551 206.2982 218.0973 213.6167
69.24774 121.2949 39.32239 117.5681 77.06691 20.71835 17.09857 0 6.5 56.53539 86.16928 36.39025 122.265 125.6213 118.1747 117.7561 120.7363 119.9635 122.4872 117.6531 115.7316 120.2725 143.0831 96.77991 116.6544 152.6606 143.3954 154.1378 151.6781 139.997 143.3328 156.0777 165.3685 158.9851 155.7647 183.1973 172.9476 171.4125 178.8097 176.1118 184.4485 218.4931 201.0794 210.965 208.6534
67.89698 127.3798 38.52921 124.0645 83.11092 27.16616 23.5254 6.5 0 63.03174 80.97664 42.75512 128.5659 132.0012 124.5351 124.0857 126.7379 125.9246 128.4197 123.5678 121.5211 125.9526 146.1743 92.08746 121.6594 157.8005 139.9428 150.9275 148.7027 141.0032 143.6792 153.2726 162.8759 156.1698 156.0842 179.6232 170.8925 169.1892 178.1621 174.2721 182.9891 221.382 200.5766 209.6592 208.2402
101.1781 72.78679 76.16101 61.29437 31.14277 36.34556 39.98055 56.53539 63.03174 0 135.3958 21.84033 68.20007 70.41924 63.32456 63.35811 70.99648 70.83784 73.64187 69.31089 69.2979 75.05146 125.5205 142.7311 80.62258 112.3299 179.3014 187.8949 183.86 141.9501 150.5673 186.8382 193.4319 189.6945 162.2874 218.6104 197.3941 197.2004 191.9264 198.7707 203.7891 198.6681 212.0169 228.0789 218.5521
128.4561 205.8449 108.2544 195.1986 142.7558 105.0064 101.8628 86.16928 80.97664 135.3958 0 113.6515 189.3376 194.8837 187.2218 185.9087 181.0343 179.518 181.2666 176.5139 172.462 174.6113 155.8699 15.14174 160.5946 194.7297 70.28253 82.81315 83.292 125.1942 119.1317 89.26832 101.386 91.78035 129.0877 106.5052 113.5197 110.098 136.4317 119.0149 131.2716 220.467 158.4765 157.6854 166.597
91.83681 93.28753 63.67496 82.8734 41.66295 18.60108 21.66667 36.39025 42.75512 21.84033 113.6515 0 85.9029 89.24612 81.78631 81.37106 85.20857 84.59905 87.22743 82.49242 81.14475 86.16683 122.9199 121.3125 86.21485 120.9339 159.8124 168.94 165.2468 131.8696 138.795 168.5897 175.9134 171.4789 150.9377 199.4355 180.8759 180.3136 178.7442 182.7643 188.7882 197.9949 199.7192 213.9276 206.6495
167.367 74.67962 144.0809 34.80386 47.12243 103.4963 106.9687 122.265 128.5659 68.20007 189.3376 85.9029 0 7.843526 6.445473 5.046839 18.24063 20.23138 21.64435 22.55353 28.0637 32.23355 109.9107 192.86 54.15731 64.21666 216.0953 221.6702 216.2673 147.0488 160.09 217.4459 220.5107 219.9994 169.0479 252.0992 220.1111 221.4287 202.3937 219.363 220.1738 167.9046 217.9387 239.8651 222.6641
167.8946 69.07502 145.5846 29.1946 52.18332 106.3359 109.8807 125.6213 132.0012 70.41924 194.8837 89.24612 7.843526 0 7.69042 9.141902 25.90642 27.94242 29.16597 30.35782 35.89427 39.92608 117.6524 198.8095 61.97622 70.4599 223.0914 228.8368 223.4888 154.8696 167.8762 224.7507 227.9614 227.3219 176.8723 259.3311 227.7036 228.9775 210.2056 227.012 227.9152 174.7337 225.7817 247.6819 230.5065
