0 56.89583 40.88099 45.88902 37.88905 20.91842 18.92154 61.92488 45.93742 50.01941 21.1193 19.14338 5.155603 48.16087 41.2071 10.18653 10.46408 128.0864 37.56805 43.09192 38.02079 27.71685 116.013 25.10472 24.20336 33.53779 138.2089 143.3067 144.7274 172.8631 40.95081 162.3553 47.47774 53.92108 60.52614 66.27256 64.78037 66.62017 68.76306 104.8948 92.84748 94.1339 118.7557 121.4591 123.7557 134.7732 139.1304 143.4015 202.6007 200.8824 202.8778 156.1848 200.8295 203.1221 205.6925 178.4528 177.2742 179.0491 180.8597 182.6798 180.7308 181.7224 184.1794 186.8917 186.5103 186.6557 190.9022 191.5396 192.5212 193.8473 196.5 196.0609 200.3883 229.2326 234.3062 235.5614 277.7431 278.6051 281.7618 322.7003 285.1719 330.9864 317.1243 318.1606
56.89583 0 16.57864 11.04536 19.0263 36.05551 38.0526 5.830952 11.40175 8.321658 36.22154 38.20995 61.13101 10.81665 17.08801 62.25287 65.43126 71.44928 21.54066 18.60108 27.20294 72.12252 60.44005 50.53712 64.07808 54.70039 83.9345 88.95504 90.62009 159.9581 61.66441 108.7419 57.48913 79.35287 106.6607 114.0888 95.95963 99.24717 102.9417 149.8933 131.1865 133.3135 160 162.9003 164.8059 174.9171 179.0311 182.9346 160.7762 160.0476 161.6679 196.9391 160.7047 164.0979 167.3036 213.2985 210.44 211.9457 214.014 216.0856 211.3824 213.6937 216.1903 219.8056 217.0005 218.1857 223.4961 222.349 223.9761 222.7896 227.7016 225.7 229.6105 259.0174 254.693 255.1872 299.1872 299.234 302.3723 297.1548 290.5116 314.6585 322.5523 325.065
40.88099 16.57864 0 5.873523 4.076263 19.97126 21.96317 21.13607 5.193155 9.138543 19.8827 21.88267 44.88251 7.42599 2.120913 45.73778 49.01604 87.2149 5.6593 7.204862 13.46995 55.76254 75.2695 34.63632 47.80012 39.85521 97.94641 103.0287 104.5496 158.123 47.58087 122.4319 45.22719 65.54657 90.57625 97.88791 81.73944 84.86753 88.39 134.2054 116.3664 118.3795 144.9252 147.8093 149.7884 160.1023 164.2778 168.2637 169.2373 168.1046 169.8853 182.1127 168.4815 171.4603 174.4374 199.643 197.1099 198.6776 200.7027 202.7321 198.5783 200.6245 203.1245 206.569 204.2582 205.2295 210.3413 209.5638 211.0615 210.4076 214.8565 213.1805 217.1989 246.5969 244.4231 245.1037 288.8245 289.0692 292.2217 300.2589 284.266 314.8417 316.3937 318.5129
45.88902 11.04536 5.873523 0 8 25.01999 27.01851 16.12452 2 5.315073 25.17936 27.16616 50.08992 5.385165 7.071068 51.24102 54.3898 82.29824 11.40175 10.77033 18.60108 61.61385 70.83078 40.49691 53.66563 45.54264 93.92018 98.9798 100.5684 160.1529 53.10838 118.5763 50.24938 71.04084 96.44947 103.7557 87.34558 90.50967 94.06912 140.0643 122.1061 124.139 150.7116 153.5985 155.5667 165.8493 170.0151 173.9872 167.5858 166.6081 168.3285 187.8643 167.0928 170.2323 173.2989 205.1713 202.566 204.1201 206.1553 208.1946 203.913 206.0218 208.5216 212.0059 209.5795 210.6015 215.7603 214.8965 216.425 215.6431 220.2045 218.4502 222.4433 251.8492 249.1154 249.7449 293.5524 293.7431 296.8922 300.6742 287.7933 316.2847 319.9031 322.1432
37.88905 19.0263 4.076263 8 0 17.02939 19.0263 24.08319 8.246211 12.5 17.26268 19.23538 42.10701 11.18034 5.830952 43.38814 46.45697 90.27181 7.071068 10.77033 15.29706 54.44508 78.64477 34.05877 46.64762 40.05389 101.5332 106.6068 108.1573 161.4856 48.13003 126.0941 46.61545 66.09574 89.52374 96.69152 82.00762 85.04117 88.45903 133.4541 116.2206 118.163 144.5891 147.4602 149.4824 159.9062 164.1131 168.1415 173.3119 172.1809 173.9612 181.8928 172.5572 175.5325 178.5063 199.9981 197.6082 199.2009 201.2064 203.2166 199.29 201.2287 203.7284 207.1002 204.99 205.8762 210.904 210.2753 211.721 211.2722 215.5412 213.9918 218.0482 247.4268 245.9644 246.6992 290.3188 290.6217 293.7771 304.1135 286.7909 318.4023 318.9263 320.9614
20.91842 36.05551 19.97126 25.01999 17.02939 0 2 41.01219 25.01999 29.10756 2 2.828427 25.07987 27.29469 20.39608 26.67245 29.51694 107.1681 17.08801 22.84732 19.79899 39.63427 95.18929 22.84732 32.52691 31.14403 117.6308 122.7233 124.1934 164.613 39.90614 141.9535 42.0119 56.97328 74.90327 81.68384 71.44403 74.09453 77.10383 119.3315 103.8808 105.5959 131.5295 134.3521 136.4881 147.187 151.4699 155.6087 185.3996 183.9599 185.8561 169.0355 184.1141 186.7432 189.5165 188.8445 186.9358 188.6081 190.5413 192.4812 189.3476 190.9057 193.3966 196.5108 195.1006 195.686 200.4108 200.2985 201.5584 201.8395 205.4556 204.3588 208.5402 237.7772 239.0701 240.0302 283.1342 283.6776 286.8397 311.1029 284.3959 322.5678 316.5122 318.1057
18.92154 38.0526 21.96317 27.01851 19.0263 2 0 43.01163 27.01851 31.10064 2.828427 2 23.08679 29.27456 22.36068 24.7718 27.55449 109.165 18.97367 24.69818 21.26029 38.09036 97.16481 22.13594 31.14482 30.66751 119.5701 124.6635 126.1269 165.2047 39.42715 143.8703 42.0119 56.25314 73.32462 80.03905 70.47163 73.06162 76.00658 117.7964 102.6087 104.2905 130.1384 132.953 135.1037 145.8355 150.127 154.2792 186.9465 185.4757 187.3833 167.6574 185.6071 188.1999 190.9516 187.6866 185.8413 187.5233 189.4466 191.3766 188.3468 189.8552 192.3441 195.4239 194.1045 194.651 199.3351 199.2895 200.525 200.8997 204.4309 203.3925 207.5885 236.7995 238.4376 239.4254 282.4553 283.0283 286.1905 312.0785 284.2974 323.2244 316.4048 317.9454
61.92488 5.830952 21.13607 16.12452 24.08319 41.01219 43.01163 0 16 12.09339 41.01219 43.01163 66.00758 14.31782 21.2132 66.81216 70.14449 66.18912 25.4951 21.54066 29.96665 75.79897 54.81788 53.85165 67.6757 57.2518 78.18568 83.21658 84.8646 156.6702 63.70636 102.9677 58.69412 81.09178 109.9113 117.4617 97.84299 101.2126 105 152.6892 133.3437 135.5452 162.2899 165.1984 167.0479 177.0028 181.0694 184.9123 155.2192 154.5453 156.1426 199.01 155.2417 158.6946 161.9336 214.6095 211.568 213.0376 215.1279 217.2211 212.2228 214.6742 217.1664 220.8721 217.8024 219.1004 224.5139 223.1683 224.8628 223.3986 228.5476 226.3769 230.2281 259.6151 254.2764 254.689 298.7792 298.739 301.8692 292.4739 288.4874 310.6638 320.4778 323.1288
45.93742 11.40175 5.193155 2 8.246211 25.01999 27.01851 16 0 4.272002 25.01999 27.01851 50.01 3.605551 5.830952 50.92781 54.18718 82.1523 10.29563 8.944272 17.02939 60.80694 70.40597 39.44617 52.80152 44.20557 93.30059 98.37174 99.92998 158.1735 51.63816 117.886 48.54894 69.53826 95.50131 102.8652 85.9142 89.10668 92.69844 138.9748 120.7941 122.8515 149.459 152.3499 154.3017 164.5418 168.6954 172.6516 166.1716 165.1552 166.8907 186.561 165.614 168.7163 171.7629 203.6695 201.0199 202.566 204.6069 206.6519 202.303 204.4431 206.9426 210.4483 207.9629 209.0096 214.1927 213.285 214.8285 213.9882 218.6001 216.8098 220.7918 250.1999 247.2903 247.9082 291.7345 291.9127 295.061 298.8595 285.8129 314.3501 317.9214 320.1691
50.01941 8.321658 9.138543 5.315073 12.5 29.10756 31.10064 12.09339 4.272002 0 29.00431 31.00403 54.00231 2.5 9.124144 54.72155 58.07753 78.07849 13.46291 10.30776 18.90106 63.9738 66.19101 42.26405 55.89499 46.39279 89.03511 94.10765 95.66217 156.1577 53.4439 113.6145 49.60091 71.20023 98.39334 105.8513 87.75249 91.01786 94.69028 141.5742 122.9097 125.025 151.7012 154.6003 156.5128 166.6471 170.7692 174.6842 162.2845 161.3196 163.0345 188.6697 161.8155 164.975 168.0543 205.2364 202.4506 203.9712 206.0297 208.0919 203.5221 205.7675 208.2655 211.8402 209.1576 210.2885 215.551 214.4962 216.0906 215.0441 219.8346 217.918 221.8586 251.2693 247.601 248.1577 292.0758 292.1887 295.3324 295.8281 284.918 311.901 317.0035 319.3595
