0 137.6269 11.6619 64.13267 103.9471 112.7874 110.1435 88.52683 103.379 109.252 107.4244 162.2621 137.9928 158.1139 136.8539 159.2388 133.6001 149.2649 169.4771 189.5257 198.2171 211.0213 231.4584 218.8356 221.2374 224.8399 223.8057 226.5502 244.8265 231.2055 249.4674 233.5226 234.1816 251.3859 249.7174 240.6346 255.2489 259.9423 266.9232 267.944 259.4167 265.3846 267.7984 274.6962 285.3507 287.5639 285.2718 285.6309 287.1794 289.7909 296.115 283.0071 300.3282 288.3678 286.3425 295.9278 300.0404 299.5517 300.6726 302.5314 304.0263
137.6269 0 131.813 141.685 159.2649 159.9658 157.6353 146.4229 139.8684 135.1129 133.6778 181.2589 158.6169 175.9254 147.6086 157.0213 119.2694 134.8288 133.836 138.6762 120.0149 144.8674 147.2876 125.9061 123.6274 126.7078 124.9044 127.5792 153.7928 129.4656 156.7325 128.9045 130.5781 155.7522 151.9254 137.779 159.2036 155.3044 164.3715 161.716 139.3607 146.362 149.4916 159.1242 173.9937 176.8672 160.9532 160.7031 162.627 165.5773 175.8684 149.1818 179.8572 155.5472 149.3184 162.9517 167.0586 164.2499 165.9482 167.1718 166.5263
11.6619 131.813 0 73.24616 93.34345 101.9657 99.2794 97.16481 91.97232 97.6934 95.85406 170.2616 145.4991 165.9397 143.5444 165.605 122.0041 154.3503 173.5007 192.8523 187.4086 213.5462 220.6015 208.3963 210.9834 214.581 213.5907 216.3169 234.1367 221.0701 238.8179 223.5169 224.1183 240.8434 239.2769 230.4886 255.7655 259.6498 266.9082 267.5556 250.2419 256.0957 266.0301 273.3093 284.5294 286.8327 282.7932 283.0636 284.6753 287.349 294.2608 275.3779 298.4644 284.4011 281.0267 291.9439 296.0646 294.953 296.2499 297.9182 298.3287
64.13267 141.685 73.24616 0 166.012 174.1838 171.4159 24.69818 161.9671 166.1114 164.1493 98.79271 75.66373 94.93682 76.83749 99.63935 183.0956 94.64143 118.2899 140.46 234.2669 164.6481 267.088 250.4596 251.0239 254.5584 253.1482 255.9766 278.2894 259.5862 282.3916 260.6613 261.8167 283.1499 280.492 268.8345 216.6679 225.1422 230.5667 233.3859 278.7867 285.5066 240.2769 244.9837 252.4797 254.1889 261.0153 261.8435 263.0076 265.2127 268.2557 290.193 272.4151 272.3105 278.3469 279.7575 283.7133 286.8697 286.9233 289.8556 297.901
103.9471 159.2649 93.34345 166.012 0 10 8.402381 189.1296 21.51249 30.14963 30.41381 260.2307 234.6252 255.5484 230.6339 251.2688 66.1211 236.2393 250.8077 266.5427 144.1284 282.8162 172.6963 169.8529 175.4109 178.5497 178.404 180.5436 188.5126 186.4537 193.6104 190.7493 190.3786 197.489 197.8849 194.8333 312.9297 311.9311 320.5448 318.9248 227.1079 231.0022 308.7021 318.1525 332.5327 335.3148 319.8203 319.4527 321.4358 324.4263 335.1036 268.6931 339.0723 310.3369 296.0963 317.3677 321.3522 315.3034 317.9701 318.0035 309.11
112.7874 159.9658 101.9657 174.1838 10 0 2.863564 197.0025 20.09744 26.40076 27.29469 267.4696 241.7457 262.7185 237.3942 257.7208 60.13319 242.1673 256.0283 271.2066 137.3645 286.8327 165.1303 163.2483 169.0473 172.1046 172.0465 174.1034 181.0331 180.0694 186.1317 184.5083 184.0435 190.1558 190.7348 188.2658 315.3173 313.7467 322.4795 320.601 221.5085 225.1799 309.4334 319.0815 333.7574 336.5828 319.864 319.4276 321.4421 324.453 335.5013 264.439 339.426 309.22 293.9064 316.1586 320.1082 313.5638 316.3621 316.2218 306.4001
110.1435 157.6353 99.2794 171.4159 8.402381 2.863564 0 194.2004 17.83287 24.79516 25.52646 264.6224 238.8941 259.8684 234.5332 254.8572 59.41212 239.3098 253.1974 268.4094 136.9993 284.0873 165.1091 162.8281 168.5372 171.6258 171.5348 173.6232 180.9762 179.5695 186.0753 183.9563 183.526 190.0367 190.5385 187.8366 312.7536 311.2619 319.9781 318.1371 220.7374 224.4856 307.1189 316.7346 331.3635 334.1823 317.6722 317.2485 319.2573 322.2647 333.2464 263.2524 337.1792 307.2569 292.1815 314.2156 318.173 311.7368 314.506 314.4046 304.8022
88.52683 146.4229 97.16481 24.69818 189.1296 197.0025 194.2004 0 183.8756 187.4166 185.4319 74.09453 51.31277 70.26379 53.75872 76.38063 201.8167 74.30343 99.07825 121.7415 247.6792 146.7004 279.9321 262.0687 261.9637 265.4242 263.8977 266.7171 290.2223 269.8981 294.0833 270.5066 271.8272 294.4088 291.418 278.9588 201.3082 211.2652 215.956 219.4926 285.5241 292.438 229.2182 232.9485 239.0397 240.5203 251 252.0079 253 255.0107 256.6797 292.1815 260.7681 265.4524 274.607 272.7549 276.5976 281.1641 280.7935 284.1149 294.6405
103.379 139.8684 91.97232 161.9671 21.51249 20.09744 17.83287 183.8756 0 9.609745 9.262138 252.7071 226.8075 247.829 221.8008 241.5683 46.25567 225.2651 238.2211 252.8092 124.5049 267.877 154.1513 149.9589 155.2454 158.4618 158.2264 160.4466 169.7722 166.288 174.855 170.4363 170.1568 178.4931 178.6186 174.8455 295.4739 293.7477 302.5056 300.5744 206.2445 210.2912 289.3378 298.9845 313.6732 316.502 299.8395 299.4157 301.4244 304.4319 315.4283 247.2519 319.3578 289.5437 274.8137 296.5234 300.4892 294.1963 296.9227 296.8786 287.6874
109.252 135.1129 97.6934 166.1114 30.14963 26.40076 24.79516 187.4166 9.609745 0 2 255.0314 229.0546 250.072 223.5733 242.86 36.67424 225.938 237.98 251.873 114.9348 266.1766 144.5441 140.4315 145.7738 148.9732 148.7582 150.9603 160.1624 156.8184 165.2453 161.0056 160.7016 168.8872 169.025 165.339 292.0274 289.7482 298.6101 296.4355 197.0406 201.01 284.3449 294.1598 309.1035 311.9695 294.2448 293.7635 295.7972 298.8201 310.1249 238.6734 314.0143 283.0194 267.507 289.9263 293.8643 287.2059 290.0276 289.8573 280.0286
