0 3.092329 71.00704 2 32.59601 21.70829 9.848858 88.45903 83.48653 72.18033 112.2197 87.76246 33.30165 73.05477 159.3384 58.59181 63.07139 71.77221 79.12016 88.70316 61.09419 95.81753 79.11542 88.132 93.04837 62.2776 167.4873 70.40064 80.06248 110.4943 113.2961 152.1266 119.0126 168.8846 93.74433 120.7477 166.1114 136.2094 187.9628 196.8807 193.458 195.041 205.5164 149.3549 208.8061 164.9848 173.5396 192.0052 242.7118 198.2978 267.4061 287.3713 273.4685 277.2638 253.671 303.9001 301.2192 300.0417 298.8729 293.4438 284.1848 287.7933 300.5096 303.4881 269.5366 272.8553 274.3574 276.4634 325.7192 328.8176 288.3401 295.244 295.2965 299.366 298.4125 302.2929 301.5294 304.6851 303.0413 305.5765 307.8831
3.092329 0 74.00042 3.25 29.55186 18.63632 12.43232 91.3732 86.39481 75.00708 115.0829 90.56248 35.15057 69.97544 159.6632 55.58833 60.04217 68.71181 76.04974 85.62162 58.11035 98.44573 76.0596 85.06064 95.60367 59.35329 170.2779 67.44488 77.05882 107.427 110.2251 154.7793 115.9766 171.5257 90.83811 117.7309 168.5647 133.3794 190.158 199.0831 195.6376 197.1917 207.6092 146.9012 210.788 162.8268 171.5067 190.1028 244.2162 196.4028 268.6021 288.6483 274.5151 278.3384 251.7371 305.1152 302.4005 301.2077 300.0234 294.5188 285.0738 288.601 301.4748 304.4808 268.1624 271.426 273.4713 275.5568 326.5847 329.6772 287.7526 293.8649 295.0179 297.9858 298.1393 302.2318 301.2616 304.2697 302.3559 304.5399 306.8201
71.00704 74.00042 0 71.00704 103.5109 92.52162 62.07254 18.78829 14.42221 12 42.89814 22.2991 50.56679 141.8767 150.2439 125.7179 130.6139 139.9366 147.4924 157.4206 127.7204 35.22783 146.9906 156.4041 35.77709 127.7047 98.68131 136.0781 146.4923 178.3171 181.2457 86.35541 185.5856 102.9563 157.4865 186.6815 104.4844 196.8883 131.5903 140.0143 137.2443 139.4453 150.894 201.0395 156.6461 209.5376 214.9651 229.7303 200.4121 235.5929 231.3871 248.9322 240.6844 243.7223 290.0431 266.4512 264.5997 263.7973 263.0076 259.4345 254.6861 260.0481 268.8122 271.0885 292.4791 296.9714 285.9266 288.4337 295.6772 298.8394 292.6055 317.5925 292.2499 321.6364 295.1474 294.0425 298.0503 304.5078 309.1278 319.7077 322.5678
2 3.25 71.00704 0 32.50385 21.52324 9.219544 88.27797 83.29466 71.84706 111.9431 87.38564 32.01562 72.42237 157.4547 57.69749 62.24147 71.044 78.43469 88.08093 60.15397 95.21029 78.36613 87.44856 92.358 61.22499 167.0928 69.39921 79.15807 109.7862 112.6055 151.5476 118.1863 168.2914 92.64988 119.8666 165.3149 135 186.9385 195.8622 192.4214 193.982 204.4138 147.8024 207.6247 163.2667 171.7673 190.1841 241.2488 196.4739 265.8007 285.8011 271.8032 275.6094 251.8591 302.3032 299.6081 298.4242 297.2491 291.7897 282.4624 286.0437 298.8143 301.8029 267.5855 270.9133 272.3601 274.4668 323.9892 327.0856 286.3425 293.2934 293.3189 297.4155 296.4355 300.3415 299.553 302.6962 301.0415 303.5869 305.8954
32.59601 29.55186 103.5109 32.50385 0 11.01136 41.5271 120.6752 115.6828 104.0312 144.1813 119.4456 60.71655 42.36154 170.7616 31.31294 34.64823 41.90764 48.70832 57.69099 34.20526 126.5247 49.23667 57.55215 123.3309 36.89173 199.0088 43.66062 51.69623 79.85299 82.51364 182.8302 89.19922 199.4856 67.23466 91.39201 195.4495 110.3653 215.3428 224.2866 220.7 222.0552 232.0442 129.2261 234.4408 148.7027 158.7718 178.6575 264.2092 184.9716 286.0568 306.6794 290.7275 294.7644 239.3878 322.5915 319.6099 318.2962 316.9897 310.8846 299.9308 302.7582 316.9046 320.1289 261.8444 264.5043 272.1296 273.9973 341.0872 344.1199 289.262 287.3439 299.437 291.4318 302.593 308.6398 305.7491 307.3443 302.8308 301.5037 303.5037
21.70829 18.63632 92.52162 21.52324 11.01136 0 30.51639 109.6643 104.6721 93.03897 133.186 108.4735 50.23196 51.93506 165.0675 38.81044 42.85149 51 58.14852 67.50185 41.54816 115.6946 58.38236 67.1193 112.5711 43.4885 188.0725 51.08816 60.05206 89.50559 92.2456 172.0272 98.44415 188.7068 74.78803 100.4154 184.9277 117.823 205.2858 214.2294 210.6804 212.0926 222.2099 134.3595 224.8361 152.4049 161.9359 181.3567 255.7484 187.6812 278.4318 298.8812 283.5159 287.4853 242.568 314.9857 312.0901 310.8155 309.5485 303.6379 293.1796 296.2453 309.9746 313.1282 262.6904 265.5866 271.1038 273.0554 334.4865 337.5415 287.2025 288.3006 296.3296 292.406 299.4766 304.8282 302.6239 304.7331 301.1681 301.1499 303.2577
9.848858 12.43232 62.07254 9.219544 41.5271 30.51639 0 79.15807 74.16873 62.64982 102.7631 78.17448 24.08319 80.52329 152.7294 65.19202 69.89278 78.9256 86.40023 96.17302 67.50185 86.02325 86.17569 95.40047 83.21658 68.20924 157.8765 76.51307 86.53901 117.6435 120.5031 142.3512 125.7179 159.1006 99.36297 127.236 156.2626 141.1737 178.1937 187.1069 183.6981 185.2998 195.8162 152.1815 199.2009 166.4121 174.4162 192.3148 233.6921 198.5674 258.8841 278.7046 265.2169 268.9589 254.0315 295.3358 292.7149 291.5647 290.4238 285.1337 276.2354 280.0071 292.4055 295.3303 267.7779 271.2877 270.9779 273.1465 317.805 320.9143 284.044 293.4825 290.1189 297.6054 293.2183 296.5299 296.3191 299.8833 299.0268 302.6549 305.0459
88.45903 91.3732 18.78829 88.27797 120.6752 109.6643 79.15807 0 5 17.46425 24.19194 8.732125 64.32729 157.7149 145.4089 141.1524 146.113 155.545 163.1104 173.1018 142.9773 21.2132 162.4292 171.9135 24.02082 142.6201 80.00625 150.9346 161.4466 193.4994 196.4612 67.67337 200.2424 84.21995 171.4789 201.0995 86.37129 209.5042 114.3372 122.5765 119.9708 122.2865 133.8432 211.0053 140.0893 217.4235 221.9212 235.4676 185.7148 241.1327 217.8922 234.7323 227.8815 230.711 294.7304 252.3613 250.711 250 249.303 246.1874 242.5531 248.2942 256.041 258.1356 293.4706 298.2365 283.9525 286.5397 283.1148 286.2726 288.6468 318.1981 286.4001 322.1878 289.2145 286.8449 292.036 299.2858 305.4914 318.0975 321.081
83.48653 86.39481 14.42221 83.29466 115.6828 104.6721 74.16873 5 0 12.64911 28.98707 9.013878 59.43904 152.7383 144.2947 136.1947 141.1524 150.5797 158.1455 168.1346 138.0308 22.47221 157.4746 166.9558 24.33105 137.6971 84.77028 146.018 156.5248 188.5656 191.5255 71.95845 195.351 88.58894 166.6433 196.2295 90.13878 204.8341 117.5925 125.9365 123.2396 125.495 137 206.7161 143.0035 213.49 218.1605 231.9483 187.843 237.6552 219.5723 236.6839 229.3142 232.2195 291.4464 254.2759 252.549 251.8035 251.0717 247.7867 243.756 249.3692 257.4723 259.6324 290.9983 295.7026 282.195 284.7631 284.4802 287.6404 287.4056 315.8243 285.6746 319.8281 288.5134 286.5048 291.3589 298.3907 304.171 316.261 319.2147
72.18033 75.00708 12 71.84706 104.0312 93.03897 62.64982 17.46425 12.64911 0 40.15283 15.66046 46.87217 140.4315 138.3355 123.7942 128.7633 138.2109 145.7738 155.7731 125.5886 26.24881 145.0595 154.5518 25.6125 125.1899 95.34149 133.4963 144.0139 176.0824 179.0475 80.90982 182.784 97.6934 154.0195 183.6355 97.34988 192.2004 123.1097 131.7118 128.7633 130.832 142.1302 194.4039 147.411 201.6581 206.5962 220.7804 189.8973 226.5568 220.3361 238.1412 229.4014 232.5007 280.6653 255.6017 253.671 252.8339 252.0099 248.2786 243.2139 248.4854 257.5034 259.8326 281.7801 286.3564 274.4923 277.0162 284.2974 287.4596 280.8452 306.7915 280.3034 310.8215 283.196 282.0443 286.0944 292.6107 297.4155 308.3586 311.2459
112.2197 115.0829 42.89814 111.9431 144.1813 133.186 102.7631 24.19194 28.98707 40.15283 0 25.01999 86.17569 180.1562 145.6403 163.3378 168.3278 177.8103 185.3571 195.3689 165.0129 24.12986 184.5318 194.0425 29.12473 164.3814 55.81442 172.605 183.1509 215.2864 218.2688 44.59053 221.5474 60.74743 192.3051 222.1874 65.04806 228.8739 94.76418 102.4902 100.2809 102.8214 114.4825 227.7172 121.6768 231.8949 235.345 247.4313 170.2887 252.8325 204.2211 219.801 215.2493 217.728 305.1332 237.5174 236.2017 235.6422 235.0984 232.7327 230.8706 237.1587 243.2822 245.0801 299.4366 304.5131 286.2364 288.9105 270.5444 273.6809 288.3076 323.5556 283.53 327.4588 286.2136 282.1121 288.907 297.1923 305.4804 320.656 323.7827
