0 161.2008 27.55449 194.1449 49.14886 62.17113 61.01844 41.88251 56.30497 55.15886 54.12255 53.52803 233.1335 51.73248 51.53882 51.44171 172.605 169.3938 230.144 237.3547 147.6626 264.5043 270.3003 169.9191 170.1389 178.7491 182.7601 183.1154 283.9089 206.248 228.349 253.0064 260.2465 261.9356 335.6669 339.1626 316.65 284.9127 286.5244 291.0571 306.0543 301.2537 344.6611
161.2008 0 170.467 183.0252 168.6514 167.7419 165.5846 142.7386 156.245 153.7382 151.2378 149.1033 188.0799 142.0109 139.8929 137.7786 136.4433 130.4433 143.2482 140.3966 112.731 140.9254 144.9586 112.7561 109.5215 118.8975 127.1437 121.8708 141.1094 129.604 130.4981 139.7387 161.6593 165.2428 178.3382 181.2918 155.4698 142.7872 176.0303 171.9431 155.6504 173.5581 183.719
27.55449 170.467 0 221.009 23.62118 37.48333 36.87818 31.20329 35.34119 35.2881 35.44009 35.90265 258.945 38.01316 39.01282 40.11234 197.5911 194.0541 252.7331 259.1235 137.166 283.6622 289.3061 160.4127 161.1986 168.7602 171.6858 172.9393 300.1283 196.7359 221.009 247.2448 251.575 252.8735 347.8764 351.0954 325.2076 284.2974 279.0878 285.1421 307.4671 296.8473 353.9096
194.1449 183.0252 221.009 0 238.4352 248.262 246.3757 217.0492 237.8991 235.5488 233.2059 231.3655 48.81086 224.9 223.0897 221.2871 46.90682 52.80152 92.07063 106.066 270.3341 151.1365 156.5535 281.1054 278.7867 289.3527 297.0673 293.2934 192.1666 307.0505 312.554 322.6841 344.4488 347.9425 265.0075 270.0019 278.3469 316.6607 358.7659 353.6001 320.0391 352.8588 295.2372
49.14886 168.6514 23.62118 238.4352 0 13.90539 13.54843 26.92926 15.72768 17.19913 18.94096 20.66301 274.1661 26.88048 28.89221 30.93477 211.8188 207.8407 263.3848 268.7329 120.151 290.1372 295.5814 143.7053 144.8798 151.6033 153.7594 155.6032 303.4102 179.6 205.1491 232.2937 234.6 235.634 346.9876 349.9319 321.1124 272.8981 262.7903 269.8554 297.5076 282.5645 350.2815
62.17113 167.7419 37.48333 248.262 13.90539 0 2.236068 32.05846 12.08305 14.77329 17.46425 19.69772 282.6278 27.313 29.54657 31.7805 219.8846 215.671 269.2155 273.9416 110.2112 293.454 298.7658 133.7881 135.2036 141.3542 143.014 145.2205 304.818 169.2395 195.4789 223.0897 224.1807 225.0555 345.8338 348.6101 318.1273 265.7066 252.7153 260.3632 291.1099 273.6399 347.5068
61.01844 165.5846 36.87818 246.3757 13.54843 2.236068 0 29.9674 9.848858 12.53994 15.23155 17.46425 280.6002 25.07987 27.313 29.54657 217.8308 213.6001 267.0318 271.737 109.0069 291.2186 296.5299 132.5905 133.9589 140.2284 142 144.1249 302.5971 168.1458 194.2498 221.7792 223.1098 224.0201 343.7005 346.4852 316.1012 264.0928 251.575 259.11 289.3994 272.2872 345.4678
41.88251 142.7386 31.20329 217.0492 26.92926 32.05846 29.9674 0 20.89366 18.49986 16.20015 14.51706 250.6969 10.04714 9.656345 9.774712 187.8828 183.6359 237.481 242.4837 107.6041 263.2834 268.7088 130.5084 131.0837 139.0771 142.5112 143.348 276.5486 166.9214 190.5118 216.4113 221.5316 222.9725 320.9602 323.9917 296.3148 253.12 248.6822 254.3695 276.4678 265.8273 325.2861
56.30497 156.245 35.34119 237.8991 15.72768 12.08305 9.848858 20.89366 0 2.692582 5.385165 7.615773 271.5226 15.23155 17.46425 19.69772 208.6534 204.3526 257.3344 261.9656 104.5108 281.3721 286.6862 128.0478 129.1898 136.0037 138.2932 140.0321 292.8822 164.0122 189.4466 216.5664 219.0091 220.0818 334.4682 337.2966 307.4167 257.4218 247.1295 254.1358 282.257 266.8414 336.715
55.15886 153.7382 35.2881 235.5488 17.19913 14.77329 12.53994 18.49986 2.692582 0 2.692582 4.924429 269.0116 12.53994 14.77329 17.00735 206.1189 201.8 254.6689 259.2841 103.5048 278.6844 284.0004 127.0039 128.0791 135.0454 137.4818 139.1088 290.2469 163.0621 188.293 215.2864 218.0464 219.1649 331.9883 334.8302 305.1053 255.7113 246.0615 252.9155 280.4055 265.4836 334.3819
54.12255 151.2378 35.44009 233.2059 18.94096 17.46425 15.23155 16.20015 5.385165 2.692582 0 2.236068 266.5042 9.848858 12.08305 14.31782 203.5884 199.2511 252.004 256.6028 102.5597 275.9968 281.3148 126.0089 127.0157 134.1343 136.7187 138.2317 287.6126 162.1512 187.171 214.0327 217.1129 218.2773 329.5118 332.3673 302.8003 254.0177 245.0184 251.7181 278.5678 264.1464 332.0542
