0 48.70832 55.65294 149.3145 41.42765 23.76973 88.25531 88.95504 92.70383 177.792 80.41049 191.8307 81.40025 82.46211 114.0614 193.0609 85.97965 173.9253 189.7959 183.1093 101.4002 183.5211 191.0393 105.8915 101.8258 177.2463 174.7942 130.2075 203.2166 227.2642 172.7209 190.5886 202.3765 206.1965 219.7294 265.3074 227.9616 270.4145 270.9211 248.0504 241.4627 243.5775 279.0143 283.1766 285.1245 282.3632 268.1977 310.9244 268.2615 299.2424 304.7339 308.7799 284.1426 328.2697 312.6404 314.3819 303.949 317.246 319.4527 322.717 331.9428 313.4135 320.0516 316.3392 316.9479 312.0401 320.5796 315.5139
48.70832 0 7.632169 162.2007 15.94522 46.35191 42.90105 44.11916 48.87228 224.4872 44.42988 238.1704 47.46051 49.96499 71.47377 239.0753 53.14132 219.3912 235.5865 228.3473 65.18052 228.3867 236.1197 70.91192 71.16881 218.3031 215.5099 104.4629 241.1856 266.0423 149.8966 168.6846 181.9512 185.9637 200.0662 296.0177 209.6592 298.42 298.1765 228.3824 225.6396 227.1354 305.2352 309.4713 311.5518 304.9008 251.7787 337.2069 255.7445 320.9618 325.7531 331.111 282.2773 348.4918 325.5035 328.0648 299.5038 330.7696 333.0053 337.4274 350.0293 321.6434 332.374 324.8338 326.2522 310.5616 329.8807 311.9944
55.65294 7.632169 0 162.0518 18.78829 51.10039 35.30227 36.55475 41.37934 230.3047 38.37335 243.8655 41.7163 44.42128 64.00195 244.6738 47.41571 224.8605 241.125 233.744 58.58541 233.6862 241.4648 64.43019 65.3854 222.7431 219.8846 98.97601 244.9413 269.9116 144.4758 163.295 176.7046 180.727 194.8544 298.2805 204.5978 300.192 299.8166 223.0857 220.8631 222.2707 306.6794 310.92 313.0196 305.7127 246.8527 338.6034 251.3364 321.6026 326.2668 331.8362 279.3139 348.8313 324.6864 327.3733 296.1271 330.0473 332.2834 336.8828 350.0118 320.1082 331.4578 323.333 324.8742 307.591 328.4951 308.7252
149.3145 162.2007 162.0518 0 146.6442 128.4597 162.4024 160.9778 158.9186 177.1171 140.1462 183.0168 136.2336 133.4001 161.1499 180.6006 133.4529 162.4978 176.1414 166.5384 140.2965 163.6388 170.6045 137.5538 127.2076 132.5837 128.9816 115.1014 132.3824 155.1613 117.0344 122.4488 124.2649 125.951 132.8791 152.1283 134.3853 148.099 146.384 153.4943 137.0892 140.5001 151.2298 155.4043 157.6173 145.9196 160.281 182.1195 150.1453 160.922 165.1176 171.4412 143.3758 187.1787 164.2307 166.4268 166.0265 169.2036 171.4328 175.4723 187.9632 164.1531 171.4147 167.0493 167.6358 169.5855 171.2684 175.6556
41.42765 15.94522 18.78829 146.6442 0 32.65348 46.98138 47.59464 51.27621 212.4176 40.42294 225.8327 42.25222 44.00284 72.80968 226.5419 47.5 206.6186 222.9378 215.4373 61.88093 215.305 223.1149 66.97947 64.92496 203.9865 201.1175 96.7122 226.1797 251.1359 141.5671 160.1757 173.0332 177.0064 191.0007 280.1968 200.2155 282.5 282.2428 219.4408 215.5331 217.2125 289.2909 293.5273 295.6083 289.0004 241.9365 321.262 244.8448 305.0922 309.9119 315.2241 269.0674 332.6954 310.239 312.7239 286.8419 315.4461 317.6811 322.0016 334.355 306.901 317.1707 310.0617 311.3812 297.3369 315.0143 299.1693
23.76973 46.35191 51.10039 128.4597 32.65348 0 77.31753 77.52419 80.23092 179.9028 64.48266 193.2402 64.4748 64.84597 99.62429 193.9136 68.20924 173.9684 190.2958 182.784 84.07735 182.6609 190.4652 87.81799 82.30735 171.9513 169.1626 108.4666 195.1666 219.9136 149.9417 167.5739 179.1291 182.9153 196.3517 252.4381 204.4468 256.0879 256.2152 224.6152 217.778 219.9204 263.8219 268.0298 270.0463 265.5297 244.5179 295.8327 244.4918 282.1152 287.3405 291.9246 261.0172 310.6187 292.515 294.4979 280.578 297.3214 299.5413 303.1604 313.5171 292.0976 299.7899 295.0907 295.8936 289.0017 299.5317 292.2465
88.25531 42.90105 35.30227 162.4024 46.98138 77.31753 0 2 7.28011 256.2362 22.29381 269.1626 26.1725 29.06888 29.20616 269.5264 29.53811 249.2569 265.7264 257.7518 31.06445 257.2567 265.1886 37.01351 42.80771 242.5577 239.4368 75.23962 261.4804 286.7543 119.5512 138.1774 152.0995 156.1153 170.1881 307.5858 180.5561 307.2344 306.2568 197.7321 198.0309 199 312.1666 316.3953 318.5671 308.2986 223.0807 343.6466 229.9897 323.2785 327.3227 333.8293 264.56 348.9327 319.5951 322.8452 279.3027 325.3583 327.5805 332.9703 348.4552 311.713 325.8589 315.0754 317.1766 292.5884 320.737 292.3183
88.95504 44.11916 36.55475 160.9778 47.59464 77.52419 2 0 5.385165 256.1582 20.99239 269.0298 24.75884 27.58623 27.65863 269.3594 27.90161 249.0642 265.5419 257.5267 29.06888 257 264.9396 35.01428 40.87175 242.0542 238.9184 73.24616 260.7681 286.0489 117.5521 136.18 150.1008 154.1168 168.1904 306.4719 178.5567 306.0147 305.0102 195.7396 196.0312 197 310.8762 315.1032 317.2775 306.8876 221.0814 342.3288 227.994 321.8276 325.8468 332.3883 262.6404 347.4162 317.9072 321.1744 277.3482 323.6819 325.9034 331.3174 346.8789 309.9306 324.1543 313.2962 315.4124 290.6613 318.9706 290.3687
92.70383 48.87228 41.37934 158.9186 51.27621 80.23092 7.28011 5.385165 0 258.031 20.11253 270.7605 23.32381 25.80698 22.62742 271.0028 25.46566 250.6472 267.1413 259.0232 24.33105 258.4144 266.3719 30.14963 36.69469 242.8111 239.6351 68.46897 260.931 286.2254 112.51 131.0954 145.0422 149.0537 163.1104 305.4079 173.518 304.6079 303.5148 190.5912 191.0792 192.0104 309.2329 313.4533 315.6359 304.8295 216.037 340.5877 223.1485 319.6248 323.5533 330.2196 258.4279 344.971 314.7983 318.1352 272.9047 320.6197 322.8374 328.3493 344.2092 306.4148 320.9751 309.7943 311.9776 286.4001 315.5254 285.9598
177.792 224.4872 230.3047 177.1171 212.4176 179.9028 256.2362 256.1582 258.031 0 239.6181 14.77382 238.1344 237.2551 274.2626 17.67767 239.8802 16.12452 16.80774 19 254.7862 23.02173 24.04163 256.3221 247.3873 55.34663 57.69749 258.062 83.86298 91.7878 281.2694 292.0582 297.0913 299.4478 308.1834 161.0031 310.7901 177.4768 181.2988 330.3407 314.2057 317.6161 191.8463 194.579 195.4329 210.459 337.0282 216.0093 325.3049 226.5657 233.7271 231.3547 303.6001 255.6502 272.5913 270.7804 327.8002 273.6512 275.2817 273.3519 267.32 290.7129 280.5085 292.0385 289.4996 324.2299 292.3906 334.0015
