0 2.236068 19.41649 53.3526 55.10898 50.69517 56.04463 50.8183 151.6707 53.80753 94.08108 85.79627 70.71068 73.92564 90.55515 163.0161 160.5031 158.0134 112.0418 128.2127 112.2943 155.7241 174.7341 173.2087 171.712 167.2005 179.6135 172.7339 170.2366 192.6266 190 146.5593 186.6387 183.7451 214.6411 164.6709 193.0389 231.2769 230.5342 238.1328 228.3966 234.7765 188.828 253.2074 252.5569 251.9246 243.403 263.6439 267.3668 224.8338 225.2687 226.7157 228.8755 288.6001 281.9065 261.2049 266.4794 263.1387 289.4608 290.5942 293.5903 291.6659 311.2362 313.9287 317.084 294.2448 298.2834 298.2415 312.7813 306.8892 317.805 311.0064 320.244
2.236068 0 18.11077 54.02314 55.7315 51.1957 56.51548 49.11721 149.5905 51.8869 94.40471 84.15462 68.88396 72.06941 90.44281 161.4381 158.9064 156.3977 111.8515 126.3824 111.8258 153.8343 172.8034 171.2637 169.7528 165.2059 177.6288 170.6986 168.18 190.6463 188.0027 145.5958 184.6212 181.7092 212.6636 163.5191 191.9505 229.1724 228.4229 236.0429 226.2742 232.665 187.5553 251.0717 250.4157 249.7779 241.2302 261.4736 265.198 222.7986 223.2241 224.6442 226.7973 286.4001 279.6806 259.6247 264.9363 261.5358 287.7835 288.8771 291.8925 289.4996 309.0065 311.699 314.8543 292.2892 296.3309 296.2043 310.6098 305.0148 315.6343 309.0146 318.0743
19.41649 18.11077 0 71.71123 73.33485 68.593 73.82412 32.07024 147.1405 36.41772 111.2036 66.70832 52.43091 55.80323 105.7775 143.7507 141.2701 138.8173 126.7484 109.7657 125.3994 137.5682 156.8216 155.4003 154.013 149.8032 162.1111 155.7241 153.4682 175.0714 172.5949 155.9427 169.4255 166.7221 197.0406 172.3441 201.1591 215.0349 214.3945 221.6805 212.4335 218.6344 195.2562 237.4384 236.8882 236.3578 228.4032 248.5594 252.2419 220.9085 221.1447 222.0023 224.0022 274.3082 268.8034 264.0776 269.78 265.7311 291.0563 291.6608 294.9089 284.271 300.7607 303.4506 306.6125 291.6522 295.7364 294.0833 305.1794 305.6305 310.2209 307.7174 312.6871
53.3526 54.02314 71.71123 0 2.12132 4.949747 5.700877 99.60924 156.2814 99.53015 42.10998 134.233 117.0918 119.7017 44.27986 211.3179 208.5863 205.8671 65.54586 173 70.51596 198.8027 216.5283 214.6445 212.7781 207.2981 219.8147 211.3824 208.1466 232.7756 229.653 112.8987 225.6779 222.1874 254.6089 134.6291 160.4073 266.14 265.0632 273.606 262.3709 269.2406 160.9301 286.1092 285.1324 284.1698 273.9389 294.1036 297.9002 223.6919 224.6609 227.6895 230.214 316.0894 305.7356 240.3175 244.3179 242.9496 271.3062 273.833 276.0874 298.3463 326.5463 329.2009 332.2834 287.3682 291.1915 295.6222 319.6304 296.0785 324.5096 305.7 326.826
55.10898 55.7315 73.33485 2.12132 0 5.385165 4 100.948 155.5715 100.7137 40.06557 135.4843 118.2582 120.8305 42.18817 212.4929 209.7481 207.0151 63.43154 173.9899 68.47627 199.6722 217.3131 215.4118 213.5275 208.0024 220.513 212.0094 208.7403 233.4609 230.315 110.9961 226.3117 222.7942 255.2697 132.795 158.4834 266.5371 265.4449 274.0278 262.728 269.6164 159.1257 286.4001 285.4085 284.431 274.1277 294.2761 298.0738 222.6669 223.6538 226.7355 229.2706 316.1155 305.608 238.6483 242.6113 241.2986 269.6986 272.2646 274.4964 297.5433 326.0567 328.7085 331.7865 286.0996 289.9138 294.4911 318.8214 294.6795 323.6928 304.4733 326.0035
50.69517 51.1957 68.593 4.949747 5.385165 0 5.385165 95.79405 151.6372 95.43715 43.66062 130.2498 112.969 115.5206 43.74852 207.2034 204.4511 201.7108 65.33728 168.6253 69.33974 194.2884 211.9292 210.0292 208.1466 202.6277 215.1395 206.6519 203.3925 228.0899 224.9489 110.818 220.9525 217.4425 249.904 132.229 158.3982 261.2757 260.1922 268.7531 257.4898 264.3672 158.3982 281.2046 280.2231 279.2562 269.0074 289.1691 292.9659 219.3815 220.327 223.2891 225.8008 311.1398 300.796 237.3057 241.4213 239.8833 268.1126 270.5347 272.8484 293.7771 321.7359 324.3921 327.4771 283.4255 287.2647 291.455 315.0663 292.385 319.9531 301.6836 322.2751
56.04463 56.51548 73.82412 5.700877 4 5.385165 0 100.6504 151.9806 100.0562 38.27858 134.9518 117.5457 120.0333 38.98671 211.7575 208.9839 206.2214 60.43476 172.8713 65 198.3053 215.78 213.8463 211.9292 206.3226 218.8196 210.1904 206.8635 231.7412 228.5542 107.2107 224.5017 220.9372 253.5023 128.9283 154.7288 264.3218 263.2052 271.8515 260.4496 267.3668 155.2321 284.0158 283.0018 282.0018 271.5916 291.7141 295.5131 218.8315 219.8295 222.9462 225.4884 313.3449 302.6355 234.6764 238.6551 237.3205 265.7092 268.2685 270.5037 293.8639 322.6655 325.3141 328.3873 282.1436 285.9545 290.5942 315.1367 290.6888 320.0016 300.5329 322.3077
50.8183 49.11721 32.07024 99.60924 100.948 95.79405 100.6504 0 134.593 9.124144 135.8685 35.10698 20.5548 24.05203 127.2794 112.5 109.9147 107.3604 146.7497 77.69813 142.7323 105.558 124.902 123.5364 122.215 118.2222 130.432 124.4528 122.4296 143.3405 140.9699 166.1208 137.9511 135.4114 165.2613 179.2122 208.1598 184.338 183.8002 190.7701 182.0234 188.0279 199.5056 207.1678 206.7232 206.302 198.9987 218.9984 222.6264 207.6425 207.5584 207.4669 209.1853 245.586 241.56 261.2824 267.6308 262.4509 285.8606 285.5915 289.2218 264.9538 276.8908 279.5644 282.7212 279.6864 283.8072 279.6364 285.4148 295.6696 290.4522 294.5208 292.9441
151.6707 149.5905 147.1405 156.2814 155.5715 151.6372 151.9806 134.593 0 125.5007 158.3922 137.1163 126.6034 124.6281 140.0578 172.1107 169.0843 166.0628 142.2134 133.3082 128.6743 138.3047 143.253 140.5607 137.8684 130.6405 138.7695 127.3935 122.6506 147.2547 143.1321 108.7145 138.0441 133.4392 162.4914 101.9016 122.0741 153.516 151.5818 161.5931 147.6615 154.7976 104.8174 164.3901 162.6283 160.8784 147.4573 164.8975 168.4658 73.79503 74.00434 75.07406 77.20717 178.1982 161.7564 136.2613 143.7021 136.3539 155.6383 154.1785 158.2428 142.3799 172.1199 174.7163 177.7161 145.2532 149.3674 146.9638 163.6816 161.1871 168.6143 160.7265 170.9731
53.80753 51.8869 36.41772 99.53015 100.7137 95.43715 100.0562 9.124144 125.5007 0 134.0037 35.03213 17.58551 20.4267 124.3348 111.7877 109.0619 106.3602 143.1573 74.70107 138.37 101.962 120.9266 119.409 117.9332 113.5396 125.9057 119.3367 117.0523 138.9001 136.3424 159.8394 133.0949 130.3399 160.902 172.2099 201.0951 178.6456 178.0232 185.2674 176.103 182.2615 191.9824 201.1523 200.6346 200.1406 192.448 212.5418 216.2019 198.5199 198.4345 198.3463 200.0681 238.7179 234.1164 252.7276 259.138 253.8469 277.0718 276.7368 280.3935 256.0649 268.6098 271.2877 274.4467 270.5721 274.693 270.5203 276.5725 286.6029 281.6119 285.3967 284.1021
