0 34.23449 5.147815 31.32092 84.71718 13.89244 126.6491 50.44799 127.0772 106.0236 86.26703 90.97252 105.1903 103.0776 101.8725 100.7025 99.56907 98.47335 104.3072 107.7033 97.41663 96.40021 133.9888 134.2721 102.3262 104.7013 102.4158 188.1725 162.1242 157.1703 158.701 167.1077 179.4018 166.6043 153.1535 156.4736 160.2061 152.6892 153 188.8306 185.9745 187.2111 184.9878 184.0109 170.1931 239.281 248.6966 265.2282 275.9601 275.0455 267.7765 277.518 279.5085 280.3034 284.1778 290.2688 289.3389 295.3811
34.23449 0 31.50397 6.403124 50.48762 28.16026 92.97311 74.70609 94.15443 136.3121 114.2366 119.2309 134.4805 132.0341 130.545 129.0775 127.6323 126.2101 132.6198 136.3085 124.8119 123.4382 161.966 161.4466 113.9334 92.32917 122.7884 171.9355 134.0009 181.5282 183.3303 192.6058 150.6951 191.3766 174.6425 175.3625 179.6274 168.8846 168.5141 211.3031 206.7474 208.2787 205.1597 203.6664 184.1891 244.3143 264.2007 278.2553 258.3215 257.6082 273.8763 285.9795 283.7199 281.6842 288.7369 295.3574 285.7009 291.6196
5.147815 31.50397 0 27.86575 81.75879 8.746428 123.0874 48.79037 123.2141 106.5012 85.92148 90.73313 105.3209 103.0946 101.7964 100.5311 99.30005 98.10454 104.1273 107.622 96.94586 95.82536 133.7778 133.8376 98.87185 99.57868 100.3419 183.0308 157.4016 156.0833 157.6785 166.3024 174.7241 165.6276 151.4546 154.3 158.1344 150.0617 150.2681 187.3886 184.1955 185.4899 183.0956 182.0234 167.2737 235.3715 246.1026 262.2909 270.8145 269.9009 264.0005 274.0114 275.5476 276.0806 280.2543 286.4027 284.7323 290.7688
31.32092 6.403124 27.86575 0 54.03702 23.19483 95.33625 68.8767 95.84044 131.042 108.6324 113.653 129.0271 126.5306 125 123.4909 122.0041 120.5404 127.0157 130.7402 119.1008 117.686 156.2626 155.6406 107.545 87.79517 116.5161 168.3772 133.3951 175.4266 177.2484 186.5905 150.333 185.2998 168.3716 169 173.2772 162.4838 162.1111 205.061 200.4308 201.9728 198.8228 197.3145 177.7942 238.2881 257.8003 271.8915 255.1568 254.4032 267.7989 279.7789 277.7697 275.9511 282.7649 289.3527 280.4568 286.3931
84.71718 50.48762 81.75879 54.03702 0 77.00649 44.41846 119.3315 48.3389 183.183 159.5901 164.6845 180.4882 177.792 176.0824 174.3846 172.6992 171.0263 177.7892 181.6618 169.3665 167.72 206.228 204.9195 143.9993 94.90379 160.9969 157.6945 98.83446 221.654 223.7074 233.7349 113.2078 231.7412 211.8514 209.6783 214.3945 200.4121 199.2787 248.6966 242.2901 244.125 240.0469 237.9937 212.5047 258.8933 292.0565 302.6301 237.9181 237.5647 289.0783 304.1155 296.0608 290.0776 301.4432 308.6503 286.6775 292.2619
13.89244 28.16026 8.746428 23.19483 77.00649 0 117.0854 47.43416 116.6752 108.1573 86.33076 91.28527 106.4049 104 102.5524 101.1336 99.74467 98.38699 104.6948 108.3374 97.06184 95.77056 134.1641 133.8432 93.59697 90.91924 97.62172 174.3158 149.3226 154.9016 156.6046 165.5838 166.7153 164.6147 149.2146 151.2118 155.2192 146.1677 146.1848 185.5263 181.7485 183.142 180.4508 179.2122 162.8188 229.0418 242.1425 257.7072 262.0859 261.1762 257.9016 268.3976 269.1059 269.1561 273.8795 280.1303 277.0884 283.1131
126.6491 92.97311 123.0874 95.33625 44.41846 117.0854 0 154.0811 10.57691 218.2773 193.582 198.6454 214.6742 211.7664 209.8619 207.9639 206.0728 204.1886 211.1492 215.1279 202.3116 200.442 238.0525 235.9513 165.7777 101.3791 188.4808 140.1218 65.77424 248.9869 251.2409 261.811 76.24303 259.0926 236.6601 231.9052 236.8839 220.4768 218.7167 272.7875 264.7537 266.8333 261.9475 259.4224 229.2828 261.9133 306.2189 313.3592 211.0592 211.0213 291.8189 309.1379 296.0828 286.7508 301.6637 309.2313 276.9278 282.0815
50.44799 74.70609 48.79037 68.8767 119.3315 47.43416 154.0811 0 151.2371 64.28063 40.26164 45.35416 61.18823 58.46366 56.75385 55.08176 53.45091 51.86521 58.5235 62.36185 50.32892 48.8467 87.46428 86.76405 58.47716 93.24101 52.15362 173.5853 171.0563 107.5291 109.2016 118.1524 188.6796 117.2007 102.7278 106.2309 109.859 103.3683 104 138.6001 135.5304 136.7808 134.5455 133.6001 121.7651 196.2951 199.0603 216.5387 260.2249 259.0077 223.5224 231.4179 236.6854 240.0521 241.0062 246.5948 254.1968 260.2787
127.0772 94.15443 123.2141 95.84044 48.3389 116.6752 10.57691 151.2371 0 215.1497 190.2091 195.2348 211.2581 208.2948 206.3365 204.3839 202.4372 200.4966 207.4848 211.4784 198.5621 196.634 233.8085 231.4858 159.4606 93.10821 183.3048 129.5451 56.0186 243.4945 245.7905 256.4629 67.55232 253.5716 230.615 225.3173 230.3323 213.4984 211.6245 266.4659 258.1061 260.231 255.1917 252.5782 221.662 252.3116 297.9698 304.5951 200.9683 200.9001 282.1467 299.6795 286.1583 276.5814 291.7504 299.3413 266.4403 271.5785
106.0236 136.3121 106.5012 131.042 183.183 108.1573 218.2773 64.28063 215.1497 0 25.31798 20.61553 7.211103 9.899495 12.04159 14.21267 16.40122 18.60108 13.60147 11.7047 20.80865 23.02173 31.90611 34.9285 83.42209 146.9249 52.34501 217.889 230.5347 63.87879 64.2573 68.96376 247.879 70.68239 71.11259 83.21658 84.00595 90.47099 93.14505 97.49872 100.2921 100.4241 101.3928 102.2595 110.6442 196.2119 172.4558 194.9282 299.548 298.0621 218.1656 219.8278 234.5549 243.9611 237.7394 241.6961 267.649 273.5343
