0 7.211103 16.77051 18.02776 12.58968 24.18677 26.19419 20.93442 24.20744 22.2036 31.62278 30.61046 124.6966 153.3287 25 130.2306 135.3292 64.41273 117.0414 70.36023 54.81104 70.0365 111.8928 80.10306 110.042 108.2266 106.8925 105.5888 81.05554 104.3168 103.0776 134.6588 99.0202 133.7236 149.3829 107.5291 142.0211 138.398 152.9771 151.7926 168.0097 171.6799 168.5141 198.7285 212.887 202.408 204.4016 227.0683 246.6171 258.8011 244.9694 247.4874 250.8884 272.5922 267.0824 266.5 277.6347 294.8919 297.5433 294.7677 296.3798 298 299.6281 298.9398 300.0054 305.5552 295.332 295.3303 298.7206 299.5607 297.0067 298.8766 305.5552 303.8763 314.2817 303.7931 313.356 304.2797 304.0925 307.6357 306.7444 308.4623 310.0198
7.211103 0 19.05912 19.41649 6.964194 25.70992 19.72934 21.36001 24.69818 15 32.31099 30.8707 119.8801 146.9615 17.80449 125.2996 130.3917 58.18075 111.2596 70.45255 52.70911 69.61641 113.2961 80.09057 111.325 109.3846 107.9352 106.5129 80.70936 105.119 103.7545 135.9301 98.73702 134.7368 143.2175 107.2031 142.6674 138.5713 153.4731 152.2005 168.3783 171.843 161.6447 197.5677 205.7237 195.205 197.2004 219.8636 239.416 251.5909 237.7772 240.304 243.7314 269.1552 263.4103 259.4268 270.6012 287.8285 290.4617 287.7846 289.3873 290.9983 292.6175 294.7219 293.096 298.6503 289.173 289.7723 293.4655 294.0356 291.0069 292.7068 298.918 297.7393 307.4167 298.2218 306.5746 298.2501 298.2218 301.8296 301.2398 302.9142 304.0925
16.77051 19.05912 0 2.5 17.24094 7.5 37.44844 6.082763 8.5 29.90401 15.20691 14.60308 138.611 148.3654 32.5 143.9488 149.031 75.43375 129.0153 53.88008 40.71855 53.86428 95.13806 63.64157 93.27647 91.45627 90.12353 88.82708 64.77847 87.56854 86.34958 117.8951 82.65138 116.9541 160.1765 91.16606 125.2847 121.7795 136.2654 135.1009 151.3225 155.0492 176.12 182.7957 217.4446 205.9254 207.9934 229.066 248.3974 261.6758 246.427 248.6891 251.508 259.259 254.154 265.8731 276.5452 294.0961 296.9566 293.154 294.8512 296.5556 298.2671 287.0039 297.7533 303.2577 288.9589 286.7948 289.2754 290.9153 289.9987 292.5423 301.4718 297.3979 311.6637 295.2863 310.1504 297.3737 296.5948 299.9038 298.0241 299.8754 302.7185
18.02776 19.41649 2.5 0 16.68832 6.324555 37.05885 3.640055 6.403124 29.12044 13.60147 12.72792 138.3989 145.9249 31.62278 143.6837 148.7582 74.72617 128.3823 52.35038 38.46102 52.15468 94.15413 62.10072 92.2456 90.37699 89 87.65843 63.12686 86.35392 85.08819 116.8674 81.05554 115.8318 159.2961 89.56841 124.0363 120.3703 134.9704 133.7759 149.9908 153.6522 174.7341 181.0193 215.6677 204.0441 206.1189 227.0352 246.3433 259.7172 244.3461 246.5867 249.3592 256.9951 251.8492 263.6328 274.2736 291.8411 294.7151 290.8488 292.5509 294.2601 295.9764 284.6226 295.412 300.9136 286.4716 284.2974 286.7909 288.4189 287.503 290.0556 299.0468 294.9088 309.3024 292.7887 307.7613 294.879 294.0956 297.4039 295.5285 297.3785 300.2203
12.58968 6.964194 17.24094 16.68832 0 22.50555 20.3817 17.52855 20.65188 12.74755 28.04461 26.31539 121.7631 140.7395 15.44345 127.0217 132.0928 58.19364 111.7827 65.18292 46.32764 64.02821 108.7865 74.70609 106.7298 104.702 103.1722 101.6686 75.11658 100.1923 98.74462 131.2726 93.12626 129.8942 142.9869 101.548 137.5591 133.1634 148.2515 146.9234 163.059 166.3926 159.7263 191.391 202.4864 191.5529 193.5781 215.6722 235.1606 247.7307 233.4106 235.8527 239.091 262.2518 256.4771 254.4076 265.4515 282.7724 285.4689 282.4934 284.1206 285.756 287.3995 287.7577 287.6321 293.1766 282.7764 283.0415 286.633 287.292 284.5004 286.3184 292.9991 291.3265 301.8617 291.4966 300.8696 291.763 291.6389 295.2122 294.4887 296.1798 297.542
24.18677 25.70992 7.5 6.324555 22.50555 0 42.85404 5.220153 3.605551 34.52535 7.81025 7.615773 144.2506 145.4215 36.87818 149.4824 154.5477 80.04998 133.7561 46.38494 34.31108 46.43394 87.84646 56.14713 85.94911 84.09518 82.73452 81.41253 57.31492 80.13114 78.89233 110.5712 75.16648 109.5673 164.2841 83.68094 117.8346 114.2847 128.7983 127.6244 143.8445 147.5568 178.7177 175.3853 218.5632 206.5962 208.6936 229.0087 248.2116 261.9637 246.0996 248.2438 250.7987 252.6707 247.7176 264.5907 275.0455 292.7068 295.6569 291.4052 293.1382 294.8779 296.6243 280.9306 295.7199 301.1993 285.1561 282.0869 284.1918 286.159 285.9266 288.7529 298.6386 293.5435 309.4576 290.5843 307.6898 293.3388 292.3119 295.5205 293.2322 295.1373 298.5134
26.19419 19.72934 37.44844 37.05885 20.3817 42.85404 0 37.79252 40.7802 9.4294 47.90178 45.99302 101.3966 137.9239 8.69369 106.6413 111.7115 38.45953 91.71825 83.17771 61.55257 81.35557 127.7094 92.35362 125.5426 123.3965 121.7517 120.126 92.2793 118.5201 116.935 149.9119 110.0577 148.2413 123.4947 118.2928 155.3917 150.3578 165.8136 164.3682 180.3584 183.3658 142.4485 205.8889 187.8563 177.9982 179.9393 203.6149 223.2635 234.6504 221.8676 224.5794 228.448 270.8429 264.3786 245.1175 256.655 273.5756 276.024 274.2495 275.7709 277.3019 278.8425 293.7917 280.1296 285.7091 280.5523 283.8433 288.755 288.2321 283.1361 284.0253 287.7335 289.2058 294.7512 292.2154 294.4794 290.2242 290.9214 294.8074 295.5033 296.9927 296.5238
20.93442 21.36001 6.082763 3.640055 17.52855 5.220153 37.79252 0 3.354102 29.34706 10.96586 9.708244 139.1761 142.7389 31.67412 144.3823 149.4431 74.8415 128.5494 49.50821 34.88553 49.10222 91.93612 59.23048 89.96944 88.04118 86.60976 85.21297 60.12695 83.85255 82.5303 114.5786 78.1041 113.4251 159.0676 86.60976 121.4712 117.6148 132.3452 131.1154 147.3177 150.9015 173.6815 177.8461 213.9201 202.1046 204.1917 224.8027 244.062 257.6223 242.0108 244.2074 246.8831 253.4033 248.2363 260.9569 271.5258 289.1306 292.0347 288.0213 289.7348 291.4554 293.183 280.9844 292.4962 297.9904 283.0941 280.7566 283.2018 284.8712 284.0709 286.681 295.9024 291.5207 306.3352 289.249 304.72 291.4543 290.6243 293.9151 291.9761 293.8337 296.7634
24.20744 24.69818 8.5 6.403124 20.65188 3.605551 40.7802 3.354102 0 32.14032 7.615773 6.403124 142.1065 142.0085 34.36568 147.2753 152.3286 77.46612 131.1705 46.18509 32.2374 45.84515 88.60023 55.91511 86.62707 84.69357 83.25863 81.85964 56.85068 80.49845 79.17702 111.234 74.8131 110.0727 161.4381 83.32167 118.1186 114.2804 128.9961 127.7693 143.9731 147.5669 175.4451 174.6568 215.0478 203.0394 205.139 225.4107 244.6099 258.3796 242.4954 244.6385 247.1943 250.7718 245.6929 261.0043 271.4719 289.1267 292.0719 287.8507 289.5807 291.3177 293.0614 278.6485 292.1921 297.6743 281.9379 279.1451 281.3965 283.2351 282.7808 285.5315 295.2186 290.339 305.9493 287.6408 304.2137 290.1829 289.2287 292.469 290.3219 292.2071 295.4069
22.2036 15 29.90401 29.12044 12.74755 34.52535 9.4294 29.34706 32.14032 0 39 37.01351 110.0284 134.4503 2.828427 115.1564 120.204 45.60702 99.28089 73.76017 52.22308 71.92666 118.3596 82.92466 116.1777 114.0175 112.361 110.7249 82.8553 109.11 107.5174 140.5205 100.6479 138.8272 130.2738 108.8967 145.9623 140.9433 156.3873 154.9452 170.9422 173.9684 147.2005 196.8146 190.7544 180.2054 182.2004 204.9415 224.5106 236.603 222.9103 225.4706 228.9891 263.2613 257.0058 244.9372 256.2226 273.3629 275.9438 273.5416 275.1182 276.7038 278.2984 287.0436 279.0488 284.6138 277.0018 279.0287 283.4237 283.3648 279.2168 280.5071 285.5679 285.6157 293.4825 287.4391 292.8566 286.3837 286.7338 290.4917 290.6105 292.1815 292.4658
