0 80.69885 54.11456 66.47277 71.61532 46.27847 75.52166 86.53907 93.41535 60.97732 57.33774 54.54076 96.87903 99.15641 112.1734 52.02644 103.265 127.9642 46.14032 43.978 42.89491 146.0424 141.2724 40.05678 156.1636 34.35956 34.00053 35.51621 37.35954 40.1485 169.8613 39.95901 117.5877 43.00616 41.12719 39.80473 189.2496 39.34123 39.43035 166.1085 115.2513 113.3542 145.6881 142.614 149.8512 156.6121 194.217 167.0586 170.9109
80.69885 0 27.57465 14.68664 9.411868 34.87366 5.199564 7.122264 13.85503 19.76234 23.39005 26.15857 18.49062 21.34155 34.76563 28.76104 26.81785 52.47812 35.59193 38.25253 40.04876 71.35937 67.12228 47.53787 85.3965 115.0505 114.602 115.7379 116.7071 119.5549 101.7089 115.4049 147.7418 117.4144 77.16726 81.88148 137.9325 86.56937 89.49938 106.0169 165.6907 148.2183 140.7297 142.8498 143.8145 153.0162 182.8555 165.7261 179.1201
54.11456 27.57465 0 12.88914 18.16933 7.894421 22.67591 34.21235 41.20242 8.688222 6.136635 5.906696 45.42983 48.0951 61.63215 8.001479 53.1039 78.91163 14.81503 17.40316 19.63574 97.74377 93.28294 28.855 110.6247 88.39784 88.11064 89.55158 90.9641 93.80229 126.2446 90.98893 138.3877 93.35058 59.86993 63.64259 157.0959 67.58943 70.12423 127.7528 150.2431 137.3274 143.2105 143.567 146.793 155.4405 188.7775 167.7327 178.165
66.47277 14.68664 12.88914 0 5.280999 20.32764 9.88038 21.41387 28.37908 5.854997 9.3558 12.26911 32.73043 35.46136 49.00334 15.27949 40.64043 66.47553 22.87335 25.68886 27.7523 85.35342 80.9771 36.29014 98.72629 100.8257 100.4549 101.739 102.9232 105.7695 114.6608 102.2593 142.2895 104.4432 67.20193 71.51962 147.8973 75.89711 78.66158 117.3641 157.1539 141.9706 141.5126 142.6946 144.8799 153.8217 185.6452 166.3537 178.206
71.61532 9.411868 18.16933 5.280999 0 25.56592 4.828302 16.23461 23.16382 10.68 14.31127 17.17738 27.60548 30.37783 43.90136 20.01406 35.65898 61.46913 27.3233 30.09257 32.05562 80.35753 76.02928 40.21234 93.97459 105.9743 105.5773 106.8109 107.9205 110.7681 110.052 107.0295 144.2916 109.1516 70.74647 75.22481 144.3732 79.72805 82.55945 113.327 160.2868 144.2612 141.2606 142.7815 144.5305 153.5757 184.7142 166.1838 178.6008
46.27847 34.87366 7.894421 20.32764 25.56592 0 29.81013 41.22952 48.22524 15.21031 11.70827 9.402319 52.21986 54.77895 68.24554 8.458936 59.54925 85.21277 10.66928 12.44161 14.46214 103.9402 99.3872 23.35279 116.2403 80.595 80.27897 81.68374 83.07233 85.91108 131.5108 83.14429 133.4637 85.53569 53.63724 57.10177 160.2734 60.81606 63.2319 131.9546 143.8348 132.0268 141.4203 141.283 145.1191 153.5591 187.7301 165.6705 175.245
75.52166 5.199564 22.67591 9.88038 4.828302 29.81013 0 11.5434 18.52701 14.63728 18.24829 20.98809 22.85279 25.59785 39.13445 23.56374 30.84234 56.66183 30.41792 33.09456 34.91776 75.54833 71.20959 42.55716 89.14973 109.8692 109.4132 110.5407 111.508 114.3558 105.2464 110.2418 144.2708 112.2687 72.48621 77.12914 139.9925 81.76338 84.66552 108.7071 161.4165 144.5267 139.2022 141.008 142.3877 151.5102 182.072 164.1714 177.0616
86.53907 7.122264 34.21235 21.41387 16.23461 41.22952 11.5434 0 7 26.01922 29.56772 32.19084 11.40175 14.23025 27.69896 34.52535 19.69772 45.37037 40.80441 43.32436 44.94441 64.25575 60.00463 51.73978 78.28878 120.8305 120.3038 121.2972 122.0756 124.92 94.63908 120.2768 148.0565 122.1556 80.28076 85.1723 131.5777 90 93.00538 99.29081 167.595 148.942 138.058 140.6023 141.0035 150.2938 179.1823 163.0491 177.1216
93.41535 13.85503 41.20242 28.37908 23.16382 48.22524 18.52701 7 0 33.01515 36.55475 39.15674 5 7.905694 20.98713 41.4367 13.60147 38.7909 47.53946 50 51.5461 57.63723 53.48728 58.00004 72.0716 127.6754 127.122 128.0625 128.7638 131.6055 88.61653 126.7379 151.2817 128.5496 85.8021 90.79029 127.1781 95.69221 98.73702 94.22202 172.0874 152.5133 138.4377 141.4214 141.2268 150.5915 178.3735 163.3707 178.1265
60.97732 19.76234 8.688222 5.854997 10.68 15.21031 14.63728 26.01922 33.01515 0 3.640055 6.5 37.05401 39.65476 53.16275 9.433981 44.55334 70.32479 17.02939 19.84943 21.93171 89.13291 84.6496 30.58252 101.9377 95.33625 94.92102 96.13532 97.24254 100.09 117.5651 96.44947 137.5803 98.61541 61.61169 65.85328 148.9931 70.17834 72.91776 119.2792 151.7189 137.0574 138.7552 139.6066 142.2146 151.0429 183.5327 163.487 174.7958
57.33774 23.39005 6.136635 9.3558 14.31127 11.70827 18.24829 29.56772 36.55475 3.640055 0 2.915476 40.51234 43.07261 56.5485 6.020797 47.87745 73.59051 13.79311 16.62077 18.76832 92.35895 87.83966 27.65033 104.9354 91.69651 91.28116 92.5 93.62173 96.46891 120.4234 92.90452 135.6531 95.096 58.79838 62.92247 150.9593 67.15839 69.85163 121.6814 149.0535 134.9406 138.37 138.9829 141.8917 150.6333 183.5634 163.0069 173.9118
