0 106.9248 64.36206 67.9743 48.69833 71.69885 60.78917 57.65402 54.07536 36.11933 138.8104 134.21 147.8482 39.68598 32.30893 38.26065 38.55848 35.83427 42.4227 44.26627 40.2016 167.63 173.7087 46.95929 185.4196 70.64708 178.849 78.12504 80.76332 91.42561 124.7524 133.7631 147.871 151.725 191.8743 155.2327 180.897 175.8864
106.9248 0 48.23816 44.3145 65.3831 39.70527 50.87554 53.72801 57.11149 70.92618 35.59097 32.00934 49.24873 146.4998 81.90716 143.1003 142.7163 135.9641 140.9458 139.5656 132.3061 83.80019 89.89554 133.318 125.3329 150.4806 107.1253 145.057 148.9587 161.7203 156.6686 134.7191 150.3434 155.2181 159.651 159.1375 168.4785 175.4965
64.36206 48.23816 0 4 17.52855 8.558621 3.605551 6.708204 10.30776 29.96352 83.56886 79.62761 96.09887 103.6195 49.64877 102.4744 102.5768 97.94003 103.9002 103.9776 97.67292 125.9776 132.2961 101.1781 159.0309 122.4096 145.0965 122.2385 125.8968 138.5776 150.4 140.9113 157.0571 161.7931 182.5971 165.7739 183.0078 184.972
67.9743 44.3145 4 0 21.52324 4.609772 7.28011 10.44031 14.08013 33.10306 79.70474 75.80164 92.36337 107.3359 52.00961 106.0047 106.066 101.2336 107.1226 107.0701 100.6578 122.6776 128.9893 103.9471 156.4802 124.8897 142.1724 124.2508 127.9453 140.6778 151.0879 140.5133 156.6822 161.4466 180.971 165.4358 182.0706 184.4557
48.69833 65.3831 17.52855 21.52324 0 26 14.53444 11.67262 8.544004 19.23051 100.3945 96.30233 112.3604 87.21382 41.35517 86.9497 87.24821 83.58529 89.84709 90.55025 84.82482 140.346 146.6714 89.33784 170.135 111.7319 157.8266 113.7387 117.1932 129.5281 147.6249 142.9799 158.891 163.4694 189.6663 167.3865 187.1124 187.2433
71.69885 39.70527 8.558621 4.609772 26 0 11.5434 14.63728 18.24829 36.31546 75.10087 71.20959 87.81152 111.1946 54.15025 109.573 109.573 104.4629 110.2474 110.0167 103.4662 118.429 124.7337 106.4671 152.8951 127.0145 138.2434 125.7875 129.5232 142.3082 151.0071 139.2022 155.3832 160.1757 178.3046 164.1714 180.1365 182.9815
60.78917 50.87554 3.605551 7.28011 14.53444 11.5434 0 3.162278 6.800735 26.38773 86.00914 81.98103 98.25087 100.09 46.32494 98.88377 98.9798 94.33584 100.3008 100.3951 94.11164 127.396 133.7208 97.67292 159.4784 119.0005 146 119.0347 122.6744 135.3278 147.9719 139.3018 155.4202 160.1312 182.0599 164.1036 181.8341 183.4395
57.65402 53.72801 6.708204 10.44031 11.67262 14.63728 3.162278 0 3.640055 23.51197 88.72752 84.6496 100.7862 96.93297 43.909 95.77056 95.88013 91.31402 97.31007 97.46716 91.24144 129.4165 135.7433 94.92102 160.7418 116.4092 147.6279 116.7401 120.3536 132.9666 146.585 138.7552 154.8397 159.5243 182.4858 163.487 181.6848 182.9502
54.07536 57.11149 10.30776 14.08013 8.544004 18.24829 6.800735 3.640055 0 20.39148 91.96568 87.83966 103.8351 93.31265 41.36726 92.22391 92.35394 87.90051 93.93881 94.18164 88.0355 131.9142 138.2407 91.87083 162.4017 113.5592 149.6939 114.265 117.8442 130.4015 145.2032 138.37 154.4057 159.0574 183.1979 163.0069 181.7391 182.6106
36.11933 70.92618 29.96352 33.10306 19.23051 36.31546 26.38773 23.51197 20.39148 0 103.6258 99.13392 113.6394 75.80114 22.13171 73.43577 73.35743 68.1657 74.02069 74.016 67.73339 137.0624 143.3128 71.47946 161.6102 93.28231 151.6486 94.63912 98.13416 110.5574 128.9904 126.5773 142.2465 146.71 176.6807 150.5716 171.7735 170.7194
