0 95.74255 116.6634 133.373 31.2577 29.03814 58.84081 148.8183 178.6931 186.6888 138.8023 155.9239
95.74255 0 84.65635 65.11287 74.2954 79.95375 154.5833 208.9557 158.9131 178.223 195.2494 192.5657
116.6634 84.65635 0 43.391 85.65924 87.70782 163.237 154.5532 74.9372 93.57514 139.8363 123.1078
133.373 65.11287 43.391 0 103.0364 107.0561 187.6066 197.1913 103.8196 126.7853 182.489 166.4133
31.2577 74.2954 85.65924 103.0364 0 5.700877 85.30094 144.6184 150.4161 160.5522 132.5 141.6107
29.03814 79.95375 87.70782 107.0561 5.700877 0 80.76664 139.6817 150.5407 159.8202 127.7507 137.9825
58.84081 154.5833 163.237 187.6066 85.30094 80.76664 0 134.1185 212.3517 214.0216 129.3928 159.7607
148.8183 208.9557 154.5532 197.1913 144.6184 139.6817 134.1185 0 149.2214 134.9556 14.7169 50.13392
178.6931 158.9131 74.9372 103.8196 150.4161 150.5407 212.3517 149.2214 0 25.29822 136.4927 101.6232
186.6888 178.223 93.57514 126.7853 160.5522 159.8202 214.0216 134.9556 25.29822 0 123.5405 85.33975
138.8023 195.2494 139.8363 182.489 132.5 127.7507 129.3928 14.7169 136.4927 123.5405 0 40.77419
155.9239 192.5657 123.1078 166.4133 141.6107 137.9825 159.7607 50.13392 101.6232 85.33975 40.77419 0
