0 192.9244 190.9029 178.5999 184.2051 182.1544 181.3062 180.3495 179.4927 178.1137 171.0405 172.7716 146.5242 155.394 158.0798 156.5701 155.4509 155.6546 153.316 151.1335 148.6925 146.0043 77.67142 137.9679 113.7941 100.3265 97.03937 100.0772 99.46941 87.26802 88.28089 103.2063 39.32823 40.88201 108.9831 80.18716 106.2722 51.46963 120.7532 65.0481 70.64963 68.28598 154.1357 96.00765 111.0001 122.6476 152.9743 162.7673
192.9244 0 2.848001 39.35593 8.720984 10.85766 11.62851 12.77585 13.4371 14.97405 21.92158 177.7832 46.40978 44.30255 66.88307 63.41508 75.15704 80.64876 86.91886 86.98212 93.31651 86.9227 129.4433 106.1535 219.5698 208.34 207.0712 248.1039 249.4542 194.3679 202.2492 272.5293 223.3664 228.1306 220.7993 220.8662 224.6907 239.8344 236.0655 242.2166 242.2049 245.0723 329.7416 254.0993 302.2651 313.4678 278.2066 287.8746
190.9029 2.848001 0 36.66818 6.932211 9.357113 9.706813 11.35292 11.64283 13.4371 19.87181 174.9874 44.46011 43.55003 67.14917 63.54635 75.42511 80.98079 87.21939 87.20984 93.51223 86.97445 126.9405 106.1173 216.7992 205.6018 204.3448 245.4748 246.8347 193.437 201.3005 270.0183 221.5992 226.3166 220.0342 219.6988 223.8591 238.0187 235.3506 240.6253 240.705 243.4962 327.2369 252.8514 300.0873 311.2663 277.5459 287.2504
178.5999 39.35593 36.66818 0 36.09016 37.10795 35.17101 37.64306 35.73514 37.33631 34.1321 138.885 45.91394 60.0288 89.77262 85.29508 97.48243 103.2763 108.8944 108.2081 113.8891 106.3015 106.4519 123.6002 187.3233 177.2989 176.4263 219.9727 221.5683 197.7321 205.2161 247.1639 213.122 217.0069 226.0796 220.3111 228.9825 228.5279 241.8444 234.6913 236.1715 237.7617 304.2216 251.8894 283.7311 294.4019 284.2945 294.3845
184.2051 8.720984 6.932211 36.09016 0 2.54951 2.915476 4.527693 4.743416 6.519202 13.20984 172.8343 37.69625 36.96486 61.7395 57.94178 69.99161 75.63399 81.8077 81.68537 87.92782 81.19421 121.0475 100.1923 212.0672 200.6458 199.317 239.976 241.2986 186.6507 194.5042 264.1297 214.7336 219.4732 213.3463 212.8109 217.1278 231.1763 228.6964 233.706 233.7745 236.5743 321.3283 245.9416 293.5602 304.7704 270.9283 280.6604
182.1544 10.85766 9.357113 37.10795 2.54951 0 2 2 2.828427 4.123106 11.40175 173.0305 35.63131 34.41594 59.34506 55.50901 67.58791 73.24616 79.40403 79.25907 85.48837 78.72103 119.5533 97.6934 211.1516 199.6244 198.2606 238.6734 239.976 184.1331 191.9897 262.6119 212.5088 217.2763 210.8086 210.3426 214.5973 228.9803 226.1548 231.3893 231.4174 234.2506 319.7952 243.4959 291.6382 302.8704 268.3835 278.1137
181.3062 11.62851 9.706813 35.17101 2.915476 2 0 2.828427 2 4.123106 10.29563 171.0434 34.80791 34.82035 60.42334 56.50885 68.64346 74.33034 80.45496 80.26207 86.45913 79.60528 118.1905 98.48858 209.4588 197.9812 196.6348 237.1856 238.5005 184.22 192.0612 261.2681 211.8962 216.6218 211.0182 210.238 214.7557 228.3243 226.3997 230.9307 231.0368 233.805 318.4628 243.3233 290.6455 301.8551 268.6631 278.4192
180.3495 12.77585 11.35292 37.64306 4.527693 2 2.828427 0 2 2.236068 9.899495 172.8164 33.84165 32.44844 57.6552 53.77034 65.88418 71.56116 77.69813 77.52419 83.73537 76.92204 118.1059 95.85406 210.0976 198.4957 197.1072 237.3457 238.6347 182.1346 189.9906 261.1379 210.6086 215.3903 208.8188 208.3459 212.6029 227.0947 224.1689 229.445 229.4559 232.3032 318.3095 241.5041 289.9066 301.152 266.4022 276.1363
179.4927 13.4371 11.64283 35.73514 4.743416 2.828427 2 2 0 2.236068 8.602325 170.8268 32.97358 32.87706 58.76449 54.80192 66.9666 72.67049 78.77182 78.54935 84.72622 77.82673 116.7262 96.66437 208.3963 196.8431 195.4719 235.8495 237.1508 182.2224 190.0629 259.7865 209.9905 214.7301 209.0303 208.2402 212.7628 226.4332 224.416 228.9825 229.072 231.8538 316.9709 241.3302 288.908 300.1308 266.6839 276.4439
178.1137 14.97405 13.4371 37.33631 6.519202 4.123106 4.123106 2.236068 2.236068 0 7.81025 171.6293 31.60575 30.69765 56.55068 52.57614 64.74739 70.45566 76.55064 76.32169 82.49499 75.591 115.9741 94.42987 208.2018 196.5491 195.1442 235.2743 236.5555 180.1777 188.0254 258.9903 208.3963 213.1713 206.9335 206.2935 210.687 224.8755 222.3057 227.2664 227.2994 230.128 316.1562 239.4227 287.6748 298.9222 264.5613 274.3123
171.0405 21.92158 19.87181 34.1321 13.20984 11.40175 10.29563 9.899495 8.602325 7.81025 0 165.2615 24.59858 28.07947 56.4103 52.11766 64.39041 70.17834 76.05919 75.60423 81.58161 74.33034 108.2081 92.66067 200.4819 188.7835 187.3666 227.4665 228.7499 175.5591 183.352 251.2469 201.8167 206.497 202.7071 201.0622 206.2862 218.1972 218.1919 221.0543 221.2871 223.9481 308.4227 233.9813 280.3503 291.5622 260.5481 270.3854
172.7716 177.7832 174.9874 138.885 172.8343 173.0305 171.0434 172.8164 170.8268 171.6293 165.2615 0 156.9312 178.5067 205.5509 201.0278 210.3992 215.1635 218.3779 216.6545 219.8175 212.266 112.4342 221.4448 92.75788 94.12793 96.0554 139.62 142.0971 243.0454 247.6451 174.5615 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 234.7302 241.6171 322.7339 332.9039
146.5242 46.40978 44.46011 45.91394 37.69625 35.63131 34.80791 33.84165 32.97358 31.60575 24.59858 156.9312 0 21.57568 50.25386 45.56048 56.64913 62.17119 66.94966 65.82621 70.83479 62.96632 86.24436 78.84536 181.9861 169.5669 167.9023 206.1895 207.3467 153.5738 161.2386 228.6903 177.2623 181.9132 181.3974 177.9511 184.6237 193.612 197.0627 196.7208 197.1364 199.6405 285.7364 210.517 256.1128 267.3858 239.5225 249.5145
155.394 44.30255 43.55003 60.0288 36.96486 34.41594 34.82035 32.44844 32.87706 30.69765 28.07947 178.5067 21.57568 0 30.21471 25.5829 37.57975 43.35014 48.87298 48.18496 53.94105 46.48908 102.7852 64.59456 200.8142 187.9491 186.1055 222.5057 223.5103 150.1144 158.0112 243.1554 182.8807 188.0506 176.5082 177.0286 180.3885 199.7209 191.8044 200.3084 199.7321 203.0578 299.8091 210.4818 266.1812 277.692 233.997 243.7105
158.0798 66.88307 67.14917 89.77262 61.7395 59.34506 60.42334 57.6552 58.76449 56.55068 56.4103 205.5509 50.25386 30.21471 0 4.699653 8.27675 13.90713 20.07791 20.1099 26.47527 20.74972 119.0425 40.13701 219.1144 205.4844 203.3121 235.7716 236.4917 135.7613 143.7369 252.9737 180.1067 185.9039 159.6467 165.3381 164.2841 197.292 174.2028 194.2906 192.346 196.75 308.4673 199.3259 268.6767 280.4395 215.5201 224.8036
156.5701 63.41508 63.54635 85.29508 57.94178 55.50901 56.50885 53.77034 54.80192 52.57614 52.11766 201.0278 45.56048 25.5829 4.699653 0 12.27294 18.06239 24.00521 23.75395 29.9896 23.56374 115.5995 42.93309 215.565 202.0193 199.8862 232.8846 233.6434 136.9681 144.9489 250.5718 179.4749 185.1844 161.3579 166.1423 165.8652 196.6348 176.0717 194.199 192.474 196.709 306.2656 200.0925 267.3468 279.0811 217.5938 226.9637
155.4509 75.15704 75.42511 97.48243 69.99161 67.58791 68.64346 65.88418 66.9666 64.74739 64.39041 210.3992 56.64913 37.57975 8.27675 12.27294 0 5.798707 11.8163 11.86276 18.25147 13.18427 120.5281 32.29435 220.6962 206.8629 204.594 235.752 236.386 129.2092 137.1687 251.9119 175.9833 181.9105 152.5301 159.2292 157.2957 193.1873 166.9247 189.3442 187.0928 191.729 306.9709 193.2328 265.6091 277.4136 208.0407 217.2488
155.6546 80.64876 80.98079 103.2763 75.63399 73.24616 74.33034 71.56116 72.67049 70.45566 70.17834 215.1635 62.17119 43.35014 13.90713 18.06239 5.798707 0 6.324555 7 13.27533 10.29563 123.5557 28.01785 223.6605 209.713 207.3867 237.6931 238.2698 126.1269 134.059 253.1403 175 181.0249 148.8303 156.5407 153.7303 192.2004 163.035 187.6646 185.1513 189.9836 307.8681 190.5289 265.3786 277.2084 203.8995 213.0147
153.316 86.91886 87.21939 108.8944 81.8077 79.40403 80.45496 77.69813 78.77182 76.55064 76.05919 218.3779 66.94966 48.87298 20.07791 24.00521 11.8163 6.324555 0 2.236068 7.16726 7.615773 124.4588 22.2036 224.3569 210.2781 207.8828 237.154 237.6647 120.8801 128.7849 251.7936 171.4789 177.5894 143.14 151.5685 148.1249 188.6611 157.2218 183.5048 180.7678 185.7649 306.1391 185.5243 262.5163 274.3656 197.9349 207.0006
151.1335 86.98212 87.20984 108.2081 81.68537 79.25907 80.26207 77.52419 78.54935 76.32169 75.60423 216.6545 65.82621 48.18496 20.1099 23.75395 11.86276 7 2.236068 0 6.400329 5.385165 122.3315 21.0238 222.2004 208.1103 205.7091 234.9234 235.4326 119.3692 127.288 249.5616 169.4521 175.5477 141.8837 149.94 146.8128 186.6387 156.0558 181.6177 178.9413 183.8933 303.9206 183.911 260.3926 272.2398 196.9 206.0152
148.6925 93.31651 93.51223 113.8891 87.92782 85.48837 86.45913 83.73537 84.72622 82.49499 81.58161 219.8175 70.83479 53.94105 26.47527 29.9896 18.25147 13.27533 7.16726 6.400329 0 7.912829 123.2993 15.08684 222.7963 208.5855 206.1163 234.2466 234.688 113.9446 121.8325 248.0497 165.7681 171.9472 136.0118 144.7814 141.0231 182.9238 150.0652 177.2713 174.3683 179.4858 301.993 178.7092 257.3304 269.1928 190.7685 199.8393
146.0043 86.9227 86.97445 106.3015 81.19421 78.72103 79.60528 76.92204 77.82673 75.591 74.33034 212.266 62.96632 46.48908 20.74972 23.56374 13.18427 10.29563 7.615773 5.385165 7.912829 0 117.0982 19.41649 216.9101 202.8009 200.3902 229.5387 230.0489 116.1809 124.1302 244.2335 164.8059 170.8567 139.3484 146.4138 144.1284 182.0027 153.7442 177.3697 174.8628 179.6879 298.6549 180.4113 255.4473 267.2873 194.9011 204.1378
